PeakID (cmd=annotatePeaks.pl GATA2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_19251	chr8	6709362	6709575	+	0	NA	intron (AGPAT5, intron 1 of 7)	NA	1111	AGPAT5								
Interval_14429	chr3	185024556	185024686	+	0	NA	intron (VPS8, intron 46 of 47)	NA	128393	C3orf70								
Interval_13054	chr22	49511501	49511705	+	0	NA	Intergenic	NA	31855	MIR3667								
Interval_11508	chr2	206559337	206559501	+	0	NA	intron (ADAM23, intron 10 of 24)	NA	-82999	AC010731.4								
Interval_6113	chr14	75025192	75025427	+	0	NA	intron (MLH3, intron 9 of 12)	NA	22400	EIF2B2								
Interval_21747	chrX	72101095	72101225	+	0	NA	intron (NHSL2, intron 4 of 10)	NA	30741	RGAG4								
Interval_8165	chr17	33436318	33436453	+	0	NA	intron (ASIC2, intron 1 of 9)	NA	97375	AA06								
Interval_7827	chr16	89972468	89972663	+	0	NA	promoter-TSS (AFG3L1P)	NA	-15	AFG3L1P								
Interval_5066	chr12	118681783	118681966	+	0	NA	Intergenic	NA	-299621	SRRM4								
Interval_9295	chr19	3035623	3035881	+	0	NA	intron (TLE2, intron 2 of 19)	NA	11883	TLE2								
Interval_9416	chr19	10251793	10251988	+	0	NA	promoter-TSS (MRPL4)	NA	-74	MRPL4								
Interval_14660	chr4	14793431	14793600	+	0	NA	Intergenic	NA	208530	CPEB2-AS1								
Interval_11783	chr2	239401472	239401800	+	0	NA	promoter-TSS (LOC101928111)	NA	200	LOC101928111								
Interval_19100	chr7	142804672	142805177	+	0	NA	Intergenic	NA	33947	PRSS2								
Interval_5637	chr13	92565318	92565521	+	0	NA	intron (GPC5, intron 7 of 7)	NA	75256	MIR548AS								
Interval_15237	chr4	108987712	108987948	+	0	NA	intron (COL25A1, intron 5 of 32)	NA	-224751	ETNPPL								
Interval_179	chr1	21100378	21101013	+	0	NA	intron (EIF4G3, intron 2 of 34)	NA	76193	EIF4G3								
Interval_20738	chr9	21128291	21128572	+	0	NA	Intergenic	NA	13714	IFNW1								
Interval_17693	chr6	116254092	116254305	+	0	NA	promoter-TSS (TSPYL4)	NA	-100	TSPYL4								
Interval_18475	chr7	41955760	41956016	+	0	NA	Intergenic	NA	-252780	INHBA								
Interval_21323	chr9	132718394	132718725	+	0	NA	Intergenic	NA	48218	GTF3C4								
Interval_7110	chr15	95609151	95609360	+	0	NA	Intergenic	NA	176162	LINC00924								
Interval_6935	chr15	72834681	72834811	+	0	NA	Intergenic	NA	-50961	ADPGK								
Interval_17072	chr6	25866140	25866437	+	0	NA	intron (SLC17A3, intron 2 of 12)	NA	7955	SLC17A3								
Interval_3766	chr11	94034445	94034593	+	0	NA	intron (HEPHL1, intron 1 of 19)	NA	13307	HEPHL1								
Interval_14486	chr3	190621044	190621280	+	0	NA	intron (IL1RAP, intron 6 of 11)	NA	107111	IL1RAP								
Interval_209	chr1	23908192	23908446	+	0	NA	intron (CNR2, intron 2 of 2)	NA	5008	CNR2								
Interval_15665	chr5	10441776	10441901	+	0	NA	promoter-TSS (ROPN1L)	NA	13	ROPN1L-AS1								
Interval_21061	chr9	104991787	104991938	+	0	NA	promoter-TSS (LOC101928579)	NA	-100	LOC101928579								
Interval_17603	chr6	104638835	104639174	+	0	NA	Intergenic	NA	220915	HACE1								
Interval_17228	chr6	37614694	37614824	+	0	NA	Intergenic	NA	-59371	MIR4462								
Interval_17783	chr6	132420803	132420984	+	0	NA	Intergenic	NA	-19406	MOXD1								
Interval_564	chr1	59091047	59091342	+	0	NA	intron (RP4-794H19.4, intron 3 of 3)	NA	55613	HSD52								
Interval_13379	chr3	33440458	33440807	+	0	NA	promoter-TSS (UBP1)	NA	-622	UBP1								
Interval_18129	chr6	169292759	169292948	+	0	NA	Intergenic	NA	-38739	THBS2								
Interval_8969	chr18	44548727	44548918	+	0	NA	Intergenic	NA	-17125	LOC101927921								
Interval_126	chr1	15976037	15976233	+	0	NA	promoter-TSS (ZBTB17)	NA	-3	ZBTB17								
Interval_6341	chr14	102389396	102389616	+	0	NA	intron (TECPR2, intron 2 of 16)	NA	26543	TECPR2								
Interval_21041	chr9	101403643	101403775	+	0	NA	intron (ZNF189, intron 2 of 2)	NA	4855	ZNF189								
Interval_17593	chr6	103461630	103461927	+	0	NA	Intergenic	NA	876902	LOC102724443								
Interval_11725	chr2	233234371	233234596	+	0	NA	Intergenic	NA	-17180	ATG16L1								
Interval_7897	chr17	4833196	4833360	+	0	NA	promoter-TSS (MINK1)	NA	-62	MINK1								
Interval_10955	chr2	129061312	129061442	+	0	NA	Intergenic	NA	196777	LOC101927881								
Interval_6122	chr14	75249705	75250048	+	0	NA	Intergenic	NA	-28902	FOS								
Interval_7258	chr16	9206238	9206446	+	0	NA	Intergenic	NA	114662	C16orf72								
Interval_12603	chr21	38224282	38224443	+	0	NA	Intergenic	NA	18206	DSCR10								
Interval_18302	chr7	21646143	21646304	+	0	NA	intron (DNAH11, intron 28 of 81)	NA	103008	DNAH11								
Interval_2897	chr10	103620718	103621015	+	0	NA	intron (SH3PXD2A, intron 9 of 13)	NA	62698	NEURL1								
Interval_16127	chr5	84018571	84018778	+	0	NA	intron (EDIL3, intron 9 of 10)	NA	-297597	HAPLN1								
Interval_8702	chr17	82022891	82023316	+	0	NA	promoter-TSS (STRA13)	NA	-194	STRA13								
Interval_8541	chr17	67784424	67784581	+	0	NA	Intergenic	NA	-41026	BPTF								
Interval_5017	chr12	112747627	112747777	+	0	NA	Intergenic	NA	-44042	RPH3A								
Interval_14323	chr3	168436250	168436570	+	0	NA	intron (EGFEM1P, intron 3 of 15)	NA	-115444	MIR551B								
Interval_18749	chr7	92639810	92640140	+	0	NA	intron (CDK6, intron 5 of 7)	NA	-49581	FAM133B								
Interval_16630	chr5	154015385	154015648	+	0	NA	intron (FAM114A2, intron 8 of 13)	NA	23420	FAM114A2								
Interval_7602	chr16	58879885	58880141	+	0	NA	Intergenic	NA	-145656	GOT2								
Interval_14952	chr4	56739095	56739413	+	0	NA	Intergenic	NA	-57545	HOPX								
Interval_15425	chr4	148123240	148123377	+	0	NA	intron (NR3C2, intron 6 of 8)	NA	-97462	LOC102724672								
Interval_16832	chr6	2215433	2215616	+	0	NA	intron (GMDS, intron 1 of 10)	NA	30110	GMDS								
Interval_7145	chr15	99232479	99232610	+	0	NA	intron (TTC23, intron 1 of 11)	NA	18682	TTC23								
Interval_18267	chr7	17055708	17055860	+	0	NA	Intergenic	NA	-173795	AGR3								
Interval_20887	chr9	73230171	73230482	+	0	NA	Intergenic	NA	78461	ANXA1								
Interval_19607	chr8	38996567	38996965	+	0	NA	promoter-TSS (TM2D2)	NA	-220	ADAM9								
Interval_21701	chrX	53313776	53313925	+	0	NA	intron (IQSEC2, intron 1 of 14)	NA	7484	IQSEC2								
Interval_11687	chr2	230134507	230134729	+	0	NA	Intergenic	NA	-65619	SLC16A14								
Interval_15918	chr5	56326138	56326608	+	0	NA	Intergenic	NA	155396	LOC102467147								
Interval_17591	chr6	102932350	102932495	+	0	NA	Intergenic	NA	1406258	LOC102724443								
Interval_6298	chr14	96843224	96843392	+	0	NA	intron (VRK1, intron 3 of 13)	NA	45961	VRK1								
Interval_4353	chr12	28190856	28191136	+	0	NA	intron (LOC729291, intron 1 of 1)	NA	49188	LOC729291								
Interval_20114	chr8	98337144	98337274	+	0	NA	Intergenic	NA	-41993	NIPAL2								
Interval_2305	chr10	29318330	29318591	+	0	NA	TTS (LYZL1)	NA	29409	LYZL1								
Interval_8726	chr17_KI270729v1_random	26951	27082	+	0	NA	NA	NA	NA	NA								
Interval_3133	chr11	7651075	7651570	+	0	NA	intron (PPFIBP2, intron 23 of 26)	NA	23226	CYB5R2								
Interval_9848	chr19	43936180	43936430	+	0	NA	Intergenic	NA	-1046	ZNF45								
Interval_20406	chr8	124796610	124796867	+	0	NA	Intergenic	NA	-25252	MIR4662A								
Interval_20084	chr8	95863563	95863883	+	0	NA	Intergenic	NA	84625	LOC100500773								
Interval_13268	chr3	18888944	18889128	+	0	NA	Intergenic	NA	303403	LOC101927805								
Interval_12401	chr21	14383269	14383416	+	0	NA	promoter-TSS (HSPA13)	NA	-154	HSPA13								
Interval_574	chr1	60195502	60195632	+	0	NA	Intergenic	NA	-121797	C1orf87								
Interval_21645	chrX	40174023	40174398	+	0	NA	promoter-TSS (LOC102724413)	NA	-292	LOC102724413								
Interval_4063	chr11	133576049	133576215	+	0	NA	Intergenic	NA	-43624	OPCML								
Interval_9439	chr19	10928600	10928765	+	0	NA	promoter-TSS (YIPF2)	NA	-1	YIPF2								
Interval_6951	chr15	74868113	74868475	+	0	NA	intron (SCAMP2, intron 1 of 8)	NA	5071	SCAMP2								
Interval_15967	chr5	62256723	62257034	+	0	NA	Intergenic	NA	-49284	KIF2A								
Interval_3482	chr11	60872404	60872814	+	0	NA	intron (ZP1, intron 6 of 11)	NA	5067	ZP1								
Interval_17157	chr6	33028475	33028651	+	0	NA	Intergenic	NA	-18951	HLA-DOA								
Interval_1271	chr1	159009902	159010252	+	0	NA	exon (IFI16, exon 2 of 13)	NA	185	IFI16								
Interval_16339	chr5	124355967	124356271	+	0	NA	Intergenic	NA	-218829	LOC101927397								
Interval_5516	chr13	51332983	51333355	+	0	NA	Intergenic	NA	-7863	SERPINE3								
Interval_9663	chr19	32286879	32287093	+	0	NA	Intergenic	NA	-58622	ZNF507								
Interval_11863	chr20	4665964	4666529	+	0	NA	Intergenic	NA	-19905	PRNP								
Interval_393	chr1	40138809	40139281	+	0	NA	Intergenic	NA	-22324	RLF								
Interval_4526	chr12	52794364	52794674	+	0	NA	intron (KRT3, intron 2 of 9)	NA	1523	KRT3								
Interval_1637	chr1	200806881	200807094	+	0	NA	intron (CAMSAP2, intron 2 of 17)	NA	-65968	GPR25								
Interval_14642	chr4	10949395	10949588	+	0	NA	Intergenic	NA	211894	LOC102723525								
Interval_342	chr1	33966176	33966816	+	0	NA	intron (CSMD2, intron 3 of 70)	NA	97540	RP5-1007G16.1								
Interval_7275	chr16	10938822	10939048	+	0	NA	intron (DEXI, intron 1 of 1)	NA	-1784	LOC100505564								
Interval_5476	chr13	46182436	46182599	+	0	NA	promoter-TSS (LCP1)	NA	-13943	LCP1								
Interval_7025	chr15	83627397	83627697	+	0	NA	Intergenic	NA	-26548	ADAMTSL3								
Interval_16974	chr6	14789364	14789494	+	0	NA	Intergenic	NA	127976	LOC102724463								
Interval_7803	chr16	88005862	88006159	+	0	NA	intron (BANP, intron 5 of 12)	NA	54549	BANP								
Interval_15529	chr4	173281971	173282304	+	0	NA	intron (GALNT7, intron 2 of 11)	NA	13977	MIR548T								
Interval_8277	chr17	42706750	42707183	+	0	NA	intron (EZH1, intron 14 of 19)	NA	1180	MIR6780A								
Interval_13188	chr3	12098042	12098292	+	0	NA	intron (SYN2, intron 1 of 10)	NA	61184	TIMP4								
Interval_18466	chr7	41580292	41580480	+	0	NA	Intergenic	NA	-113530	INHBA-AS1								
Interval_14662	chr4	15007506	15007700	+	0	NA	intron (CPEB2, intron 2 of 9)	NA	4929	CPEB2								
Interval_2105	chr10	1489215	1489553	+	0	NA	intron (ADARB2, intron 1 of 9)	NA	-37246	ADARB2-AS1								
Interval_3375	chr11	44543280	44543513	+	0	NA	Intergenic	NA	-22195	CD82								
Interval_11997	chr20	21090104	21090311	+	0	NA	Intergenic	NA	-35776	PLK1S1								
Interval_2295	chr10	28496413	28496543	+	0	NA	Intergenic	NA	35876	WAC-AS1								
Interval_7775	chr16	85782585	85782762	+	0	NA	intron (EMC8, intron 2 of 3)	NA	-9725	LOC101928557								
Interval_20321	chr8	118382154	118382344	+	0	NA	intron (SAMD12, intron 3 of 4)	NA	-238752	SAMD12-AS1								
Interval_5367	chr13	32166494	32166680	+	0	NA	intron (FRY, intron 17 of 62)	NA	105701	FRY								
Interval_13496	chr3	46070732	46070926	+	0	NA	Intergenic	NA	-43342	XCR1								
Interval_4923	chr12	104012791	104013109	+	0	NA	intron (GLT8D2, intron 4 of 10)	NA	47135	TDG								
Interval_6041	chr14	68285837	68285979	+	0	NA	intron (RAD51B, intron 7 of 10)	NA	114471	LOC101927971								
Interval_3150	chr11	9460835	9460958	+	0	NA	promoter-TSS (ZNF143)	NA	-117	ZNF143								
Interval_14291	chr3	161149621	161149889	+	0	NA	Intergenic	NA	-44383	B3GALNT1								
Interval_16118	chr5	83135272	83135449	+	0	NA	intron (XRCC4, intron 3 of 7)	NA	57752	XRCC4								
Interval_10647	chr2	76450759	76451175	+	0	NA	Intergenic	NA	-534998	AC079117.1								
Interval_11585	chr2	216389541	216389742	+	0	NA	Intergenic	NA	-17614	MARCH4								
Interval_3541	chr11	65119729	65119951	+	0	NA	TTS (FAU)	NA	-2142	ZNHIT2								
Interval_604	chr1	64377663	64377852	+	0	NA	Intergenic	NA	128261	LOC101927065								
Interval_7991	chr17	13737042	13737274	+	0	NA	Intergenic	NA	55392	LOC100506974								
Interval_8075	chr17	25920123	25920303	+	0	NA	Intergenic	NA	1373729	MIR4522								
Interval_21849	chrX	117645725	117645879	+	0	NA	Intergenic	NA	327936	KLHL13								
Interval_314	chr1	32013562	32013875	+	0	NA	promoter-TSS (KHDRBS1)	NA	24	KHDRBS1								
Interval_6086	chr14	72519233	72519476	+	0	NA	intron (RGS6, intron 15 of 16)	NA	2523	MIR7843								
Interval_17054	chr6	22366363	22366549	+	0	NA	Intergenic	NA	-1763	LOC102724722								
Interval_7264	chr16	10259142	10259426	+	0	NA	Intergenic	NA	-76878	GRIN2A								
Interval_21810	chrX	103991156	103991330	+	0	NA	Intergenic	NA	15319	H2BFXP								
Interval_9971	chr19	50330941	50331126	+	0	NA	Intergenic	NA	-1951	KCNC3								
Interval_18337	chr7	25872562	25872807	+	0	NA	Intergenic	NA	-39620	LOC100506236								
Interval_16663	chr5	158718840	158719028	+	0	NA	intron (EBF1, intron 11 of 15)	NA	-309161	LOC101927697								
Interval_20613	chr9	272809	273031	+	0	NA	promoter-TSS (DOCK8)	NA	-128	DOCK8								
Interval_13487	chr3	45668234	45668589	+	0	NA	intron (LIMD1, intron 4 of 7)	NA	20471	LIMD1-AS1								
Interval_17068	chr6	25278126	25278299	+	0	NA	Intergenic	NA	-1216	LRRC16A								
Interval_16774	chr5	176723507	176723827	+	0	NA	Intergenic	NA	-19538	LOC102577424								
Interval_7888	chr17	4411296	4411426	+	0	NA	Intergenic	NA	-22563	SPNS3								
Interval_7117	chr15	96056897	96057114	+	0	NA	Intergenic	NA	77606	LOC101927192								
Interval_7459	chr16	34588153	34588358	+	0	NA	Intergenic	NA	156263	LOC102724523								
Interval_10349	chr2	39631736	39632104	+	0	NA	Intergenic	NA	-33997	TMEM178A								
Interval_18887	chr7	108420463	108420623	+	0	NA	intron (NRCAM, intron 1 of 33)	NA	35854	NRCAM								
Interval_14672	chr4	15868197	15868571	+	0	NA	Intergenic	NA	70356	FGFBP1								
Interval_3517	chr11	63631532	63631802	+	0	NA	intron (ATL3, intron 11 of 12)	NA	-14794	PLA2G16								
Interval_12376	chr20	63899079	63899529	+	0	NA	intron (DNAJC5, intron 1 of 4)	NA	4202	DNAJC5								
Interval_14917	chr4	53168355	53168488	+	0	NA	intron (SCFD2, intron 4 of 8)	NA	197654	SCFD2								
Interval_20472	chr8	129547755	129547993	+	0	NA	Intergenic	NA	-63732	MIR3686								
Interval_8343	chr17	47941382	47941588	+	0	NA	promoter-TSS (AC003665.1)	NA	-81	AC003665.1								
Interval_8153	chr17	32235142	32235335	+	0	NA	intron (RHOT1, intron 20 of 20)	NA	-30938	RHBDL3								
Interval_6445	chr14_GL000225v1_random	119735	119865	+	0	NA	Intergenic	NA	83511	LOC100287823								
Interval_4196	chr12	10167781	10167937	+	0	NA	intron (OLR1, intron 2 of 4)	NA	-2740	TMEM52B								
Interval_4582	chr12	56574266	56574552	+	0	NA	intron (RBMS2, intron 5 of 12)	NA	52452	RBMS2								
Interval_6329	chr14	101005905	101006145	+	0	NA	Intergenic	NA	12789	SNORD114-31								
Interval_59	chr1	8670374	8670525	+	0	NA	intron (RERE, intron 1 of 22)	NA	-144414	RERE								
Interval_833	chr1	96890364	96890570	+	0	NA	Intergenic	NA	168862	PTBP2								
Interval_1292	chr1	160540011	160540556	+	0	NA	TTS (CD84)	NA	-17021	SLAMF6								
Interval_3675	chr11	78127421	78127818	+	0	NA	intron (ALG8, intron 1 of 12)	NA	12041	ALG8								
Interval_3335	chr11	35165748	35165933	+	0	NA	intron (CD44, intron 1 of 17)	NA	-26784	RP4-607I7.1								
Interval_6739	chr15	56730833	56730974	+	0	NA	intron (ZNF280D, intron 1 of 18)	NA	3178	ZNF280D								
Interval_7047	chr15	88146431	88146728	+	0	NA	intron (NTRK3, intron 4 of 17)	NA	-106151	NTRK3-AS1								
Interval_20806	chr9	33778319	33778460	+	0	NA	intron (PRSS3, intron 1 of 4)	NA	27568	PRSS3								
Interval_17624	chr6	107648243	107648540	+	0	NA	intron (SOBP, intron 6 of 6)	NA	-58366	LOC101927442								
Interval_6748	chr15	57283720	57283850	+	0	NA	intron (TCF12, intron 21 of 21)	NA	-16580	LINC00926								
Interval_1093	chr1	143205166	143205321	+	0	NA	Intergenic	NA	99093	LOC101929814								
Interval_1080	chr1	125179882	125180459	+	0	NA	Intergenic	NA	3661058	EMBP1								
Interval_14923	chr4	53782448	53782761	+	0	NA	intron (RP11-317M11.1, intron 2 of 3)	NA	86752	RP11-317M11.1								
Interval_7478	chr16	46394982	46395250	+	0	NA	Intergenic	NA	173981	ANKRD26P1								
Interval_15880	chr5	51387066	51387242	+	0	NA	intron (ISL1, intron 2 of 5)	NA	-3822	LOC642366								
Interval_8358	chr17	48755489	48755682	+	0	NA	Intergenic	NA	-26836	HOXB13								
Interval_2992	chr10	119406989	119407218	+	0	NA	intron (GRK5, intron 4 of 15)	NA	29128	MIR4681								
Interval_2223	chr10	18100864	18101051	+	0	NA	Intergenic	NA	-39856	CACNB2								
Interval_8685	chr17	80621795	80622176	+	0	NA	intron (RPTOR, intron 1 of 33)	NA	77160	RPTOR								
Interval_2741	chr10	87975944	87976201	+	0	NA	Intergenic	NA	112390	PTEN								
Interval_1462	chr1	179699622	179699795	+	0	NA	Intergenic	NA	-43455	FAM163A								
Interval_18230	chr7	11133740	11133888	+	0	NA	intron (PHF14, intron 16 of 16)	NA	159942	PHF14								
Interval_12406	chr21	14550233	14550595	+	0	NA	intron (SAMSN1, intron 2 of 8)	NA	-4054	SAMSN1								
Interval_19784	chr8	60057748	60057911	+	0	NA	Intergenic	NA	223566	CA8								
Interval_1831	chr1	221781250	221781400	+	0	NA	Intergenic	NA	-39151	DUSP10								
Interval_10281	chr2	31876900	31877172	+	0	NA	intron (MEMO1, intron 6 of 7)	NA	-111106	LOC101929477								
Interval_11414	chr2	196275885	196276174	+	0	NA	intron (HECW2, intron 14 of 27)	NA	16005	AC020571.3								
Interval_15186	chr4	101795951	101796081	+	0	NA	intron (BANK1, intron 1 of 15)	NA	5409	BANK1								
Interval_10479	chr2	55017991	55018254	+	0	NA	intron (RTN4, intron 1 of 6)	NA	31068	RTN4								
Interval_19487	chr8	28594873	28595080	+	0	NA	Intergenic	NA	-89794	MIR4288								
Interval_21907	chrX	135384262	135384559	+	0	NA	Intergenic	NA	-12019	LOC100506790								
Interval_17308	chr6	44593557	44593687	+	0	NA	Intergenic	NA	-137496	LOC101929770								
Interval_217	chr1	24415663	24415820	+	0	NA	promoter-TSS (NIPAL3)	NA	-61	NIPAL3								
Interval_14450	chr3	187101656	187101841	+	0	NA	Intergenic	NA	37727	RPL39L								
Interval_9257	chr19	1490290	1490448	+	0	NA	promoter-TSS (PCSK4)	NA	39	PCSK4								
Interval_10859	chr2	111162940	111163176	+	0	NA	intron (BCL2L11, intron 4 of 4)	NA	40462	BCL2L11								
Interval_12548	chr21	33642194	33642710	+	0	NA	promoter-TSS (ITSN1)	NA	52	ITSN1								
Interval_10746	chr2	96816483	96816645	+	0	NA	exon (CNNM3, exon 1 of 9)	NA	310	CNNM3								
Interval_16068	chr5	76402312	76403141	+	0	NA	promoter-TSS (IQGAP2)	NA	-580	IQGAP2								
Interval_16223	chr5	100672245	100672379	+	0	NA	Intergenic	NA	136965	FAM174A								
Interval_1206	chr1	154131419	154131613	+	0	NA	intron (NUP210L, intron 6 of 38)	NA	23344	NUP210L								
Interval_17089	chr6	26502710	26502840	+	0	NA	intron (BTN1A1, intron 2 of 6)	NA	1653	BTN1A1								
Interval_20595	chr8	144147665	144147933	+	0	NA	promoter-TSS (MROH1)	NA	-1011	MROH1								
Interval_13743	chr3	75249080	75249301	+	0	NA	Intergenic	NA	34672	MIR4444-2								
Interval_16217	chr5	99516198	99516348	+	0	NA	Intergenic	NA	-21622	LOC102724855								
Interval_35	chr1	5466475	5466754	+	0	NA	Intergenic	NA	-97457	MIR4417								
Interval_3720	chr11	85339842	85340041	+	0	NA	intron (DLG2, intron 3 of 27)	NA	-288632	TMEM126B								
Interval_10573	chr2	66846105	66846317	+	0	NA	Intergenic	NA	-58225	AC007403.2								
Interval_9291	chr19	2900658	2900941	+	0	NA	promoter-TSS (ZNF57)	NA	-99	ZNF57								
Interval_5259	chr13	24599455	24599672	+	0	NA	Intergenic	NA	19355	TPTE2P6								
Interval_19372	chr8	19872887	19873019	+	0	NA	Intergenic	NA	55804	INTS10								
Interval_2366	chr10	34748878	34749199	+	0	NA	intron (PARD3, intron 1 of 23)	NA	66133	PARD3								
Interval_13166	chr3	10115536	10115728	+	0	NA	promoter-TSS (BRK1)	NA	-17	BRK1								
Interval_15549	chr4	176849168	176849427	+	0	NA	Intergenic	NA	-56552	VEGFC								
Interval_9732	chr19	38154136	38154298	+	0	NA	intron (SIPA1L3, intron 13 of 21)	NA	70033	DPF1								
Interval_6465	chr14_GL000225v1_random	196750	197047	+	0	NA	Intergenic	NA	160609	LOC100287823								
Interval_11408	chr2	196109008	196109305	+	0	NA	Intergenic	NA	-40344	DNAH7								
Interval_85	chr1	10400642	10400827	+	0	NA	intron (PGD, intron 3 of 12)	NA	1706	PGD								
Interval_20222	chr8	108023922	108024061	+	0	NA	intron (RSPO2, intron 2 of 5)	NA	59683	RSPO2								
Interval_9345	chr19	6556209	6556481	+	0	NA	Intergenic	NA	25346	TNFSF9								
Interval_1849	chr1	224380172	224380321	+	0	NA	TTS (CNIH4)	NA	-1172	LOC101927185								
Interval_17445	chr6	73575593	73575924	+	0	NA	Intergenic	NA	-54726	EEF1A1								
Interval_19009	chr7	130136541	130136677	+	0	NA	TTS (KLHDC10)	NA	-5126	LOC100128325								
Interval_4160	chr12	7612738	7612945	+	0	NA	Intergenic	NA	53062	APOBEC1								
Interval_6459	chr14_GL000225v1_random	133692	133913	+	0	NA	Intergenic	NA	97513	LOC100287823								
Interval_5467	chr13	44089345	44089567	+	0	NA	Intergenic	NA	-21093	SMIM2-AS1								
Interval_11361	chr2	189784308	189784568	+	0	NA	promoter-TSS (PMS1)	NA	-67	ORMDL1								
Interval_10341	chr2	38930720	38930897	+	0	NA	intron (ARHGEF33, intron 4 of 15)	NA	11445	ARHGEF33								
Interval_7514	chr16	50323254	50323523	+	0	NA	intron (BRD7, intron 11 of 15)	NA	30772	MIR6771								
Interval_4334	chr12	26627505	26627703	+	0	NA	intron (ITPR2, intron 23 of 56)	NA	205593	ITPR2								
Interval_16356	chr5	126090159	126090340	+	0	NA	Intergenic	NA	-89328	LOC102546228								
Interval_18944	chr7	117086952	117087114	+	0	NA	intron (ST7-AS2, intron 1 of 4)	NA	58559	ST7-AS2								
Interval_13590	chr3	52721123	52721333	+	0	NA	intron (NEK4, intron 15 of 15)	NA	-15181	GLT8D1								
Interval_333	chr1	33048125	33048275	+	0	NA	Intergenic	NA	-11289	AK2								
Interval_4061	chr11	133266926	133267223	+	0	NA	intron (LOC102724644, intron 1 of 2)	NA	70275	LOC102724644								
Interval_10616	chr2	73035032	73035174	+	0	NA	intron (SFXN5, intron 3 of 12)	NA	36639	SFXN5								
