PeakID (cmd=annotatePeaks.pl GFI1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_5448	chr4	41934020	41934945	+	0	NA	promoter-TSS (TMEM33)	NA	-647	TMEM33								
Interval_180	chr1	49203089	49203136	+	0	NA	intron (AGBL4, intron 4 of 12)	NA	268973	AGBL4-IT1								
Interval_7766	chr9	96067656	96068000	+	0	NA	intron (RP11-569G13.2, intron 1 of 8)	NA	1989	RP11-569G13.2								
Interval_5236	chr3	170726627	170726922	+	0	NA	Intergenic	NA	70212	LOC101928583								
Interval_877	chr10	50624100	50624294	+	0	NA	promoter-TSS (SGMS1)	NA	-232	SGMS1								
Interval_6676	chr6	161406378	161406989	+	0	NA	intron (PARK2, intron 9 of 11)	NA	-241040	AGPAT4								
Interval_44	chr1	15526223	15526513	+	0	NA	promoter-TSS (DNAJC16)	NA	-445	DNAJC16								
Interval_7961	chrX	2145962	2146111	+	0	NA	Intergenic	NA	-182692	LOC101928070								
Interval_400	chr1	152036323	152036593	+	0	NA	intron (S100A11, intron 1 of 2)	NA	577	S100A11								
Interval_107	chr1	27097474	27097768	+	0	NA	Intergenic	NA	52394	LOC101928391								
Interval_5301	chr3	189282433	189282994	+	0	NA	intron (TPRG1, intron 10 of 11)	NA	-42119	TPRG1-AS2								
Interval_1733	chr12	90091457	90091683	+	0	NA	Intergenic	NA	382615	LINC00936								
Interval_4104	chr2	144686889	144687033	+	0	NA	intron (TEX41, intron 1 of 4)	NA	18994	TEX41								
Interval_3891	chr2	60460968	60461269	+	0	NA	exon (BCL11A, exon 4 of 4)	NA	-59001	LOC102724142								
Interval_1484	chr11	132126348	132126592	+	0	NA	intron (NTM, intron 2 of 9)	NA	-157832	NTM-IT								
Interval_2481	chr15	81001383	81001710	+	0	NA	exon (MESDC1, exon 1 of 1)	NA	592	MESDC1								
Interval_6660	chr6	157527353	157527574	+	0	NA	intron (ZDHHC14, intron 1 of 8)	NA	-1674	MIR3692								
Interval_3798	chr2	29316873	29317284	+	0	NA	intron (ALK, intron 8 of 28)	NA	-2493	LOC101929386								
Interval_8043	chrX	73463091	73463138	+	0	NA	Intergenic	NA	15860	CDX4								
Interval_4103	chr2	144583146	144583193	+	0	NA	Intergenic	NA	61270	LOC101928455								
Interval_300	chr1	101236420	101236766	+	0	NA	promoter-TSS (S1PR1)	NA	-65	LOC101928370								
Interval_2073	chr14	39432608	39433448	+	0	NA	promoter-TSS (FBXO33)	NA	-528	FBXO33								
Interval_1387	chr11	96243374	96243549	+	0	NA	intron (MAML2, intron 1 of 4)	NA	-97977	MIR1260B								
Interval_965	chr10	85548138	85548389	+	0	NA	Intergenic	NA	-29468	GRID1-AS1								
Interval_5671	chr4	156829367	156829681	+	0	NA	intron (PDGFC, intron 2 of 5)	NA	141870	PDGFC								
Interval_601	chr1	211680829	211681066	+	0	NA	promoter-TSS (RP11-122M14.1)	NA	-817	RP11-122M14.1								
Interval_2011	chr13	99320736	99320966	+	0	NA	intron (UBAC2, intron 6 of 7)	NA	-13356	GPR183								
Interval_2484	chr15	83427396	83427561	+	0	NA	Intergenic	NA	-61711	SH3GL3								
Interval_7908	chrUn_GL000216v2	158674	158726	+	0	NA	NA	NA	NA	NA								
Interval_1521	chr12	8126852	8127568	+	0	NA	intron (CLEC4A, intron 2 of 4)	NA	3578	CLEC4A								
Interval_2756	chr16	73497109	73497426	+	0	NA	intron (LOC101927998, intron 2 of 2)	NA	-18878	TRNAK17								
Interval_4933	chr3	41822296	41822531	+	0	NA	intron (ULK4, intron 19 of 37)	NA	140090	ULK4								
Interval_4456	chr20	20732050	20732239	+	0	NA	Intergenic	NA	-19521	RALGAPA2								
Interval_1646	chr12	49680935	49681093	+	0	NA	intron (FMNL3, intron 1 of 26)	NA	26400	FMNL3								
Interval_2688	chr16	50209742	50209925	+	0	NA	intron (PAPD5, intron 1 of 11)	NA	-56707	ADCY7								
Interval_3453	chr19	6814227	6814511	+	0	NA	intron (VAV1, intron 1 of 25)	NA	41701	VAV1								
Interval_7022	chr7	131383452	131383718	+	0	NA	intron (MKLN1, intron 3 of 18)	NA	-55979	MKLN1-AS								
Interval_7021	chr7	131231493	131231637	+	0	NA	intron (MKLN1, intron 2 of 18)	NA	96041	MKLN1-AS								
Interval_1192	chr11	18395511	18395703	+	0	NA	promoter-TSS (LDHA)	NA	1218	LDHA								
Interval_1728	chr12	89756922	89757528	+	0	NA	Intergenic	NA	48270	LINC00936								
Interval_5536	chr4	82374333	82374704	+	0	NA	promoter-TSS (HNRNPD)	NA	116	LOC101928963								
Interval_5234	chr3	170055445	170055589	+	0	NA	intron (GPR160, intron 1 of 2)	NA	5661	GPR160								
Interval_4343	chr2	234293283	234293427	+	0	NA	Intergenic	NA	203694	ARL4C								
Interval_4091	chr2	139466001	139466274	+	0	NA	Intergenic	NA	568813	YY1P2								
Interval_6620	chr6	146679479	146679697	+	0	NA	intron (ADGB, intron 9 of 35)	NA	80588	ADGB								
Interval_8004	chrX	38347466	38347761	+	0	NA	Intergenic	NA	-4870	OTC								
Interval_895	chr10	61901101	61901326	+	0	NA	promoter-TSS (ARID5B)	NA	-41	ARID5B								
Interval_1238	chr11	45826589	45826860	+	0	NA	Intergenic	NA	-20394	CRY2								
Interval_4891	chr3	25547892	25548267	+	0	NA	intron (RARB, intron 3 of 7)	NA	116293	TOP2B								
Interval_870	chr10	47165628	47165778	+	0	NA	Intergenic	NA	-45257	LOC101929216								
Interval_7588	chr8	129582167	129582340	+	0	NA	Intergenic	NA	-98111	MIR3686								
Interval_351	chr1	118842917	118843061	+	0	NA	Intergenic	NA	145259	TBX15								
Interval_433	chr1	158809915	158810145	+	0	NA	Intergenic	NA	-21348	MNDA								
Interval_2726	chr16	65725110	65725353	+	0	NA	Intergenic	NA	-148931	LINC00922								
Interval_803	chr10	22251585	22251848	+	0	NA	promoter-TSS (LOC100130992)	NA	-356	LOC100130992								
Interval_7063	chr7	142188968	142189208	+	0	NA	Intergenic	NA	57979	MOXD2P								
Interval_1479	chr11	130269717	130269861	+	0	NA	intron (ZBTB44, intron 1 of 7)	NA	44974	ZBTB44								
Interval_7680	chr9	19184044	19184357	+	0	NA	Intergenic	NA	-46597	DENND4C								
Interval_3505	chr19	14128045	14128503	+	0	NA	intron (ASF1B, intron 1 of 3)	NA	6857	LOC102724226								
Interval_7362	chr8	60952922	60953076	+	0	NA	Intergenic	NA	14749	LOC100130298								
Interval_1300	chr11	65766696	65766981	+	0	NA	Intergenic	NA	13753	AP5B1								
Interval_2711	chr16	57381171	57381427	+	0	NA	intron (CX3CL1, intron 2 of 2)	NA	8797	CX3CL1								
Interval_995	chr10	89643944	89644191	+	0	NA	promoter-TSS (PANK1)	NA	1505	PANK1								
Interval_4048	chr2	121322974	121323208	+	0	NA	Intergenic	NA	-37895	TFCP2L1								
Interval_3572	chr19	35375076	35375234	+	0	NA	Intergenic	NA	16569	FFAR3								
Interval_5084	chr3	108589621	108589981	+	0	NA	promoter-TSS (DZIP3)	NA	-157	KIAA1524								
Interval_1375	chr11	93747828	93747987	+	0	NA	intron (C11orf54, intron 2 of 7)	NA	1869	C11orf54								
Interval_3429	chr19	3142112	3142771	+	0	NA	intron (AC005264.2, intron 3 of 3)	NA	6248	GNA15								
Interval_1032	chr10	100890674	100890818	+	0	NA	Intergenic	NA	-22206	FAM178A								
Interval_6923	chr7	94061421	94061565	+	0	NA	promoter-TSS (LOC102723946)	NA	37	LOC102723946								
Interval_6648	chr6	153087464	153087674	+	0	NA	intron (RGS17, intron 1 of 4)	NA	43687	RGS17								
Interval_4344	chr2	234308795	234309239	+	0	NA	Intergenic	NA	188032	ARL4C								
Interval_5803	chr5	42757455	42757650	+	0	NA	intron (CCDC152, intron 1 of 8)	NA	734	CCDC152								
Interval_5719	chr4	185265948	185266308	+	0	NA	intron (SNX25, intron 4 of 17)	NA	56507	SNX25								
Interval_2109	chr14	56490461	56490702	+	0	NA	Intergenic	NA	-23653	LOC101927690								
Interval_6187	chr6	683710	683915	+	0	NA	intron (EXOC2, intron 2 of 29)	NA	9301	EXOC2								
Interval_339	chr1	114559372	114559529	+	0	NA	Intergenic	NA	22194	BCAS2								
Interval_6547	chr6	129606689	129606978	+	0	NA	intron (ARHGAP18, intron 9 of 13)	NA	-48496	LOC102723409								
Interval_5558	chr4	87844080	87844417	+	0	NA	intron (MEPE, intron 4 of 4)	NA	22837	MEPE								
Interval_1742	chr12	92233500	92234344	+	0	NA	Intergenic	NA	87175	LOC101928617								
Interval_6522	chr6	111973032	111973327	+	0	NA	Intergenic	NA	-81012	WISP3								
Interval_628	chr1	220914898	220915070	+	0	NA	Intergenic	NA	-34844	HLX-AS1								
Interval_3449	chr19	6536222	6536612	+	0	NA	TTS (TNFSF9)	NA	7855	TNFSF9								
Interval_649	chr1	228164457	228164939	+	0	NA	exon (IBA57-AS1, exon 1 of 2)	NA	150	IBA57-AS1								
Interval_3484	chr19	10739230	10739495	+	0	NA	intron (DNM2, intron 1 of 19)	NA	20943	MIR638								
Interval_1738	chr12	90391098	90391321	+	0	NA	Intergenic	NA	-284113	LOC102724834								
Interval_3806	chr2	32916226	32916298	+	0	NA	intron (LINC00486, intron 5 of 5)	NA	-10865	AL121656.5								
Interval_88	chr1	23790544	23790696	+	0	NA	promoter-TSS (LYPLA2)	NA	-536	LYPLA2								
Interval_6729	chr7	3092755	3092909	+	0	NA	Intergenic	NA	-48893	LOC102723892								
Interval_4976	chr3	53748872	53749068	+	0	NA	intron (CACNA1D, intron 27 of 48)	NA	69685	LOC101929138								
Interval_1601	chr12	27556014	27556356	+	0	NA	intron (PPFIBP1, intron 1 of 29)	NA	-22010	PPFIBP1								
Interval_6273	chr6	21320813	21321008	+	0	NA	Intergenic	NA	190982	LINC00581								
Interval_906	chr10	63699919	63700069	+	0	NA	Intergenic	NA	69317	LOC101929846								
Interval_2819	chr17	534136	534297	+	0	NA	intron (VPS53, intron 17 of 17)	NA	-88276	FAM101B								
Interval_6370	chr6	43577177	43577505	+	0	NA	intron (POLH, intron 1 of 9)	NA	1194	POLH								
Interval_7572	chr8	125344012	125344286	+	0	NA	intron (NSMCE2, intron 4 of 6)	NA	-88968	TRIB1								
Interval_7940	chrUn_KI270752v1	160	253	+	0	NA	Intergenic	NA	-11174	LOC102723822								
Interval_7697	chr9	27599080	27599338	+	0	NA	Intergenic	NA	-25726	C9orf72								
Interval_3729	chr2	9561872	9561932	+	0	NA	Intergenic	NA	-3739	LOC101929643								
Interval_2625	chr16	25093267	25093426	+	0	NA	Intergenic	NA	18208	LOC102723510								
Interval_6718	chr7	905553	905622	+	0	NA	intron (ADAP1, intron 4 of 10)	NA	15302	ADAP1								
Interval_421	chr1	156524525	156524770	+	0	NA	TTS (IQGAP3)	NA	12822	LOC102724180								
Interval_994	chr10	89384966	89385238	+	0	NA	exon (IFIT1B, exon 2 of 2)	NA	7046	IFIT1B								
Interval_6446	chr6	83442725	83443112	+	0	NA	Intergenic	NA	-11699	ME1								
Interval_6661	chr6	157764357	157764758	+	0	NA	intron (SNX9, intron 1 of 19)	NA	48511	SNX9								
Interval_128	chr1	32572133	32572185	+	0	NA	intron (ZBTB8A, intron 2 of 4)	NA	32988	ZBTB8A								
Interval_5681	chr4	161487569	161487733	+	0	NA	intron (FSTL5, intron 11 of 14)	NA	-535082	RP11-497K21.1								
Interval_592	chr1	207943590	207943747	+	0	NA	Intergenic	NA	-32330	CD34								
Interval_3305	chr18	59402390	59402650	+	0	NA	Intergenic	NA	-43244	LMAN1								
Interval_4332	chr2	231299454	231299624	+	0	NA	intron (ARMC9, intron 19 of 24)	NA	-63184	MIR4777								
Interval_6229	chr6	10531507	10531655	+	0	NA	intron (GCNT2, intron 4 of 5)	NA	10246	GCNT2								
Interval_2575	chr16	10753144	10753427	+	0	NA	intron (NUBP1, intron 4 of 9)	NA	9499	NUBP1								
Interval_2318	chr15	33964112	33964385	+	0	NA	intron (AVEN, intron 2 of 5)	NA	-4640	CHRM5								
Interval_902	chr10	62744931	62745247	+	0	NA	Intergenic	NA	-59667	ADO								
Interval_4435	chr20	13739911	13740107	+	0	NA	intron (ESF1, intron 9 of 13)	NA	44924	ESF1								
Interval_1291	chr11	63503647	63503791	+	0	NA	Intergenic	NA	-4268	LGALS12								
Interval_4519	chr20	45993687	45993920	+	0	NA	Intergenic	NA	-15105	MMP9								
Interval_8058	chrX	107753355	107753517	+	0	NA	intron (TSC22D3, intron 2 of 3)	NA	22822	TSC22D3								
Interval_6294	chr6	26293166	26293357	+	0	NA	Intergenic	NA	-6416	TRNAR3								
Interval_5479	chr4	51107349	51107459	+	0	NA	Intergenic	NA	-736182	DCUN1D4								
Interval_69	chr1	21294466	21294700	+	0	NA	promoter-TSS (ECE1)	NA	-159	ECE1								
Interval_4193	chr2	182716213	182716260	+	0	NA	exon (DNAJC10, exon 1 of 25)	NA	195	DNAJC10								
Interval_7435	chr8	90305930	90306246	+	0	NA	intron (LINC00534, intron 2 of 3)	NA	53918	LOC101926899								
Interval_1851	chr12	121185567	121185779	+	0	NA	exon (P2RX7, exon 11 of 11)	NA	-24188	P2RX4								
Interval_734	chr1	244044452	244044616	+	0	NA	intron (RP11-278H7.1, intron 10 of 11)	NA	-6725	ZBTB18								
Interval_3285	chr18	57175607	57175937	+	0	NA	Intergenic	NA	28710	BOD1L2								
Interval_2535	chr15	99511568	99511896	+	0	NA	Intergenic	NA	-54196	MEF2A								
Interval_1803	chr12	108455718	108456042	+	0	NA	intron (LOC102723562, intron 2 of 2)	NA	17167	LOC102723562								
Interval_3444	chr19	5971851	5971995	+	0	NA	intron (RANBP3, intron 1 of 15)	NA	6386	RANBP3								
Interval_6857	chr7	48332135	48332190	+	0	NA	intron (ABCA13, intron 27 of 61)	NA	160702	ABCA13								
Interval_8106	chrY	56728134	56728191	+	0	NA	Intergenic	NA	-226147	SPRY3-2								
Interval_4522	chr20	46350544	46350723	+	0	NA	intron (SLC35C2, intron 9 of 9)	NA	13825	SLC35C2								
Interval_6719	chr7	906438	906490	+	0	NA	intron (ADAP1, intron 4 of 10)	NA	14425	ADAP1								
Interval_7376	chr8	64577314	64577558	+	0	NA	promoter-TSS (LOC401463)	NA	-173	LOC401463								
Interval_188	chr1	52899441	52899745	+	0	NA	intron (ECHDC2, intron 7 of 9)	NA	13181	ECHDC2								
Interval_5822	chr5	50416017	50416166	+	0	NA	intron (EMB, intron 2 of 8)	NA	25309	EMB								
Interval_2177	chr14	75147962	75148236	+	0	NA	intron (TMED10, intron 2 of 4)	NA	-21024	NEK9								
Interval_5256	chr3	179695996	179696244	+	0	NA	intron (USP13, intron 3 of 20)	NA	42975	USP13								
Interval_6653	chr6	154925768	154925815	+	0	NA	Intergenic	NA	72422	MIR1273C								
Interval_1513	chr12	6944459	6944741	+	0	NA	TTS (RNU7-1)	NA	560	C12orf57								
Interval_315	chr1	108556640	108556842	+	0	NA	Intergenic	NA	-3608	FAM102B								
Interval_432	chr1	158809212	158809601	+	0	NA	Intergenic	NA	-21972	MNDA								
Interval_2285	chr14	103173791	103173838	+	0	NA	Intergenic	NA	15214	LINC00605								
Interval_4167	chr2	173048916	173049098	+	0	NA	intron (RAPGEF4, intron 29 of 29)	NA	28375	LOC102724157								
Interval_4523	chr20	46523836	46524360	+	0	NA	Intergenic	NA	-10698	ZNF334								
Interval_1014	chr10	94403566	94403898	+	0	NA	intron (TBC1D12, intron 1 of 13)	NA	1303	TBC1D12								
Interval_5089	chr3	112473368	112473598	+	0	NA	intron (BTLA, intron 3 of 5)	NA	26078	BTLA								
Interval_501	chr1	177599177	177599321	+	0	NA	Intergenic	NA	-101275	RP11-63B19.1								
Interval_5426	chr4	34818621	34818668	+	0	NA	Intergenic	NA	-838358	RP11-79E3.3								
Interval_2210	chr14	85516759	85516940	+	0	NA	Intergenic	NA	14910	LOC100506731								
Interval_8026	chrX	47412225	47412551	+	0	NA	exon (ZNF157, exon 4 of 4)	NA	23738	SNORA11C								
Interval_6279	chr6	25846288	25846335	+	0	NA	intron (SLC17A3, intron 11 of 12)	NA	-14252	SLC17A1								
Interval_1981	chr13	54980762	54980972	+	0	NA	Intergenic	NA	-193642	MIR5007								
Interval_7842	chr9	121492974	121493323	+	0	NA	intron (GGTA1P, intron 1 of 6)	NA	6879	GGTA1P								
Interval_1389	chr11	96373932	96374076	+	0	NA	intron (CCDC82, intron 6 of 10)	NA	15915	CCDC82								
Interval_1323	chr11	72513215	72513359	+	0	NA	Intergenic	NA	-57305	LOC101928555								
Interval_7254	chr8	37231917	37232090	+	0	NA	Intergenic	NA	99800	LOC100507403								
Interval_1658	chr12	53387298	53387583	+	0	NA	intron (SP1, intron 3 of 5)	NA	6227	SP1								
Interval_6536	chr6	125318727	125318871	+	0	NA	Intergenic	NA	-16663	HDDC2								
Interval_498	chr1	175090881	175091126	+	0	NA	intron (TNN, intron 6 of 18)	NA	23145	TNN								
Interval_6810	chr7	31879501	31879757	+	0	NA	intron (PDE1C, intron 4 of 17)	NA	192612	PPP1R17								
Interval_7838	chr9	120735330	120735672	+	0	NA	Intergenic	NA	-21014	MEGF9								
Interval_1130	chr11	2223183	2223469	+	0	NA	Intergenic	NA	47626	ASCL2								
Interval_7276	chr8	39971711	39971864	+	0	NA	intron (IDO2, intron 3 of 10)	NA	36832	IDO2								
Interval_4857	chr3	12414047	12414239	+	0	NA	intron (PPARG, intron 6 of 7)	NA	44065	PPARG								
Interval_2042	chr14	22810918	22811212	+	0	NA	intron (SLC7A7, intron 3 of 10)	NA	4827	SLC7A7								
Interval_6899	chr7	80918846	80919051	+	0	NA	exon (SEMA3C, exon 1 of 19)	NA	114	SEMA3C								
Interval_6354	chr6	38702234	38702320	+	0	NA	intron (GLO1, intron 1 of 5)	NA	899	GLO1								
Interval_6196	chr6	2846381	2846681	+	0	NA	Intergenic	NA	-5061	SERPINB1								
Interval_3684	chr19	53851799	53852002	+	0	NA	Intergenic	NA	-15983	MYADM								
Interval_3955	chr2	85405707	85405869	+	0	NA	intron (CAPG, intron 1 of 9)	NA	4516	CAPG								
Interval_2771	chr16	79329123	79329400	+	0	NA	Intergenic	NA	271464	MAF								
Interval_2975	chr17	41559002	41559049	+	0	NA	Intergenic	NA	-4530	LINC00974								
Interval_6554	chr6	130482785	130482976	+	0	NA	Intergenic	NA	116415	TMEM200A								
Interval_6931	chr7	97107368	97107742	+	0	NA	Intergenic	NA	-9038	ACN9								
Interval_4733	chr22	28373861	28374018	+	0	NA	intron (TTC28, intron 2 of 21)	NA	-85986	MIR5739								
Interval_2340	chr15	41970158	41970337	+	0	NA	intron (EHD4, intron 1 of 5)	NA	2310	EHD4								
Interval_4476	chr20	31727827	31727989	+	0	NA	Intergenic	NA	-5043	BCL2L1								
Interval_762	chr10	3468897	3469259	+	0	NA	Intergenic	NA	-33366	LOC101927880								
Interval_1781	chr12	101780662	101780918	+	0	NA	intron (GNPTAB, intron 5 of 20)	NA	33542	LOC101929005								
Interval_4794	chr22	45219093	45219385	+	0	NA	intron (KIAA0930, intron 1 of 9)	NA	-18220	MIR1249								
Interval_313	chr1	108016454	108016646	+	0	NA	Intergenic	NA	52107	VAV3-AS1								
Interval_3520	chr19	16279244	16279434	+	0	NA	Intergenic	NA	-45501	KLF2								
Interval_296	chr1	100606649	100606795	+	0	NA	Intergenic	NA	40282	RP11-84O12.4								
Interval_2095	chr14	53943744	53943915	+	0	NA	Intergenic	NA	4655	MIR5580								
Interval_2474	chr15	79020827	79021011	+	0	NA	intron (RASGRF1, intron 10 of 27)	NA	69854	RASGRF1								
Interval_7753	chr9	89490037	89490150	+	0	NA	intron (SEMA4D, intron 1 of 16)	NA	-10203	SEMA4D								
Interval_3670	chr19	51139449	51139613	+	0	NA	TTS (SIGLEC9)	NA	-2770	SIGLEC7								
Interval_6034	chr5	135140823	135141101	+	0	NA	intron (C5orf66, intron 2 of 5)	NA	-100915	LOC101927953								
Interval_5862	chr5	60962137	60962295	+	0	NA	intron (NDUFAF2, intron 1 of 3)	NA	17087	NDUFAF2								
Interval_6348	chr6	36954268	36954627	+	0	NA	promoter-TSS (PI16)	NA	6184	PI16								
Interval_7109	chr8	1974730	1975022	+	0	NA	promoter-TSS (LOC101928058)	NA	-998	LOC101928058								
Interval_2532	chr15	99124138	99124282	+	0	NA	intron (SYNM, intron 2 of 4)	NA	19130	SYNM								
Interval_314	chr1	108556335	108556565	+	0	NA	Intergenic	NA	-3899	FAM102B								
Interval_4311	chr2	226426477	226426738	+	0	NA	Intergenic	NA	232134	MIR5702								
Interval_179	chr1	48617301	48617599	+	0	NA	intron (AGBL4, intron 9 of 12)	NA	-145276	SPATA6								
Interval_1548	chr12	12010319	12010483	+	0	NA	Intergenic	NA	-39463	LOC102724106								
Interval_4599	chr21	15682121	15682539	+	0	NA	Intergenic	NA	-126479	USP25								
Interval_3024	chr17	49828329	49828580	+	0	NA	exon (KAT7, exon 15 of 15)	NA	-17456	FLJ45513								
Interval_4552	chr20	53070836	53071034	+	0	NA	intron (TSHZ2, intron 1 of 2)	NA	108615	LOC728805								
Interval_5571	chr4	95540002	95540151	+	0	NA	intron (UNC5C, intron 1 of 15)	NA	9134	UNC5C								
Interval_2670	chr16	46400101	46400167	+	0	NA	Intergenic	NA	168963	ANKRD26P1								
Interval_7181	chr8	21966806	21967073	+	0	NA	exon (XPO7, exon 2 of 28)	NA	47270	XPO7								
Interval_366	chr1	144551487	144551913	+	0	NA	Intergenic	NA	15888	TRNAN15								
Interval_4330	chr2	231052784	231053043	+	0	NA	Intergenic	NA	-3951	PSMD1								
Interval_7533	chr8	118179317	118179531	+	0	NA	Intergenic	NA	-67605	EXT1								
Interval_7526	chr8	117863580	117863855	+	0	NA	intron (EXT1, intron 1 of 10)	NA	248102	EXT1								
Interval_5338	chr3	197627098	197627270	+	0	NA	intron (LOC220729, intron 1 of 7)	NA	697	LOC220729								
Interval_7303	chr8	47353767	47353911	+	0	NA	intron (SPIDR, intron 4 of 16)	NA	164532	RP11-1134I14.8								
Interval_4449	chr20	19915566	19915712	+	0	NA	intron (RIN2, intron 3 of 12)	NA	26073	RIN2								
Interval_22	chr1	8973930	8974360	+	0	NA	intron (CA6, intron 7 of 7)	NA	28311	CA6								
Interval_3120	chr17	74213108	74213402	+	0	NA	promoter-TSS (MGC16275)	NA	66	MGC16275								
Interval_7485	chr8	102510156	102510328	+	0	NA	Intergenic	NA	-41378	ODF1								
Interval_3163	chr17	83125658	83125904	+	0	NA	Intergenic	NA	5930	LOC102723913								
Interval_5990	chr5	118548946	118549189	+	0	NA	intron (LOC101927280, intron 1 of 9)	NA	13050	LOC101927280								
Interval_6087	chr5	148403484	148403637	+	0	NA	intron (FBXO38, intron 5 of 21)	NA	19545	FBXO38								
Interval_2721	chr16	59859547	59859772	+	0	NA	intron (RP11-430C1.1, intron 1 of 3)	NA	4306	RP11-430C1.1								
Interval_6363	chr6	41707830	41708070	+	0	NA	intron (TFEB, intron 1 of 8)	NA	27110	TFEB								
Interval_1751	chr12	94040146	94040374	+	0	NA	Intergenic	NA	-108694	PLXNC1								
Interval_6096	chr5	151357877	151358221	+	0	NA	Intergenic	NA	-10459	SLC36A2								
Interval_42	chr1	14733094	14733307	+	0	NA	intron (KAZN, intron 1 of 7)	NA	419264	TMEM51-AS1								
Interval_431	chr1	158808788	158808936	+	0	NA	Intergenic	NA	-22516	MNDA								
Interval_2749	chr16	72001802	72001946	+	0	NA	Intergenic	NA	-1896	PKD1L3								
Interval_3573	chr19	35436402	35436786	+	0	NA	Intergenic	NA	-3496	LOC101927522								
Interval_4645	chr21	34885657	34886087	+	0	NA	TTS (LOC101928240)	NA	3949	RUNX1								
Interval_1191	chr11	17280534	17280678	+	0	NA	intron (NUCB2, intron 1 of 15)	NA	3867	NUCB2								
Interval_2531	chr15	98915473	98915637	+	0	NA	intron (IGF1R, intron 8 of 20)	NA	90101	PGPEP1L								
Interval_1097	chr10	124067045	124067689	+	0	NA	intron (CHST15, intron 1 of 5)	NA	25057	CHST15								
Interval_6206	chr6	4942313	4942507	+	0	NA	intron (CDYL, intron 6 of 8)	NA	52418	CDYL								
Interval_2002	chr13	97210350	97210494	+	0	NA	Intergenic	NA	-11873	MBNL2								
Interval_5855	chr5	57143461	57143508	+	0	NA	Intergenic	NA	-30464	GPBP1								
