PeakID (cmd=annotatePeaks.pl JUND.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1509	chr19	43562679	43563037	+	0	NA	intron (XRCC1, intron 2 of 16)	NA	12720	XRCC1								
Interval_2864	chr7	36115633	36115812	+	0	NA	Intergenic	NA	20412	LOC101928618								
Interval_849	chr14	60753870	60754068	+	0	NA	intron (MNAT1, intron 1 of 7)	NA	19228	MNAT1								
Interval_2149	chr3	94929160	94929365	+	0	NA	Intergenic	NA	-9001	LINC00879								
Interval_4	chr1	3313080	3313410	+	0	NA	intron (PRDM16, intron 3 of 16)	NA	-141338	ARHGEF16								
Interval_2696	chr6	42333675	42333922	+	0	NA	intron (TRERF1, intron 3 of 17)	NA	-115933	MRPS10								
Interval_314	chr10	7185477	7185662	+	0	NA	intron (SFMBT2, intron 16 of 20)	NA	225917	SFMBT2								
Interval_357	chr10	61389841	61390033	+	0	NA	Intergenic	NA	-62453	RP11-809M12.1								
Interval_2305	chr4	39622656	39622833	+	0	NA	intron (SMIM14, intron 1 of 4)	NA	16117	SMIM14								
Interval_2009	chr22	35356234	35356421	+	0	NA	Intergenic	NA	-19539	MIR6069								
Interval_1093	chr16	55472531	55472772	+	0	NA	Intergenic	NA	-6518	MMP2								
Interval_2666	chr6	24721085	24721469	+	0	NA	promoter-TSS (C6orf62)	NA	-2102	C6orf62								
Interval_920	chr15	27820194	27820566	+	0	NA	intron (OCA2, intron 22 of 22)	NA	278957	OCA2								
Interval_915	chr15	17029138	17029311	+	0	NA	Intergenic	NA	-3253520	CHEK2P2								
Interval_126	chr1	114940858	114941117	+	0	NA	intron (SYCP1, intron 22 of 30)	NA	86143	SYCP1								
Interval_2276	chr4	1702919	1703092	+	0	NA	intron (SLBP, intron 3 of 7)	NA	9298	SLBP								
Interval_2436	chr5	16629378	16629675	+	0	NA	exon (RP11-260E18.1, exon 4 of 4)	NA	-12468	FAM134B								
Interval_2784	chr6	141381236	141381471	+	0	NA	Intergenic	NA	-528434	LOC102723724								
Interval_117	chr1	110267838	110268100	+	0	NA	intron (KCNC4, intron 3 of 3)	NA	57255	KCNC4								
Interval_2	chr1	1000821	1001024	+	0	NA	promoter-TSS (HES4)	NA	302	HES4								
Interval_3346	chr9	100286275	100286659	+	0	NA	intron (INVS, intron 13 of 17)	NA	66104	TEX10								
Interval_1163	chr17	24421338	24421613	+	0	NA	Intergenic	NA	-1898289	LOC102723754								
Interval_790	chr13	22114745	22115041	+	0	NA	Intergenic	NA	-95392	LINC00540								
Interval_1609	chr2	26757946	26758229	+	0	NA	Intergenic	NA	-6187	SLC35F6								
Interval_2946	chr7	118311533	118311864	+	0	NA	intron (LOC102724495, intron 1 of 2)	NA	51837	LOC102724495								
Interval_2022	chr22	40436448	40436839	+	0	NA	intron (MKL1, intron 4 of 14)	NA	66059	SGSM3								
Interval_3093	chr8	58217992	58218233	+	0	NA	Intergenic	NA	53989	LOC101929528								
Interval_260	chr1	220962087	220962315	+	0	NA	Intergenic	NA	-82061	HLX-AS1								
Interval_2495	chr5	86617854	86618027	+	0	NA	promoter-TSS (COX7C)	NA	-27	COX7C								
Interval_2026	chr22	41217898	41218085	+	0	NA	intron (L3MBTL2, intron 5 of 16)	NA	12682	L3MBTL2								
Interval_1248	chr17	69175761	69176064	+	0	NA	intron (ABCA10, intron 23 of 39)	NA	-33920	ABCA6								
Interval_2099	chr3	41681603	41681792	+	0	NA	TTS (ULK4)	NA	280807	ULK4								
Interval_1756	chr2	177212374	177212547	+	0	NA	promoter-TSS (HNRNPA3)	NA	-234	HNRNPA3								
Interval_1602	chr2	14757050	14757252	+	0	NA	Intergenic	NA	124445	FAM84A								
Interval_2654	chr6	15905799	15906032	+	0	NA	Intergenic	NA	-89029	LOC101928406								
Interval_1253	chr17	73143107	73143403	+	0	NA	Intergenic	NA	-21766	SSTR2								
Interval_1720	chr2	142242725	142242898	+	0	NA	Intergenic	NA	-111110	LRP1B								
Interval_1431	chr19	7159457	7159739	+	0	NA	intron (INSR, intron 9 of 20)	NA	66440	LOC100996405								
Interval_2317	chr4	49144677	49144774	+	0	NA	Intergenic	NA	-16607	LOC101927209								
Interval_796	chr13	28574623	28574980	+	0	NA	Intergenic	NA	-79673	FLT1								
Interval_1819	chr2	238732179	238732352	+	0	NA	Intergenic	NA	115414	LOC100287387								
Interval_3121	chr8	74404469	74404642	+	0	NA	Intergenic	NA	54172	GDAP1								
Interval_3062	chr8	39816959	39817137	+	0	NA	intron (ADAM2, intron 6 of 20)	NA	21241	ADAM2								
Interval_381	chr10	74176537	74176771	+	0	NA	exon (ADK, exon 1 of 11)	NA	25469	ADK								
Interval_194	chr1	169894173	169894439	+	0	NA	promoter-TSS (SCYL3)	NA	-424	SCYL3								
Interval_256	chr1	219089088	219089399	+	0	NA	intron (RP11-135J2.4, intron 3 of 4)	NA	84545	RP11-135J2.4								
Interval_3007	chr8	19665473	19665695	+	0	NA	intron (CSGALNACT1, intron 1 of 8)	NA	16999	CSGALNACT1								
Interval_528	chr11	62591493	62591722	+	0	NA	promoter-TSS (TUT1)	NA	30	TUT1								
Interval_3222	chr8	123858535	123858815	+	0	NA	intron (FER1L6, intron 1 of 40)	NA	-55954	FER1L6								
Interval_2988	chr8	6291940	6292214	+	0	NA	Intergenic	NA	114471	LOC100287015								
Interval_812	chr13	50678556	50678850	+	0	NA	Intergenic	NA	-36694	LOC102723697								
Interval_773	chr12	126772457	126772660	+	0	NA	promoter-TSS (LINC00944)	NA	-296	LINC00944								
Interval_2074	chr3	24678486	24678780	+	0	NA	Intergenic	NA	-150714	LOC101927874								
Interval_1159	chr17	17935742	17935928	+	0	NA	intron (TOM1L2, intron 1 of 15)	NA	36601	TOM1L2								
Interval_3344	chr9	99595914	99596125	+	0	NA	intron (RP11-554F20.1, intron 4 of 6)	NA	-220762	NAMA								
Interval_195	chr1	169908690	169908947	+	0	NA	Intergenic	NA	-14936	SCYL3								
Interval_1130	chr16	89719406	89719714	+	0	NA	promoter-TSS (ZNF276)	NA	886	VPS9D1								
Interval_231	chr1	201714708	201715025	+	0	NA	intron (NAV1, intron 5 of 32)	NA	-4713	MIR5191								
Interval_1998	chr22	31063912	31064089	+	0	NA	Intergenic	NA	-17318	SMTN								
Interval_533	chr11	63689225	63689623	+	0	NA	intron (RTN3, intron 1 of 4)	NA	7974	RTN3								
Interval_268	chr1	224542838	224543136	+	0	NA	Intergenic	NA	-3874	CNIH3								
Interval_2867	chr7	37031963	37032256	+	0	NA	intron (ELMO1, intron 15 of 21)	NA	34313	ELMO1-AS1								
Interval_2591	chr5	159773321	159773585	+	0	NA	Intergenic	NA	97931	AC011343.1								
Interval_1391	chr18	77101499	77101589	+	0	NA	intron (MBP, intron 1 of 5)	NA	31274	MBP								
Interval_3406	chrM	11877	12018	+	0	NA	promoter-TSS (TRNS2)	NA	-191	TRNH								
Interval_3422	chrUn_KI270333v1	1598	1701	+	0	NA	NA	NA	NA	NA								
Interval_937	chr15	45456755	45456863	+	0	NA	intron (LOC102724512, intron 2 of 3)	NA	17025	LOC102724512								
Interval_2642	chr6	12265791	12266018	+	0	NA	Intergenic	NA	-24392	EDN1								
Interval_3147	chr8	89183337	89183583	+	0	NA	Intergenic	NA	433698	RP11-37B2.1								
Interval_2732	chr6	87756929	87757235	+	0	NA	Intergenic	NA	-27778	LOC101928911								
Interval_932	chr15	43791929	43792136	+	0	NA	promoter-TSS (SERF2)	NA	56	SERF2								
Interval_939	chr15	50107673	50108043	+	0	NA	intron (ATP8B4, intron 1 of 27)	NA	11364	ATP8B4								
Interval_2490	chr5	80264375	80264693	+	0	NA	Intergenic	NA	-8455	SERINC5								
Interval_3120	chr8	74173977	74174336	+	0	NA	Intergenic	NA	-93492	LOC101926965								
Interval_990	chr15	84685394	84685619	+	0	NA	intron (SEC11A, intron 2 of 4)	NA	-26935	NMB								
Interval_1466	chr19	15372528	15372767	+	0	NA	intron (AKAP8, intron 5 of 13)	NA	7154	AKAP8								
Interval_956	chr15	58332217	58332447	+	0	NA	Intergenic	NA	-82352	LOC101928635								
Interval_3190	chr8	108119841	108120117	+	0	NA	Intergenic	NA	-36776	RSPO2								
Interval_82	chr1	77312470	77312721	+	0	NA	intron (AK5, intron 5 of 13)	NA	30537	AK5								
Interval_147	chr1	124568454	124568720	+	0	NA	Intergenic	NA	3049475	EMBP1								
Interval_1196	chr17	36090177	36090405	+	0	NA	promoter-TSS (CCL3)	NA	-131	CCL3								
Interval_2528	chr5	114858205	114858378	+	0	NA	Intergenic	NA	-84878	RP11-492A10.1								
Interval_1769	chr2	197889027	197889225	+	0	NA	intron (PLCL1, intron 1 of 5)	NA	-104116	BOLL								
Interval_1502	chr19	40425626	40425948	+	0	NA	intron (SERTAD1, intron 1 of 1)	NA	238	SERTAD1								
Interval_1058	chr16	34575901	34576469	+	0	NA	Intergenic	NA	144193	LOC102724523								
Interval_2892	chr7	62454633	62454905	+	0	NA	Intergenic	NA	849287	ZNF733P								
Interval_2644	chr6	13302796	13303209	+	0	NA	Intergenic	NA	-7416	RP1-257A7.4								
Interval_3005	chr8	19209443	19209705	+	0	NA	intron (RP11-1080G15.1, intron 3 of 4)	NA	35948	RP11-1080G15.1								
Interval_1870	chr20	32343573	32343746	+	0	NA	Intergenic	NA	14523	LOC100996873								
Interval_431	chr10	112532453	112532626	+	0	NA	intron (VTI1A, intron 4 of 7)	NA	85335	VTI1A								
Interval_1971	chr21	39380211	39380384	+	0	NA	promoter-TSS (WRB)	NA	-7469	WRB								
Interval_3199	chr8	115071724	115071980	+	0	NA	Intergenic	NA	596160	TRPS1								
Interval_2365	chr4	106152223	106152413	+	0	NA	intron (TBCK, intron 23 of 25)	NA	-129840	RP11-710F7.3								
Interval_237	chr1	205284810	205285002	+	0	NA	Intergenic	NA	36849	NUAK2								
Interval_344	chr10	42075271	42075345	+	0	NA	Intergenic	NA	-167215	LOC101929373								
Interval_834	chr14	42322954	42323320	+	0	NA	Intergenic	NA	715576	LRFN5								
Interval_928	chr15	41291255	41291428	+	0	NA	intron (OIP5-AS1, intron 3 of 3)	NA	7338	OIP5-AS1								
Interval_591	chr11	115996907	115997080	+	0	NA	Intergenic	NA	76695	LOC102724165								
Interval_2288	chr4	15689659	15689859	+	0	NA	exon (FAM200B, exon 2 of 2)	NA	8030	FAM200B								
Interval_1412	chr19	2549851	2550029	+	0	NA	intron (GNG7, intron 3 of 4)	NA	-36369	LOC101929097								
Interval_1655	chr2	64212949	64213176	+	0	NA	Intergenic	NA	-7577	LINC00309								
Interval_636	chr12	10027690	10028046	+	0	NA	intron (LOC102724020, intron 2 of 2)	NA	2692	LOC102724020								
Interval_1810	chr2	230794133	230794354	+	0	NA	intron (CAB39, intron 4 of 8)	NA	-70355	ITM2C								
Interval_2572	chr5	143555295	143555570	+	0	NA	intron (NR3C1, intron 1 of 8)	NA	-119920	NR3C1								
Interval_2408	chr4	154073669	154073842	+	0	NA	Intergenic	NA	-284679	SFRP2								
Interval_782	chr13	18211981	18212265	+	0	NA	intron (FAM230C, intron 1 of 7)	NA	16826	FAM230C								
Interval_99	chr1	93754526	93754725	+	0	NA	intron (BCAR3, intron 2 of 13)	NA	61234	LOC102723480								
Interval_11	chr1	9290112	9290346	+	0	NA	Intergenic	NA	-2653	SPSB1								
Interval_212	chr1	186082343	186082525	+	0	NA	intron (HMCN1, intron 56 of 106)	NA	-213839	PRG4								
Interval_2261	chr3	192957564	192957981	+	0	NA	Intergenic	NA	-39611	MB21D2								
Interval_3207	chr8	117881456	117881708	+	0	NA	intron (EXT1, intron 1 of 10)	NA	230237	EXT1								
Interval_1009	chr15	101199823	101200133	+	0	NA	intron (CHSY1, intron 2 of 2)	NA	51954	CHSY1								
Interval_1002	chr15	94174442	94174807	+	0	NA	Intergenic	NA	-56919	MCTP2								
Interval_611	chr11	123062169	123062380	+	0	NA	promoter-TSS (HSPA8)	NA	61	HSPA8								
Interval_61	chr1	45172093	45172273	+	0	NA	intron (ZSWIM5, intron 1 of 13)	NA	34395	ZSWIM5								
Interval_2788	chr6	145148508	145148713	+	0	NA	Intergenic	NA	-34113	TRNAQ32								
Interval_770	chr12	124917109	124917430	+	0	NA	Intergenic	NA	1722	MIR5188								
Interval_3253	chr8	129269279	129269679	+	0	NA	Intergenic	NA	-28239	LINC00977								
Interval_1741	chr2	159432007	159432180	+	0	NA	intron (BAZ2B, intron 9 of 34)	NA	84883	BAZ2B								
Interval_2445	chr5	26758040	26758336	+	0	NA	Intergenic	NA	280394	CDH9								
Interval_2730	chr6	82315354	82315527	+	0	NA	Intergenic	NA	-47766	TPBG								
Interval_3218	chr8	122595892	122596068	+	0	NA	Intergenic	NA	-184676	ZHX2								
Interval_2953	chr7	128217125	128217438	+	0	NA	intron (LOC101928423, intron 1 of 1)	NA	9409	MIR129-1								
Interval_1598	chr2	12965556	12965750	+	0	NA	Intergenic	NA	41360	LOC100506474								
Interval_1126	chr16	88025188	88025367	+	0	NA	intron (BANP, intron 7 of 12)	NA	-61815	LOC102724506								
Interval_1776	chr2	202965827	202966016	+	0	NA	intron (CARF, intron 7 of 14)	NA	-48953	NBEAL1								
Interval_3424	chrUn_KI270435v1	85656	85906	+	0	NA	NA	NA	NA	NA								
Interval_3144	chr8	86034136	86034309	+	0	NA	Intergenic	NA	35400	PSKH2								
Interval_1558	chr19	51824820	51824993	+	0	NA	exon (FPR3, exon 2 of 2)	NA	18405	AC006272.1								
Interval_2300	chr4	32569916	32570098	+	0	NA	Intergenic	NA	218969	LOC101927363								
Interval_1413	chr19	2722962	2723278	+	0	NA	Intergenic	NA	-1728	DIRAS1								
Interval_250	chr1	212608427	212608862	+	0	NA	promoter-TSS (ATF3)	NA	-116	ATF3								
Interval_2110	chr3	49412118	49412314	+	0	NA	promoter-TSS (TCTA)	NA	10	TCTA								
Interval_2411	chr4	168155768	168156069	+	0	NA	intron (ANXA10, intron 4 of 12)	NA	63381	ANXA10								
Interval_424	chr10	109915014	109915246	+	0	NA	intron (XPNPEP1, intron 1 of 19)	NA	8423	XPNPEP1								
Interval_1400	chr19	753154	753389	+	0	NA	intron (MISP, intron 1 of 4)	NA	2125	MISP								
Interval_2281	chr4	7650006	7650265	+	0	NA	intron (SORCS2, intron 4 of 26)	NA	-103955	AFAP1-AS1								
Interval_823	chr14	22536977	22537229	+	0	NA	Intergenic	NA	-41153	LOC101929755								
Interval_2967	chr7	146150168	146150406	+	0	NA	intron (CNTNAP2, intron 1 of 23)	NA	33926	CNTNAP2								
Interval_2346	chr4	80127405	80127608	+	0	NA	Intergenic	NA	-54183	ANTXR2								
Interval_289	chr1	234962710	234962930	+	0	NA	Intergenic	NA	106998	LOC731656								
Interval_798	chr13	29166003	29166213	+	0	NA	intron (MTUS2, intron 3 of 13)	NA	141497	MTUS2								
Interval_1291	chr18	3324040	3324318	+	0	NA	Intergenic	NA	62066	MYL12B								
Interval_361	chr10	63133099	63133359	+	0	NA	promoter-TSS (NRBF2)	NA	-18	NRBF2								
Interval_2282	chr4	10116828	10117001	+	0	NA	promoter-TSS (WDR1)	NA	-23755	WDR1								
Interval_2721	chr6	63351806	63352034	+	0	NA	Intergenic	NA	-31943	LGSN								
Interval_2687	chr6	32255260	32255485	+	0	NA	Intergenic	NA	-31305	NOTCH4								
Interval_2085	chr3	32758592	32758844	+	0	NA	intron (CNOT10, intron 13 of 17)	NA	58642	YPLR6490								
Interval_951	chr15	55250462	55250707	+	0	NA	intron (RAB27A, intron 1 of 6)	NA	20325	RAB27A								
Interval_2236	chr3	168024671	168024966	+	0	NA	intron (GOLIM4, intron 12 of 14)	NA	70811	GOLIM4								
Interval_108	chr1	102118296	102118469	+	0	NA	Intergenic	NA	246370	DNAJA1P5								
Interval_434	chr10	113094289	113094518	+	0	NA	intron (TCF7L2, intron 6 of 14)	NA	144153	TCF7L2								
Interval_476	chr11	10659874	10660048	+	0	NA	intron (MRVI1, intron 1 of 20)	NA	-7660	MRVI1								
Interval_1564	chr19	54365019	54365221	+	0	NA	promoter-TSS (LAIR1)	NA	-6	LAIR1								
Interval_861	chr14	67680205	67680403	+	0	NA	intron (RDH11, intron 5 of 5)	NA	-5419	VTI1B								
Interval_110	chr1	107623111	107623284	+	0	NA	intron (VAV3, intron 20 of 26)	NA	-274085	MIR7852								
Interval_1084	chr16	46401327	46401607	+	0	NA	Intergenic	NA	167630	ANKRD26P1								
Interval_460	chr11	3920181	3920366	+	0	NA	intron (STIM1, intron 1 of 11)	NA	64200	MIR4687								
Interval_1434	chr19	7492249	7492744	+	0	NA	Intergenic	NA	-3458	PEX11G								
Interval_625	chr12	1812844	1813196	+	0	NA	intron (CACNA2D4, intron 26 of 37)	NA	-7247	LRTM2								
Interval_262	chr1	221697799	221698102	+	0	NA	Intergenic	NA	39510	DUSP10								
Interval_965	chr15	65818848	65819138	+	0	NA	Intergenic	NA	-26838	DENND4A								
Interval_2514	chr5	101943917	101944104	+	0	NA	Intergenic	NA	352539	SLCO4C1								
Interval_2712	chr6	47242578	47242817	+	0	NA	intron (TNFRSF21, intron 4 of 5)	NA	67250	TNFRSF21								
Interval_829	chr14	28582098	28582283	+	0	NA	Intergenic	NA	-184882	FOXG1								
Interval_2117	chr3	56125273	56125536	+	0	NA	intron (ERC2, intron 6 of 18)	NA	-272810	MIR3938								
Interval_320	chr10	22816526	22816713	+	0	NA	Intergenic	NA	-102045	PIP4K2A								
Interval_3157	chr8	91898807	91899077	+	0	NA	Intergenic	NA	196320	RUNX1T1								
Interval_1997	chr22	30442410	30442586	+	0	NA	Intergenic	NA	6948	LOC646513								
Interval_318	chr10	22433926	22434154	+	0	NA	Intergenic	NA	-2347	LOC100289455								
Interval_2386	chr4	127162802	127163129	+	0	NA	Intergenic	NA	-66612	LOC102724210								
Interval_1735	chr2	157420940	157421201	+	0	NA	intron (CYTIP, intron 6 of 7)	NA	23022	CYTIP								
Interval_2731	chr6	83590520	83590745	+	0	NA	intron (SNAP91, intron 12 of 19)	NA	78157	PRSS35								
Interval_1109	chr16	69575808	69575981	+	0	NA	intron (NFAT5, intron 2 of 15)	NA	9928	NFAT5								
Interval_1323	chr18	45106403	45106598	+	0	NA	Intergenic	NA	73413	LOC101927961								
Interval_3407	chrM	12101	12426	+	0	NA	promoter-TSS (TRNS2)	NA	-3	TRNL2								
Interval_1988	chr22	20904615	20904863	+	0	NA	Intergenic	NA	-12687	CRKL								
Interval_496	chr11	30107963	30108280	+	0	NA	Intergenic	NA	-91091	KCNA4								
Interval_3176	chr8	101504591	101504856	+	0	NA	intron (GRHL2, intron 1 of 15)	NA	-12004	LOC101927172								
Interval_691	chr12	56321236	56321421	+	0	NA	intron (PAN2, intron 20 of 25)	NA	-4984	CNPY2								
Interval_1700	chr2	109125606	109125798	+	0	NA	Intergenic	NA	-3780	SH3RF3								
Interval_2448	chr5	34193518	34193777	+	0	NA	exon (LOC646652, exon 1 of 1)	NA	3006	LOC646652								
Interval_3149	chr8	89757640	89757864	+	0	NA	promoter-TSS (RIPK2)	NA	19	RIPK2								
Interval_3445	chrX	16856136	16856325	+	0	NA	intron (RBBP7, intron 5 of 11)	NA	13625	RBBP7								
Interval_807	chr13	35994820	35994996	+	0	NA	intron (DCLK1, intron 3 of 16)	NA	136422	DCLK1								
Interval_1258	chr17	75779269	75779484	+	0	NA	intron (H3F3B, intron 1 of 3)	NA	403	H3F3B								
Interval_1348	chr18	58887613	58887904	+	0	NA	intron (ZNF532, intron 1 of 8)	NA	22288	ZNF532								
Interval_3060	chr8	39038179	39038452	+	0	NA	intron (ADAM9, intron 11 of 21)	NA	41329	ADAM9								
Interval_2907	chr7	75617814	75618057	+	0	NA	intron (HIP1, intron 1 of 28)	NA	-75188	LOC102723650								
Interval_2502	chr5	89878285	89878589	+	0	NA	Intergenic	NA	-23854	LOC102724637								
Interval_3142	chr8	85660060	85660257	+	0	NA	exon (REXO1L1P, exon 1 of 2)	NA	2875	REXO1L1P								
Interval_2433	chr5	14809626	14809912	+	0	NA	intron (ANKH, intron 1 of 11)	NA	16184	MIR4637								
Interval_1795	chr2	219279119	219279504	+	0	NA	promoter-TSS (DNAJB2)	NA	-7	DNAJB2								
Interval_1863	chr20	25237879	25238152	+	0	NA	Intergenic	NA	-10055	PYGB								
Interval_1934	chr21	15706719	15706908	+	0	NA	Intergenic	NA	-23212	USP25								
Interval_2226	chr3	155862632	155862842	+	0	NA	Intergenic	NA	-7799	GMPS								
Interval_976	chr15	70509404	70509578	+	0	NA	Intergenic	NA	77115	LOC101929151								
Interval_2452	chr5	37722908	37723250	+	0	NA	intron (WDR70, intron 15 of 17)	NA	112412	GDNF								
Interval_608	chr11	121417233	121417467	+	0	NA	Intergenic	NA	-34853	SORL1								
Interval_1406	chr19	1652895	1653200	+	0	NA	promoter-TSS (TCF3)	NA	-1769	TCF3								
Interval_20	chr1	19011150	19011383	+	0	NA	Intergenic	NA	-54934	IFFO2								
Interval_2303	chr4	38889296	38889469	+	0	NA	intron (FAM114A1, intron 3 of 14)	NA	21350	MIR574								
Interval_2719	chr6	62754984	62755157	+	0	NA	Intergenic	NA	-468880	KHDRBS2								
Interval_1936	chr21	17849137	17849488	+	0	NA	intron (CHODL-AS1, intron 1 of 2)	NA	-16490	LOC102724267								
Interval_1550	chr19	51394254	51394427	+	0	NA	Intergenic	NA	-3766	C19orf84								
Interval_731	chr12	98440106	98440417	+	0	NA	Intergenic	NA	16884	SLC9A7P1								
Interval_479	chr11	12174543	12174804	+	0	NA	intron (MICAL2, intron 3 of 27)	NA	10981	MIR6124								
Interval_382	chr10	74503364	74503612	+	0	NA	intron (ADK, intron 6 of 9)	NA	5923	LOC102723439								
Interval_470	chr11	9158995	9159177	+	0	NA	intron (DENND5A, intron 12 of 22)	NA	64723	KRT8P41								
Interval_292	chr1	234980837	234981207	+	0	NA	Intergenic	NA	88796	LOC731656								
Interval_1859	chr20	23156020	23156422	+	0	NA	Intergenic	NA	-23585	LINC00656								
Interval_371	chr10	71364732	71364993	+	0	NA	Intergenic	NA	45609	SLC29A3								
Interval_2723	chr6	67632931	67633104	+	0	NA	Intergenic	NA	-407906	LOC102723883								
Interval_288	chr1	234851344	234851517	+	0	NA	Intergenic	NA	-91380	PP2672								
Interval_2884	chr7	49171282	49171455	+	0	NA	Intergenic	NA	246807	CDC14C								
Interval_2589	chr5	158382535	158382865	+	0	NA	intron (LOC101927697, intron 1 of 6)	NA	27073	LOC101927697								
Interval_1928	chr21	10655558	10655627	+	0	NA	Intergenic	NA	134055	TPTE								
Interval_2850	chr7	20219695	20220209	+	0	NA	intron (LOC100506098, intron 4 of 4)	NA	2486	LOC100506098								
Interval_1448	chr19	11089288	11089465	+	0	NA	promoter-TSS (LDLR)	NA	14	LDLR								
Interval_73	chr1	65395800	65396061	+	0	NA	intron (DNAJC6, intron 13 of 18)	NA	-24786	LEPROT								
Interval_2935	chr7	105012688	105012910	+	0	NA	exon (KMT2E-AS1, exon 1 of 1)	NA	1342	KMT2E-AS1								
Interval_2102	chr3	45101022	45101221	+	0	NA	intron (CDCP1, intron 4 of 8)	NA	45301	CDCP1								
Interval_2177	chr3	122063979	122064191	+	0	NA	intron (CD86, intron 1 of 5)	NA	8723	CD86								
Interval_1694	chr2	101517436	101517677	+	0	NA	Intergenic	NA	-42853	RFX8								
Interval_715	chr12	88299751	88299824	+	0	NA	Intergenic	NA	157491	TMTC3								
Interval_119	chr1	110646088	110646295	+	0	NA	Intergenic	NA	27263	KCNA3								
Interval_3246	chr8	125905109	125905318	+	0	NA	Intergenic	NA	17145	LOC101927634								
Interval_2213	chr3	148319646	148319946	+	0	NA	Intergenic	NA	241649	LOC100507461								
Interval_768	chr12	124453584	124453769	+	0	NA	intron (NCOR2, intron 8 of 47)	NA	113788	NCOR2								
Interval_799	chr13	29758847	29759085	+	0	NA	Intergenic	NA	91717	UBL3								
Interval_2848	chr7	18317410	18317597	+	0	NA	intron (HDAC9, intron 2 of 26)	NA	-8009	LOC102724098								
Interval_2997	chr8	11853975	11854262	+	0	NA	intron (CTSB, intron 1 of 9)	NA	14019	CTSB								
Interval_1409	chr19	2168912	2169323	+	0	NA	intron (DOT1L, intron 1 of 27)	NA	4968	DOT1L								
