PeakID (cmd=annotatePeaks.pl IRF2BP2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_7768	chr6	11350228	11350669	+	0	NA	intron (NEDD9, intron 1 of 7)	NA	31900	NEDD9								
Interval_1903	chr12	4214967	4215124	+	0	NA	Intergenic	NA	-58692	CCND2								
Interval_9042	chr8	102287385	102287595	+	0	NA	exon (UBR5, exon 37 of 59)	NA	-5671	LOC101927201								
Interval_9096	chr8	122096470	122096651	+	0	NA	Intergenic	NA	-455170	HAS2								
Interval_2980	chr15	75104872	75105281	+	0	NA	Intergenic	NA	81484	PPCDC								
Interval_9622	chr9	134025173	134025457	+	0	NA	promoter-TSS (LINC00094)	NA	-124	LINC00094								
Interval_749	chr1	175573591	175573804	+	0	NA	intron (TNR, intron 1 of 22)	NA	16709	LOC101928727								
Interval_9755	chrX	40647521	40647673	+	0	NA	promoter-TSS (CXorf38)	NA	80	CXorf38								
Interval_5080	chr2	6865663	6865880	+	0	NA	promoter-TSS (CMPK2)	NA	864	CMPK2								
Interval_2437	chr13	51452376	51452534	+	0	NA	promoter-TSS (INTS6-AS1)	NA	237	INTS6								
Interval_1685	chr11	65903228	65903443	+	0	NA	Intergenic	NA	-2809	FOSL1								
Interval_8505	chr7	99380261	99380474	+	0	NA	intron (ARPC1B, intron 1 of 9)	NA	5692	ARPC1B								
Interval_6969	chr4	6782494	6782760	+	0	NA	promoter-TSS (KIAA0232)	NA	-105	KIAA0232								
Interval_6008	chr20	56374000	56374341	+	0	NA	intron (AURKA, intron 7 of 9)	NA	15243	FAM210B								
Interval_7980	chr6	41895926	41896087	+	0	NA	promoter-TSS (USP49)	NA	-645	USP49								
Interval_1165	chr10	71868343	71868484	+	0	NA	Intergenic	NA	-17088	PSAP								
Interval_6059	chr21	10802391	10802604	+	0	NA	Intergenic	NA	280960	TPTE								
Interval_4048	chr17	80254892	80255143	+	0	NA	Intergenic	NA	-5827	RNF213								
Interval_4120	chr18	106207	106915	+	0	NA	Intergenic	NA	-2504	ROCK1P1								
Interval_2346	chr13	16633665	16633841	+	0	NA	Intergenic	NA	-1561544	FAM230C								
Interval_7383	chr5	55576121	55576399	+	0	NA	Intergenic	NA	-41182	PPAP2A								
Interval_3961	chr17	74463590	74463747	+	0	NA	Intergenic	NA	-2706	CD300A								
Interval_3665	chr17	24421369	24421583	+	0	NA	Intergenic	NA	-1898290	LOC102723754								
Interval_4491	chr19	7197227	7197474	+	0	NA	intron (INSR, intron 2 of 21)	NA	28688	LOC100996405								
Interval_3994	chr17	76493183	76493522	+	0	NA	exon (RHBDF2, exon 1 of 18)	NA	8019	RHBDF2								
Interval_302	chr1	41003789	41003953	+	0	NA	intron (CTPS1, intron 12 of 18)	NA	-10719	SLFNL1-AS1								
Interval_4644	chr19	16141235	16141415	+	0	NA	intron (HSH2D, intron 1 of 7)	NA	7297	HSH2D								
Interval_7475	chr5	108382043	108382325	+	0	NA	promoter-TSS (FBXL17)	NA	380	FBXL17								
Interval_7696	chr5	177497840	177498027	+	0	NA	promoter-TSS (PDLIM7)	NA	-328	PDLIM7								
Interval_9701	chrX	724925	725364	+	0	NA	Intergenic	NA	100800	SHOX								
Interval_5691	chr2	231711265	231711440	+	0	NA	exon (PTMA, exon 2 of 5)	NA	-1962	MIR1244-3								
Interval_2459	chr13	110870275	110870569	+	0	NA	promoter-TSS (LINC00346)	NA	-114	LINC00346								
Interval_4278	chr18	65994407	65994695	+	0	NA	Intergenic	NA	243630	CDH7								
Interval_6681	chr3	110814592	110814764	+	0	NA	Intergenic	NA	121733	LOC151760								
Interval_3118	chr16	4538606	4538939	+	0	NA	promoter-TSS (CDIP1)	NA	43	CDIP1								
Interval_4260	chr18	59917575	59917737	+	0	NA	Intergenic	NA	17696	PMAIP1								
Interval_1112	chr10	59817892	59818036	+	0	NA	intron (CCDC6, intron 3 of 8)	NA	-64519	LINC00948								
Interval_5276	chr2	62265191	62265421	+	0	NA	Intergenic	NA	59480	MIR5192								
Interval_9777	chrX	49171778	49172015	+	0	NA	promoter-TSS (PLP2)	NA	59	PLP2								
Interval_2448	chr13	99312503	99312814	+	0	NA	intron (UBAC2, intron 4 of 7)	NA	-5163	GPR183								
Interval_4735	chr19	32691681	32691822	+	0	NA	promoter-TSS (NUDT19)	NA	16344	RGS9BP								
Interval_9202	chr8	134832261	134832754	+	0	NA	promoter-TSS (LOC102723694)	NA	-980	LOC102723694								
Interval_124	chr1	17635867	17636112	+	0	NA	intron (ARHGEF10L, intron 17 of 27)	NA	55495	ARHGEF10L								
Interval_6215	chr22	21936344	21936603	+	0	NA	intron (PPM1F, intron 3 of 7)	NA	16405	PPM1F								
Interval_1096	chr10	47166112	47166416	+	0	NA	Intergenic	NA	-44716	LOC101929216								
Interval_1267	chr10	98323210	98323602	+	0	NA	Intergenic	NA	-55185	LOXL4								
Interval_8289	chr7	6373225	6373504	+	0	NA	Intergenic	NA	-1131	RAC1								
Interval_4672	chr19	17336580	17336721	+	0	NA	promoter-TSS (GTPBP3)	NA	-867	GTPBP3								
Interval_2088	chr12	56629068	56629292	+	0	NA	intron (BAZ2A, intron 1 of 29)	NA	7191	BAZ2A								
Interval_6258	chr22	30426673	30426820	+	0	NA	exon (MTFP1, exon 2 of 4)	NA	1123	MTFP1								
Interval_8013	chr6	45697652	45697933	+	0	NA	Intergenic	NA	-320348	SUPT3H								
Interval_4158	chr18	10304986	10305129	+	0	NA	Intergenic	NA	109313	RP11-243E13.1								
Interval_8167	chr6	148203934	148204242	+	0	NA	Intergenic	NA	-8026	SASH1								
Interval_4404	chr19	2236228	2236625	+	0	NA	promoter-TSS (MIR6789)	NA	-84	PLEKHJ1								
Interval_2083	chr12	56157817	56158007	+	0	NA	promoter-TSS (MYL6)	NA	-349	MYL6								
Interval_6665	chr3	98785060	98785202	+	0	NA	intron (ST3GAL6, intron 6 of 9)	NA	19953	RNU6-26P								
Interval_5003	chr19	54100688	54100957	+	0	NA	exon (OSCAR, exon 2 of 6)	NA	1864	OSCAR								
Interval_2725	chr14	98754503	98754702	+	0	NA	Intergenic	NA	42989	C14orf177								
Interval_1884	chr12	389233	389449	+	0	NA	promoter-TSS (CCDC77)	NA	114	KDM5A								
Interval_7813	chr6	16128903	16129217	+	0	NA	promoter-TSS (MYLIP)	NA	14	MYLIP								
Interval_4461	chr19	4813094	4813340	+	0	NA	Intergenic	NA	18525	TICAM1								
Interval_3460	chr16	88195056	88195201	+	0	NA	TTS (LOC101928880)	NA	843	LOC101928880								
Interval_6771	chr3	141796053	141796831	+	0	NA	intron (GRK7, intron 2 of 3)	NA	18241	GRK7								
Interval_7317	chr5	14809717	14810101	+	0	NA	intron (ANKH, intron 1 of 11)	NA	16103	MIR4637								
Interval_1500	chr11	27926951	27927196	+	0	NA	Intergenic	NA	-129742	MIR610								
Interval_4221	chr18	50308147	50308500	+	0	NA	Intergenic	NA	-20001	CXXC1								
Interval_9833	chrY	7722688	7722886	+	0	NA	Intergenic	NA	-21540	TTTY16								
Interval_6000	chr20	53740286	53740427	+	0	NA	Intergenic	NA	-131569	ZNF217								
Interval_7157	chr4	99949976	99950229	+	0	NA	promoter-TSS (LOC256880)	NA	253	H2AFZ								
Interval_4324	chr18	79679459	79679657	+	0	NA	promoter-TSS (CTDP1)	NA	181	FLJ25715								
Interval_3210	chr16	23516727	23517076	+	0	NA	Intergenic	NA	-6407	GGA2								
Interval_7205	chr4	138882001	138882142	+	0	NA	Intergenic	NA	-133688	CCRN4L								
Interval_2942	chr15	70462891	70463419	+	0	NA	Intergenic	NA	123451	LOC101929151								
Interval_725	chr1	166490075	166490239	+	0	NA	Intergenic	NA	-113759	FMO9P								
Interval_3393	chr16	72202485	72202779	+	0	NA	Intergenic	NA	-31364	PMFBP1								
Interval_36	chr1	3316566	3316785	+	0	NA	intron (PRDM16, intron 3 of 16)	NA	-154937	ARHGEF16								
Interval_7361	chr5	43064763	43065112	+	0	NA	TTS (LOC100132356)	NA	2034	LOC100132356								
Interval_3255	chr16	30698303	30698448	+	0	NA	promoter-TSS (SRCAP)	NA	114	LOC730183								
Interval_610	chr1	150322392	150322686	+	0	NA	intron (PRPF3, intron 1 of 12)	NA	1060	PRPF3								
Interval_8984	chr8	89729129	89729433	+	0	NA	intron (LOC101929758, intron 1 of 2)	NA	-28466	RIPK2								
Interval_7460	chr5	96934812	96935439	+	0	NA	promoter-TSS (LNPEP)	NA	-517	LNPEP								
Interval_1669	chr11	65497288	65497887	+	0	NA	promoter-TSS (MALAT1)	NA	-175	MALAT1								
Interval_2089	chr12	56636775	56637125	+	0	NA	promoter-TSS (BAZ2A)	NA	-579	BAZ2A								
Interval_1865	chr11	125842558	125842760	+	0	NA	Intergenic	NA	9343	PATE4								
Interval_7642	chr5	170452128	170452386	+	0	NA	intron (KCNIP1, intron 1 of 7)	NA	-51779	KCNIP1								
Interval_4210	chr18	48529881	48530052	+	0	NA	Intergenic	NA	-9090	CTIF								
Interval_1810	chr11	102760308	102760707	+	0	NA	Intergenic	NA	20121	MMP10								
Interval_1206	chr10	79420033	79420232	+	0	NA	intron (ZCCHC24, intron 2 of 2)	NA	25495	ZCCHC24								
Interval_5580	chr2	195657762	195657905	+	0	NA	intron (SLC39A10, intron 1 of 9)	NA	650	SLC39A10								
Interval_9021	chr8	100212968	100213200	+	0	NA	intron (SPAG1, intron 10 of 18)	NA	53781	SPAG1								
Interval_917	chr1	226662823	226663301	+	0	NA	intron (ITPKB-IT1, intron 1 of 1)	NA	12006	ITPKB-IT1								
Interval_1769	chr11	78806235	78806490	+	0	NA	intron (TENM4, intron 14 of 33)	NA	-231498	NARS2								
Interval_7857	chr6	26103787	26103927	+	0	NA	promoter-TSS (HIST1H4C)	NA	-91	HIST1H4C								
Interval_7562	chr5	140273647	140273813	+	0	NA	TTS (PFDN1)	NA	29374	PFDN1								
Interval_3330	chr16	55622350	55622537	+	0	NA	Intergenic	NA	-49228	SLC6A2								
Interval_5495	chr2	149859049	149859486	+	0	NA	Intergenic	NA	-271451	MMADHC								
Interval_71	chr1	9280492	9280632	+	0	NA	Intergenic	NA	-12320	SPSB1								
Interval_6748	chr3	129315583	129315789	+	0	NA	promoter-TSS (H1FX-AS1)	NA	-585	H1FX-AS1								
Interval_2981	chr15	75108595	75108803	+	0	NA	Intergenic	NA	85107	PPCDC								
Interval_8687	chr8	8995068	8995294	+	0	NA	Intergenic	NA	-7623	ERI1								
Interval_1572	chr11	57279637	57279899	+	0	NA	Intergenic	NA	-42315	APLNR								
Interval_1813	chr11	107928304	107928506	+	0	NA	promoter-TSS (RAB39A)	NA	-146	RAB39A								
Interval_3713	chr17	35063584	35063798	+	0	NA	promoter-TSS (RFFL)	NA	49	RFFL								
Interval_3689	chr17	28926140	28926306	+	0	NA	exon (LOC101927018, exon 2 of 3)	NA	412	LOC101927018								
Interval_6107	chr21	33940121	33940367	+	0	NA	intron (LINC00649, intron 1 of 2)	NA	-8682	LOC400863								
Interval_2815	chr15	41230664	41230928	+	0	NA	promoter-TSS (CHP1)	NA	-39	EXD1								
Interval_4836	chr19	44747873	44748115	+	0	NA	promoter-TSS (BCL3)	NA	-727	BCL3								
Interval_6328	chr22	40711683	40711846	+	0	NA	Intergenic	NA	31008	MCHR1								
Interval_5687	chr2	231708538	231709211	+	0	NA	intron (PTMA, intron 1 of 4)	NA	349	PTMA								
Interval_7553	chr5	138542597	138542744	+	0	NA	promoter-TSS (ETF1)	NA	630	ETF1								
Interval_4322	chr18	79156782	79156952	+	0	NA	intron (ATP9B, intron 1 of 22)	NA	12109	LOC100996274								
Interval_8460	chr7	76358950	76359103	+	0	NA	promoter-TSS (YWHAG)	NA	-1	YWHAG								
Interval_6820	chr3	160981320	160981566	+	0	NA	intron (PPM1L, intron 2 of 3)	NA	123929	B3GALNT1								
Interval_5866	chr20	32051288	32051455	+	0	NA	promoter-TSS (HCK)	NA	-817	HCK								
Interval_7748	chr6	5699328	5699469	+	0	NA	intron (FARS2, intron 6 of 6)	NA	-4126	RP1-256G22.2								
Interval_4520	chr19	9768616	9768757	+	0	NA	promoter-TSS (ZNF846)	NA	48	ZNF846								
Interval_9743	chrX	23907675	23907833	+	0	NA	promoter-TSS (CXorf58)	NA	186	APOO								
Interval_4871	chr19	45717467	45717772	+	0	NA	intron (FBXO46, intron 1 of 1)	NA	13274	FBXO46								
Interval_5014	chr19	54343959	54344147	+	0	NA	Intergenic	NA	-4903	LILRA4								
Interval_5340	chr2	74554258	74554619	+	0	NA	promoter-TSS (DOK1)	NA	-474	LOXL3								
Interval_4391	chr19	1923322	1923667	+	0	NA	intron (SCAMP4, intron 6 of 6)	NA	-17655	CSNK1G2								
Interval_5817	chr20	17968855	17969064	+	0	NA	promoter-TSS (MGME1)	NA	16	MGME1								
Interval_1536	chr11	44565283	44565590	+	0	NA	promoter-TSS (CD82)	NA	-155	CD82								
Interval_7571	chr5	140977120	140977381	+	0	NA	intron (PCDHAC2, intron 1 of 3)	NA	11088	PCDHAC2								
Interval_6541	chr3	42760569	42760765	+	0	NA	intron (CCDC13, intron 1 of 15)	NA	-9945	LOC729083								
Interval_7099	chr4	75724382	75724770	+	0	NA	promoter-TSS (G3BP2)	NA	-69	USO1								
Interval_3909	chr17	64357572	64357731	+	0	NA	intron (PECAM1, intron 8 of 14)	NA	40742	PECAM1								
Interval_7311	chr5	10914016	10914195	+	0	NA	Intergenic	NA	-128583	LOC102723441								
Interval_2436	chr13	50910225	50910366	+	0	NA	promoter-TSS (RNASEH2B)	NA	417	RNASEH2B-AS1								
Interval_1399	chr10	133766258	133766398	+	0	NA	Intergenic	NA	82660	LOC102723538								
Interval_4770	chr19	38647331	38647595	+	0	NA	promoter-TSS (ACTN4)	NA	-164	ACTN4								
Interval_2956	chr15	72473770	72474020	+	0	NA	promoter-TSS (ARIH1)	NA	-431	ARIH1								
Interval_4081	chr17	81922724	81923070	+	0	NA	exon (MAFG, exon 3 of 3)	NA	-4744	SIRT7								
Interval_4993	chr19	53793056	53793297	+	0	NA	TTS (NLRP12)	NA	4466	MIR373								
Interval_8610	chr7	142104834	142105118	+	0	NA	intron (MGAM, intron 47 of 47)	NA	-6773	LOC93432								
Interval_2779	chr15	25793471	25793729	+	0	NA	intron (ATP10A, intron 2 of 21)	NA	55180	MIR4715								
Interval_624	chr1	151070502	151070644	+	0	NA	promoter-TSS (GABPB2)	NA	-192	GABPB2								
Interval_8569	chr7	128237045	128237347	+	0	NA	Intergenic	NA	-3993	LEP								
Interval_1221	chr10	87862090	87862583	+	0	NA	exon (KLLN, exon 1 of 1)	NA	1101	KLLN								
Interval_9450	chr9	99221908	99222058	+	0	NA	promoter-TSS (ALG2)	NA	-19	ALG2								
Interval_9489	chr9	110256666	110256932	+	0	NA	promoter-TSS (TXN)	NA	-159	TXN								
Interval_2879	chr15	58934010	58934156	+	0	NA	promoter-TSS (SLTM)	NA	41	SLTM								
Interval_8184	chr6	155319978	155320276	+	0	NA	Intergenic	NA	-5630	TFB1M								
Interval_6786	chr3	150762684	150762825	+	0	NA	exon (SIAH2, exon 1 of 2)	NA	722	SIAH2								
Interval_6394	chr22_KI270733v1_random	141479	141729	+	0	NA	Intergenic	NA	18497	LOC102724621								
Interval_5350	chr2	84898466	84898732	+	0	NA	Intergenic	NA	-7040	TMSB10								
Interval_5787	chr20	5112955	5113353	+	0	NA	promoter-TSS (TMEM230)	NA	-67	TMEM230								
Interval_9270	chr8	144222551	144222856	+	0	NA	intron (MROH1, intron 12 of 41)	NA	39992	MIR7112-2								
Interval_5105	chr2	10331615	10332057	+	0	NA	intron (HPCAL1, intron 1 of 4)	NA	28947	HPCAL1								
Interval_5702	chr2	234483985	234484146	+	0	NA	Intergenic	NA	12984	ARL4C								
Interval_3847	chr17	56915975	56916191	+	0	NA	Intergenic	NA	-2035	TRIM25								
Interval_5954	chr20	48722631	48723145	+	0	NA	intron (PREX1, intron 5 of 39)	NA	104995	PREX1								
Interval_3823	chr17	49646936	49647115	+	0	NA	promoter-TSS (SPOP)	NA	31138	SPOP								
Interval_8944	chr8	66712665	66712834	+	0	NA	exon (SGK3, exon 1 of 17)	NA	45197	C8orf44-SGK3								
Interval_771	chr1	182795607	182795895	+	0	NA	intron (NPL, intron 3 of 12)	NA	6302	NPL								
Interval_2850	chr15	50885335	50885514	+	0	NA	Intergenic	NA	-23248	AP4E1								
Interval_8541	chr7	106346692	106346923	+	0	NA	Intergenic	NA	-61075	NAMPT								
Interval_699	chr1	159780579	159780728	+	0	NA	promoter-TSS (DUSP23)	NA	-316	DUSP23								
Interval_5850	chr20	23361706	23362126	+	0	NA	promoter-TSS (GZF1)	NA	-216	GZF1								
Interval_8683	chr8	8244529	8244860	+	0	NA	exon (FAM86B3P, exon 9 of 9)	NA	16124	FAM86B3P								
Interval_1451	chr11	6390150	6390537	+	0	NA	promoter-TSS (SMPD1)	NA	-71	SMPD1								
Interval_640	chr1	153232623	153232786	+	0	NA	Intergenic	NA	15120	PRR9								
Interval_8752	chr8	22693357	22693715	+	0	NA	promoter-TSS (EGR3)	NA	-1241	EGR3								
Interval_3267	chr16	31382576	31382783	+	0	NA	exon (ITGAX, exon 31 of 31)	NA	-10633	ITGAD								
Interval_171	chr1	25082370	25082511	+	0	NA	Intergenic	NA	58937	MIR4425								
Interval_4372	chr19	1383688	1383948	+	0	NA	promoter-TSS (TRNAF10)	NA	-66	NDUFS7								
Interval_1744	chr11	73211051	73211312	+	0	NA	Intergenic	NA	-7106	P2RY2								
Interval_6757	chr3	133573348	133573530	+	0	NA	promoter-TSS (CDV3)	NA	-507	CDV3								
Interval_2608	chr14	69767210	69767446	+	0	NA	exon (LOC100289511, exon 1 of 1)	NA	216	SRSF5								
Interval_1239	chr10	90179744	90180032	+	0	NA	Intergenic	NA	-222515	RP11-478K7.2								
Interval_4575	chr19	12890700	12891105	+	0	NA	promoter-TSS (GCDH)	NA	-227	GCDH								
Interval_1460	chr11	8682890	8683253	+	0	NA	intron (RPL27A, intron 1 of 4)	NA	623	RPL27A								
Interval_4125	chr18	268004	268160	+	0	NA	promoter-TSS (THOC1)	NA	-23	THOC1								
Interval_8437	chr7	73851573	73851785	+	0	NA	Intergenic	NA	-9154	WBSCR27								
Interval_8316	chr7	24963251	24963452	+	0	NA	intron (OSBPL3, intron 1 of 21)	NA	16848	OSBPL3								
Interval_1016	chr10	7410650	7410836	+	0	NA	intron (SFMBT2, intron 1 of 20)	NA	743	SFMBT2								
Interval_4460	chr19	4808292	4808554	+	0	NA	Intergenic	NA	16707	FEM1A								
Interval_9753	chrX	40267207	40267352	+	0	NA	intron (RP11-320G24.1, intron 1 of 2)	NA	3757	RP11-320G24.1								
Interval_3898	chr17	63460946	63461086	+	0	NA	Intergenic	NA	-22721	CYB561								
Interval_7212	chr4	139266756	139266902	+	0	NA	exon (MGARP, exon 4 of 4)	NA	13509	MGARP								
Interval_5671	chr2	230326892	230327215	+	0	NA	promoter-TSS (SP140L)	NA	-140	SP140L								
Interval_5703	chr2	235045165	235045355	+	0	NA	intron (SH3BP4, intron 4 of 5)	NA	93276	SH3BP4								
Interval_9362	chr9	33816619	33816764	+	0	NA	promoter-TSS (UBE2R2)	NA	-473	UBE2R2								
Interval_945	chr1	234523523	234523911	+	0	NA	Intergenic	NA	8062	RP5-855F14.1								
Interval_8700	chr8	11297574	11297714	+	0	NA	intron (MTMR9, intron 2 of 9)	NA	13153	MTMR9								
Interval_7266	chr4	180058058	180058500	+	0	NA	Intergenic	NA	1100870	LINC00290								
Interval_5115	chr2	10542260	10542438	+	0	NA	Intergenic	NA	89905	LOC102723993								
Interval_7071	chr4	53563955	53564157	+	0	NA	intron (LNX1, intron 2 of 10)	NA	-11473	LOC101928879								
Interval_4785	chr19	39403569	39404182	+	0	NA	Intergenic	NA	-2972	ZFP36								
Interval_1678	chr11	65767895	65768117	+	0	NA	Intergenic	NA	12585	AP5B1								
Interval_7710	chr5	179819065	179819247	+	0	NA	intron (SQSTM1, intron 2 of 8)	NA	12153	SQSTM1								
Interval_1486	chr11	13208151	13208440	+	0	NA	Intergenic	NA	-69483	ARNTL								
Interval_118	chr1	16896451	16896865	+	0	NA	TTS (RNU1-2)	NA	678	RNU1-2								
Interval_9141	chr8	125434573	125435090	+	0	NA	intron (TRIB1, intron 2 of 2)	NA	4510	TRIB1								
Interval_7114	chr4	78776034	78776175	+	0	NA	promoter-TSS (BMP2K)	NA	-299	BMP2K								
Interval_2361	chr13	21061528	21061762	+	0	NA	promoter-TSS (LATS2)	NA	-62	LATS2								
Interval_4097	chr17	82238795	82238984	+	0	NA	TTS (CSNK1D)	NA	2221	MIR6787								
Interval_2308	chr12	124466282	124466510	+	0	NA	intron (NCOR2, intron 6 of 48)	NA	101068	NCOR2								
Interval_2111	chr12	64222545	64222721	+	0	NA	promoter-TSS (C12orf66)	NA	-362	C12orf66								
Interval_1823	chr11	113875583	113875816	+	0	NA	promoter-TSS (USP28)	NA	-129	USP28								
Interval_78	chr1	10388120	10388330	+	0	NA	Intergenic	NA	-10803	PGD								
Interval_1909	chr12	6430535	6430741	+	0	NA	Intergenic	NA	-14247	CD27								
Interval_9382	chr9	37027658	37027799	+	0	NA	intron (PAX5, intron 1 of 7)	NA	6751	PAX5								
Interval_7546	chr5	137754081	137754251	+	0	NA	exon (HNRNPA0, exon 1 of 1)	NA	184	HNRNPA0								
Interval_3609	chr17	13347497	13347748	+	0	NA	Intergenic	NA	196024	MIR548H3								
Interval_8946	chr8	67602581	67602866	+	0	NA	intron (CPA6, intron 2 of 10)	NA	143662	CPA6								
Interval_8748	chr8	22245927	22246198	+	0	NA	intron (POLR3D, intron 2 of 8)	NA	956	POLR3D								
Interval_9220	chr8	141128692	141128969	+	0	NA	promoter-TSS (LOC101927963)	NA	209	DENND3								
Interval_154	chr1	23980002	23980260	+	0	NA	intron (SRSF10, intron 1 of 5)	NA	-1314	SRSF10								
Interval_6630	chr3	61561381	61561643	+	0	NA	promoter-TSS (PTPRG)	NA	-62	PTPRG								
Interval_4286	chr18	74147744	74147985	+	0	NA	promoter-TSS (FBXO15)	NA	1	FBXO15								
Interval_7535	chr5	134738287	134738499	+	0	NA	promoter-TSS (CAMLG)	NA	-87	CAMLG								
Interval_5323	chr2	71065193	71065679	+	0	NA	Intergenic	NA	-3214	NAGK								
Interval_5190	chr2	33051705	33052086	+	0	NA	intron (LTBP1, intron 3 of 32)	NA	104741	LTBP1								
Interval_2875	chr15	58511165	58511407	+	0	NA	intron (LIPC, intron 2 of 9)	NA	-10025	LOC101928668								
Interval_8668	chr8	2000824	2000993	+	0	NA	exon (KBTBD11, exon 2 of 2)	NA	3640	KBTBD11								
Interval_6326	chr22	40652030	40652341	+	0	NA	intron (LOC102723646, intron 1 of 1)	NA	5257	LOC102723646								
Interval_7677	chr5	176537749	176538162	+	0	NA	promoter-TSS (RNF44)	NA	-530	RNF44								
Interval_8694	chr8	9899351	9899548	+	0	NA	TTS (LINC00599)	NA	3880	LINC00599								
Interval_60	chr1	8878274	8878610	+	0	NA	promoter-TSS (ENO1-AS1)	NA	-393	ENO1-AS1								
Interval_4442	chr19	4007509	4007640	+	0	NA	promoter-TSS (PIAS4)	NA	-177	PIAS4								
Interval_7448	chr5	91280412	91280814	+	0	NA	exon (LOC729040, exon 1 of 1)	NA	1454	LOC729040								
Interval_4312	chr18	77131726	77131880	+	0	NA	intron (MBP, intron 1 of 7)	NA	-114704	MBP								
Interval_6252	chr22	30267099	30267550	+	0	NA	promoter-TSS (OSM)	NA	-1959	OSM								
Interval_6184	chr22	11213027	11213165	+	0	NA	Intergenic	NA	-268091	LOC102723780								
Interval_3292	chr16	46389594	46390111	+	0	NA	Intergenic	NA	179245	ANKRD26P1								
Interval_3852	chr17	57850034	57850253	+	0	NA	promoter-TSS (MRPS23)	NA	-71	MRPS23								
Interval_7488	chr5	115209348	115209605	+	0	NA	Intergenic	NA	-16698	LOC102723365								
Interval_5007	chr19	54190285	54190539	+	0	NA	promoter-TSS (MBOAT7)	NA	-530	MBOAT7								
Interval_6663	chr3	98513272	98513497	+	0	NA	Intergenic	NA	9682	CLDND1								
Interval_6516	chr3	38404440	38404658	+	0	NA	intron (XYLB, intron 17 of 17)	NA	-49750	ACVR2B								
Interval_4625	chr19	14551543	14551736	+	0	NA	intron (TECR, intron 2 of 13)	NA	20438	NDUFB7								
Interval_76	chr1	9719159	9719405	+	0	NA	intron (PIK3CD, intron 9 of 23)	NA	29737	PIK3CD								
Interval_9830	chrX	155888273	155888512	+	0	NA	intron (VAMP7, intron 1 of 6)	NA	7112	VAMP7								
Interval_3495	chr17	714778	715037	+	0	NA	promoter-TSS (VPS53)	NA	-51	VPS53								
Interval_5185	chr2	32356654	32356823	+	0	NA	promoter-TSS (BIRC6)	NA	71	BIRC6								
Interval_8803	chr8	29773999	29774214	+	0	NA	Intergenic	NA	16193	LOC102723484								
Interval_4670	chr19	17333984	17334192	+	0	NA	promoter-TSS (GTPBP3)	NA	741	ANO8								
Interval_6216	chr22	22063262	22063405	+	0	NA	Intergenic	NA	35227	LOC102724653								
Interval_5191	chr2	33599226	33599504	+	0	NA	promoter-TSS (FAM98A)	NA	-70	FAM98A								
