PeakID (cmd=annotatePeaks.pl ERG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_18612	chr19	7522308	7522598	+	0	NA	promoter-TSS (MCOLN1)	NA	-157	MCOLN1								
Interval_20318	chr19	58538628	58538917	+	0	NA	Intergenic	NA	-5697	TRIM28								
Interval_38944	chr9	94165555	94165922	+	0	NA	Intergenic	NA	-10219	MIRLET7A1								
Interval_4853	chr10	62492632	62492956	+	0	NA	intron (ZNF365, intron 4 of 7)	NA	-117667	LOC283045								
Interval_629	chr1	24952394	24952811	+	0	NA	intron (RUNX3, intron 1 of 5)	NA	12513	RUNX3								
Interval_2972	chr1	176205501	176205661	+	0	NA	intron (RFWD2, intron 1 of 18)	NA	1663	RFWD2								
Interval_3211	chr1	198179496	198179945	+	0	NA	intron (NEK7, intron 1 of 9)	NA	22742	NEK7								
Interval_20894	chr2	41521212	41521566	+	0	NA	Intergenic	NA	-356166	AC104654.1								
Interval_899	chr1	32107987	32108147	+	0	NA	promoter-TSS (KPNA6)	NA	21081	MIR5585								
Interval_39861	chr9	137173386	137173771	+	0	NA	Intergenic	NA	-1532	TMEM210								
Interval_880	chr1	31816000	31816216	+	0	NA	promoter-TSS (SPOCD1)	NA	-57	SPOCD1								
Interval_32784	chr6	22964446	22964672	+	0	NA	Intergenic	NA	301381	LOC102724736								
Interval_37408	chr8	98939819	98940273	+	0	NA	intron (STK3, intron 1 of 12)	NA	2525	STK3								
Interval_32584	chr6	10535298	10535561	+	0	NA	intron (GCNT2, intron 4 of 5)	NA	-14191	LOC101928146								
Interval_13912	chr15	99564368	99564626	+	0	NA	Intergenic	NA	-1466	MEF2A								
Interval_10679	chr13	50912064	50912249	+	0	NA	intron (RNASEH2B, intron 1 of 10)	NA	-1444	RNASEH2B-AS1								
Interval_39347	chr9	124414708	124414905	+	0	NA	intron (PSMB7, intron 2 of 7)	NA	667	PSMB7								
Interval_1424	chr1	54764485	54764932	+	0	NA	promoter-TSS (PARS2)	NA	-155	PARS2								
Interval_20688	chr2	26300264	26300477	+	0	NA	Intergenic	NA	18679	GPR113								
Interval_23859	chr20	24027286	24027583	+	0	NA	Intergenic	NA	-38603	GGTLC1								
Interval_11727	chr14	64972158	64972323	+	0	NA	promoter-TSS (RAB15)	NA	54	RAB15								
Interval_20837	chr2	37554179	37554350	+	0	NA	Intergenic	NA	117935	CDC42EP3								
Interval_19996	chr19	49664501	49665060	+	0	NA	promoter-TSS (BCL2L12)	NA	-362	BCL2L12								
Interval_4074	chr1	246782336	246782923	+	0	NA	intron (KIF28P, intron 16 of 22)	NA	-6988	LOC149134								
Interval_31276	chr5	102049566	102049877	+	0	NA	Intergenic	NA	246828	SLCO4C1								
Interval_22548	chr2	172510182	172510418	+	0	NA	Intergenic	NA	-13850	LOC101926931								
Interval_15844	chr17	30590132	30590409	+	0	NA	intron (LRRC37BP1, intron 1 of 8)	NA	-13789	LOC101927093								
Interval_18029	chr18	51520652	51520995	+	0	NA	intron (RP11-267C16.1, intron 1 of 2)	NA	128781	RP11-267C16.1								
Interval_38141	chr8	144046677	144046966	+	0	NA	exon (SPATC1, exon 4 of 4)	NA	-1131	SMPD5								
Interval_9058	chr12	57520491	57520874	+	0	NA	promoter-TSS (MBD6)	NA	-165	DDIT3								
Interval_7466	chr11	104968399	104968979	+	0	NA	promoter-TSS (CASP4)	NA	-91	CASP4								
Interval_27157	chr3	64880895	64881270	+	0	NA	intron (ADAMTS9-AS2, intron 4 of 5)	NA	-193082	ADAMTS9								
Interval_2652	chr1	156728117	156729219	+	0	NA	promoter-TSS (RRNAD1)	NA	117	ISG20L2								
Interval_33218	chr6	35337150	35337371	+	0	NA	Intergenic	NA	-5311	PPARD								
Interval_24431	chr20	57251086	57251334	+	0	NA	intron (BMP7, intron 1 of 6)	NA	15441	BMP7								
Interval_29895	chr4	101345983	101346636	+	0	NA	intron (PPP3CA, intron 1 of 12)	NA	1162	PPP3CA								
Interval_5336	chr10	91798270	91799371	+	0	NA	promoter-TSS (TNKS2-AS1)	NA	426	TNKS2								
Interval_39727	chr9	134171808	134172082	+	0	NA	promoter-TSS (LOC101928109)	NA	26	LOC101928109								
Interval_1574	chr1	66739514	66739895	+	0	NA	intron (SGIP1, intron 22 of 24)	NA	-12753	TCTEX1D1								
Interval_6477	chr11	47642522	47642943	+	0	NA	promoter-TSS (MTCH2)	NA	-135	MTCH2								
Interval_29944	chr4	109576463	109576836	+	0	NA	intron (CCDC109B, intron 1 of 7)	NA	15658	CCDC109B								
Interval_22110	chr2	128279880	128280616	+	0	NA	intron (HS6ST1, intron 1 of 1)	NA	38349	HS6ST1								
Interval_21860	chr2	109144344	109144579	+	0	NA	intron (SH3RF3, intron 1 of 7)	NA	-2943	MIR4265								
Interval_29461	chr4	68718107	68718349	+	0	NA	Intergenic	NA	-47452	UGT2B15								
Interval_38129	chr8	143942054	143943080	+	0	NA	promoter-TSS (PLEC)	NA	2712	MIR661								
Interval_33477	chr6	45323920	45324154	+	0	NA	intron (SUPT3H, intron 2 of 12)	NA	53407	SUPT3H								
Interval_15572	chr17	7572335	7572838	+	0	NA	promoter-TSS (EIF4A1)	NA	-120	EIF4A1								
Interval_39392	chr9	126491360	126491544	+	0	NA	intron (MVB12B, intron 9 of 9)	NA	-80948	NRON								
Interval_7817	chr11	126084030	126084329	+	0	NA	Intergenic	NA	-20887	CDON								
Interval_21434	chr2	74482611	74482828	+	0	NA	promoter-TSS (TTC31)	NA	-365	TTC31								
Interval_6614	chr11	61698264	61698678	+	0	NA	intron (DAGLA, intron 1 of 19)	NA	18038	DAGLA								
Interval_27831	chr3	141231584	141231828	+	0	NA	promoter-TSS (ACPL2)	NA	-119	ACPL2								
Interval_12340	chr14	100644843	100645003	+	0	NA	Intergenic	NA	-12345	LINC00523								
Interval_7678	chr11	119094388	119094803	+	0	NA	exon (H2AFX, exon 1 of 1)	NA	872	H2AFX								
Interval_27886	chr3	143971980	143972261	+	0	NA	exon (C3orf58, exon 1 of 3)	NA	322	C3orf58								
Interval_11054	chr13	103694246	103694451	+	0	NA	Intergenic	NA	-627502	SLC10A2								
Interval_4708	chr10	43731527	43731835	+	0	NA	Intergenic	NA	47167	LOC102724264								
Interval_26261	chr3	13650384	13650570	+	0	NA	promoter-TSS (LINC00620)	NA	-244	LINC00620								
Interval_18437	chr19	3338656	3338964	+	0	NA	Intergenic	NA	-27747	NFIC								
Interval_8804	chr12	50112507	50112810	+	0	NA	intron (COX14, intron 1 of 1)	NA	677	COX14								
Interval_2260	chr1	121516340	121516895	+	0	NA	Intergenic	NA	-2495	EMBP1								
Interval_22079	chr2	127081829	127082007	+	0	NA	promoter-TSS (BIN1)	NA	25409	BIN1								
Interval_34487	chr6	149761497	149761797	+	0	NA	intron (PCMT1, intron 1 of 6)	NA	11952	PCMT1								
Interval_25753	chr22	40265748	40266110	+	0	NA	exon (TNRC6B, exon 5 of 23)	NA	-80571	ADSL								
Interval_16858	chr17	73204172	73204412	+	0	NA	intron (COG1, intron 9 of 13)	NA	11258	COG1								
Interval_24492	chr20	59994076	59994430	+	0	NA	promoter-TSS (CDH26)	NA	-2109	CDH26								
Interval_20101	chr19	51799365	51799693	+	0	NA	intron (FPR3, intron 1 of 1)	NA	4371	FPR3								
Interval_17730	chr18	24011645	24011837	+	0	NA	intron (TTC39C, intron 1 of 13)	NA	-5248	LOC102724246								
Interval_37657	chr8	120124760	120125104	+	0	NA	promoter-TSS (COL14A1)	NA	-176	COL14A1								
Interval_3002	chr1	180279103	180279385	+	0	NA	Intergenic	NA	-4563	RP5-1180C10.2								
Interval_17037	chr17	76383213	76383528	+	0	NA	exon (SPHK1, exon 1 of 6)	NA	-1239	SPHK1								
Interval_16214	chr17	44220473	44220676	+	0	NA	promoter-TSS (LOC101926967)	NA	308	UBTF								
Interval_9335	chr12	89237127	89237316	+	0	NA	Intergenic	NA	115298	DUSP6								
Interval_1281	chr1	46340525	46341035	+	0	NA	promoter-TSS (NSUN4)	NA	603	NSUN4								
Interval_25169	chr22	18078336	18078858	+	0	NA	exon (PEX26, exon 2 of 6)	NA	677	PEX26								
Interval_19393	chr19	35628397	35629166	+	0	NA	promoter-TSS (RBM42)	NA	-297	RBM42								
Interval_37107	chr8	59300841	59301312	+	0	NA	Intergenic	NA	181139	LOC100505501								
Interval_8631	chr12	44847971	44848184	+	0	NA	intron (NELL2, intron 3 of 20)	NA	28387	NELL2								
Interval_2627	chr1	156456440	156456994	+	0	NA	promoter-TSS (C1orf61)	NA	-126	C1orf61								
Interval_19675	chr19	43439205	43439577	+	0	NA	Intergenic	NA	26288	LYPD3								
Interval_3375	chr1	204684329	204684779	+	0	NA	intron (LRRN2, intron 1 of 2)	NA	-51308	LRRN2								
Interval_26016	chr22	50075666	50075894	+	0	NA	intron (MLC1, intron 7 of 12)	NA	9649	MLC1								
Interval_7341	chr11	86193345	86193789	+	0	NA	Intergenic	NA	-51197	EED								
Interval_13416	chr15	74780020	74780512	+	0	NA	Intergenic	NA	-4188	CSK								
Interval_29799	chr4	88609421	88609755	+	0	NA	intron (HERC3, intron 3 of 23)	NA	17165	HERC3								
Interval_36437	chr8	1466664	1466912	+	0	NA	intron (DLGAP2, intron 2 of 13)	NA	127255	LOC102723676								
Interval_30684	chr5	50553517	50553726	+	0	NA	Intergenic	NA	-112221	EMB								
Interval_32378	chr5	181191345	181191964	+	0	NA	TTS (TRNAT1)	NA	104	TRNAT1								
Interval_31871	chr5	146203338	146203798	+	0	NA	promoter-TSS (RBM27)	NA	18	RBM27								
Interval_11737	chr14	65101636	65101811	+	0	NA	intron (MAX, intron 1 of 3)	NA	972	MAX								
Interval_24955	chr21	39363667	39363893	+	0	NA	Intergenic	NA	-14659	HMGN1								
Interval_17306	chr17	81285260	81285988	+	0	NA	intron (SLC38A10, intron 2 of 15)	NA	9715	SLC38A10								
Interval_10341	chr13	30052062	30052481	+	0	NA	Intergenic	NA	107350	LINC00384								
Interval_15983	chr17	38853538	38854057	+	0	NA	promoter-TSS (RPL23)	NA	3	RPL23								
Interval_7473	chr11	106076428	106076641	+	0	NA	exon (KBTBD3, exon 2 of 4)	NA	-1031	AASDHPPT								
Interval_35000	chr7	20019895	20020088	+	0	NA	intron (AC005062.2, intron 3 of 5)	NA	120435	AC005062.2								
Interval_38729	chr9	78132759	78132926	+	0	NA	Intergenic	NA	-101393	GNAQ								
Interval_6194	chr11	17353528	17353941	+	0	NA	intron (NCR3LG1, intron 1 of 5)	NA	1972	NCR3LG1								
Interval_12515	chr14	106129197	106129675	+	0	NA	Intergenic	NA	142712	LOC102723435								
Interval_16400	chr17	49850897	49851198	+	0	NA	Intergenic	NA	-3030	TAC4								
Interval_1501	chr1	62568005	62568243	+	0	NA	intron (DOCK7, intron 18 of 47)	NA	-29363	ANGPTL3								
Interval_8941	chr12	54428676	54429037	+	0	NA	intron (LOC102724050, intron 2 of 2)	NA	9208	LOC102724050								
Interval_26748	chr3	45593197	45593424	+	0	NA	Intergenic	NA	-39195	LIMD1								
Interval_20320	chr19	58540961	58541218	+	0	NA	Intergenic	NA	-3380	TRIM28								
Interval_17777	chr18	30094627	30094822	+	0	NA	Intergenic	NA	-204212	MIR302F								
Interval_11214	chr14	20610128	20610325	+	0	NA	promoter-TSS (TRNAL1)	NA	94	TRNAL1								
Interval_17466	chr18	268010	268607	+	0	NA	promoter-TSS (THOC1)	NA	-249	THOC1								
Interval_6709	chr11	63974360	63975108	+	0	NA	exon (COX8A, exon 1 of 2)	NA	127	COX8A								
Interval_12194	chr14	91411299	91411491	+	0	NA	intron (CCDC88C, intron 2 of 25)	NA	6401	CCDC88C								
Interval_7734	chr11	121466260	121466821	+	0	NA	intron (SORL1, intron 1 of 47)	NA	14337	SORL1								
Interval_24649	chr21	6371825	6372060	+	0	NA	Intergenic	NA	95565	LOC102724560								
Interval_39987	chrX	5051956	5052355	+	0	NA	Intergenic	NA	-418583	RP11-707P20.1								
Interval_35465	chr7	66444037	66444338	+	0	NA	Intergenic	NA	-43779	LINC00174								
Interval_6601	chr11	61161248	61161797	+	0	NA	promoter-TSS (VPS37C)	NA	-348	VPS37C								
Interval_30891	chr5	68415529	68415763	+	0	NA	Intergenic	NA	199890	PIK3R1								
Interval_5025	chr10	72107340	72107633	+	0	NA	intron (ASCC1, intron 10 of 12)	NA	-18713	SPOCK2								
Interval_34658	chr6	170523429	170523678	+	0	NA	Intergenic	NA	29776	PSMB1								
Interval_29091	chr4	36385864	36386176	+	0	NA	Intergenic	NA	40408	MIR1255B1								
Interval_17358	chr17	81859304	81859538	+	0	NA	intron (P4HB, intron 1 of 10)	NA	1247	P4HB								
Interval_37446	chr8	101204463	101204741	+	0	NA	intron (ZNF706, intron 1 of 4)	NA	1130	ZNF706								
Interval_24265	chr20	47700532	47700693	+	0	NA	intron (SULF2, intron 4 of 20)	NA	86004	SULF2								
Interval_8099	chr12	5977564	5977855	+	0	NA	intron (VWF, intron 42 of 51)	NA	146961	VWF								
Interval_13097	chr15	63157381	63157862	+	0	NA	promoter-TSS (RPS27L)	NA	-79	RPS27L								
Interval_35477	chr7	66696796	66697009	+	0	NA	intron (RABGEF1, intron 1 of 9)	NA	42383	RP4-756H11.3								
Interval_4992	chr10	71241486	71241774	+	0	NA	intron (UNC5B, intron 1 of 15)	NA	-23402	UNC5B-AS1								
Interval_9188	chr12	67483333	67483596	+	0	NA	Intergenic	NA	-36618	RP11-542B15.1								
Interval_13232	chr15	67074224	67074526	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	-86728	LOC102723493								
Interval_11861	chr14	71148723	71148904	+	0	NA	Intergenic	NA	161778	LOC102724015								
Interval_31021	chr5	77972754	77973025	+	0	NA	Intergenic	NA	88233	LOC101929154								
Interval_25862	chr22	43014399	43014598	+	0	NA	intron (PACSIN2, intron 1 of 10)	NA	-23815	AL022476.2								
Interval_29166	chr4	40311677	40312192	+	0	NA	TTS (LOC101930098)	NA	-4551	LOC101060498								
Interval_23660	chr20	5168504	5169339	+	0	NA	intron (CDS2, intron 1 of 12)	NA	42151	CDS2								
Interval_40384	chrX	63560812	63561232	+	0	NA	promoter-TSS (LOC92249)	NA	-29	LOC92249								
Interval_18218	chr18	79068936	79069610	+	0	NA	promoter-TSS (ATP9B)	NA	-121	ATP9B								
Interval_38136	chr8	143978562	143979061	+	0	NA	intron (PARP10, intron 9 of 10)	NA	-5291	PLEC								
Interval_27262	chr3	88410394	88410597	+	0	NA	intron (LOC100506944, intron 1 of 2)	NA	72080	LOC100506944								
Interval_32476	chr6	4021076	4021714	+	0	NA	promoter-TSS (PRPF4B)	NA	66	PRPF4B								
Interval_34683	chr7	921906	922214	+	0	NA	intron (ADAP1, intron 2 of 9)	NA	32623	ADAP1								
Interval_33322	chr6	38552275	38552463	+	0	NA	intron (BTBD9, intron 5 of 10)	NA	70789	LOC101929425								
Interval_33216	chr6	35302862	35303223	+	0	NA	intron (DEF6, intron 1 of 10)	NA	5224	DEF6								
Interval_22657	chr2	178914380	178914611	+	0	NA	intron (CCDC141, intron 7 of 22)	NA	-107072	TTN								
Interval_22938	chr2	203501112	203501291	+	0	NA	intron (RAPH1, intron 1 of 16)	NA	34134	RAPH1								
Interval_24170	chr20	43514014	43514243	+	0	NA	promoter-TSS (L3MBTL1)	NA	-308	L3MBTL1								
Interval_7548	chr11	112226038	112226691	+	0	NA	promoter-TSS (PTS)	NA	-1	PTS								
Interval_25805	chr22	41781102	41781493	+	0	NA	exon (MEI1, exon 22 of 30)	NA	-19377	CCDC134								
Interval_9500	chr12	100154830	100155040	+	0	NA	Intergenic	NA	18408	GOLGA2P5								
Interval_4671	chr10	42989086	42989309	+	0	NA	Intergenic	NA	-8366	MIR5100								
Interval_37670	chr8	122733579	122733909	+	0	NA	Intergenic	NA	-88693	ZHX2								
Interval_1569	chr1	66439151	66439394	+	0	NA	Intergenic	NA	-94684	SGIP1								
Interval_9423	chr12	94174525	94175023	+	0	NA	intron (PLXNC1, intron 2 of 30)	NA	-87747	PLXNC1								
Interval_18428	chr19	3104116	3104313	+	0	NA	intron (GNA11, intron 1 of 6)	NA	9804	GNA11								
Interval_16942	chr17	75109798	75110203	+	0	NA	promoter-TSS (ARMC7)	NA	13	ARMC7								
Interval_5996	chr11	809203	809780	+	0	NA	promoter-TSS (PIDD)	NA	-445	RPLP2								
Interval_29296	chr4	54144908	54145072	+	0	NA	Intergenic	NA	44909	GSX2								
Interval_36791	chr8	26765136	26765301	+	0	NA	TTS (ADRA1A)	NA	100187	ADRA1A								
Interval_2330	chr1	148336537	148336875	+	0	NA	intron (LOC102724893, intron 2 of 2)	NA	-2162	MIR5087								
Interval_37782	chr8	128048638	128048821	+	0	NA	promoter-TSS (MIR1207)	NA	-430	MIR1207								
Interval_14145	chr16	4384639	4384844	+	0	NA	intron (CORO7, intron 9 of 27)	NA	12893	VASN								
Interval_21987	chr2	118169336	118169586	+	0	NA	Intergenic	NA	16978	LOC100506797								
Interval_21976	chr2	113976630	113976843	+	0	NA	TTS (LOC100499194)	NA	-2833	LINC01191								
Interval_38287	chr9	7799272	7800121	+	0	NA	exon (TMEM261, exon 1 of 2)	NA	103	TMEM261								
Interval_35976	chr7	107169640	107169867	+	0	NA	promoter-TSS (HBP1)	NA	738	HBP1								
Interval_18963	chr19	14551485	14551775	+	0	NA	intron (TECR, intron 2 of 13)	NA	20447	NDUFB7								
Interval_8087	chr12	4540689	4540915	+	0	NA	intron (RAD51AP1, intron 1 of 7)	NA	2028	RAD51AP1								
Interval_6300	chr11	34806002	34806237	+	0	NA	Intergenic	NA	90975	LOC102723568								
Interval_33560	chr6	53244992	53245286	+	0	NA	Intergenic	NA	-31854	MIR5685								
Interval_29403	chr4	58139973	58140139	+	0	NA	Intergenic	NA	649201	LOC102724598								
Interval_19319	chr19	33430410	33430622	+	0	NA	intron (PEPD, intron 7 of 12)	NA	56847	CEBPG								
Interval_22302	chr2	151828207	151828755	+	0	NA	promoter-TSS (ARL5A)	NA	14	ARL5A								
Interval_18795	chr19	11964762	11965643	+	0	NA	exon (ZNF763, exon 1 of 4)	NA	148	ZNF763								
Interval_16316	chr17	47821635	47822035	+	0	NA	promoter-TSS (OSBPL7)	NA	-32	OSBPL7								
Interval_22250	chr2	144426431	144426606	+	0	NA	intron (ZEB2, intron 3 of 9)	NA	37826	LOC102723797								
Interval_30839	chr5	62412454	62412710	+	0	NA	promoter-TSS (IPO11)	NA	-164	IPO11								
Interval_184	chr1	6199570	6199916	+	0	NA	promoter-TSS (RPL22)	NA	-124	RPL22								
Interval_14949	chr16	73122670	73123388	+	0	NA	Intergenic	NA	21418	C16orf47								
Interval_35485	chr7	66995086	66995246	+	0	NA	intron (SBDS, intron 1 of 4)	NA	435	SBDS								
Interval_22920	chr2	201910116	201910372	+	0	NA	Intergenic	NA	86412	LOC102723977								
Interval_26831	chr3	48338756	48338956	+	0	NA	Intergenic	NA	-10505	SPINK8								
Interval_30693	chr5	52915459	52915712	+	0	NA	exon (ITGA1, exon 15 of 29)	NA	-73741	ITGA2								
Interval_15578	chr17	7685974	7687030	+	0	NA	promoter-TSS (WRAP53)	NA	1048	TP53								
Interval_13852	chr15	94229629	94230134	+	0	NA	Intergenic	NA	-68320	MCTP2								
Interval_14050	chr16	2008068	2008312	+	0	NA	intron (ZNF598, intron 1 of 11)	NA	1631	ZNF598								
Interval_20466	chr2	10079270	10079430	+	0	NA	intron (CYS1, intron 1 of 2)	NA	1061	CYS1								
Interval_38814	chr9	87517814	87517984	+	0	NA	intron (DAPK1, intron 2 of 24)	NA	19988	DAPK1								
Interval_39035	chr9	100492952	100493229	+	0	NA	intron (TMEFF1, intron 1 of 9)	NA	19852	TMEFF1								
Interval_22159	chr2	134118425	134118822	+	0	NA	Intergenic	NA	-8507	MIR3679								
Interval_24480	chr20	59011165	59011368	+	0	NA	Intergenic	NA	-4012	CTSZ								
Interval_30200	chr4	169293442	169293678	+	0	NA	Intergenic	NA	-22462	SH3RF1								
Interval_38372	chr9	21995252	21995453	+	0	NA	promoter-TSS (CDKN2A)	NA	561	CDKN2B-AS1								
Interval_18925	chr19	14114950	14115236	+	0	NA	promoter-TSS (PRKACA)	NA	2654	PRKACA								
Interval_32366	chr5	180860982	180861777	+	0	NA	promoter-TSS (ZFP62)	NA	-46	ZFP62								
Interval_8543	chr12	29282428	29282933	+	0	NA	intron (RP11-996F15.2, intron 5 of 6)	NA	35168	RP11-996F15.2								
Interval_28117	chr3	170033524	170033777	+	0	NA	Intergenic	NA	-43452	GPR160								
Interval_13210	chr15	66632081	66632255	+	0	NA	Intergenic	NA	-66671	LCTL								
Interval_21210	chr2	64405641	64405809	+	0	NA	Intergenic	NA	-48468	LGALSL								
Interval_1634	chr1	71414140	71414569	+	0	NA	intron (NEGR1, intron 6 of 6)	NA	333030	ZRANB2-AS2								
Interval_40359	chrX	54529916	54530606	+	0	NA	promoter-TSS (GNL3L)	NA	50	GNL3L								
Interval_30350	chr5	1799299	1799471	+	0	NA	intron (MRPL36, intron 1 of 1)	NA	457	MRPL36								
Interval_22423	chr2	162261128	162261353	+	0	NA	Intergenic	NA	-17705	FAP								
Interval_33240	chr6	35731755	35732461	+	0	NA	intron (RP3-510O8.4, intron 5 of 9)	NA	4839	RP3-510O8.4								
Interval_1516	chr1	64243489	64243773	+	0	NA	intron (UBE2U, intron 8 of 9)	NA	40026	UBE2U								
Interval_3268	chr1	201241788	201242054	+	0	NA	Intergenic	NA	-41531	PKP1								
Interval_17844	chr18	35482525	35482914	+	0	NA	intron (INO80C, intron 1 of 4)	NA	15272	INO80C								
Interval_5191	chr10	79361861	79362049	+	0	NA	Intergenic	NA	14489	PPIF								
Interval_26963	chr3	51693945	51694194	+	0	NA	intron (TEX264, intron 2 of 3)	NA	-12996	GRM2								
Interval_27074	chr3	57227525	57227828	+	0	NA	promoter-TSS (HESX1)	NA	-61	APPL1								
Interval_21209	chr2	64403956	64404594	+	0	NA	Intergenic	NA	-49918	LGALSL								
Interval_15094	chr16	84511312	84511590	+	0	NA	Intergenic	NA	-6691	TLDC1								
Interval_235	chr1	8382967	8383178	+	0	NA	intron (RERE, intron 2 of 12)	NA	-41722	LOC102724552								
Interval_32667	chr6	14897898	14898099	+	0	NA	Intergenic	NA	236545	LOC102724463								
Interval_3038	chr1	182029769	182030143	+	0	NA	Intergenic	NA	31756	ZNF648								
Interval_36735	chr8	23177033	23177390	+	0	NA	Intergenic	NA	-13181	TNFRSF10D								
Interval_36391	chr7	155490841	155491306	+	0	NA	Intergenic	NA	32944	EN2								
Interval_19104	chr19	17512216	17512497	+	0	NA	intron (PGLS, intron 1 of 4)	NA	733	PGLS								
Interval_34030	chr6	122495557	122496053	+	0	NA	intron (PKIB, intron 3 of 7)	NA	23888	PKIB								
Interval_12200	chr14	91714882	91715074	+	0	NA	intron (CATSPERB, intron 5 of 26)	NA	17091	CATSPERB								
Interval_31353	chr5	112737577	112738350	+	0	NA	intron (APC, intron 1 of 15)	NA	104	APC								
Interval_7700	chr11	119481143	119481587	+	0	NA	intron (USP2-AS1, intron 3 of 3)	NA	-57829	THY1								
Interval_32704	chr6	16183393	16183670	+	0	NA	Intergenic	NA	41975	MIR4639								
Interval_5842	chr10	124341106	124341376	+	0	NA	Intergenic	NA	77735	OAT								
Interval_8912	chr12	53983636	53984040	+	0	NA	exon (HOXC-AS3, exon 2 of 2)	NA	1245	HOXC-AS3								
Interval_29891	chr4	101021019	101021307	+	0	NA	Intergenic	NA	219662	MIR8066								
Interval_25114	chr21	46320335	46320914	+	0	NA	intron (C21orf58, intron 1 of 7)	NA	3275	C21orf58								
Interval_11640	chr14	58488669	58488831	+	0	NA	exon (KIAA0586, exon 25 of 32)	NA	60758	KIAA0586								
Interval_8596	chr12	40325455	40325731	+	0	NA	intron (LRRK2, intron 38 of 50)	NA	-67801	MUC19								
Interval_14818	chr16	67806584	67806804	+	0	NA	promoter-TSS (TSNAXIP1)	NA	-433	TSNAXIP1								
Interval_17154	chr17	78289851	78290046	+	0	NA	Intergenic	NA	-11456	RP11-219G17.4								
Interval_9505	chr12	100554673	100554950	+	0	NA	intron (NR1H4, intron 9 of 10)	NA	-18900	GAS2L3								
Interval_28166	chr3	176814300	176814593	+	0	NA	exon (LOC101928684, exon 2 of 2)	NA	2555	LOC101928684								
Interval_23423	chr2	239858157	239858499	+	0	NA	Intergenic	NA	54093	LOC101927147								
