PeakID (cmd=annotatePeaks.pl ETV6.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_14559	chr4	55242505	55243020	+	0	NA	Intergenic	NA	-103480	SRD5A3								
Interval_12831	chr22	50525618	50525815	+	0	NA	promoter-TSS (SCO2)	NA	429	SCO2								
Interval_17267	chr6	151948388	151948725	+	0	NA	intron (ESR1, intron 4 of 7)	NA	141237	ESR1								
Interval_15526	chr5	83306757	83306953	+	0	NA	intron (XRCC4, intron 7 of 7)	NA	-164819	VCAN								
Interval_4036	chr12	9869595	9869859	+	0	NA	exon (CLEC2B, exon 1 of 5)	NA	132	CLEC2B								
Interval_16751	chr6	53735085	53735347	+	0	NA	Intergenic	NA	-59764	LRRC1								
Interval_14085	chr3	189898576	189898888	+	0	NA	Intergenic	NA	68757	MIR944								
Interval_7353	chr16	88936528	88937057	+	0	NA	intron (CBFA2T3, intron 1 of 10)	NA	-2856	LOC100129697								
Interval_20523	chrX	54529742	54530276	+	0	NA	promoter-TSS (GNL3L)	NA	-202	GNL3L								
Interval_53	chr1	3597437	3597977	+	0	NA	intron (MEGF6, intron 2 of 36)	NA	-27285	TPRG1L								
Interval_17294	chr6	157607848	157608018	+	0	NA	intron (ZDHHC14, intron 3 of 8)	NA	15154	ZDHHC14								
Interval_11768	chr20	23005841	23005991	+	0	NA	TTS (RP4-753D10.5)	NA	24869	RP4-753D10.5								
Interval_13912	chr3	171967327	171967471	+	0	NA	Intergenic	NA	-72229	FNDC3B								
Interval_15168	chr5	15379636	15379873	+	0	NA	Intergenic	NA	-113194	RP1-137K24.1								
Interval_9881	chr19	51431180	51431442	+	0	NA	Intergenic	NA	-13508	SIGLEC10								
Interval_381	chr1	28642906	28643442	+	0	NA	promoter-TSS (TAF12)	NA	-1212	TAF12								
Interval_17584	chr7	30594670	30594909	+	0	NA	exon (GARS, exon 1 of 17)	NA	224	GARS								
Interval_13371	chr3	57848536	57848770	+	0	NA	intron (SLMAP, intron 5 of 22)	NA	92432	SLMAP								
Interval_2285	chr10	45420374	45420723	+	0	NA	intron (ALOX5, intron 4 of 13)	NA	32585	LOC102724323								
Interval_20180	chr9	133018546	133018671	+	0	NA	Intergenic	NA	-12067	GTF3C5								
Interval_12176	chr20	63865110	63865318	+	0	NA	promoter-TSS (TPD52L2)	NA	-14	TPD52L2								
Interval_14316	chr4	8826997	8827148	+	0	NA	Intergenic	NA	44745	HMX1								
Interval_19811	chr9	95875731	95876136	+	0	NA	promoter-TSS (LINC00476)	NA	44	LINC00476								
Interval_10487	chr2	63840964	63841284	+	0	NA	promoter-TSS (UGP2)	NA	174	UGP2								
Interval_10312	chr2	39128916	39129059	+	0	NA	Intergenic	NA	-8444	SOS1								
Interval_12285	chr21	33215945	33216262	+	0	NA	Intergenic	NA	-13792	IFNAR2								
Interval_8758	chr18	57837777	57838024	+	0	NA	Intergenic	NA	-34805	ATP8B1								
Interval_13226	chr3	46979587	46979783	+	0	NA	promoter-TSS (NBEAL2)	NA	2275	CCDC12								
Interval_7174	chr16	70696994	70697382	+	0	NA	exon (VAC14, exon 16 of 19)	NA	-11246	MTSS1L								
Interval_3967	chr12	4477186	4477380	+	0	NA	Intergenic	NA	-31669	FGF6								
Interval_6012	chr15	27820206	27820447	+	0	NA	intron (OCA2, intron 22 of 22)	NA	278986	OCA2								
Interval_11561	chr20	757658	757985	+	0	NA	Intergenic	NA	18162	SLC52A3								
Interval_4078	chr12	12725388	12726071	+	0	NA	promoter-TSS (APOLD1)	NA	8361	CDKN1B								
Interval_3005	chr11	14544594	14544783	+	0	NA	intron (PSMA1, intron 2 of 10)	NA	-44830	COPB1								
Interval_15703	chr5	126066863	126067151	+	0	NA	Intergenic	NA	-112570	LOC102546228								
Interval_6576	chr15	89947300	89947588	+	0	NA	Intergenic	NA	-34454	C15orf38								
Interval_645	chr1	53368090	53368293	+	0	NA	Intergenic	NA	-40042	LRP8								
Interval_5698	chr14	74176134	74176313	+	0	NA	intron (LIN52, intron 5 of 5)	NA	-63249	VSX2								
Interval_20643	chrX	129779769	129779960	+	0	NA	promoter-TSS (SASH3)	NA	-85	SASH3								
Interval_16715	chr6	45831546	45831776	+	0	NA	Intergenic	NA	184228	CLIC5								
Interval_5293	chr13	102779526	102779715	+	0	NA	Intergenic	NA	-5799	TEX30								
Interval_5970	chr14	105650035	105650848	+	0	NA	Intergenic	NA	10273	MIR8071-2								
Interval_19108	chr8	120069956	120070168	+	0	NA	Intergenic	NA	-55046	COL14A1								
Interval_20686	chrX	150202934	150203183	+	0	NA	Intergenic	NA	-24994	MIR2114								
Interval_17293	chr6	157521780	157521905	+	0	NA	intron (ZDHHC14, intron 1 of 8)	NA	-7295	MIR3692								
Interval_11249	chr2	201118252	201118823	+	0	NA	promoter-TSS (LOC102724614)	NA	66	LOC102724614								
Interval_3487	chr11	73204801	73204944	+	0	NA	intron (LOC102724472, intron 2 of 2)	NA	4392	LOC102724472								
Interval_20519	chrX	53442373	53442592	+	0	NA	Intergenic	NA	-8106	HSD17B10								
Interval_8069	chr17	64020556	64020894	+	0	NA	promoter-TSS (ICAM2)	NA	-91	ICAM2								
Interval_1002	chr1	113871675	113871870	+	0	NA	promoter-TSS (PTPN22)	NA	-19	PTPN22								
Interval_892	chr1	98306676	98306914	+	0	NA	Intergenic	NA	96084	RP5-1070A16.1								
Interval_18152	chr7	139732285	139732424	+	0	NA	intron (HIPK2, intron 1 of 14)	NA	45540	HIPK2								
Interval_15624	chr5	107389226	107389538	+	0	NA	intron (EFNA5, intron 2 of 4)	NA	281513	EFNA5								
Interval_13871	chr3	160135073	160135228	+	0	NA	intron (IL12A-AS1, intron 3 of 9)	NA	71942	IL12A-AS1								
Interval_3286	chr11	64215109	64215234	+	0	NA	intron (FERMT3, intron 6 of 14)	NA	8491	FERMT3								
Interval_2848	chr10	126136067	126136202	+	0	NA	intron (ADAM12, intron 4 of 18)	NA	-162861	FANK1-AS1								
Interval_58	chr1	3678360	3678556	+	0	NA	intron (TP73, intron 1 of 10)	NA	-12214	TP73								
Interval_19138	chr8	123241308	123241510	+	0	NA	promoter-TSS (C8orf76)	NA	-11	C8orf76								
Interval_15871	chr5	143987393	143987657	+	0	NA	Intergenic	NA	175364	HMHB1								
Interval_14643	chr4	73872842	73873158	+	0	NA	Intergenic	NA	3608	CXCL1								
Interval_18447	chr8	25243878	25244003	+	0	NA	intron (DOCK5, intron 2 of 50)	NA	59154	DOCK5								
Interval_14338	chr4	13615227	13615497	+	0	NA	exon (BOD1L1, exon 3 of 28)	NA	12348	BOD1L1								
Interval_20292	chrUn_GL000224v1	9602	9927	+	0	NA	Intergenic	NA	-41359	LOC100287610								
Interval_15357	chr5	55850942	55851150	+	0	NA	promoter-TSS (IL31RA)	NA	-333	IL31RA								
Interval_13735	chr3	138875844	138876144	+	0	NA	Intergenic	NA	-41056	PIK3CB								
Interval_2462	chr10	74166533	74166699	+	0	NA	intron (ADK, intron 1 of 9)	NA	-9873	ADK								
Interval_7563	chr17	17016588	17016808	+	0	NA	Intergenic	NA	-26055	MPRIP								
Interval_2383	chr10	68955539	68956474	+	0	NA	promoter-TSS (DDX21)	NA	-117	DDX21								
Interval_5082	chr13	33015033	33015417	+	0	NA	promoter-TSS (KL)	NA	-1208	KL								
Interval_17992	chr7	102141134	102141375	+	0	NA	intron (CUX1, intron 8 of 23)	NA	-143860	SH2B2								
Interval_12181	chr20	63942210	63942460	+	0	NA	promoter-TSS (MIR1914)	NA	391	MIR647								
Interval_19147	chr8	124197871	124198282	+	0	NA	intron (RP11-37N22.1, intron 2 of 2)	NA	-26554	FER1L6-AS2								
Interval_17879	chr7	87517609	87517791	+	0	NA	intron (ABCB1, intron 24 of 28)	NA	-41997	ABCB4								
Interval_8573	chr18	23530350	23530475	+	0	NA	exon (C18orf8, exon 16 of 17)	NA	26942	C18orf8								
Interval_7050	chr16	55839178	55839368	+	0	NA	Intergenic	NA	-6110	CES1								
Interval_17212	chr6	145148421	145148656	+	0	NA	Intergenic	NA	-34185	TRNAQ32								
Interval_16062	chr5	176361860	176362066	+	0	NA	promoter-TSS (KIAA1191)	NA	-167	KIAA1191								
Interval_9464	chr19	29213238	29213445	+	0	NA	promoter-TSS (UQCRFS1)	NA	-112	UQCRFS1								
Interval_3964	chr12	4392433	4392766	+	0	NA	Intergenic	NA	-12871	FGF23								
Interval_845	chr1	92080356	92080532	+	0	NA	exon (BTBD8, exon 1 of 9)	NA	139	BTBD8								
Interval_4804	chr12	116910775	116911078	+	0	NA	promoter-TSS (FBXW8)	NA	-30	FBXW8								
Interval_14572	chr4	56218377	56218587	+	0	NA	intron (KIAA1211, intron 2 of 10)	NA	27939	LOC101928760								
Interval_6538	chr15	84928281	84928674	+	0	NA	intron (SLC28A1, intron 11 of 14)	NA	40966	SLC28A1								
Interval_9433	chr19	19181667	19181792	+	0	NA	TTS (MEF2BNB)	NA	-10470	RFXANK								
Interval_12336	chr21	36990154	36990372	+	0	NA	promoter-TSS (HLCS)	NA	-16300	RIPPLY3								
Interval_18252	chr7	157854272	157854692	+	0	NA	promoter-TSS (AC011899.9)	NA	-103	AC011899.9								
Interval_4354	chr12	53675972	53676324	+	0	NA	exon (ATP5G2, exon 1 of 5)	NA	177	ATP5G2								
Interval_3570	chr11	83122254	83122391	+	0	NA	Intergenic	NA	-34773	PCF11								
Interval_10337	chr2	43106023	43106245	+	0	NA	Intergenic	NA	-3689	LOC100506047								
Interval_19609	chr9	34179012	34179307	+	0	NA	promoter-TSS (UBAP1)	NA	154	UBAP1								
Interval_11726	chr20	18053557	18053897	+	0	NA	intron (OVOL2, intron 1 of 2)	NA	4150	OVOL2								
Interval_13943	chr3	177359348	177360173	+	0	NA	Intergenic	NA	65318	LINC00501								
Interval_14480	chr4	41216420	41216596	+	0	NA	exon (APBB2, exon 1 of 18)	NA	40219	UCHL1-AS1								
Interval_7518	chr17	9896056	9896195	+	0	NA	Intergenic	NA	9242	RCVRN								
Interval_15100	chr5	372006	372209	+	0	NA	intron (AHRR, intron 3 of 11)	NA	67931	AHRR								
Interval_20457	chrX	40175640	40176438	+	0	NA	intron (BCOR, intron 1 of 13)	NA	1351	BCOR								
Interval_10841	chr2	118088219	118088547	+	0	NA	promoter-TSS (INSIG2)	NA	-91	INSIG2								
Interval_8748	chr18	56638534	56639049	+	0	NA	promoter-TSS (TXNL1)	NA	-199	TXNL1								
Interval_18031	chr7	107907983	107908138	+	0	NA	intron (DLD, intron 8 of 13)	NA	16919	DLD								
Interval_7769	chr17	41736979	41737267	+	0	NA	Intergenic	NA	-2477	HAP1								
Interval_4513	chr12	77065628	77065950	+	0	NA	promoter-TSS (E2F7)	NA	-209	E2F7								
Interval_12505	chr22	21629270	21629459	+	0	NA	exon (YDJC, exon 3 of 5)	NA	-3616	CCDC116								
Interval_17869	chr7	84073716	84073915	+	0	NA	intron (SEMA3A, intron 6 of 18)	NA	418953	SEMA3A								
Interval_4854	chr12	121888454	121888803	+	0	NA	promoter-TSS (PSMD9)	NA	-103	PSMD9								
Interval_16749	chr6	53547952	53548310	+	0	NA	Intergenic	NA	-3002	GCLC								
Interval_8224	chr17	75312100	75312330	+	0	NA	Intergenic	NA	-22766	SLC25A19								
Interval_14995	chr4	153451867	153452043	+	0	NA	Intergenic	NA	-14391	KIAA0922								
Interval_10068	chr2	8535219	8535359	+	0	NA	Intergenic	NA	48503	AC011747.4								
Interval_12253	chr21	27424811	27425149	+	0	NA	Intergenic	NA	-245794	LOC102724355								
Interval_12836	chr22_KI270733v1_random	127990	128166	+	0	NA	Intergenic	NA	32023	LOC102724621								
Interval_4983	chr13	21053336	21053525	+	0	NA	intron (LATS2, intron 1 of 7)	NA	8153	LATS2								
Interval_13487	chr3	100611175	100611390	+	0	NA	intron (GPR128, intron 1 of 15)	NA	1693	GPR128								
Interval_12152	chr20	62728281	62728724	+	0	NA	intron (NTSR1, intron 1 of 3)	NA	19665	NTSR1								
Interval_11784	chr20	24027296	24027591	+	0	NA	Intergenic	NA	-38855	GGTLC1								
Interval_18161	chr7	140479277	140479483	+	0	NA	exon (MKRN1, exon 1 of 8)	NA	189	MKRN1								
Interval_19630	chr9	36041567	36041791	+	0	NA	intron (RECK, intron 1 of 20)	NA	4766	RECK								
Interval_1044	chr1	118990223	118990412	+	0	NA	promoter-TSS (TBX15)	NA	-761	TBX15								
Interval_13240	chr3	48223195	48223425	+	0	NA	promoter-TSS (CAMP)	NA	-37	CAMP								
Interval_1704	chr1	213375941	213376117	+	0	NA	Intergenic	NA	324796	RPS6KC1								
Interval_11809	chr20	31610555	31611020	+	0	NA	Intergenic	NA	3601	MIR3193								
Interval_9401	chr19	18205178	18205367	+	0	NA	Intergenic	NA	-1208	RAB3A								
Interval_9112	chr19	7772812	7773040	+	0	NA	Intergenic	NA	9777	CLEC4M								
Interval_10940	chr2	135494050	135494287	+	0	NA	intron (ZRANB3, intron 2 of 20)	NA	37068	ZRANB3								
Interval_19201	chr8	126916856	126917096	+	0	NA	Intergenic	NA	-96178	PCAT1								
Interval_8686	chr18	48744791	48744973	+	0	NA	intron (CTIF, intron 8 of 12)	NA	74282	MIR4743								
Interval_9972	chr19	55385660	55386108	+	0	NA	promoter-TSS (RPL28)	NA	-48	RPL28								
Interval_16124	chr5	179803624	179803961	+	0	NA	promoter-TSS (MGAT4B)	NA	-917	MGAT4B								
Interval_4761	chr12	112409034	112409945	+	0	NA	promoter-TSS (RPL6)	NA	-183	RPL6								
Interval_14303	chr4	7738506	7738775	+	0	NA	intron (SORCS2, intron 26 of 26)	NA	-15450	AFAP1-AS1								
Interval_8030	chr17	60694768	60694963	+	0	NA	intron (BCAS3, intron 4 of 23)	NA	17005	BCAS3								
Interval_1228	chr1	156492676	156492852	+	0	NA	intron (MEF2D, intron 1 of 10)	NA	8056	MEF2D								
Interval_2027	chr10	3781456	3781675	+	0	NA	intron (KLF6, intron 2 of 3)	NA	3716	KLF6								
Interval_3302	chr11	64328381	64328539	+	0	NA	intron (LOC102723878, intron 2 of 2)	NA	10372	PRDX5								
Interval_3690	chr11	110972755	110972926	+	0	NA	Intergenic	NA	-124496	LOC102723966								
Interval_8025	chr17	60371942	60372224	+	0	NA	intron (USP32, intron 1 of 33)	NA	20142	USP32								
Interval_17282	chr6	154951392	154952107	+	0	NA	Intergenic	NA	98380	MIR1273C								
Interval_19179	chr8	125344037	125344256	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	-86175	TRIB1								
Interval_16105	chr5	178182239	178182772	+	0	NA	Intergenic	NA	4927	GMCL1P1								
Interval_19993	chr9	121485713	121486043	+	0	NA	intron (GGTA1P, intron 1 of 6)	NA	14149	GGTA1P								
Interval_19413	chr8	143942594	143942942	+	0	NA	promoter-TSS (PLEC)	NA	1969	PLEC								
Interval_13578	chr3	119463482	119463812	+	0	NA	promoter-TSS (TMEM39A)	NA	-13	TMEM39A								
Interval_11595	chr20	2102453	2102808	+	0	NA	intron (STK35, intron 1 of 3)	NA	748	STK35								
Interval_8214	chr17	75034547	75034737	+	0	NA	promoter-TSS (TRNAR25)	NA	-139	TRNAR20								
Interval_12761	chr22	43320977	43321263	+	0	NA	intron (SCUBE1, intron 2 of 22)	NA	22268	SCUBE1								
Interval_11237	chr2	200713192	200713354	+	0	NA	exon (AC007163.3, exon 3 of 3)	NA	17550	AOX2P								
Interval_17663	chr7	41780094	41780235	+	0	NA	TTS (INHBA-AS1)	NA	-77056	INHBA								
Interval_16505	chr6	31541729	31542308	+	0	NA	promoter-TSS (SNORD84)	NA	457	DDX39B								
Interval_9738	chr19	45692573	45692799	+	0	NA	promoter-TSS (SNRPD2)	NA	203	QPCTL								
Interval_19787	chr9	92973075	92973261	+	0	NA	intron (FGD3, intron 1 of 17)	NA	-1268	FGD3								
Interval_8340	chr17	79074493	79074622	+	0	NA	promoter-TSS (ENGASE)	NA	3063	ENGASE								
Interval_12161	chr20	63216098	63216410	+	0	NA	promoter-TSS (YTHDF1)	NA	-68	YTHDF1								
Interval_4750	chr12	111428752	111429214	+	0	NA	intron (SH2B3, intron 2 of 7)	NA	-15905	SH2B3								
Interval_3431	chr11	69056250	69056426	+	0	NA	intron (TPCN2, intron 4 of 23)	NA	7441	TPCN2								
Interval_5268	chr13	91547067	91547260	+	0	NA	intron (GPC5, intron 2 of 7)	NA	148482	GPC5								
Interval_17082	chr6	134530111	134530383	+	0	NA	intron (RP11-557H15.4, intron 2 of 2)	NA	-5731	LOC101928249								
Interval_7610	chr17	27540534	27540663	+	0	NA	intron (KSR1, intron 2 of 21)	NA	84133	KSR1								
Interval_15297	chr5	42840367	42840492	+	0	NA	Intergenic	NA	-28507	SEPP1								
Interval_10891	chr2	127386319	127386518	+	0	NA	intron (LOC100506922, intron 1 of 4)	NA	8290	LOC100506922								
Interval_16976	chr6	113600692	113600888	+	0	NA	Intergenic	NA	31735	LOC101927686								
Interval_1624	chr1	205749310	205749674	+	0	NA	intron (NUCKS1, intron 1 of 6)	NA	728	NUCKS1								
Interval_1425	chr1	181022941	181023318	+	0	NA	promoter-TSS (STX6)	NA	-8	STX6								
Interval_16694	chr6	44166689	44166948	+	0	NA	exon (CAPN11, exon 2 of 23)	NA	7972	CAPN11								
Interval_16988	chr6	116465406	116465586	+	0	NA	Intergenic	NA	3636	FAM26F								
Interval_19445	chr8	144508263	144508854	+	0	NA	promoter-TSS (MFSD3)	NA	-611	MFSD3								
Interval_5714	chr14	75297483	75297646	+	0	NA	Intergenic	NA	3160	RP11-293M10.5								
Interval_7951	chr17	56593755	56593931	+	0	NA	exon (NOG, exon 1 of 1)	NA	144	NOG								
Interval_7490	chr17	7579214	7579747	+	0	NA	promoter-TSS (CD68)	NA	-7	CD68								
Interval_15922	chr5	151252749	151252929	+	0	NA	promoter-TSS (GM2A)	NA	-213	GM2A								
Interval_17641	chr7	38306916	38307271	+	0	NA	Intergenic	NA	-24012	LOC102724797								
Interval_4366	chr12	54413396	54413820	+	0	NA	intron (ITGA5, intron 1 of 29)	NA	5658	ITGA5								
Interval_9562	chr19	38317091	38317498	+	0	NA	Intergenic	NA	-1489	YIF1B								
Interval_18963	chr8	99065527	99065724	+	0	NA	intron (VPS13B, intron 4 of 8)	NA	52359	VPS13B								
Interval_3719	chr11	114139226	114139463	+	0	NA	intron (ZBTB16, intron 2 of 6)	NA	34738	LOC101928875								
Interval_7466	chr17	5486148	5486412	+	0	NA	promoter-TSS (MIS12)	NA	-103	DERL2								
Interval_7963	chr17	57542169	57542344	+	0	NA	intron (MSI2, intron 7 of 10)	NA	-18659	RP11-118E18.2								
Interval_18902	chr8	90005801	90006031	+	0	NA	intron (DECR1, intron 1 of 8)	NA	4564	DECR1								
Interval_4214	chr12	40204460	40204621	+	0	NA	Intergenic	NA	-20515	LRRK2								
Interval_16451	chr6	27761417	27761555	+	0	NA	promoter-TSS (LOC100131289)	NA	-258	LOC100131289								
Interval_10458	chr2	60413838	60414186	+	0	NA	Intergenic	NA	-11895	LOC102724142								
Interval_16242	chr6	7701493	7701833	+	0	NA	Intergenic	NA	-25115	BMP6								
Interval_7259	chr16	83652923	83653143	+	0	NA	intron (CDH13, intron 7 of 12)	NA	144684	MIR3182								
Interval_4858	chr12	122184580	122184871	+	0	NA	exon (LRRC43, exon 2 of 12)	NA	1605	LRRC43								
Interval_13595	chr3	121997998	121998412	+	0	NA	intron (ILDR1, intron 3 of 5)	NA	9805	LOC101927010								
Interval_9152	chr19	9721970	9722161	+	0	NA	Intergenic	NA	-21292	ZNF812								
Interval_14605	chr4	67348538	67348764	+	0	NA	Intergenic	NA	73344	RP11-584P21.2								
Interval_12887	chr3	5974691	5974922	+	0	NA	Intergenic	NA	12063	LOC102723596								
Interval_5406	chr14	23695469	23695918	+	0	NA	Intergenic	NA	57339	DHRS2								
Interval_17995	chr7	102464804	102465132	+	0	NA	promoter-TSS (LRWD1)	NA	-32	LRWD1								
Interval_18645	chr8	43238677	43238816	+	0	NA	Intergenic	NA	-53696	POTEA								
Interval_296	chr1	25044778	25045072	+	0	NA	Intergenic	NA	21373	MIR4425								
Interval_11550	chr2	242085972	242086148	+	0	NA	Intergenic	NA	-2633	LOC728323								
Interval_14837	chr4	109970040	109970407	+	0	NA	intron (EGF, intron 10 of 22)	NA	-22102	RNU6-35P								
Interval_3103	chr11	36409183	36409643	+	0	NA	intron (PRR5L, intron 4 of 9)	NA	100900	TRAF6								
Interval_5669	chr14	72518745	72519453	+	0	NA	intron (RGS6, intron 14 of 16)	NA	2268	MIR7843								
Interval_14159	chr3	196055786	196056182	+	0	NA	intron (TFRC, intron 16 of 18)	NA	26177	TFRC								
Interval_15818	chr5	140113961	140114150	+	0	NA	promoter-TSS (PURA)	NA	-68	PURA								
Interval_6037	chr15	32850217	32850393	+	0	NA	intron (FMN1, intron 17 of 20)	NA	-131440	LOC100131315								
Interval_6803	chr16	11584697	11584880	+	0	NA	promoter-TSS (LITAF)	NA	2162	LITAF								
Interval_12126	chr20	59032466	59032656	+	0	NA	promoter-TSS (ATP5E)	NA	-194	ATP5E								
Interval_13858	chr3	157446001	157446126	+	0	NA	intron (VEPH1, intron 4 of 12)	NA	9272	PTX3								
Interval_9044	chr19	5176606	5176763	+	0	NA	Intergenic	NA	116563	PTPRS								
Interval_10270	chr2	34997838	34998005	+	0	NA	Intergenic	NA	-473484	MIR548AD								
Interval_3183	chr11	57432745	57433087	+	0	NA	Intergenic	NA	-5768	SLC43A3								
Interval_19805	chr9	95317204	95317425	+	0	NA	promoter-TSS (FANCC)	NA	-146295	LOC100507346								
Interval_23	chr1	1899694	1900032	+	0	NA	Intergenic	NA	-8746	GNB1								
Interval_18012	chr7	106167543	106167690	+	0	NA	Intergenic	NA	-55002	SYPL1								
Interval_6885	chr16	23981896	23982202	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	146070	PRKCB								
Interval_7527	chr17	10697195	10697809	+	0	NA	promoter-TSS (ADPRM)	NA	66	SCO1								
Interval_2927	chr11	3614355	3614557	+	0	NA	Intergenic	NA	-12004	TRPC2								
Interval_14894	chr4	128715674	128715799	+	0	NA	Intergenic	NA	61914	LOC102724309								
Interval_10814	chr2	112836766	112836966	+	0	NA	promoter-TSS (IL1B)	NA	-622	IL1B								
Interval_963	chr1	110034396	110034682	+	0	NA	promoter-TSS (STRIP1)	NA	-62	STRIP1								
Interval_12947	chr3	12841446	12841983	+	0	NA	promoter-TSS (RPL32)	NA	-132	RPL32								
Interval_8576	chr18	23635965	23636233	+	0	NA	intron (ANKRD29, intron 4 of 9)	NA	26786	ANKRD29								
Interval_17678	chr7	43750982	43751120	+	0	NA	Intergenic	NA	-7622	BLVRA								
Interval_6823	chr16	14632608	14633002	+	0	NA	promoter-TSS (BFAR)	NA	-6	BFAR								
Interval_978	chr1	111203779	111204194	+	0	NA	intron (DENND2D, intron 1 of 11)	NA	523	DENND2D								
Interval_8862	chr18	74524344	74524501	+	0	NA	TTS (CNDP2)	NA	-10035	CNDP1								
Interval_13071	chr3	30733410	30733818	+	0	NA	intron (GADL1, intron 14 of 14)	NA	127112	TGFBR2								
Interval_15798	chr5	139262471	139262834	+	0	NA	Intergenic	NA	-11100	SNHG4								
Interval_11543	chr2	241694927	241695125	+	0	NA	TTS (LOC101927187)	NA	-7015	ING5								
Interval_9007	chr19	3721408	3721663	+	0	NA	promoter-TSS (TJP3)	NA	13198	TJP3								
Interval_19501	chr9	8206826	8206954	+	0	NA	Intergenic	NA	-407091	TMEM261								
Interval_11608	chr20	2851985	2852470	+	0	NA	intron (VPS16, intron 1 of 19)	NA	11530	VPS16								
Interval_14132	chr3	194633609	194633832	+	0	NA	promoter-TSS (TMEM44)	NA	-76	TMEM44								
Interval_8433	chr17	82297859	82298145	+	0	NA	Intergenic	NA	-5188	LOC101929511								
Interval_2659	chr10	99621117	99621451	+	0	NA	promoter-TSS (SLC25A28)	NA	1404	SLC25A28								
Interval_18569	chr8	37551479	37551648	+	0	NA	Intergenic	NA	-22398	RP11-150O12.6								
Interval_20072	chr9	127905049	127905238	+	0	NA	intron (ST6GALNAC6, intron 1 of 5)	NA	1588	ST6GALNAC6								
Interval_20005	chr9	122354949	122355183	+	0	NA	Intergenic	NA	-15939	PTGS1								
Interval_10735	chr2	101151438	101151663	+	0	NA	promoter-TSS (TBC1D8)	NA	-110	LOC100506286								
Interval_1935	chr1	242466854	242467023	+	0	NA	intron (PLD5, intron 2 of 10)	NA	-17456	PLD5								
