PeakID (cmd=annotatePeaks.pl P31FUJ_4_776_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
P31FUJ_4_776_R1_peak_10429	chr15	62060847	62061208	+	41	NA	promoter-TSS (VPS13C)	NA	524	LOC101928907								
P31FUJ_4_776_R1_peak_2459	chr1	200409177	200409957	+	41	NA	exon (ZNF281, exon 2 of 2)	NA	491	ZNF281								
P31FUJ_4_776_R1_peak_10346	chr15	55254210	55254539	+	41	NA	intron (RAB27A, intron 1 of 6)	NA	16535	RAB27A								
P31FUJ_4_776_R1_peak_2109	chr1	167637040	167637428	+	41	NA	intron (RCSD1, intron 1 of 5)	NA	-5699	LOC102724466								
P31FUJ_4_776_R1_peak_9746	chr14	88385150	88385457	+	41	NA	promoter-TSS (SPATA7)	NA	-370	SPATA7								
P31FUJ_4_776_R1_peak_3356	chr10	23871528	23871920	+	41	NA	intron (KIAA1217, intron 1 of 18)	NA	176978	KIAA1217								
P31FUJ_4_776_R1_peak_8189	chr13	32422378	32423721	+	41	NA	intron (N4BP2L1, intron 1 of 4)	NA	5129	N4BP2L1								
P31FUJ_4_776_R1_peak_24347	chr5	151104346	151104719	+	41	NA	intron (ANXA6, intron 23 of 24)	NA	37123	ANXA6								
P31FUJ_4_776_R1_peak_22907	chr4	106708412	106708699	+	41	NA	Intergenic	NA	327741	DKK2								
P31FUJ_4_776_R1_peak_905	chr1	44354795	44355162	+	41	NA	exon (ERI3, exon 1 of 9)	NA	665	ERI3								
P31FUJ_4_776_R1_peak_2462	chr1	200619966	200620622	+	41	NA	intron (KIF14, intron 1 of 29)	NA	440	KIF14								
P31FUJ_4_776_R1_peak_2471	chr1	200870105	200870858	+	41	NA	Intergenic	NA	-2474	GPR25								
P31FUJ_4_776_R1_peak_7232	chr12	66168427	66168721	+	41	NA	intron (TMBIM4, intron 1 of 7)	NA	1498	TMBIM4								
P31FUJ_4_776_R1_peak_9145	chr14	23568081	23568501	+	41	NA	promoter-TSS (AP1G2)	NA	1254	AP1G2								
P31FUJ_4_776_R1_peak_3634	chr10	49731985	49733181	+	41	NA	Intergenic	NA	29796	OGDHL								
P31FUJ_4_776_R1_peak_19460	chr21	39094136	39094418	+	41	NA	Intergenic	NA	-83018	LOC102724740								
P31FUJ_4_776_R1_peak_23223	chr5	10762688	10763120	+	41	NA	Intergenic	NA	-1629	DAP								
P31FUJ_4_776_R1_peak_19174	chr20	63573638	63574109	+	41	NA	intron (HELZ2, intron 1 of 19)	NA	366	HELZ2								
P31FUJ_4_776_R1_peak_4650	chr11	3841313	3841661	+	41	NA	promoter-TSS (RHOG)	NA	-504	RHOG								
P31FUJ_4_776_R1_peak_18627	chr20	32034817	32035125	+	41	NA	Intergenic	NA	-3396	LOC101929636								
P31FUJ_4_776_R1_peak_4144	chr10	96685742	96686190	+	41	NA	intron (PIK3AP1, intron 2 of 16)	NA	-16355	PIK3AP1								
P31FUJ_4_776_R1_peak_4451	chr10	123242187	123242555	+	41	NA	Intergenic	NA	88127	BUB3								
P31FUJ_4_776_R1_peak_26842	chr7	66296909	66297330	+	41	NA	intron (TPST1, intron 3 of 3)	NA	91847	TPST1								
P31FUJ_4_776_R1_peak_10828	chr15	84750857	84751314	+	41	NA	intron (ZNF592, intron 1 of 9)	NA	2498	ZNF592								
P31FUJ_4_776_R1_peak_9932	chr14	102320126	102320514	+	41	NA	intron (ZNF839, intron 1 of 7)	NA	3228	TRNAI15								
P31FUJ_4_776_R1_peak_11345	chr16	17345153	17345517	+	41	NA	intron (XYLT1, intron 2 of 11)	NA	125546	XYLT1								
P31FUJ_4_776_R1_peak_6211	chr12	526480	527333	+	41	NA	intron (B4GALNT3, intron 1 of 19)	NA	66529	B4GALNT3								
P31FUJ_4_776_R1_peak_17680	chr2	175536026	175536516	+	41	NA	Intergenic	NA	-354509	ATP5G3								
P31FUJ_4_776_R1_peak_29309	chr9	74327734	74328266	+	41	NA	Intergenic	NA	-43531	RP11-171A24.2								
P31FUJ_4_776_R1_peak_14066	chr18	45668970	45669519	+	41	NA	intron (SLC14A2, intron 15 of 19)	NA	-54883	SLC14A1								
P31FUJ_4_776_R1_peak_969	chr1	47334421	47334769	+	41	NA	intron (CMPK1, intron 1 of 4)	NA	798	CMPK1								
P31FUJ_4_776_R1_peak_15863	chr19	56595335	56595688	+	41	NA	intron (ZNF71, intron 1 of 3)	NA	212	ZNF71								
P31FUJ_4_776_R1_peak_2877	chr1	228697592	228697876	+	41	NA	intron (RHOU, intron 1 of 2)	NA	-51576	RNA5S17								
P31FUJ_4_776_R1_peak_29145	chr9	32572573	32573027	+	41	NA	intron (NDUFB6, intron 1 of 3)	NA	384	NDUFB6								
P31FUJ_4_776_R1_peak_8590	chr13	74550400	74550697	+	41	NA	Intergenic	NA	-2295	LINC00347								
P31FUJ_4_776_R1_peak_21125	chr3	62134847	62135341	+	41	NA	intron (PTPRG, intron 6 of 29)	NA	183853	PTPRG-AS1								
P31FUJ_4_776_R1_peak_26973	chr7	77330752	77331510	+	41	NA	intron (GSAP, intron 19 of 19)	NA	-52745	LOC102723791								
P31FUJ_4_776_R1_peak_23897	chr5	119303749	119304366	+	41	NA	intron (TNFAIP8, intron 1 of 1)	NA	35365	TNFAIP8								
P31FUJ_4_776_R1_peak_8879	chr13	108264494	108264939	+	41	NA	Intergenic	NA	-4913	TNFSF13B								
P31FUJ_4_776_R1_peak_1142	chr1	64245452	64246130	+	41	NA	intron (UBE2U, intron 8 of 9)	NA	41984	UBE2U								
P31FUJ_4_776_R1_peak_22034	chr3	194488696	194489096	+	41	NA	TTS (LINC00884)	NA	1756	LINC00884								
P31FUJ_4_776_R1_peak_29499	chr9	91086639	91087163	+	41	NA	Intergenic	NA	-11769	LOC100129316								
P31FUJ_4_776_R1_peak_8694	chr13	82951732	82952333	+	41	NA	Intergenic	NA	346135	RNU6-67P								
P31FUJ_4_776_R1_peak_4172	chr10	97445418	97445775	+	41	NA	promoter-TSS (ZDHHC16)	NA	455	EXOSC1								
P31FUJ_4_776_R1_peak_22075	chr3	195458313	195458657	+	41	NA	Intergenic	NA	-15397	ACAP2								
P31FUJ_4_776_R1_peak_25077	chr6	27147314	27147952	+	41	NA	promoter-TSS (MIR3143)	NA	4	MIR3143								
P31FUJ_4_776_R1_peak_20238	chr22	50563147	50563447	+	41	NA	promoter-TSS (SYCE3)	NA	-398	SYCE3								
P31FUJ_4_776_R1_peak_25512	chr6	43427992	43428275	+	41	NA	exon (ABCC10, exon 2 of 12)	NA	589	ABCC10								
P31FUJ_4_776_R1_peak_28555	chr8	107903307	107904025	+	41	NA	intron (RSPO2, intron 5 of 5)	NA	179976	RSPO2								
P31FUJ_4_776_R1_peak_12455	chr17	8199715	8200041	+	41	NA	Intergenic	NA	-9632	C17orf59								
P31FUJ_4_776_R1_peak_24573	chr5	177480117	177480477	+	41	NA	Intergenic	NA	-6657	DBN1								
P31FUJ_4_776_R1_peak_7405	chr12	93139604	93139887	+	41	NA	promoter-TSS (LOC102724901)	NA	-672	LOC102724901								
P31FUJ_4_776_R1_peak_8162	chr13	31929620	31930399	+	41	NA	intron (EEF1DP3, intron 1 of 3)	NA	83226	EEF1DP3								
P31FUJ_4_776_R1_peak_24653	chr5	181207072	181207506	+	41	NA	promoter-TSS (TRNAK33)	NA	421	TRNAA26								
P31FUJ_4_776_R1_peak_4155	chr10	97225333	97225899	+	41	NA	exon (ARHGAP19, exon 11 of 11)	NA	-39690	SLIT1								
P31FUJ_4_776_R1_peak_4167	chr10	97400509	97400948	+	41	NA	intron (RRP12, intron 1 of 33)	NA	642	RRP12								
P31FUJ_4_776_R1_peak_21867	chr3	172648504	172648963	+	41	NA	intron (NCEH1, intron 1 of 4)	NA	62485	NCEH1								
P31FUJ_4_776_R1_peak_2567	chr1	203674362	203675536	+	41	NA	intron (ATP2B4, intron 1 of 21)	NA	48162	ATP2B4								
P31FUJ_4_776_R1_peak_12613	chr17	27333253	27333583	+	41	NA	Intergenic	NA	39338	WSB1								
P31FUJ_4_776_R1_peak_6522	chr12	11645666	11646195	+	41	NA	Intergenic	NA	-3924	ETV6								
P31FUJ_4_776_R1_peak_20821	chr3	46393042	46393464	+	41	NA	intron (LOC102724297, intron 1 of 2)	NA	13787	LOC102724297								
P31FUJ_4_776_R1_peak_19794	chr22	26429864	26430243	+	41	NA	intron (ASPHD2, intron 1 of 3)	NA	739	ASPHD2								
P31FUJ_4_776_R1_peak_24286	chr5	149549955	149550301	+	41	NA	exon (CSNK1A1, exon 2 of 10)	NA	203	CSNK1A1								
P31FUJ_4_776_R1_peak_17042	chr2	98505127	98505413	+	41	NA	intron (INPP4A, intron 1 of 25)	NA	-13694	INPP4A								
P31FUJ_4_776_R1_peak_16298	chr2	37635904	37636553	+	41	NA	Intergenic	NA	36307	CDC42EP3								
P31FUJ_4_776_R1_peak_14914	chr19	15642333	15642698	+	41	NA	intron (CYP4F3, intron 1 of 10)	NA	1618	CYP4F3								
P31FUJ_4_776_R1_peak_15414	chr19	42197096	42197414	+	41	NA	Intergenic	NA	20537	DEDD2								
P31FUJ_4_776_R1_peak_23452	chr5	56951371	56951815	+	41	NA	intron (MIER3, intron 1 of 12)	NA	534	MIER3								
P31FUJ_4_776_R1_peak_19221	chr21	14482006	14482330	+	41	NA	Intergenic	NA	64192	SAMSN1								
P31FUJ_4_776_R1_peak_19962	chr22	37365309	37365609	+	41	NA	intron (RP1-63G5.5, intron 1 of 2)	NA	-10620	LOC100506271								
P31FUJ_4_776_R1_peak_11980	chr16	72787889	72788204	+	41	NA	TTS (LOC101927978)	NA	10356	LOC101927978								
P31FUJ_4_776_R1_peak_25569	chr6	52306231	52306609	+	41	NA	Intergenic	NA	-21539	MCM3								
P31FUJ_4_776_R1_peak_29691	chr9	108582854	108583334	+	41	NA	Intergenic	NA	272901	ACTL7B								
P31FUJ_4_776_R1_peak_4664	chr11	3914134	3914615	+	41	NA	intron (STIM1, intron 1 of 11)	NA	58261	MIR4687								
P31FUJ_4_776_R1_peak_3024	chr1	234982747	234983187	+	41	NA	Intergenic	NA	86851	LOC731656								
P31FUJ_4_776_R1_peak_11072	chr16	592990	593851	+	41	NA	intron (RAB40C, intron 2 of 6)	NA	-1871	LOC101929280								
P31FUJ_4_776_R1_peak_24329	chr5	150701387	150701676	+	41	NA	promoter-TSS (RBM22)	NA	-424	RBM22								
P31FUJ_4_776_R1_peak_16451	chr2	46351506	46351864	+	41	NA	intron (EPAS1, intron 2 of 15)	NA	54283	EPAS1								
P31FUJ_4_776_R1_peak_11571	chr16	30814720	30815002	+	41	NA	Intergenic	NA	-27659	ZNF629								
P31FUJ_4_776_R1_peak_6165	chr11	128566302	128567383	+	41	NA	intron (ETS1, intron 2 of 9)	NA	20716	ETS1								
P31FUJ_4_776_R1_peak_23575	chr5	75716628	75717037	+	41	NA	intron (POC5, intron 1 of 8)	NA	656	POC5								
P31FUJ_4_776_R1_peak_15670	chr19	49869807	49870281	+	41	NA	exon (AKT1S1, exon 5 of 5)	NA	-2479	PNKP								
P31FUJ_4_776_R1_peak_21848	chr3	171985459	171986134	+	41	NA	Intergenic	NA	-53832	FNDC3B								
P31FUJ_4_776_R1_peak_4522	chr10	132575059	132575359	+	41	NA	intron (INPP5A, intron 1 of 15)	NA	37360	INPP5A								
P31FUJ_4_776_R1_peak_22759	chr4	83484657	83485002	+	41	NA	intron (FAM175A, intron 1 of 9)	NA	-8140	FAM175A								
P31FUJ_4_776_R1_peak_9317	chr14	52279542	52280166	+	41	NA	Intergenic	NA	12262	PTGDR								
P31FUJ_4_776_R1_peak_10712	chr15	76057047	76057499	+	41	NA	Intergenic	NA	-2685	C15orf27								
P31FUJ_4_776_R1_peak_12438	chr17	7931391	7931936	+	41	NA	promoter-TSS (CNTROB)	NA	336	TRAPPC1								
P31FUJ_4_776_R1_peak_17474	chr2	149153022	149153345	+	41	NA	promoter-TSS (LYPD6B)	NA	114479	LYPD6B								
P31FUJ_4_776_R1_peak_9976	chr14	104933571	104934178	+	41	NA	TTS (PLD4)	NA	8995	PLD4								
P31FUJ_4_776_R1_peak_12398	chr17	7233876	7234397	+	41	NA	TTS (PHF23)	NA	412	DVL2								
P31FUJ_4_776_R1_peak_29565	chr9	94794739	94795249	+	41	NA	intron (C9orf3, intron 4 of 13)	NA	-14968	MIR2278								
P31FUJ_4_776_R1_peak_21986	chr3	187368387	187368945	+	41	NA	intron (RTP4, intron 1 of 1)	NA	286	RTP4								
P31FUJ_4_776_R1_peak_16225	chr2	28621986	28622325	+	41	NA	intron (PLB1, intron 49 of 57)	NA	114070	LOC100505774								
P31FUJ_4_776_R1_peak_11203	chr16	4253379	4253751	+	41	NA	intron (RP11-95P2.1, intron 1 of 2)	NA	224	RP11-95P2.1								
P31FUJ_4_776_R1_peak_24914	chr6	14734649	14735247	+	41	NA	Intergenic	NA	73495	LOC102724463								
P31FUJ_4_776_R1_peak_5765	chr11	94134865	94135235	+	41	NA	intron (PANX1, intron 1 of 4)	NA	-18527	PANX1								
P31FUJ_4_776_R1_peak_21045	chr3	53152519	53153053	+	41	NA	Intergenic	NA	-8421	PRKCD								
P31FUJ_4_776_R1_peak_4890	chr11	18588182	18588709	+	41	NA	intron (UEVLD, intron 1 of 10)	NA	261	UEVLD								
P31FUJ_4_776_R1_peak_7352	chr12	85468876	85469553	+	41	NA	Intergenic	NA	189284	ALX1								
P31FUJ_4_776_R1_peak_20418	chr3	14277604	14278390	+	41	NA	Intergenic	NA	74571	RP11-536I6.1								
P31FUJ_4_776_R1_peak_12571	chr17	18260652	18261130	+	41	NA	promoter-TSS (MIEF2)	NA	-219	MIEF2								
P31FUJ_4_776_R1_peak_17074	chr2	100071499	100071781	+	41	NA	intron (AFF3, intron 2 of 23)	NA	33076	AFF3								
P31FUJ_4_776_R1_peak_18498	chr20	18507509	18508558	+	41	NA	promoter-TSS (SEC23B)	NA	467	SEC23B								
P31FUJ_4_776_R1_peak_10339	chr15	55225223	55226157	+	41	NA	intron (RAB27A, intron 4 of 5)	NA	-28657	RSL24D1								
P31FUJ_4_776_R1_peak_30537	chrX	49100697	49101001	+	40	NA	intron (WDR45, intron 1 of 11)	NA	272	WDR45								
P31FUJ_4_776_R1_peak_26044	chr6	134216904	134217265	+	40	NA	intron (SGK1, intron 2 of 13)	NA	-39212	SGK1								
P31FUJ_4_776_R1_peak_9353	chr14	56237125	56237430	+	40	NA	intron (PELI2, intron 2 of 5)	NA	-91068	LOC102723699								
P31FUJ_4_776_R1_peak_18905	chr20	46562879	46563222	+	40	NA	intron (SLC13A3, intron 11 of 11)	NA	-12476	OCSTAMP								
P31FUJ_4_776_R1_peak_18462	chr20	10508094	10508376	+	40	NA	intron (SLX4IP, intron 2 of 7)	NA	-73996	MKKS								
P31FUJ_4_776_R1_peak_1243	chr1	77413012	77413486	+	40	NA	intron (AK5, intron 7 of 13)	NA	130647	AK5								
P31FUJ_4_776_R1_peak_23840	chr5	111513602	111514316	+	40	NA	intron (STARD4-AS1, intron 1 of 6)	NA	-1423	STARD4								
P31FUJ_4_776_R1_peak_30197	chr9	134373114	134373549	+	40	NA	intron (RXRA, intron 1 of 9)	NA	-6118	MIR4669								
P31FUJ_4_776_R1_peak_10713	chr15	76074693	76075002	+	40	NA	intron (C15orf27, intron 1 of 10)	NA	14889	C15orf27								
P31FUJ_4_776_R1_peak_25826	chr6	107116808	107117108	+	40	NA	Intergenic	NA	-2526	BEND3								
P31FUJ_4_776_R1_peak_3879	chr10	73911002	73911973	+	40	NA	exon (C10orf55, exon 5 of 5)	NA	383	PLAU								
P31FUJ_4_776_R1_peak_13755	chr17	81552651	81552939	+	40	NA	promoter-TSS (C17orf70)	NA	-392	C17orf70								
P31FUJ_4_776_R1_peak_8565	chr13	71802379	71802756	+	40	NA	intron (DACH1, intron 1 of 6)	NA	64625	DACH1								
P31FUJ_4_776_R1_peak_30549	chrX	50457553	50458089	+	40	NA	intron (DGKK, intron 1 of 27)	NA	12901	DGKK								
P31FUJ_4_776_R1_peak_24278	chr5	149360149	149361131	+	40	NA	intron (PCYOX1L, intron 1 of 5)	NA	2633	PCYOX1L								
P31FUJ_4_776_R1_peak_24513	chr5	173616247	173616552	+	40	NA	exon (BOD1, exon 1 of 4)	NA	264	BOD1								
P31FUJ_4_776_R1_peak_26837	chr7	66099945	66100308	+	40	NA	Intergenic	NA	-14692	CRCP								
P31FUJ_4_776_R1_peak_7539	chr12	105331068	105331560	+	40	NA	intron (C12orf75, intron 1 of 5)	NA	678	C12orf75								
P31FUJ_4_776_R1_peak_14435	chr19	2093196	2093558	+	40	NA	intron (MOB3A, intron 1 of 4)	NA	2893	MOB3A								
P31FUJ_4_776_R1_peak_142	chr1	9645051	9645333	+	40	NA	intron (PIK3CD, intron 2 of 24)	NA	9394	C1orf200								
P31FUJ_4_776_R1_peak_3522	chr10	43327409	43327902	+	40	NA	Intergenic	NA	-43989	FXYD4								
P31FUJ_4_776_R1_peak_30511	chrX	47556442	47556735	+	40	NA	Intergenic	NA	-4512	ARAF								
P31FUJ_4_776_R1_peak_4969	chr11	33932718	33933201	+	40	NA	Intergenic	NA	-41684	LMO2								
P31FUJ_4_776_R1_peak_10437	chr15	63212876	63213210	+	40	NA	intron (RAB8B, intron 1 of 7)	NA	-10805	RAB8B								
P31FUJ_4_776_R1_peak_21515	chr3	131945394	131945825	+	40	NA	intron (CPNE4, intron 1 of 15)	NA	40313	MIR5704								
P31FUJ_4_776_R1_peak_9876	chr14	99038009	99038760	+	40	NA	Intergenic	NA	233329	BCL11B								
P31FUJ_4_776_R1_peak_16296	chr2	37616163	37616475	+	40	NA	Intergenic	NA	56216	CDC42EP3								
P31FUJ_4_776_R1_peak_9618	chr14	74492959	74493241	+	40	NA	promoter-TSS (ISCA2)	NA	281	NPC2								
P31FUJ_4_776_R1_peak_13930	chr18	10285822	10286164	+	40	NA	Intergenic	NA	128377	RP11-243E13.1								
P31FUJ_4_776_R1_peak_10469	chr15	64427322	64427719	+	40	NA	intron (TRIP4, intron 11 of 12)	NA	39714	TRIP4								
P31FUJ_4_776_R1_peak_4653	chr11	3861187	3861580	+	40	NA	intron (STIM1, intron 1 of 11)	NA	5270	MIR4687								
P31FUJ_4_776_R1_peak_17303	chr2	122193111	122193505	+	40	NA	Intergenic	NA	414008	LOC101927801								
P31FUJ_4_776_R1_peak_8400	chr13	48614725	48615042	+	40	NA	Intergenic	NA	-33982	LINC00462								
P31FUJ_4_776_R1_peak_4323	chr10	110083767	110084269	+	40	NA	intron (ADD3, intron 1 of 14)	NA	-75637	ADD3-AS1								
P31FUJ_4_776_R1_peak_25135	chr6	29927350	29927794	+	40	NA	promoter-TSS (HCG4B)	NA	-357	HCG4B								
P31FUJ_4_776_R1_peak_3065	chr1	236870354	236870715	+	40	NA	intron (MTR, intron 22 of 32)	NA	59974	MTR								
P31FUJ_4_776_R1_peak_22617	chr4	73740888	73742127	+	40	NA	intron (IL8, intron 1 of 3)	NA	1001	IL8								
P31FUJ_4_776_R1_peak_25579	chr6	53060943	53061816	+	40	NA	intron (ICK, intron 1 of 14)	NA	423	ICK								
P31FUJ_4_776_R1_peak_29902	chr9	124296209	124296811	+	40	NA	intron (NEK6, intron 2 of 10)	NA	10222	NEK6								
P31FUJ_4_776_R1_peak_5189	chr11	59284159	59284519	+	40	NA	Intergenic	NA	-71318	MPEG1								
P31FUJ_4_776_R1_peak_17046	chr2	98657132	98657716	+	40	NA	intron (MGAT4A, intron 6 of 15)	NA	48845	UNC50								
P31FUJ_4_776_R1_peak_26756	chr7	44979954	44980563	+	40	NA	intron (LOC101928927, intron 2 of 2)	NA	-1153	MYO1G								
P31FUJ_4_776_R1_peak_6431	chr12	8070328	8070639	+	40	NA	Intergenic	NA	-4124	C3AR1								
P31FUJ_4_776_R1_peak_29551	chr9	94030250	94030554	+	40	NA	promoter-TSS (PTPDC1)	NA	-435	PTPDC1								
P31FUJ_4_776_R1_peak_7900	chr12	130871388	130871670	+	40	NA	promoter-TSS (RAN)	NA	-543	RAN								
P31FUJ_4_776_R1_peak_4920	chr11	27409581	27409887	+	40	NA	intron (LOC101928289, intron 2 of 2)	NA	5053	LOC101928289								
P31FUJ_4_776_R1_peak_27861	chr8	6708808	6709331	+	40	NA	promoter-TSS (LOC102723801)	NA	712	AGPAT5								
P31FUJ_4_776_R1_peak_26470	chr7	2404113	2404711	+	40	NA	intron (CHST12, intron 1 of 1)	NA	852	CHST12								
P31FUJ_4_776_R1_peak_13063	chr17	45201165	45201461	+	40	NA	Intergenic	NA	20019	LOC339192								
P31FUJ_4_776_R1_peak_5517	chr11	68120390	68120701	+	40	NA	intron (CHKA, intron 1 of 12)	NA	846	CHKA								
P31FUJ_4_776_R1_peak_531	chr1	27945481	27945892	+	40	NA	intron (SMPDL3B, intron 2 of 6)	NA	10693	SMPDL3B								
P31FUJ_4_776_R1_peak_22554	chr4	55947043	55947349	+	40	NA	Intergenic	NA	-1612	CEP135								
P31FUJ_4_776_R1_peak_28172	chr8	54022390	54022942	+	40	NA	promoter-TSS (TCEA1)	NA	-356	TCEA1								
P31FUJ_4_776_R1_peak_17632	chr2	171958070	171959343	+	40	NA	intron (HAT1, intron 4 of 10)	NA	36281	HAT1								
P31FUJ_4_776_R1_peak_25819	chr6	106550557	106550861	+	40	NA	intron (AIM1, intron 11 of 19)	NA	38854	AIM1								
P31FUJ_4_776_R1_peak_19761	chr22	24427455	24427863	+	40	NA	promoter-TSS (ADORA2A)	NA	4062	ADORA2A								
P31FUJ_4_776_R1_peak_30484	chrX	41084178	41084464	+	40	NA	Intergenic	NA	-1314	USP9X								
P31FUJ_4_776_R1_peak_20578	chr3	30639467	30640035	+	40	NA	intron (TGFBR2, intron 2 of 8)	NA	33249	TGFBR2								
P31FUJ_4_776_R1_peak_19544	chr21	44926536	44927471	+	40	NA	exon (ITGB2-AS1, exon 2 of 4)	NA	1835	ITGB2								
P31FUJ_4_776_R1_peak_30691	chrX	103215193	103215601	+	40	NA	intron (BEX4, intron 1 of 1)	NA	305	BEX4								
P31FUJ_4_776_R1_peak_2934	chr1	231108617	231108899	+	40	NA	Intergenic	NA	-54176	TRIM67								
P31FUJ_4_776_R1_peak_11444	chr16	25048153	25048460	+	40	NA	Intergenic	NA	16565	LOC554206								
P31FUJ_4_776_R1_peak_19933	chr22	36858868	36859403	+	40	NA	Intergenic	NA	-1853	NCF4								
P31FUJ_4_776_R1_peak_3521	chr10	43141662	43142295	+	40	NA	intron (CSGALNACT2, intron 1 of 4)	NA	3533	CSGALNACT2								
P31FUJ_4_776_R1_peak_23756	chr5	96853505	96853815	+	40	NA	Intergenic	NA	-22280	ERAP2								
P31FUJ_4_776_R1_peak_440	chr1	25991094	25991466	+	40	NA	intron (PAFAH2, intron 1 of 10)	NA	6892	PAFAH2								
P31FUJ_4_776_R1_peak_22581	chr4	62669919	62670613	+	40	NA	Intergenic	NA	-504712	RP11-84A1.3								
P31FUJ_4_776_R1_peak_10587	chr15	70527594	70527945	+	40	NA	Intergenic	NA	58837	LOC101929151								
P31FUJ_4_776_R1_peak_8102	chr13	30005128	30005413	+	40	NA	Intergenic	NA	68739	LINC00544								
P31FUJ_4_776_R1_peak_7277	chr12	68976582	68976946	+	40	NA	Intergenic	NA	-13524	CPM								
P31FUJ_4_776_R1_peak_4844	chr11	14500059	14500483	+	40	NA	promoter-TSS (COPB1)	NA	-402	COPB1								
P31FUJ_4_776_R1_peak_25505	chr6	43170473	43170937	+	40	NA	promoter-TSS (SRF)	NA	-477	SRF								
P31FUJ_4_776_R1_peak_20713	chr3	42600022	42600480	+	40	NA	promoter-TSS (NKTR)	NA	-409	NKTR								
P31FUJ_4_776_R1_peak_15924	chr19	58555292	58555749	+	40	NA	promoter-TSS (CHMP2A)	NA	-396	CHMP2A								
P31FUJ_4_776_R1_peak_16104	chr2	21837651	21838108	+	40	NA	Intergenic	NA	-127227	AC018742.1								
P31FUJ_4_776_R1_peak_29688	chr9	107874846	107875128	+	40	NA	Intergenic	NA	-385221	KLF4								
P31FUJ_4_776_R1_peak_24609	chr5	178550844	178551141	+	40	NA	intron (COL23A1, intron 2 of 28)	NA	39580	COL23A1								
P31FUJ_4_776_R1_peak_3168	chr10	1068832	1069141	+	40	NA	intron (WDR37, intron 1 of 13)	NA	12150	WDR37								
P31FUJ_4_776_R1_peak_15851	chr19	56269399	56269698	+	40	NA	intron (LOC100506374, intron 1 of 10)	NA	-3194	LOC100506374								
P31FUJ_4_776_R1_peak_30398	chrX	19863158	19863536	+	40	NA	intron (SH3KBP1, intron 1 of 17)	NA	106962	CXorf23								
P31FUJ_4_776_R1_peak_28965	chr9	41316	41631	+	40	NA	Intergenic	NA	-5609	FAM138C								
P31FUJ_4_776_R1_peak_19887	chr22	35377330	35377612	+	40	NA	Intergenic	NA	-3596	HMOX1								
P31FUJ_4_776_R1_peak_11103	chr16	1781945	1782338	+	40	NA	promoter-TSS (NUBP2)	NA	439	SPSB3								
P31FUJ_4_776_R1_peak_16330	chr2	38754402	38754947	+	40	NA	Intergenic	NA	-3180	SRSF7								
P31FUJ_4_776_R1_peak_4836	chr11	13924313	13924614	+	40	NA	intron (LOC101928132, intron 1 of 1)	NA	400	LOC101928132								
P31FUJ_4_776_R1_peak_2805	chr1	224334074	224334588	+	40	NA	Intergenic	NA	-4159	NVL								
P31FUJ_4_776_R1_peak_17390	chr2	137706137	137706467	+	40	NA	Intergenic	NA	220105	LOC101928273								
P31FUJ_4_776_R1_peak_30550	chrX	51743479	51743795	+	40	NA	exon (GSPT2, exon 1 of 1)	NA	252	GSPT2								
P31FUJ_4_776_R1_peak_19510	chr21	43345740	43346022	+	40	NA	Intergenic	NA	-13842	LINC00322								
P31FUJ_4_776_R1_peak_27700	chr7	143239165	143240023	+	40	NA	Intergenic	NA	17515	TAS2R40								
P31FUJ_4_776_R1_peak_9374	chr14	59188088	59188406	+	40	NA	promoter-TSS (DAAM1)	NA	-75194	DAAM1								
P31FUJ_4_776_R1_peak_29891	chr9	124239571	124239876	+	40	NA	Intergenic	NA	-46565	NEK6								
P31FUJ_4_776_R1_peak_26524	chr7	15217528	15217823	+	40	NA	intron (AGMO, intron 12 of 12)	NA	-314750	DGKB								
P31FUJ_4_776_R1_peak_27883	chr8	9151847	9152228	+	40	NA	promoter-TSS (PPP1R3B)	NA	288	LOC102724880								
P31FUJ_4_776_R1_peak_30465	chrX	40106659	40107111	+	40	NA	intron (BCOR, intron 1 of 14)	NA	-11050	BCOR								
P31FUJ_4_776_R1_peak_15469	chr19	44002462	44002797	+	40	NA	promoter-TSS (ZNF230)	NA	207	RP11-15A1.7								
P31FUJ_4_776_R1_peak_939	chr1	45723223	45723799	+	40	NA	intron (IPP, intron 5 of 8)	NA	27302	IPP								
P31FUJ_4_776_R1_peak_3400	chr10	28332458	28332910	+	40	NA	Intergenic	NA	-29660	MPP7								
P31FUJ_4_776_R1_peak_5521	chr11	68212405	68212782	+	40	NA	intron (SUV420H1, intron 1 of 9)	NA	1037	SUV420H1								
P31FUJ_4_776_R1_peak_29696	chr9	108639431	108639971	+	40	NA	Intergenic	NA	216294	ACTL7B								
P31FUJ_4_776_R1_peak_2810	chr1	224382914	224383248	+	40	NA	Intergenic	NA	-4007	LOC101927185								
P31FUJ_4_776_R1_peak_6408	chr12	7588445	7589371	+	40	NA	Intergenic	NA	76998	APOBEC1								
P31FUJ_4_776_R1_peak_10743	chr15	78068695	78069313	+	40	NA	intron (TBC1D2B, intron 1 of 12)	NA	-23581	SH2D7								
