PeakID (cmd=annotatePeaks.pl MONOMAC1_3_777_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_3_777_R1_peak_31229	chrX	155242869	155243201	+	36	NA	Intergenic	NA	21554	RAB39B								
MONOMAC1_3_777_R1_peak_12511	chr17	60394383	60395001	+	36	NA	Intergenic	NA	-2467	USP32								
MONOMAC1_3_777_R1_peak_27244	chr7	121020244	121020680	+	36	NA	intron (CPED1, intron 2 of 17)	NA	31765	CPED1								
MONOMAC1_3_777_R1_peak_26709	chr7	50283230	50283511	+	36	NA	Intergenic	NA	-21412	IKZF1								
MONOMAC1_3_777_R1_peak_31114	chrX	134821083	134821442	+	36	NA	intron (FAM122C, intron 2 of 6)	NA	-24030	FAM122B								
MONOMAC1_3_777_R1_peak_21202	chr3	170002605	170002886	+	36	NA	Intergenic	NA	35953	SEC62								
MONOMAC1_3_777_R1_peak_26530	chr7	33677195	33677508	+	36	NA	Intergenic	NA	-48604	FLJ20712								
MONOMAC1_3_777_R1_peak_27382	chr7	139230535	139230942	+	36	NA	promoter-TSS (UBN2)	NA	-1134	UBN2								
MONOMAC1_3_777_R1_peak_14933	chr19	45431390	45431682	+	36	NA	intron (ERCC1, intron 1 of 8)	NA	-5118	MIR6088								
MONOMAC1_3_777_R1_peak_6476	chr12	47215865	47216405	+	36	NA	promoter-TSS (PCED1B)	NA	308	PCED1B-AS1								
MONOMAC1_3_777_R1_peak_14301	chr19	14080419	14081250	+	36	NA	TTS (C19orf67)	NA	4961	C19orf67								
MONOMAC1_3_777_R1_peak_846	chr1	42944361	42944635	+	36	NA	intron (SLC2A1, intron 1 of 9)	NA	-14551	SLC2A1-AS1								
MONOMAC1_3_777_R1_peak_13519	chr18	62935608	62935948	+	36	NA	intron (PHLPP1, intron 10 of 16)	NA	220339	PHLPP1								
MONOMAC1_3_777_R1_peak_18922	chr21	44925540	44926063	+	36	NA	intron (ITGB2-AS1, intron 2 of 4)	NA	3037	ITGB2								
MONOMAC1_3_777_R1_peak_23671	chr5	132777087	132777485	+	36	NA	promoter-TSS (SEPT8)	NA	91	SEPT8								
MONOMAC1_3_777_R1_peak_3505	chr10	45354577	45354863	+	36	NA	Intergenic	NA	-19456	ALOX5								
MONOMAC1_3_777_R1_peak_8590	chr14	60754309	60754725	+	36	NA	intron (MNAT1, intron 1 of 8)	NA	19776	MNAT1								
MONOMAC1_3_777_R1_peak_31119	chrX	135343510	135343803	+	36	NA	exon (ZNF75D, exon 1 of 7)	NA	453	ZNF75D								
MONOMAC1_3_777_R1_peak_1603	chr1	121459069	121459399	+	36	NA	Intergenic	NA	-59878	EMBP1								
MONOMAC1_3_777_R1_peak_11727	chr17	14622939	14623237	+	36	NA	Intergenic	NA	319348	MGC12916								
MONOMAC1_3_777_R1_peak_14095	chr19	8576472	8576832	+	36	NA	intron (MYO1F, intron 1 of 27)	NA	795	MYO1F								
MONOMAC1_3_777_R1_peak_3511	chr10	45972027	45972379	+	36	NA	promoter-TSS (TIMM23)	NA	197	LOC728407								
MONOMAC1_3_777_R1_peak_12167	chr17	43001452	43002608	+	36	NA	intron (RPL27, intron 3 of 4)	NA	3601	RPL27								
MONOMAC1_3_777_R1_peak_8216	chr14	20683547	20683835	+	36	NA	promoter-TSS (RNASE4)	NA	-325	TRNAP7								
MONOMAC1_3_777_R1_peak_24018	chr5	165137374	165137731	+	36	NA	Intergenic	NA	667273	LOC102546299								
MONOMAC1_3_777_R1_peak_30885	chrX	71057644	71058136	+	36	NA	TTS (SNX12)	NA	10558	SNX12								
MONOMAC1_3_777_R1_peak_22369	chr4	106984462	106985108	+	36	NA	intron (DKK2, intron 1 of 3)	NA	51511	DKK2								
MONOMAC1_3_777_R1_peak_11375	chr16	85535739	85536353	+	36	NA	intron (GSE1, intron 1 of 15)	NA	-97584	GSE1								
MONOMAC1_3_777_R1_peak_30428	chrX	1212340	1212614	+	36	NA	intron (CRLF2, intron 1 of 8)	NA	159	CRLF2								
MONOMAC1_3_777_R1_peak_5391	chr11	74018859	74019182	+	36	NA	intron (C2CD3, intron 26 of 26)	NA	-9783	UCP3								
MONOMAC1_3_777_R1_peak_13349	chr18	46055057	46055694	+	36	NA	intron (PSTPIP2, intron 1 of 14)	NA	16909	PSTPIP2								
MONOMAC1_3_777_R1_peak_30922	chrX	77786461	77786735	+	36	NA	promoter-TSS (ATRX)	NA	-329	ATRX								
MONOMAC1_3_777_R1_peak_12879	chr17	78779916	78780190	+	36	NA	intron (CYTH1, intron 1 of 12)	NA	-52341	CYTH1								
MONOMAC1_3_777_R1_peak_3964	chr10	79047884	79048300	+	36	NA	intron (ZMIZ1-AS1, intron 3 of 7)	NA	19356	ZMIZ1-AS1								
MONOMAC1_3_777_R1_peak_8125	chr13	109653055	109653856	+	36	NA	Intergenic	NA	62968	LOC101927627								
MONOMAC1_3_777_R1_peak_30187	chr9	130681023	130681310	+	36	NA	intron (PRDM12, intron 4 of 4)	NA	-12594	EXOSC2								
MONOMAC1_3_777_R1_peak_3735	chr10	70575518	70575858	+	36	NA	Intergenic	NA	27087	PRF1								
MONOMAC1_3_777_R1_peak_29856	chr9	117783378	117783666	+	36	NA	Intergenic	NA	79347	TLR4								
MONOMAC1_3_777_R1_peak_4089	chr10	94402700	94402987	+	36	NA	promoter-TSS (TBC1D12)	NA	-662	TBC1D12								
MONOMAC1_3_777_R1_peak_8636	chr14	65042954	65043415	+	36	NA	intron (CHURC1-FNTB, intron 9 of 12)	NA	-1504	MIR4706								
MONOMAC1_3_777_R1_peak_21594	chr3	196736534	196736864	+	36	NA	TTS (PIGX)	NA	-3158	PAK2								
MONOMAC1_3_777_R1_peak_19333	chr22	38193837	38194425	+	36	NA	Intergenic	NA	-7801	MAFF								
MONOMAC1_3_777_R1_peak_21392	chr3	185724090	185724376	+	36	NA	intron (LOC102724686, intron 1 of 4)	NA	1769	LOC102724686								
MONOMAC1_3_777_R1_peak_11972	chr17	35342095	35342370	+	36	NA	Intergenic	NA	31469	SLFN11								
MONOMAC1_3_777_R1_peak_26563	chr7	37693790	37694081	+	36	NA	intron (GPR141, intron 1 of 1)	NA	60440	LOC101928643								
MONOMAC1_3_777_R1_peak_12591	chr17	64344758	64345188	+	36	NA	intron (PECAM1, intron 12 of 13)	NA	46191	PECAM1								
MONOMAC1_3_777_R1_peak_24327	chr6	5698730	5699076	+	36	NA	intron (FARS2, intron 6 of 6)	NA	-3631	RP1-256G22.2								
MONOMAC1_3_777_R1_peak_5481	chr11	78285285	78285658	+	36	NA	intron (GAB2, intron 1 of 9)	NA	96344	USP35								
MONOMAC1_3_777_R1_peak_30702	chrX	45756295	45756722	+	36	NA	Intergenic	NA	-9384	MIR222								
MONOMAC1_3_777_R1_peak_24550	chr6	14817925	14818329	+	36	NA	Intergenic	NA	156674	LOC102724463								
MONOMAC1_3_777_R1_peak_2808	chr1	233082493	233082885	+	36	NA	intron (PCNXL2, intron 23 of 23)	NA	-117739	LOC101927736								
MONOMAC1_3_777_R1_peak_6659	chr12	55468283	55468585	+	36	NA	TTS (OR6C70)	NA	1704	OR6C70								
MONOMAC1_3_777_R1_peak_26570	chr7	38223773	38224096	+	36	NA	intron (STARD3NL, intron 6 of 7)	NA	45694	STARD3NL								
MONOMAC1_3_777_R1_peak_17595	chr2	238554984	238555264	+	36	NA	exon (LINC01107, exon 1 of 3)	NA	375	LINC01107								
MONOMAC1_3_777_R1_peak_13027	chr17	83080048	83080926	+	36	NA	intron (METRNL, intron 1 of 3)	NA	-1635	METRNL								
MONOMAC1_3_777_R1_peak_20001	chr3	33715415	33715696	+	36	NA	intron (CLASP2, intron 1 of 42)	NA	2801	CLASP2								
MONOMAC1_3_777_R1_peak_11062	chr16	57068246	57069022	+	36	NA	intron (NLRC5, intron 36 of 46)	NA	-23909	CPNE2								
MONOMAC1_3_777_R1_peak_30556	chrX	16903911	16904344	+	36	NA	Intergenic	NA	-33716	RBBP7								
MONOMAC1_3_777_R1_peak_18161	chr20	36629804	36630160	+	36	NA	intron (SLA2, intron 5 of 7)	NA	16225	SLA2								
MONOMAC1_3_777_R1_peak_13655	chr18	77128608	77128963	+	36	NA	intron (MBP, intron 1 of 7)	NA	-23499	MBP								
MONOMAC1_3_777_R1_peak_11129	chr16	67227238	67227709	+	36	NA	promoter-TSS (LRRC29)	NA	360	TMEM208								
MONOMAC1_3_777_R1_peak_21262	chr3	172692360	172692844	+	36	NA	intron (NCEH1, intron 1 of 4)	NA	18616	NCEH1								
MONOMAC1_3_777_R1_peak_30153	chr9	129805919	129806314	+	36	NA	intron (TOR1B, intron 2 of 4)	NA	2967	TOR1B								
MONOMAC1_3_777_R1_peak_4779	chr11	46339519	46339914	+	36	NA	intron (DGKZ, intron 1 of 30)	NA	-24621	DGKZ								
MONOMAC1_3_777_R1_peak_21998	chr4	46921791	46922502	+	36	NA	exon (GABRA4, exon 9 of 9)	NA	-29940	COX7B2								
MONOMAC1_3_777_R1_peak_21477	chr3	188951225	188951720	+	36	NA	Intergenic	NA	121783	LOC102724756								
MONOMAC1_3_777_R1_peak_30688	chrX	41240749	41241062	+	36	NA	Intergenic	NA	70977	LOC102724302								
MONOMAC1_3_777_R1_peak_10630	chr16	18899794	18900068	+	36	NA	intron (SMG1, intron 1 of 60)	NA	26495	SMG1								
MONOMAC1_3_777_R1_peak_7845	chr13	50913390	50913851	+	36	NA	intron (RNASEH2B, intron 1 of 10)	NA	2828	RNASEH2B								
MONOMAC1_3_777_R1_peak_16552	chr2	112935960	112936235	+	36	NA	Intergenic	NA	23126	IL37								
MONOMAC1_3_777_R1_peak_27252	chr7	126700738	126701025	+	36	NA	intron (GRM8, intron 6 of 9)	NA	167048	LOC101928357								
MONOMAC1_3_777_R1_peak_17624	chr2	239751778	239752211	+	36	NA	Intergenic	NA	-10866	LOC150935								
MONOMAC1_3_777_R1_peak_30213	chr9	131503007	131503377	+	36	NA	exon (POMT1, exon 1 of 20)	NA	175	POMT1								
MONOMAC1_3_777_R1_peak_11353	chr16	84607084	84607717	+	36	NA	intron (COTL1, intron 2 of 3)	NA	10696	COTL1								
MONOMAC1_3_777_R1_peak_30055	chr9	128078385	128078685	+	36	NA	intron (SLC25A25, intron 1 of 9)	NA	10335	SLC25A25								
MONOMAC1_3_777_R1_peak_11622	chr17	7011351	7011837	+	36	NA	promoter-TSS (RNASEK)	NA	740	LOC100506713								
MONOMAC1_3_777_R1_peak_27723	chr8	19785733	19786088	+	36	NA	Intergenic	NA	-31521	INTS10								
MONOMAC1_3_777_R1_peak_30870	chrX	66007425	66007711	+	36	NA	Intergenic	NA	-11369	MIR223								
MONOMAC1_3_777_R1_peak_6099	chr12	8243546	8243851	+	36	NA	promoter-TSS (FAM86FP)	NA	-752	FAM86FP								
MONOMAC1_3_777_R1_peak_23917	chr5	150656183	150656560	+	36	NA	intron (SYNPO, intron 2 of 2)	NA	-4470	MYOZ3								
MONOMAC1_3_777_R1_peak_9120	chr14	105897729	105898092	+	36	NA	Intergenic	NA	-20069	KIAA0125								
MONOMAC1_3_777_R1_peak_24113	chr5	174900717	174900991	+	36	NA	Intergenic	NA	94877	FLJ16171								
MONOMAC1_3_777_R1_peak_13544	chr18	63130299	63130782	+	36	NA	intron (BCL2, intron 2 of 2)	NA	189238	BCL2								
MONOMAC1_3_777_R1_peak_305	chr1	21322460	21322831	+	36	NA	intron (ECE1, intron 1 of 18)	NA	29355	RP5-1071N3.1								
MONOMAC1_3_777_R1_peak_28561	chr8	115669266	115669938	+	36	NA	promoter-TSS (TRPS1)	NA	-1308	TRPS1								
MONOMAC1_3_777_R1_peak_2644	chr1	222815080	222815422	+	36	NA	intron (DISP1, intron 1 of 9)	NA	162	DISP1								
MONOMAC1_3_777_R1_peak_24192	chr5	178399178	178399522	+	36	NA	intron (COL23A1, intron 2 of 28)	NA	-166566	PHYKPL								
MONOMAC1_3_777_R1_peak_17530	chr2	232837622	232838356	+	36	NA	intron (GIGYF2, intron 21 of 26)	NA	-32054	C2orf82								
MONOMAC1_3_777_R1_peak_30573	chrX	19791206	19791511	+	36	NA	intron (SH3KBP1, intron 2 of 17)	NA	96134	SH3KBP1								
MONOMAC1_3_777_R1_peak_5799	chr11	119574226	119574708	+	36	NA	Intergenic	NA	-150931	THY1								
MONOMAC1_3_777_R1_peak_13803	chr19	2093569	2093847	+	36	NA	intron (MOB3A, intron 1 of 4)	NA	2562	MOB3A								
MONOMAC1_3_777_R1_peak_9525	chr15	52140154	52140546	+	36	NA	intron (GNB5, intron 5 of 10)	NA	-27588	BCL2L10								
MONOMAC1_3_777_R1_peak_17924	chr20	18475378	18475660	+	36	NA	intron (POLR3F, intron 5 of 8)	NA	4895	MIR3192								
MONOMAC1_3_777_R1_peak_30596	chrX	23773843	23774351	+	36	NA	Intergenic	NA	-9061	SAT1								
MONOMAC1_3_777_R1_peak_23674	chr5	132962055	132962346	+	36	NA	intron (AFF4, intron 1 of 21)	NA	1462	AFF4								
MONOMAC1_3_777_R1_peak_16170	chr2	68796024	68796324	+	36	NA	intron (ARHGAP25, intron 4 of 10)	NA	61098	ARHGAP25								
MONOMAC1_3_777_R1_peak_3711	chr10	69100281	69100977	+	36	NA	intron (SRGN, intron 2 of 2)	NA	12557	SRGN								
MONOMAC1_3_777_R1_peak_30950	chrX	100819771	100820254	+	36	NA	promoter-TSS (CSTF2)	NA	-2352	CSTF2								
MONOMAC1_3_777_R1_peak_18947	chr21	46324787	46325362	+	36	NA	exon (PCNT, exon 1 of 47)	NA	212	PCNT								
MONOMAC1_3_777_R1_peak_11160	chr16	67998291	67998842	+	36	NA	intron (DPEP2, intron 1 of 10)	NA	2024	DPEP2								
MONOMAC1_3_777_R1_peak_28340	chr8	91038060	91038465	+	36	NA	intron (TMEM55A, intron 1 of 4)	NA	2713	TMEM55A								
MONOMAC1_3_777_R1_peak_28853	chr8	140596615	140596973	+	36	NA	intron (AGO2, intron 1 of 17)	NA	38753	AGO2								
MONOMAC1_3_777_R1_peak_5945	chr12	750553	750829	+	36	NA	Intergenic	NA	-1902	WNK1								
MONOMAC1_3_777_R1_peak_7039	chr12	105235721	105236048	+	36	NA	intron (APPL2, intron 1 of 19)	NA	-6086	APPL2								
MONOMAC1_3_777_R1_peak_15622	chr2	27787274	27787577	+	36	NA	intron (RBKS, intron 8 of 8)	NA	15708	MRPL33								
MONOMAC1_3_777_R1_peak_8951	chr14	95140097	95140433	+	36	NA	intron (DICER1, intron 1 of 26)	NA	1453	DICER1								
MONOMAC1_3_777_R1_peak_2631	chr1	221960414	221960724	+	36	NA	Intergenic	NA	-119884	RP11-191N8.2								
MONOMAC1_3_777_R1_peak_30218	chr9	131603651	131603930	+	36	NA	intron (RAPGEF1, intron 11 of 23)	NA	48801	LOC102723804								
MONOMAC1_3_777_R1_peak_26894	chr7	77351434	77351734	+	36	NA	exon (GSAP, exon 19 of 19)	NA	-63614	RP5-899E9.1								
MONOMAC1_3_777_R1_peak_2011	chr1	161138382	161138740	+	36	NA	Intergenic	NA	-5873	DEDD								
MONOMAC1_3_777_R1_peak_22489	chr4	137705928	137706202	+	36	NA	Intergenic	NA	-42717	LOC101927414								
MONOMAC1_3_777_R1_peak_22660	chr4	169620054	169620338	+	36	NA	promoter-TSS (CLCN3)	NA	-325	CLCN3								
MONOMAC1_3_777_R1_peak_29003	chr9	221463	221811	+	36	NA	intron (DOCK8, intron 1 of 47)	NA	-5744	C9orf66								
MONOMAC1_3_777_R1_peak_18028	chr20	31666927	31667251	+	36	NA	intron (BCL2L1, intron 2 of 2)	NA	27964	COX4I2								
MONOMAC1_3_777_R1_peak_11572	chr17	3635777	3636069	+	36	NA	promoter-TSS (CTNS)	NA	399	SHPK								
MONOMAC1_3_777_R1_peak_13738	chr19	1177589	1177957	+	36	NA	Intergenic	NA	14438	LOC102723798								
MONOMAC1_3_777_R1_peak_11574	chr17	3668029	3668315	+	36	NA	promoter-TSS (EMC6)	NA	507	TAX1BP3								
MONOMAC1_3_777_R1_peak_31128	chrX	136250918	136251295	+	36	NA	intron (MAP7D3, intron 1 of 18)	NA	328	MAP7D3								
MONOMAC1_3_777_R1_peak_4190	chr10	102796650	102797203	+	36	NA	intron (WBP1L, intron 1 of 3)	NA	-35741	LOC102724307								
MONOMAC1_3_777_R1_peak_13371	chr18	48897141	48897531	+	36	NA	Intergenic	NA	53375	SMAD7								
MONOMAC1_3_777_R1_peak_31172	chrX	153924847	153925260	+	36	NA	intron (ARHGAP4, intron 1 of 22)	NA	1207	ARHGAP4								
MONOMAC1_3_777_R1_peak_30283	chr9	134068721	134069173	+	36	NA	promoter-TSS (BRD3)	NA	-414	BRD3								
MONOMAC1_3_777_R1_peak_1903	chr1	155967901	155968551	+	36	NA	intron (ARHGEF2, intron 3 of 22)	NA	2837	ARHGEF2								
MONOMAC1_3_777_R1_peak_14585	chr19	33274386	33275193	+	36	NA	Intergenic	NA	27775	CEBPA								
MONOMAC1_3_777_R1_peak_6853	chr12	68997602	68997876	+	36	NA	Intergenic	NA	-64540	CPM								
MONOMAC1_3_777_R1_peak_18631	chr21	21043879	21044223	+	36	NA	intron (NCAM2, intron 1 of 15)	NA	-240943	LINC00320								
MONOMAC1_3_777_R1_peak_15238	chr19	54020665	54020955	+	36	NA	Intergenic	NA	28522	CACNG6								
MONOMAC1_3_777_R1_peak_30804	chrX	53434729	53435003	+	36	NA	promoter-TSS (HSD17B10)	NA	-490	HSD17B10								
MONOMAC1_3_777_R1_peak_11618	chr17	6753499	6753773	+	36	NA	Intergenic	NA	-2406	XAF1								
MONOMAC1_3_777_R1_peak_25772	chr6	135147271	135147596	+	36	NA	Intergenic	NA	-33882	MYB								
MONOMAC1_3_777_R1_peak_25767	chr6	134436574	134437116	+	36	NA	promoter-TSS (LINC01010)	NA	-1545	LINC01010								
MONOMAC1_3_777_R1_peak_12393	chr17	57255974	57256376	+	36	NA	promoter-TSS (LOC101927510)	NA	-2	LOC101927510								
MONOMAC1_3_777_R1_peak_22925	chr5	36687702	36688871	+	36	NA	TTS (SLC1A3)	NA	81931	SLC1A3								
MONOMAC1_3_777_R1_peak_31144	chrX	149539603	149539877	+	36	NA	promoter-TSS (LINC00893)	NA	12	LINC00893								
MONOMAC1_3_777_R1_peak_6153	chr12	10722487	10722770	+	36	NA	intron (YBX3, intron 1 of 8)	NA	726	YBX3								
MONOMAC1_3_777_R1_peak_9253	chr15	36428698	36429179	+	36	NA	Intergenic	NA	-165948	C15orf41								
MONOMAC1_3_777_R1_peak_16218	chr2	70257307	70257596	+	36	NA	promoter-TSS (PCYOX1)	NA	-648	PCYOX1								
MONOMAC1_3_777_R1_peak_10274	chr15	101669150	101669429	+	36	NA	intron (TARSL2, intron 15 of 18)	NA	-16500	TM2D3								
MONOMAC1_3_777_R1_peak_11888	chr17	30364208	30364683	+	36	NA	Intergenic	NA	-16033	CPD								
MONOMAC1_3_777_R1_peak_4529	chr11	9612833	9613159	+	36	NA	Intergenic	NA	38309	WEE1								
MONOMAC1_3_777_R1_peak_30723	chrX	47192422	47192848	+	36	NA	promoter-TSS (UBA1)	NA	-867	UBA1								
MONOMAC1_3_777_R1_peak_23782	chr5	140342620	140342921	+	36	NA	exon (HBEGF, exon 3 of 6)	NA	3833	HBEGF								
MONOMAC1_3_777_R1_peak_21988	chr4	41992654	41993143	+	36	NA	intron (SLC30A9, intron 1 of 17)	NA	2392	SLC30A9								
MONOMAC1_3_777_R1_peak_27002	chr7	92854459	92854783	+	36	NA	intron (AC002454.1, intron 1 of 1)	NA	18138	AC002454.1								
MONOMAC1_3_777_R1_peak_28530	chr8	113739654	113740024	+	36	NA	Intergenic	NA	-362686	CSMD3								
MONOMAC1_3_777_R1_peak_12264	chr17	46190831	46191243	+	36	NA	intron (KANSL1, intron 2 of 15)	NA	1763	KANSL1								
MONOMAC1_3_777_R1_peak_30486	chrX	11757583	11757922	+	36	NA	promoter-TSS (MSL3)	NA	-407	MSL3								
MONOMAC1_3_777_R1_peak_26	chr1	1508480	1508864	+	36	NA	intron (ATAD3B, intron 15 of 15)	NA	-3471	ATAD3A								
MONOMAC1_3_777_R1_peak_7680	chr13	40777039	40777424	+	36	NA	Intergenic	NA	-6020	MRPS31								
MONOMAC1_3_777_R1_peak_1899	chr1	155941030	155941304	+	36	NA	promoter-TSS (RXFP4)	NA	-522	RXFP4								
MONOMAC1_3_777_R1_peak_10553	chr16	11345620	11346061	+	36	NA	intron (RMI2, intron 1 of 1)	NA	386	RMI2								
MONOMAC1_3_777_R1_peak_29896	chr9	122390250	122390813	+	36	NA	intron (PTGS1, intron 10 of 10)	NA	19526	PTGS1								
MONOMAC1_3_777_R1_peak_9821	chr15	69439488	69439828	+	36	NA	intron (KIF23, intron 15 of 21)	NA	-13162	RPLP1								
MONOMAC1_3_777_R1_peak_21591	chr3	196693815	196694159	+	36	NA	Intergenic	NA	18265	CEP19								
MONOMAC1_3_777_R1_peak_20444	chr3	66999740	67000058	+	36	NA	intron (KBTBD8, intron 2 of 3)	NA	1596	KBTBD8								
MONOMAC1_3_777_R1_peak_17670	chr2	241880834	241881576	+	36	NA	promoter-TSS (AC131097.3)	NA	-158	AC131097.3								
MONOMAC1_3_777_R1_peak_28296	chr8	81482637	81482930	+	36	NA	intron (FABP4, intron 1 of 3)	NA	455	FABP4								
MONOMAC1_3_777_R1_peak_30525	chrX	13653801	13654141	+	36	NA	promoter-TSS (LOC645769)	NA	-538	LOC645769								
MONOMAC1_3_777_R1_peak_13342	chr18	45951859	45952298	+	36	NA	intron (EPG5, intron 3 of 43)	NA	15261	EPG5								
MONOMAC1_3_777_R1_peak_22544	chr4	140094350	140094863	+	36	NA	intron (MAML3, intron 1 of 4)	NA	35621	LOC101927544								
MONOMAC1_3_777_R1_peak_31253	chrY	21239908	21240413	+	36	NA	Intergenic	NA	146200	CYorf17								
MONOMAC1_3_777_R1_peak_774	chr1	39803205	39804095	+	36	NA	Intergenic	NA	14668	LOC101929536								
MONOMAC1_3_777_R1_peak_11510	chr16	90100090	90100390	+	36	NA	Intergenic	NA	-6079	FAM157C								
MONOMAC1_3_777_R1_peak_7073	chr12	110079390	110080192	+	36	NA	Intergenic	NA	-12096	C12orf76								
MONOMAC1_3_777_R1_peak_19891	chr3	18099478	18100809	+	36	NA	intron (LOC339862, intron 4 of 4)	NA	137571	LOC339862								
MONOMAC1_3_777_R1_peak_17559	chr2	233967351	233967777	+	36	NA	intron (TRPM8, intron 15 of 25)	NA	50166	TRPM8								
MONOMAC1_3_777_R1_peak_24862	chr6	31203756	31204472	+	36	NA	TTS (HCG27)	NA	6354	HCG27								
MONOMAC1_3_777_R1_peak_11581	chr17	3840818	3841109	+	36	NA	intron (C17orf85, intron 2 of 14)	NA	5288	C17orf85								
MONOMAC1_3_777_R1_peak_20139	chr3	46184293	46184579	+	36	NA	Intergenic	NA	23905	CCR1								
MONOMAC1_3_777_R1_peak_31078	chrX	129780690	129780975	+	36	NA	intron (SASH3, intron 1 of 7)	NA	883	SASH3								
MONOMAC1_3_777_R1_peak_7899	chr13	67553707	67554194	+	36	NA	Intergenic	NA	-323614	PCDH9								
MONOMAC1_3_777_R1_peak_18923	chr21	44926733	44927007	+	36	NA	exon (ITGB2-AS1, exon 3 of 4)	NA	1968	ITGB2								
MONOMAC1_3_777_R1_peak_25174	chr6	43576949	43577278	+	36	NA	intron (POLH, intron 1 of 9)	NA	966	POLH								
MONOMAC1_3_777_R1_peak_8380	chr14	34459667	34460018	+	36	NA	intron (SPTSSA, intron 1 of 1)	NA	2420	SPTSSA								
MONOMAC1_3_777_R1_peak_10522	chr16	8850053	8850600	+	36	NA	TTS (PMM2)	NA	11484	CARHSP1								
MONOMAC1_3_777_R1_peak_22371	chr4	107057891	107058165	+	36	NA	Intergenic	NA	-21732	DKK2								
MONOMAC1_3_777_R1_peak_12847	chr17	77089888	77090183	+	36	NA	TTS (MIR6516)	NA	607	MIR6516								
MONOMAC1_3_777_R1_peak_22088	chr4	70738903	70739260	+	36	NA	intron (RUFY3, intron 1 of 17)	NA	17185	RUFY3								
MONOMAC1_3_777_R1_peak_7299	chr12	122009209	122009483	+	36	NA	Intergenic	NA	-12609	BCL7A								
MONOMAC1_3_777_R1_peak_7759	chr13	46101856	46102130	+	36	NA	TTS (CPB2-AS1)	NA	19123	CPB2								
MONOMAC1_3_777_R1_peak_11513	chr17	491377	491651	+	36	NA	Intergenic	NA	-45574	FAM101B								
MONOMAC1_3_777_R1_peak_11604	chr17	5255462	5255899	+	36	NA	Intergenic	NA	-20820	SCIMP								
MONOMAC1_3_777_R1_peak_4304	chr10	128049413	128049724	+	36	NA	exon (PTPRE, exon 3 of 18)	NA	67294	PTPRE								
MONOMAC1_3_777_R1_peak_11902	chr17	30809250	30809525	+	36	NA	intron (CRLF3, intron 1 of 7)	NA	-1341	CRLF3								
MONOMAC1_3_777_R1_peak_24214	chr5	179344855	179345130	+	36	NA	intron (ADAMTS2, intron 1 of 21)	NA	438	ADAMTS2								
MONOMAC1_3_777_R1_peak_18024	chr20	30377468	30377745	+	36	NA	intron (FRG1B, intron 1 of 7)	NA	403	FRG1B								
MONOMAC1_3_777_R1_peak_24187	chr5	178334453	178334850	+	36	NA	intron (COL23A1, intron 2 of 28)	NA	-101867	PHYKPL								
MONOMAC1_3_777_R1_peak_15462	chr2	11329487	11329770	+	36	NA	intron (ROCK2, intron 1 of 33)	NA	14957	ROCK2								
MONOMAC1_3_777_R1_peak_317	chr1	21924868	21925197	+	36	NA	intron (HSPG2, intron 1 of 102)	NA	-4119	LOC102723558								
MONOMAC1_3_777_R1_peak_30966	chrX	102599015	102599289	+	36	NA	promoter-TSS (ARMCX5)	NA	-196	ARMCX5-GPRASP2								
MONOMAC1_3_777_R1_peak_16957	chr2	172013981	172014436	+	36	NA	intron (METAP1D, intron 1 of 9)	NA	14311	METAP1D								
MONOMAC1_3_777_R1_peak_24350	chr6	6660283	6660821	+	36	NA	Intergenic	NA	-37726	LY86-AS1								
MONOMAC1_3_777_R1_peak_11080	chr16	57999924	58000235	+	36	NA	promoter-TSS (ZNF319)	NA	474	USB1								
MONOMAC1_3_777_R1_peak_2162	chr1	176194020	176194355	+	36	NA	intron (RFWD2, intron 1 of 18)	NA	13057	RFWD2								
MONOMAC1_3_777_R1_peak_2600	chr1	219461069	219461419	+	36	NA	Intergenic	NA	19873	LOC101929713								
MONOMAC1_3_777_R1_peak_12162	chr17	42984099	42984449	+	36	NA	intron (RUNDC1, intron 1 of 4)	NA	3709	RUNDC1								
MONOMAC1_3_777_R1_peak_9658	chr15	62363081	62363359	+	36	NA	Intergenic	NA	20191	MIR6085								
MONOMAC1_3_777_R1_peak_25292	chr6	70536845	70537191	+	36	NA	intron (FAM135A, intron 19 of 21)	NA	-29904	C6orf57								
MONOMAC1_3_777_R1_peak_23039	chr5	50680537	50680823	+	36	NA	intron (PARP8, intron 3 of 26)	NA	13742	PARP8								
MONOMAC1_3_777_R1_peak_8045	chr13	99221043	99221634	+	36	NA	intron (UBAC2, intron 1 of 8)	NA	20558	UBAC2								
MONOMAC1_3_777_R1_peak_29149	chr9	22612911	22613190	+	36	NA	Intergenic	NA	-33150	FLJ35282								
MONOMAC1_3_777_R1_peak_1377	chr1	99441433	99441878	+	36	NA	Intergenic	NA	51257	RP11-413P11.1								
MONOMAC1_3_777_R1_peak_13893	chr19	3828688	3829126	+	36	NA	intron (ZFR2, intron 5 of 18)	NA	40122	ZFR2								
