PeakID (cmd=annotatePeaks.pl UT7_3_187_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
UT7_3_187_R1_peak_25304	chr22	42069317	42069548	+	35	NA	promoter-TSS (NAGA)	NA	-924	NAGA								
UT7_3_187_R1_peak_34583	chr7	148882955	148883153	+	35	NA	intron (EZH2, intron 1 of 19)	NA	1295	EZH2								
UT7_3_187_R1_peak_14102	chr16	57092359	57092553	+	35	NA	promoter-TSS (CPNE2)	NA	-142	CPNE2								
UT7_3_187_R1_peak_22267	chr2	224008381	224008720	+	35	NA	intron (SERPINE2, intron 1 of 8)	NA	30090	SERPINE2								
UT7_3_187_R1_peak_36646	chr9	33618425	33618708	+	35	NA	Intergenic	NA	-5659	ANXA2P2								
UT7_3_187_R1_peak_20247	chr2	45779134	45779471	+	35	NA	intron (PRKCE, intron 5 of 19)	NA	-127255	LOC102724965								
UT7_3_187_R1_peak_33274	chr7	1455448	1455639	+	35	NA	intron (MICALL2, intron 1 of 10)	NA	3930	MICALL2								
UT7_3_187_R1_peak_9414	chr12	113933308	113933577	+	35	NA	intron (RBM19, intron 16 of 23)	NA	32929	RBM19								
UT7_3_187_R1_peak_24727	chr22	29735106	29735695	+	35	NA	intron (ZMAT5, intron 5 of 5)	NA	15045	CABP7								
UT7_3_187_R1_peak_30158	chr5	150767856	150768086	+	35	NA	Intergenic	NA	-8938	DCTN4								
UT7_3_187_R1_peak_14699	chr16	89326258	89326508	+	35	NA	intron (ANKRD11, intron 2 of 12)	NA	5250	AC137932.6								
UT7_3_187_R1_peak_29009	chr5	962278	962489	+	35	NA	Intergenic	NA	34957	LOC100506688								
UT7_3_187_R1_peak_12868	chr15	89076550	89076756	+	35	NA	intron (LOC102724566, intron 2 of 2)	NA	6501	LOC102724566								
UT7_3_187_R1_peak_34273	chr7	106347173	106347457	+	35	NA	Intergenic	NA	-61583	NAMPT								
UT7_3_187_R1_peak_9611	chr12	123384217	123384604	+	35	NA	intron (SETD8, intron 1 of 7)	NA	-4737	SETD8								
UT7_3_187_R1_peak_9690	chr12	126908299	126908502	+	35	NA	Intergenic	NA	-33710	RP11-983C2.2								
UT7_3_187_R1_peak_29445	chr5	72561742	72561933	+	35	NA	intron (LOC102503427, intron 1 of 3)	NA	4760	LOC102503427								
UT7_3_187_R1_peak_11608	chr14	105709942	105710291	+	35	NA	Intergenic	NA	-37309	ELK2AP								
UT7_3_187_R1_peak_27867	chr4	6892971	6893169	+	35	NA	Intergenic	NA	37261	KIAA0232								
UT7_3_187_R1_peak_15565	chr17	40108078	40108287	+	35	NA	Intergenic	NA	-7457	NR1D1								
UT7_3_187_R1_peak_1756	chr1	67431938	67432135	+	35	NA	Intergenic	NA	-1596	SERBP1								
UT7_3_187_R1_peak_11686	chr15	31349470	31349661	+	35	NA	intron (KLF13, intron 1 of 1)	NA	22685	KLF13								
UT7_3_187_R1_peak_36570	chr9	19247440	19247633	+	35	NA	intron (DENND4C, intron 1 of 32)	NA	16771	DENND4C								
UT7_3_187_R1_peak_18608	chr19	34997713	34997904	+	35	NA	intron (GRAMD1A, intron 2 of 19)	NA	-2534	GRAMD1A								
UT7_3_187_R1_peak_1349	chr1	44784077	44784321	+	35	NA	exon (BEST4, exon 9 of 9)	NA	3777	BEST4								
UT7_3_187_R1_peak_21873	chr2	197294358	197294698	+	35	NA	intron (ANKRD44-IT1, intron 5 of 5)	NA	7991	ANKRD44-IT1								
UT7_3_187_R1_peak_4769	chr10	48467949	48468140	+	35	NA	TTS (LOC101930357)	NA	11191	LOC101930357								
UT7_3_187_R1_peak_33087	chr6	157305913	157306389	+	35	NA	intron (TMEM242, intron 3 of 3)	NA	9965	LOC101928946								
UT7_3_187_R1_peak_20747	chr2	74834222	74835271	+	35	NA	intron (HK2, intron 1 of 17)	NA	571	HK2								
UT7_3_187_R1_peak_954	chr1	31923913	31924167	+	35	NA	intron (PTP4A2, intron 1 of 5)	NA	14347	PTP4A2								
UT7_3_187_R1_peak_5327	chr10	97789238	97789429	+	35	NA	Intergenic	NA	-17334	SFRP5								
UT7_3_187_R1_peak_16173	chr17	62169115	62169522	+	35	NA	Intergenic	NA	-104036	MED13								
UT7_3_187_R1_peak_15559	chr17	40069473	40069686	+	35	NA	intron (THRA, intron 1 of 9)	NA	6764	THRA								
UT7_3_187_R1_peak_3879	chr1	229447825	229448178	+	35	NA	intron (NUP133, intron 24 of 25)	NA	-13905	ACTA1								
UT7_3_187_R1_peak_5032	chr10	73245475	73245730	+	35	NA	intron (DNAJC9, intron 3 of 4)	NA	-1765	DNAJC9-AS1								
UT7_3_187_R1_peak_30870	chr6	13483076	13483535	+	35	NA	intron (GFOD1, intron 1 of 1)	NA	-75168	GFOD1								
UT7_3_187_R1_peak_27080	chr3	138863170	138863441	+	35	NA	Intergenic	NA	83835	FOXL2								
UT7_3_187_R1_peak_2657	chr1	155186309	155186537	+	35	NA	intron (MUC1, intron 6 of 6)	NA	6492	MUC1								
UT7_3_187_R1_peak_27552	chr3	193791322	193791514	+	35	NA	Intergenic	NA	-108356	LOC102724808								
UT7_3_187_R1_peak_13801	chr16	28950298	28950550	+	35	NA	promoter-TSS (NFATC2IP)	NA	-573	NFATC2IP								
UT7_3_187_R1_peak_13171	chr16	259155	259418	+	35	NA	intron (ITFG3, intron 3 of 13)	NA	16657	RGS11								
UT7_3_187_R1_peak_13826	chr16	29660373	29660578	+	35	NA	Intergenic	NA	-2475	SPN								
UT7_3_187_R1_peak_642	chr1	24804333	24804527	+	35	NA	intron (CLIC4, intron 2 of 5)	NA	59161	CLIC4								
UT7_3_187_R1_peak_18528	chr19	28611689	28611880	+	35	NA	exon (LOC102724908, exon 3 of 4)	NA	5096	LOC102724908								
UT7_3_187_R1_peak_25420	chr22	46307611	46307807	+	35	NA	intron (GTSE1, intron 2 of 11)	NA	10968	GTSE1								
UT7_3_187_R1_peak_16641	chr17	81033980	81034346	+	35	NA	promoter-TSS (BAIAP2)	NA	556	BAIAP2-AS1								
UT7_3_187_R1_peak_27583	chr3	194205987	194206192	+	35	NA	Intergenic	NA	-1071	LOC100505920								
UT7_3_187_R1_peak_34516	chr7	139627924	139628158	+	35	NA	intron (HIPK2, intron 5 of 14)	NA	-13621	LOC101928984								
UT7_3_187_R1_peak_12665	chr15	75647594	75648357	+	35	NA	Intergenic	NA	-1032	SNX33								
UT7_3_187_R1_peak_23410	chr20	47317588	47318558	+	35	NA	promoter-TSS (LOC100131496)	NA	-429	LOC100131496								
UT7_3_187_R1_peak_28800	chr4	147057291	147057521	+	35	NA	Intergenic	NA	-111538	TTC29								
UT7_3_187_R1_peak_34015	chr7	86934169	86934437	+	35	NA	intron (KIAA1324L, intron 8 of 21)	NA	125395	KIAA1324L								
UT7_3_187_R1_peak_10612	chr14	39167955	39168183	+	35	NA	intron (TRAPPC6B, intron 1 of 5)	NA	2361	TRAPPC6B								
UT7_3_187_R1_peak_35460	chr8	81691824	81692110	+	35	NA	Intergenic	NA	3005	SLC10A5								
UT7_3_187_R1_peak_30683	chr6	3063488	3063697	+	35	NA	promoter-TSS (RIPK1)	NA	-4461	RIPK1								
UT7_3_187_R1_peak_8321	chr12	40088529	40088738	+	35	NA	intron (SLC2A13, intron 1 of 9)	NA	17412	SLC2A13								
UT7_3_187_R1_peak_26745	chr3	114855918	114856111	+	35	NA	intron (ZBTB20, intron 3 of 9)	NA	-89906	LOC102723469								
UT7_3_187_R1_peak_2058	chr1	104706571	104706783	+	35	NA	Intergenic	NA	633654	LOC100129138								
UT7_3_187_R1_peak_14713	chr16	89687261	89687525	+	35	NA	promoter-TSS (CDK10)	NA	-196	CDK10								
UT7_3_187_R1_peak_10093	chr13	74922036	74922261	+	35	NA	Intergenic	NA	318233	CTAGE11P								
UT7_3_187_R1_peak_23561	chr20	51498180	51498788	+	35	NA	intron (NFATC2, intron 3 of 10)	NA	44235	NFATC2								
UT7_3_187_R1_peak_29529	chr5	79106639	79107037	+	35	NA	Intergenic	NA	-4943	BHMT								
UT7_3_187_R1_peak_34624	chr7	150954615	150954846	+	35	NA	intron (KCNH2, intron 5 of 8)	NA	1099	KCNH2								
UT7_3_187_R1_peak_3644	chr1	207693204	207693395	+	35	NA	intron (CR1L, intron 4 of 11)	NA	48186	CR1L								
UT7_3_187_R1_peak_21336	chr2	138474453	138474648	+	35	NA	Intergenic	NA	-27332	SPOPL								
UT7_3_187_R1_peak_38798	chrX	155890912	155891127	+	35	NA	intron (VAMP7, intron 2 of 7)	NA	9687	VAMP7								
UT7_3_187_R1_peak_14143	chr16	58129889	58130140	+	35	NA	promoter-TSS (C16orf80)	NA	-622	C16orf80								
UT7_3_187_R1_peak_26565	chr3	65344580	65344771	+	35	NA	Intergenic	NA	155402	LOC102724763								
UT7_3_187_R1_peak_23456	chr20	49279881	49280115	+	35	NA	promoter-TSS (SNORD12B)	NA	-315	SNORD12B								
UT7_3_187_R1_peak_19361	chr19	48899396	48899587	+	35	NA	promoter-TSS (TULP2)	NA	-559	NUCB1								
UT7_3_187_R1_peak_35820	chr8	124662868	124663076	+	35	NA	intron (MTSS1, intron 3 of 13)	NA	65501	MTSS1								
UT7_3_187_R1_peak_30012	chr5	139518181	139518380	+	35	NA	Intergenic	NA	-35522	TMEM173								
UT7_3_187_R1_peak_23907	chr21	23525738	23525961	+	35	NA	Intergenic	NA	-141014	D21S2088E								
UT7_3_187_R1_peak_22337	chr2	231514124	231514315	+	35	NA	exon (LINC00471, exon 1 of 3)	NA	120	LINC00471								
UT7_3_187_R1_peak_30016	chr5	139588919	139589119	+	35	NA	intron (UBE2D2, intron 2 of 7)	NA	27853	UBE2D2								
UT7_3_187_R1_peak_32441	chr6	110749430	110749652	+	35	NA	intron (CDK19, intron 1 of 12)	NA	65683	CDK19								
UT7_3_187_R1_peak_36343	chr9	4738936	4739171	+	35	NA	intron (LOC102723969, intron 2 of 2)	NA	-12826	AK3								
UT7_3_187_R1_peak_6909	chr11	68837418	68837751	+	35	NA	intron (CPT1A, intron 1 of 18)	NA	4347	CPT1A								
UT7_3_187_R1_peak_1916	chr1	89536516	89536751	+	35	NA	intron (LRRC8B, intron 2 of 6)	NA	12259	LRRC8B								
UT7_3_187_R1_peak_23847	chr21	14762760	14763300	+	35	NA	Intergenic	NA	-119923	LOC388813								
UT7_3_187_R1_peak_35651	chr8	102591207	102591480	+	35	NA	Intergenic	NA	39723	ODF1								
UT7_3_187_R1_peak_2471	chr1	150634562	150634824	+	35	NA	intron (LOC102724012, intron 1 of 2)	NA	4886	LOC102724012								
UT7_3_187_R1_peak_30052	chr5	141298054	141298259	+	35	NA	Intergenic	NA	5889	SLC25A2								
UT7_3_187_R1_peak_10905	chr14	65020211	65020463	+	35	NA	intron (CHURC1-FNTB, intron 6 of 13)	NA	-24351	MIR4706								
UT7_3_187_R1_peak_13037	chr15	92820587	92820875	+	35	NA	Intergenic	NA	25247	ASB9P1								
UT7_3_187_R1_peak_37124	chr9	99922674	99923045	+	35	NA	intron (STX17, intron 2 of 7)	NA	16226	STX17								
UT7_3_187_R1_peak_36893	chr9	77981871	77982181	+	35	NA	intron (GNAQ, intron 1 of 6)	NA	49423	GNAQ								
UT7_3_187_R1_peak_3245	chr1	184033083	184033281	+	35	NA	intron (COLGALT2, intron 1 of 11)	NA	4295	COLGALT2								
UT7_3_187_R1_peak_1045	chr1	35264994	35265202	+	35	NA	Intergenic	NA	-3752	ZMYM4								
UT7_3_187_R1_peak_22089	chr2	212961924	212962185	+	35	NA	Intergenic	NA	-35727	MIR4776-2								
UT7_3_187_R1_peak_8544	chr12	49069660	49069874	+	35	NA	exon (RHEBL1, exon 1 of 8)	NA	258	RHEBL1								
UT7_3_187_R1_peak_21372	chr2	144233246	144233727	+	35	NA	intron (GTDC1, intron 1 of 12)	NA	99048	GTDC1								
UT7_3_187_R1_peak_32568	chr6	119626423	119626614	+	35	NA	Intergenic	NA	92614	LOC101927959								
UT7_3_187_R1_peak_2785	chr1	156768987	156769178	+	35	NA	intron (PRCC, intron 1 of 6)	NA	1600	PRCC								
UT7_3_187_R1_peak_25196	chr22	39903636	39903847	+	35	NA	intron (GRAP2, intron 1 of 6)	NA	2655	GRAP2								
UT7_3_187_R1_peak_133	chr1	3778983	3779297	+	35	NA	Intergenic	NA	6353	SMIM1								
UT7_3_187_R1_peak_3561	chr1	205267106	205267306	+	35	NA	promoter-TSS (TMCC2)	NA	-29890	LOC101929459								
UT7_3_187_R1_peak_18787	chr19	38686060	38686456	+	35	NA	intron (ACTN4, intron 1 of 20)	NA	38642	ACTN4								
UT7_3_187_R1_peak_7129	chr11	76288061	76288324	+	35	NA	Intergenic	NA	-52296	TRNAP14								
UT7_3_187_R1_peak_29928	chr5	135117350	135117562	+	35	NA	intron (C5orf66, intron 2 of 5)	NA	-77409	LOC101927953								
UT7_3_187_R1_peak_37384	chr9	123373794	123373985	+	35	NA	exon (CRB2, exon 5 of 8)	NA	5110	CRB2								
UT7_3_187_R1_peak_9541	chr12	122022240	122022458	+	35	NA	intron (BCL7A, intron 1 of 5)	NA	394	BCL7A								
UT7_3_187_R1_peak_3269	chr1	185288520	185288720	+	35	NA	intron (SWT1, intron 18 of 18)	NA	28719	IVNS1ABP								
UT7_3_187_R1_peak_31888	chr6	41766955	41767179	+	35	NA	Intergenic	NA	12838	FRS3								
UT7_3_187_R1_peak_27651	chr3	196187023	196187426	+	35	NA	Intergenic	NA	-22761	LOC102723473								
UT7_3_187_R1_peak_20289	chr2	46842086	46842295	+	35	NA	intron (LINC01119, intron 1 of 2)	NA	14326	LINC01119								
UT7_3_187_R1_peak_13431	chr16	8959920	8960140	+	35	NA	intron (USP7, intron 1 of 30)	NA	-23301	USP7								
UT7_3_187_R1_peak_24416	chr21	46605871	46606184	+	35	NA	promoter-TSS (S100B)	NA	-905	S100B								
UT7_3_187_R1_peak_17087	chr18	35463427	35463624	+	35	NA	intron (INO80C, intron 4 of 4)	NA	34466	INO80C								
UT7_3_187_R1_peak_35207	chr8	42153632	42153878	+	35	NA	promoter-TSS (AP3M2)	NA	809	AP3M2								
UT7_3_187_R1_peak_28907	chr4	174654928	174655203	+	35	NA	intron (GLRA3, intron 8 of 8)	NA	128238	LOC102723627								
UT7_3_187_R1_peak_13553	chr16	15522718	15523234	+	35	NA	intron (C16orf45, intron 2 of 5)	NA	88119	MIR6506								
UT7_3_187_R1_peak_28414	chr4	86933754	86933947	+	35	NA	promoter-TSS (AFF1)	NA	1000	LOC100506746								
UT7_3_187_R1_peak_13525	chr16	12762615	12762831	+	35	NA	intron (CPPED1, intron 2 of 3)	NA	41164	CPPED1								
UT7_3_187_R1_peak_35900	chr8	128123516	128123749	+	35	NA	Intergenic	NA	-26495	MIR1208								
UT7_3_187_R1_peak_3275	chr1	185819079	185819346	+	35	NA	intron (HMCN1, intron 1 of 106)	NA	84661	HMCN1								
UT7_3_187_R1_peak_30594	chr5	180556042	180556366	+	35	NA	intron (CNOT6, intron 4 of 11)	NA	35283	SCGB3A1								
UT7_3_187_R1_peak_2764	chr1	156572040	156572439	+	35	NA	intron (IQGAP3, intron 1 of 37)	NA	365	IQGAP3								
UT7_3_187_R1_peak_13787	chr16	28496363	28496559	+	35	NA	exon (APOBR, exon 2 of 4)	NA	1812	APOBR								
UT7_3_187_R1_peak_25896	chr3	30227048	30227409	+	35	NA	Intergenic	NA	-123462	LOC101927995								
UT7_3_187_R1_peak_16777	chr17	82883896	82884172	+	35	NA	intron (TBCD, intron 1 of 25)	NA	29792	TBCD								
UT7_3_187_R1_peak_27317	chr3	170868890	170869252	+	35	NA	intron (RPL22L1, intron 1 of 3)	NA	1130	RPL22L1								
UT7_3_187_R1_peak_10356	chr14	20416046	20416272	+	35	NA	Intergenic	NA	-2739	TEP1								
UT7_3_187_R1_peak_36930	chr9	87424997	87425264	+	35	NA	Intergenic	NA	-72551	DAPK1								
UT7_3_187_R1_peak_15556	chr17	40054586	40054943	+	35	NA	promoter-TSS (MED24)	NA	-337	MED24								
UT7_3_187_R1_peak_23820	chr21	14452472	14452711	+	35	NA	Intergenic	NA	-69403	HSPA13								
UT7_3_187_R1_peak_22438	chr2	235495386	235495577	+	35	NA	intron (AGAP1, intron 1 of 12)	NA	1392	AGAP1								
UT7_3_187_R1_peak_18121	chr19	14073969	14074207	+	35	NA	TTS (MIR1199)	NA	727	MIR1199								
UT7_3_187_R1_peak_5785	chr11	535771	535962	+	35	NA	promoter-TSS (HRAS)	NA	-305	HRAS								
UT7_3_187_R1_peak_2316	chr1	117732175	117732366	+	35	NA	Intergenic	NA	126288	FAM46C								
UT7_3_187_R1_peak_28690	chr4	133599856	133600168	+	35	NA	Intergenic	NA	450697	PCDH10								
UT7_3_187_R1_peak_25053	chr22	37633553	37633927	+	35	NA	TTS (GGA1)	NA	-5937	SH3BP1								
UT7_3_187_R1_peak_20698	chr2	74083270	74083792	+	35	NA	intron (TET3, intron 6 of 11)	NA	64381	BOLA3								
UT7_3_187_R1_peak_19246	chr19	47157609	47157901	+	35	NA	intron (SAE1, intron 5 of 6)	NA	26932	SAE1								
UT7_3_187_R1_peak_5072	chr10	74189668	74190134	+	35	NA	intron (ADK, intron 1 of 9)	NA	13412	ADK								
UT7_3_187_R1_peak_21069	chr2	111378797	111378988	+	35	NA	intron (MIR4435-1HG, intron 1 of 1)	NA	-57810	MIR4435-2								
UT7_3_187_R1_peak_20944	chr2	99610496	99610793	+	35	NA	intron (AFF3, intron 12 of 23)	NA	-120626	REV1								
UT7_3_187_R1_peak_6858	chr11	67605694	67605923	+	35	NA	Intergenic	NA	-1044	NDUFV1								
UT7_3_187_R1_peak_14131	chr16	57694184	57694375	+	35	NA	promoter-TSS (CCDC135)	NA	-522	CCDC135								
UT7_3_187_R1_peak_34064	chr7	92754990	92755235	+	35	NA	intron (CDK6, intron 3 of 7)	NA	-53298	RNU6-10P								
UT7_3_187_R1_peak_8308	chr12	38486239	38486430	+	35	NA	Intergenic	NA	169593	ALG10B								
UT7_3_187_R1_peak_21386	chr2	144414019	144414277	+	35	NA	intron (ZEB2, intron 3 of 8)	NA	50196	LOC102723797								
UT7_3_187_R1_peak_139	chr1	3857229	3857457	+	35	NA	promoter-TSS (DFFB)	NA	76	DFFB								
UT7_3_187_R1_peak_37359	chr9	122330905	122331128	+	35	NA	Intergenic	NA	-39989	PTGS1								
UT7_3_187_R1_peak_18543	chr19	29845403	29845733	+	35	NA	Intergenic	NA	33670	CCNE1								
UT7_3_187_R1_peak_20359	chr2	54957582	54957825	+	35	NA	intron (EML6, intron 31 of 40)	NA	92895	RTN4								
UT7_3_187_R1_peak_37757	chr9	133992674	133993465	+	35	NA	promoter-TSS (VAV2)	NA	-745	VAV2								
UT7_3_187_R1_peak_35781	chr8	123451536	123451776	+	35	NA	Intergenic	NA	34931	WDYHV1								
UT7_3_187_R1_peak_34952	chr8	23518869	23519640	+	35	NA	Intergenic	NA	-9596	SLC25A37								
UT7_3_187_R1_peak_11202	chr14	77917938	77918139	+	35	NA	intron (ADCK1, intron 6 of 9)	NA	117946	ADCK1								
UT7_3_187_R1_peak_13881	chr16	30368117	30368526	+	35	NA	intron (TBC1D10B, intron 1 of 8)	NA	1880	TBC1D10B								
UT7_3_187_R1_peak_10874	chr14	64632579	64632800	+	35	NA	Intergenic	NA	71561	LOC101927856								
UT7_3_187_R1_peak_21601	chr2	171921716	171922251	+	35	NA	promoter-TSS (HAT1)	NA	-442	HAT1								
UT7_3_187_R1_peak_9560	chr12	122422809	122423073	+	35	NA	promoter-TSS (CLIP1)	NA	-309	CLIP1								
UT7_3_187_R1_peak_2079	chr1	108050371	108051071	+	35	NA	Intergenic	NA	86278	VAV3-AS1								
UT7_3_187_R1_peak_24427	chr22	17669662	17669868	+	35	NA	intron (BCL2L13, intron 2 of 4)	NA	31030	BCL2L13								
UT7_3_187_R1_peak_6762	chr11	65912061	65912278	+	35	NA	Intergenic	NA	6891	C11orf68								
UT7_3_187_R1_peak_9433	chr12	116737691	116738021	+	35	NA	promoter-TSS (RNFT2)	NA	182	C12orf49								
UT7_3_187_R1_peak_7187	chr11	78348988	78349207	+	35	NA	intron (GAB2, intron 1 of 10)	NA	68725	GAB2								
UT7_3_187_R1_peak_30084	chr5	143221721	143221968	+	35	NA	intron (ARHGAP26, intron 22 of 22)	NA	29499	ARHGAP26-IT1								
UT7_3_187_R1_peak_19052	chr19	43934207	43934647	+	35	NA	exon (ZNF45, exon 2 of 10)	NA	832	ZNF45								
UT7_3_187_R1_peak_16134	chr17	60092212	60092842	+	35	NA	Intergenic	NA	-4060	LOC645638								
UT7_3_187_R1_peak_2534	chr1	151775736	151775934	+	35	NA	exon (TDRKH, exon 9 of 14)	NA	-12339	MRPL9								
UT7_3_187_R1_peak_4932	chr10	71534091	71534356	+	35	NA	intron (CDH23, intron 6 of 10)	NA	-22406	LOC102723377								
UT7_3_187_R1_peak_33231	chr6	170012212	170012560	+	35	NA	intron (LOC102724475, intron 1 of 2)	NA	10846	LOC102724475								
UT7_3_187_R1_peak_4343	chr10	6068623	6068857	+	35	NA	Intergenic	NA	-6370	IL2RA								
UT7_3_187_R1_peak_29367	chr5	61276171	61276420	+	35	NA	Intergenic	NA	-113820	SMIM15								
UT7_3_187_R1_peak_1196	chr1	39937234	39937435	+	35	NA	Intergenic	NA	-17778	MFSD2A								
UT7_3_187_R1_peak_27762	chr4	1723536	1723940	+	35	NA	exon (TACC3, exon 3 of 17)	NA	2246	TACC3								
UT7_3_187_R1_peak_10449	chr14	22930084	22930319	+	35	NA	promoter-TSS (PRMT5)	NA	500	TRNAR21								
UT7_3_187_R1_peak_8613	chr12	50169813	50170020	+	35	NA	Intergenic	NA	-2383	CERS5								
UT7_3_187_R1_peak_37213	chr9	111037663	111038085	+	35	NA	exon (LPAR1, exon 1 of 4)	NA	1369	LPAR1								
UT7_3_187_R1_peak_21864	chr2	196799126	196799697	+	35	NA	intron (GTF3C3, intron 1 of 8)	NA	10865	C2orf66								
UT7_3_187_R1_peak_30641	chr6	236084	236384	+	35	NA	Intergenic	NA	-30750	RP3-416J7.4								
UT7_3_187_R1_peak_2046	chr1	101198423	101198684	+	35	NA	Intergenic	NA	37975	LOC101928370								
UT7_3_187_R1_peak_21957	chr2	201155736	201155927	+	35	NA	intron (CFLAR-AS1, intron 1 of 6)	NA	1961	CFLAR-AS1								
UT7_3_187_R1_peak_11733	chr15	33894310	33894554	+	35	NA	intron (AVEN, intron 2 of 5)	NA	-74456	CHRM5								
UT7_3_187_R1_peak_29305	chr5	54220181	54220488	+	35	NA	intron (ARL15, intron 1 of 4)	NA	90239	ARL15								
UT7_3_187_R1_peak_249	chr1	10495381	10495687	+	35	NA	intron (PEX14, intron 2 of 8)	NA	20588	PEX14								
UT7_3_187_R1_peak_34545	chr7	140477610	140477946	+	35	NA	intron (MKRN1, intron 1 of 7)	NA	1791	MKRN1								
UT7_3_187_R1_peak_1564	chr1	54303104	54303303	+	35	NA	intron (SSBP3, intron 4 of 17)	NA	66760	SSBP3-AS1								
UT7_3_187_R1_peak_17709	chr19	6802894	6803085	+	35	NA	intron (VAV1, intron 1 of 25)	NA	30321	VAV1								
UT7_3_187_R1_peak_37470	chr9	127546839	127547031	+	35	NA	intron (FAM129B, intron 1 of 13)	NA	22182	FAM129B								
UT7_3_187_R1_peak_13780	chr16	28167252	28167556	+	35	NA	promoter-TSS (XPO6)	NA	-11412	XPO6								
UT7_3_187_R1_peak_8055	chr12	11747992	11748323	+	35	NA	intron (ETV6, intron 1 of 7)	NA	60641	LOC101928186								
UT7_3_187_R1_peak_25741	chr3	13516436	13516751	+	35	NA	Intergenic	NA	36422	HDAC11								
UT7_3_187_R1_peak_3824	chr1	226871065	226871256	+	35	NA	intron (PSEN2, intron 1 of 11)	NA	544	PSEN2								
UT7_3_187_R1_peak_30927	chr6	15404578	15404769	+	35	NA	intron (JARID2, intron 2 of 16)	NA	-120918	LOC102724490								
UT7_3_187_R1_peak_38522	chrX	131987580	131987834	+	35	NA	Intergenic	NA	-35510	MST4								
UT7_3_187_R1_peak_19291	chr19	48244408	48244642	+	35	NA	intron (CARD8, intron 3 of 14)	NA	5108	CARD8								
UT7_3_187_R1_peak_2275	chr1	114750000	114750191	+	35	NA	exon (CSDE1, exon 2 of 20)	NA	7955	CSDE1								
UT7_3_187_R1_peak_17591	chr19	4391607	4391937	+	35	NA	intron (SH3GL1, intron 1 of 9)	NA	8796	SH3GL1								
UT7_3_187_R1_peak_10133	chr13	86882967	86883266	+	35	NA	Intergenic	NA	735571	MIR4500								
UT7_3_187_R1_peak_12411	chr15	67103614	67103811	+	35	NA	intron (SMAD3, intron 1 of 8)	NA	-62443	SMAD3								
UT7_3_187_R1_peak_10218	chr13	97226130	97226338	+	35	NA	intron (MBNL2, intron 1 of 8)	NA	3938	MBNL2								
UT7_3_187_R1_peak_12360	chr15	66233470	66233661	+	35	NA	intron (MEGF11, intron 1 of 22)	NA	-59987	DIS3L								
UT7_3_187_R1_peak_34481	chr7	137933298	137933852	+	35	NA	intron (CREB3L2, intron 1 of 3)	NA	-19773	AC022173.2								
UT7_3_187_R1_peak_26975	chr3	130852741	130852932	+	35	NA	intron (ATP2C1, intron 1 of 26)	NA	-41754	ATP2C1								
UT7_3_187_R1_peak_24193	chr21	38475414	38475917	+	35	NA	intron (ERG, intron 3 of 11)	NA	-142325	LOC102724678								
UT7_3_187_R1_peak_37911	chr9	137254863	137255054	+	35	NA	promoter-TSS (NELFB)	NA	-349	NELFB								
UT7_3_187_R1_peak_25620	chr3	5565079	5565270	+	35	NA	Intergenic	NA	-314919	MIR4790								
UT7_3_187_R1_peak_26562	chr3	63968562	63969469	+	35	NA	intron (ATXN7, intron 1 of 8)	NA	1271	ATXN7								
UT7_3_187_R1_peak_34346	chr7	117757779	117757970	+	35	NA	intron (CTTNBP2, intron 8 of 19)	NA	114117	CTTNBP2								
UT7_3_187_R1_peak_31365	chr6	28790014	28790205	+	35	NA	promoter-TSS (TRNAA19)	NA	-268	TRNAA19								
UT7_3_187_R1_peak_26963	chr3	130184128	130184319	+	35	NA	Intergenic	NA	-28597	COL6A4P2								
UT7_3_187_R1_peak_7611	chr11	123061501	123061805	+	35	NA	promoter-TSS (LOC101929289)	NA	682	HSPA8								
UT7_3_187_R1_peak_32927	chr6	146896619	146896882	+	35	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-92926	KATNBL1P6								
UT7_3_187_R1_peak_12623	chr15	75090283	75090598	+	35	NA	Intergenic	NA	66848	PPCDC								
UT7_3_187_R1_peak_8940	chr12	57094330	57094926	+	35	NA	TTS (STAT6)	NA	5734	NAB2								
UT7_3_187_R1_peak_20338	chr2	48711746	48711937	+	35	NA	intron (LHCGR, intron 7 of 10)	NA	-18503	LHCGR								
UT7_3_187_R1_peak_29546	chr5	80192774	80193058	+	35	NA	intron (SERINC5, intron 2 of 12)	NA	63163	SERINC5								
UT7_3_187_R1_peak_18230	chr19	16140516	16140924	+	35	NA	intron (HSH2D, intron 1 of 7)	NA	6692	HSH2D								
UT7_3_187_R1_peak_19263	chr19	47274850	47275356	+	35	NA	exon (PRR24, exon 1 of 1)	NA	701	PRR24								
UT7_3_187_R1_peak_3534	chr1	204469208	204469442	+	35	NA	exon (PIK3C2B, exon 2 of 28)	NA	25490	PIK3C2B								
UT7_3_187_R1_peak_35540	chr8	92102792	92102997	+	35	NA	exon (RUNX1T1, exon 1 of 11)	NA	-21601	RUNX1T1								
