PeakID (cmd=annotatePeaks.pl SP1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_22662	chr3	75434828	75436359	+	0	NA	promoter-TSS (FAM86DP)	NA	317	LOC102724914								
Interval_28228	chr7	30135487	30135694	+	0	NA	intron (MTURN, intron 1 of 3)	NA	654	MTURN								
Interval_5515	chr11	65776293	65776565	+	0	NA	exon (AP5B1, exon 2 of 2)	NA	4162	AP5B1								
Interval_18782	chr2	153222152	153222499	+	0	NA	Intergenic	NA	256483	RPRM								
Interval_22457	chr3	51967240	51967935	+	0	NA	promoter-TSS (PCBP4)	NA	-143	PCBP4								
Interval_19790	chr20	18272535	18272769	+	0	NA	Intergenic	NA	-25203	ZNF133								
Interval_15215	chr19	8148712	8148886	+	0	NA	Intergenic	NA	-1319	FBN3								
Interval_24401	chr4	139647253	139647535	+	0	NA	Intergenic	NA	-18374	MGST2								
Interval_16929	chr19	49395945	49396338	+	0	NA	intron (CCDC155, intron 5 of 19)	NA	7889	CCDC155								
Interval_27483	chr6	130525415	130525606	+	0	NA	Intergenic	NA	159131	TMEM200A								
Interval_23073	chr3	141311503	141312103	+	0	NA	Intergenic	NA	-75069	ZBTB38								
Interval_8160	chr13	45417724	45418947	+	0	NA	promoter-TSS (SLC25A30)	NA	46	SLC25A30								
Interval_27916	chr7	1507030	1507292	+	0	NA	Intergenic	NA	-2779	INTS1								
Interval_6541	chr12	8619252	8619656	+	0	NA	Intergenic	NA	-6608	AICDA								
Interval_23834	chr4	25312309	25312999	+	0	NA	promoter-TSS (ZCCHC4)	NA	-153	ZCCHC4								
Interval_14128	chr18	10490818	10491032	+	0	NA	Intergenic	NA	-34951	NAPG								
Interval_3778	chr10	71209042	71209273	+	0	NA	Intergenic	NA	-3378	UNC5B								
Interval_3027	chr1	229625550	229626332	+	0	NA	promoter-TSS (TAF5L)	NA	-285	TAF5L								
Interval_17707	chr2	29014741	29015000	+	0	NA	intron (FAM179A, intron 8 of 19)	NA	19681	FAM179A								
Interval_16919	chr19	49298833	49299024	+	0	NA	intron (SLC6A16, intron 7 of 11)	NA	9940	MIR4324								
Interval_2525	chr1	185045002	185045744	+	0	NA	promoter-TSS (RNF2)	NA	-46	RNF2								
Interval_12711	chr17	38605544	38605706	+	0	NA	intron (SRCIN1, intron 1 of 18)	NA	-32885	SRCIN1								
Interval_26887	chr6	38702955	38703412	+	0	NA	promoter-TSS (GLO1)	NA	-7	GLO1								
Interval_27691	chr6	154138861	154139142	+	0	NA	intron (OPRM1, intron 3 of 3)	NA	127274	IPCEF1								
Interval_25420	chr5	134114136	134114979	+	0	NA	promoter-TSS (TCF7)	NA	-1050	TCF7								
Interval_29759	chr8	33484534	33485267	+	0	NA	promoter-TSS (MAK16)	NA	-267	MAK16								
Interval_4070	chr10	93071914	93072138	+	0	NA	Intergenic	NA	-1449	CYP26A1								
Interval_24450	chr4	146945723	146946152	+	0	NA	promoter-TSS (TTC29)	NA	-87	TTC29								
Interval_19725	chr20	8019133	8020202	+	0	NA	promoter-TSS (TMX4)	NA	79	TMX4								
Interval_26046	chr6	291778	293067	+	0	NA	exon (DUSP22, exon 1 of 7)	NA	365	DUSP22								
Interval_275	chr1	9439408	9439670	+	0	NA	Intergenic	NA	-10623	LOC100506022								
Interval_5107	chr11	46391604	46392295	+	0	NA	Intergenic	NA	-5392	CHRM4								
Interval_27012	chr6	43628478	43630397	+	0	NA	promoter-TSS (MAD2L1BP)	NA	-838	GTPBP2								
Interval_11435	chr16	68240031	68240246	+	0	NA	Intergenic	NA	-4982	ESRP2								
Interval_25760	chr5	159362112	159362661	+	0	NA	exon (AC008697.1, exon 5 of 5)	NA	30868	AC008697.1								
Interval_14078	chr18	3526002	3526220	+	0	NA	intron (DLGAP1, intron 7 of 9)	NA	59861	RP11-838N2.4								
Interval_17745	chr2	36597333	36598643	+	0	NA	exon (FEZ2, exon 1 of 9)	NA	-3440	FEZ2								
Interval_30174	chr8	94065857	94066028	+	0	NA	Intergenic	NA	148891	PDP1								
Interval_25186	chr5	94545980	94546216	+	0	NA	intron (KIAA0825, intron 2 of 20)	NA	72506	KIAA0825								
Interval_15187	chr19	7705712	7705989	+	0	NA	Intergenic	NA	-3704	FCER2								
Interval_4762	chr11	5683634	5683963	+	0	NA	intron (TRIM5, intron 1 of 7)	NA	1297	TRIM5								
Interval_31762	chr9	129178035	129178674	+	0	NA	promoter-TSS (IER5L)	NA	-93	IER5L								
Interval_20097	chr20	40323612	40323873	+	0	NA	Intergenic	NA	295443	LOC102724968								
Interval_25280	chr5	115168989	115170783	+	0	NA	promoter-TSS (TRIM36)	NA	10660	TRIM36								
Interval_20040	chr20	36836796	36836999	+	0	NA	intron (SOGA1, intron 2 of 14)	NA	22976	SOGA1								
Interval_14046	chr18	379743	380092	+	0	NA	intron (COLEC12, intron 2 of 5)	NA	-111858	THOC1								
Interval_12756	chr17	39226287	39226478	+	0	NA	promoter-TSS (STAC2)	NA	-595	STAC2								
Interval_27441	chr6	119349525	119350337	+	0	NA	promoter-TSS (MAN1A1)	NA	674	MAN1A1								
Interval_29879	chr8	47406677	47406866	+	0	NA	intron (SPIDR, intron 2 of 15)	NA	48919	SPIDR								
Interval_13900	chr17	81484278	81484894	+	0	NA	Intergenic	NA	28280	ACTG1								
Interval_13851	chr17	80832943	80833554	+	0	NA	intron (RPTOR, intron 9 of 33)	NA	-27616	RP11-28G8.1								
Interval_2819	chr1	212284617	212285643	+	0	NA	promoter-TSS (PPP2R5A)	NA	-407	PPP2R5A								
Interval_8623	chr14	50303835	50304111	+	0	NA	intron (L2HGDH, intron 1 of 10)	NA	-4027	MIR4504								
Interval_4106	chr10	96831780	96833211	+	0	NA	promoter-TSS (LCOR)	NA	-460	LCOR								
Interval_31343	chr9	99104528	99106026	+	0	NA	exon (TGFBR1, exon 1 of 8)	NA	147	TGFBR1								
Interval_19806	chr20	19759855	19760039	+	0	NA	intron (RIN2, intron 1 of 13)	NA	-1386	LOC100287166								
Interval_25215	chr5	98770502	98770664	+	0	NA	exon (RGMB, exon 1 of 4)	NA	959	RGMB								
Interval_6686	chr12	27022235	27022822	+	0	NA	promoter-TSS (MED21)	NA	6	MED21								
Interval_29076	chr7	134514589	134514784	+	0	NA	Intergenic	NA	-12911	AKR1B10								
Interval_16603	chr19	44927163	44927367	+	0	NA	intron (APOC1P1, intron 2 of 3)	NA	462	APOC1P1								
Interval_27689	chr6	153858610	153858836	+	0	NA	Intergenic	NA	-151773	OPRM1								
Interval_10238	chr15	90143198	90143360	+	0	NA	Intergenic	NA	31009	LOC102724576								
Interval_26587	chr6	30672920	30673254	+	0	NA	promoter-TSS (DHX16)	NA	-34	DHX16								
Interval_8991	chr14	87992625	87993484	+	0	NA	exon (GALC, exon 1 of 16)	NA	217	GALC								
Interval_5764	chr11	72813870	72815201	+	0	NA	exon (ATG16L2, exon 1 of 18)	NA	-9594	ATG16L2								
Interval_1544	chr1	92960500	92960678	+	0	NA	intron (FAM69A, intron 1 of 3)	NA	933	FAM69A								
Interval_23085	chr3	141853376	141853538	+	0	NA	Intergenic	NA	-23171	ATP1B3								
Interval_21941	chr3	12654719	12654910	+	0	NA	intron (RAF1, intron 1 of 13)	NA	9387	RAF1								
Interval_29560	chr8	20376264	20376426	+	0	NA	Intergenic	NA	-72364	LZTS1								
Interval_8308	chr13	102773563	102774132	+	0	NA	promoter-TSS (TEX30)	NA	-26	TEX30								
Interval_17832	chr2	43136962	43137233	+	0	NA	Intergenic	NA	-34652	LOC100506047								
Interval_24703	chr5	1385713	1386587	+	0	NA	Intergenic	NA	-6077	LOC100506791								
Interval_1958	chr1	150628940	150630188	+	0	NA	promoter-TSS (ENSA)	NA	58	ENSA								
Interval_26445	chr6	26520429	26521333	+	0	NA	promoter-TSS (TRNAL26)	NA	-327	TRNAL26								
Interval_32586	chrX	100413270	100413471	+	0	NA	Intergenic	NA	-3097	PCDH19								
Interval_9313	chr14	105489675	105492218	+	0	NA	promoter-TSS (C14orf80)	NA	-303	C14orf80								
Interval_10268	chr15	90781039	90781224	+	0	NA	intron (BLM, intron 13 of 22)	NA	63804	BLM								
Interval_1408	chr1	67685816	67686040	+	0	NA	intron (GADD45A, intron 1 of 2)	NA	751	GADD45A								
Interval_10984	chr16	29710405	29710641	+	0	NA	Intergenic	NA	31481	QPRT								
Interval_26546	chr6	29649632	29650389	+	0	NA	Intergenic	NA	-6971	MOG								
Interval_26216	chr6	11171688	11171879	+	0	NA	Intergenic	NA	-59945	ERVFRD-1								
Interval_2153	chr1	156054472	156055019	+	0	NA	promoter-TSS (UBQLN4)	NA	19	LAMTOR2								
Interval_19221	chr2	218733632	218733975	+	0	NA	intron (TTLL4, intron 1 of 18)	NA	22812	TTLL4								
Interval_18335	chr2	96257860	96258036	+	0	NA	intron (TMEM127, intron 2 of 3)	NA	8065	TMEM127								
Interval_19123	chr2	206159287	206160165	+	0	NA	promoter-TSS (NDUFS1)	NA	132	EEF1B2								
Interval_978	chr1	36157086	36157384	+	0	NA	intron (MAP7D1, intron 1 of 16)	NA	1270	MAP7D1								
Interval_23793	chr4	15659827	15660176	+	0	NA	promoter-TSS (FBXL5)	NA	-3664	FBXL5								
Interval_10905	chr16	27203057	27204060	+	0	NA	promoter-TSS (KDM8)	NA	-2631	KDM8								
Interval_29683	chr8	27614561	27614837	+	0	NA	exon (CLU, exon 1 of 9)	NA	-3262	CLU								
Interval_32883	chrY	20575363	20575900	+	0	NA	promoter-TSS (EIF1AY)	NA	-80	EIF1AY								
Interval_11891	chr17	500360	500575	+	0	NA	Intergenic	NA	-54527	FAM101B								
Interval_19711	chr20	5610547	5611388	+	0	NA	promoter-TSS (GPCPD1)	NA	29	GPCPD1								
Interval_6998	chr12	53757222	53757393	+	0	NA	promoter-TSS (CISTR)	NA	-273	CISTR								
Interval_11046	chr16	30558013	30558898	+	0	NA	promoter-TSS (ZNF764)	NA	-134	ZNF764								
Interval_28337	chr7	42946050	42946271	+	0	NA	Intergenic	NA	-13954	PSMA2								
Interval_21052	chr22	20507446	20507797	+	0	NA	promoter-TSS (MED15)	NA	-11185	MED15								
Interval_9339	chr14	106844671	106844954	+	0	NA	Intergenic	NA	362373	LINC00221								
Interval_18858	chr2	169573695	169574048	+	0	NA	promoter-TSS (FASTKD1)	NA	50	FASTKD1								
Interval_24382	chr4	139083868	139084591	+	0	NA	promoter-TSS (ELF2)	NA	41022	ELF2								
Interval_102	chr1	2227405	2228119	+	0	NA	promoter-TSS (SKI)	NA	-12740	SKI								
Interval_18958	chr2	180666287	180666478	+	0	NA	Intergenic	NA	-25722	SCHLAP1								
Interval_712	chr1	26820752	26820954	+	0	NA	Intergenic	NA	-5857	ZDHHC18								
Interval_11787	chr16	88854813	88855085	+	0	NA	intron (GALNS, intron 1 of 14)	NA	2017	GALNS								
Interval_28340	chr7	43363055	43363217	+	0	NA	intron (HECW1, intron 4 of 27)	NA	-62908	LOC102724903								
Interval_5137	chr11	47399986	47400670	+	0	NA	promoter-TSS (MIR4487)	NA	-642	MIR4487								
Interval_7924	chr12	132560915	132561498	+	0	NA	intron (FBRSL1, intron 5 of 16)	NA	9176	LOC100996573								
Interval_31160	chr9	78296827	78297407	+	0	NA	promoter-TSS (PSAT1)	NA	42	PSAT1								
Interval_30496	chr8	129435107	129435327	+	0	NA	Intergenic	NA	48871	MIR3686								
Interval_15675	chr19	15378930	15380551	+	0	NA	promoter-TSS (AKAP8)	NA	75	AKAP8								
Interval_2783	chr1	209675117	209675502	+	0	NA	promoter-TSS (G0S2)	NA	-16	G0S2								
Interval_19361	chr2	231666178	231666767	+	0	NA	Intergenic	NA	-42053	PTMA								
Interval_30616	chr8	141127763	141129058	+	0	NA	promoter-TSS (DENND3)	NA	-99	LOC101927963								
Interval_3052	chr1	230972871	230973062	+	0	NA	intron (TTC13, intron 1 of 17)	NA	5906	TTC13								
Interval_314	chr1	10693673	10693989	+	0	NA	intron (CASZ1, intron 4 of 15)	NA	632	CASZ1								
Interval_25721	chr5	155343619	155343804	+	0	NA	Intergenic	NA	330011	KIF4B								
Interval_11669	chr16	85610476	85610940	+	0	NA	promoter-TSS (GSE1)	NA	78274	GINS2								
Interval_32327	chrX	38805801	38806067	+	0	NA	exon (MID1IP1, exon 2 of 2)	NA	4502	MID1IP1								
Interval_11349	chr16	66515885	66516098	+	0	NA	intron (TK2, intron 6 of 7)	NA	34421	TK2								
Interval_20733	chr21	36134912	36135103	+	0	NA	promoter-TSS (CBR3)	NA	42	CBR3								
Interval_7057	chr12	55929383	55929908	+	0	NA	Intergenic	NA	-2383	DGKA								
Interval_14552	chr18	77131236	77131802	+	0	NA	intron (MBP, intron 1 of 7)	NA	-26233	MBP								
Interval_11798	chr16	88977158	88977585	+	0	NA	promoter-TSS (CBFA2T3)	NA	-36048	CBFA2T3								
Interval_1833	chr1	123187957	123188154	+	0	NA	Intergenic	NA	1668943	EMBP1								
Interval_630	chr1	25032290	25032481	+	0	NA	Intergenic	NA	8882	MIR4425								
Interval_12872	chr17	42288237	42288716	+	0	NA	promoter-TSS (STAT5A)	NA	420	STAT5A								
Interval_9172	chr14	100406635	100406818	+	0	NA	intron (WDR25, intron 2 of 6)	NA	30288	WDR25								
Interval_1938	chr1	150235905	150236459	+	0	NA	promoter-TSS (ANP32E)	NA	-28	ANP32E								
Interval_12737	chr17	39056707	39057142	+	0	NA	promoter-TSS (LOC100131347)	NA	-95	LOC100131347								
Interval_8230	chr13	60583263	60583560	+	0	NA	Intergenic	NA	-89544	LINC00378								
Interval_32312	chrX	30889087	30889778	+	0	NA	promoter-TSS (TAB3)	NA	-38	TAB3								
Interval_3281	chr10	5292319	5292654	+	0	NA	Intergenic	NA	-72527	UCN3								
Interval_3062	chr1	231528197	231528980	+	0	NA	promoter-TSS (TSNAX-DISC1)	NA	-65	TSNAX								
Interval_10884	chr16	24525300	24525589	+	0	NA	Intergenic	NA	-14101	RBBP6								
Interval_16309	chr19	38878040	38878564	+	0	NA	promoter-TSS (RINL)	NA	-23	RINL								
Interval_19769	chr20	16574774	16575236	+	0	NA	Intergenic	NA	-1584	KIF16B								
Interval_13775	chr17	78639510	78639770	+	0	NA	Intergenic	NA	-9470	LOC101928710								
Interval_18382	chr2	98444545	98445101	+	0	NA	promoter-TSS (INPP4A)	NA	-74141	INPP4A								
Interval_8512	chr14	24429548	24430753	+	0	NA	promoter-TSS (CBLN3)	NA	-333	KHNYN								
Interval_17254	chr19	55174990	55175173	+	0	NA	promoter-TSS (LOC102724352)	NA	-230	LOC102724352								
Interval_14598	chr18	79949878	79950110	+	0	NA	intron (PQLC1, intron 2 of 4)	NA	1670	PQLC1								
Interval_16661	chr19	45583987	45585351	+	0	NA	promoter-TSS (OPA3)	NA	195	OPA3								
Interval_192	chr1	6245666	6246538	+	0	NA	TTS (HES3)	NA	1910	HES3								
Interval_21221	chr22	29597206	29597782	+	0	NA	Intergenic	NA	-6062	NF2								
Interval_31709	chr9	128159372	128160716	+	0	NA	promoter-TSS (C9orf16)	NA	-216	C9orf16								
Interval_30443	chr8	124592920	124593260	+	0	NA	intron (MTSS1, intron 3 of 11)	NA	53988	NDUFB9								
Interval_10933	chr16	28291988	28292752	+	0	NA	promoter-TSS (SBK1)	NA	33650	SBK1								
Interval_12667	chr17	35795361	35795552	+	0	NA	exon (MMP28, exon 1 of 3)	NA	180	MMP28								
Interval_10288	chr15	91943014	91943425	+	0	NA	intron (SLCO3A1, intron 2 of 9)	NA	88908	SLCO3A1								
Interval_7774	chr12	122646757	122647086	+	0	NA	Intergenic	NA	56436	HCAR2								
Interval_2417	chr1	174159123	174159895	+	0	NA	promoter-TSS (RABGAP1L)	NA	95	RABGAP1L								
Interval_4961	chr11	30789407	30789608	+	0	NA	intron (LOC101928338, intron 2 of 2)	NA	47951	LOC101928338								
Interval_6824	chr12	48815386	48815570	+	0	NA	promoter-TSS (CACNB3)	NA	-956	LOC101927241								
Interval_737	chr1	27321901	27322574	+	0	NA	promoter-TSS (TMEM222)	NA	92	TMEM222								
Interval_4861	chr11	11841372	11842686	+	0	NA	promoter-TSS (LOC102724878)	NA	606	USP47								
Interval_469	chr1	17635849	17636187	+	0	NA	intron (ARHGEF10L, intron 18 of 28)	NA	17705	ARHGEF10L								
Interval_27096	chr6	52670893	52671417	+	0	NA	promoter-TSS (TMEM14A)	NA	69	TMEM14A								
Interval_23404	chr3	187130730	187130935	+	0	NA	intron (RPL39L, intron 1 of 2)	NA	8643	RPL39L								
Interval_21723	chr22	49462947	49463257	+	0	NA	Intergenic	NA	-21886	LOC101927775								
Interval_14822	chr19	2168706	2169385	+	0	NA	intron (DOT1L, intron 1 of 27)	NA	4885	DOT1L								
Interval_23328	chr3	183507074	183507250	+	0	NA	intron (KLHL6, intron 3 of 6)	NA	48549	KLHL6								
Interval_15299	chr19	10095762	10096729	+	0	NA	exon (ANGPTL6, exon 2 of 6)	NA	6643	ANGPTL6								
Interval_32073	chr9	137224778	137225214	+	0	NA	exon (C9orf169, exon 2 of 3)	NA	316	C9orf169								
Interval_13662	chr17	76268331	76268552	+	0	NA	intron (UBALD2, intron 2 of 2)	NA	3236	UBALD2								
Interval_17061	chr19	50777857	50778032	+	0	NA	Intergenic	NA	7480	GPR32								
Interval_25982	chr5	178730486	178731044	+	0	NA	promoter-TSS (ZNF354A)	NA	-63	ZNF354A								
Interval_10087	chr15	78375101	78375335	+	0	NA	Intergenic	NA	34894	CRABP1								
Interval_11267	chr16	56965131	56965315	+	0	NA	intron (CETP, intron 2 of 14)	NA	3260	CETP								
Interval_20594	chr21	20292981	20293183	+	0	NA	Intergenic	NA	510026	LINC00320								
Interval_26022	chr5	180292558	180292804	+	0	NA	promoter-TSS (MAPK9)	NA	-610	MAPK9								
Interval_26172	chr6	7202084	7202345	+	0	NA	intron (RREB1, intron 7 of 13)	NA	94361	RREB1								
Interval_10161	chr15	84654075	84654890	+	0	NA	promoter-TSS (WDR73)	NA	-192	WDR73								
Interval_27444	chr6	121653308	121653493	+	0	NA	Intergenic	NA	217801	GJA1								
Interval_3366	chr10	16186273	16186464	+	0	NA	Intergenic	NA	-97362	LOC102724039								
Interval_28498	chr7	72058634	72058796	+	0	NA	intron (CALN1, intron 2 of 3)	NA	278508	CALN1								
Interval_1614	chr1	100894606	100894890	+	0	NA	promoter-TSS (EXTL2)	NA	431	EXTL2								
Interval_25845	chr5	172688679	172688991	+	0	NA	exon (NEURL1B, exon 5 of 5)	NA	26613	MIR5003								
Interval_30301	chr8	103207949	103208217	+	0	NA	intron (BAALC, intron 1 of 1)	NA	-35943	RP11-318M2.2								
Interval_21354	chr22	37105292	37105454	+	0	NA	intron (TMPRSS6, intron 1 of 18)	NA	-1720	TMPRSS6								
Interval_12645	chr17	35119316	35120121	+	0	NA	exon (RAD51D, exon 1 of 10)	NA	151	RAD51D								
Interval_14094	chr18	5975268	5975488	+	0	NA	intron (L3MBTL4, intron 14 of 16)	NA	-79233	TMEM200C								
Interval_12961	chr17	44070410	44071544	+	0	NA	exon (G6PC3, exon 1 of 7)	NA	247	G6PC3								
Interval_7356	chr12	95431792	95431992	+	0	NA	intron (LOC101928779, intron 3 of 3)	NA	10574	LOC101928779								
Interval_23581	chr4	972882	974107	+	0	NA	promoter-TSS (DGKQ)	NA	66	DGKQ								
Interval_29368	chr7	159144571	159145501	+	0	NA	promoter-TSS (VIPR2)	NA	-577	VIPR2								
Interval_17622	chr2	25342291	25342752	+	0	NA	promoter-TSS (DNMT3A)	NA	69	DNMT3A								
Interval_27296	chr6	100464890	100465138	+	0	NA	promoter-TSS (SIM1)	NA	-1339	SIM1								
Interval_20057	chr20	37336387	37336979	+	0	NA	Intergenic	NA	-8002	SRC								
Interval_7375	chr12	96489379	96489598	+	0	NA	promoter-TSS (C12orf55)	NA	-89	C12orf55								
Interval_31198	chr9	88781920	88782100	+	0	NA	Intergenic	NA	-36105	MIR4289								
Interval_16936	chr19	49434957	49435148	+	0	NA	intron (SLC17A7, intron 3 of 11)	NA	6499	SLC17A7								
Interval_31481	chr9	113403732	113403931	+	0	NA	Intergenic	NA	-2493	ALAD								
Interval_17309	chr19	55809484	55809739	+	0	NA	promoter-TSS (NLRP11)	NA	-70	NLRP11								
Interval_27526	chr6	136290303	136290699	+	0	NA	promoter-TSS (BCLAF1)	NA	-650	BCLAF1								
Interval_27026	chr6	43891592	43891783	+	0	NA	intron (LOC100132354, intron 1 of 1)	NA	659	LOC100132354								
Interval_19381	chr2	232309681	232309872	+	0	NA	intron (DIS3L2, intron 14 of 20)	NA	-68758	ALPP								
Interval_3024	chr1	229508146	229508689	+	0	NA	promoter-TSS (NUP133)	NA	19	RP4-613A2.1								
Interval_20320	chr20	53579485	53579782	+	0	NA	intron (ZNF217, intron 4 of 6)	NA	14629	ZNF217								
Interval_16355	chr19	39818863	39819085	+	0	NA	Intergenic	NA	10828	MIR6719								
Interval_20624	chr21	27269761	27269961	+	0	NA	Intergenic	NA	-90675	LOC102724355								
Interval_3986	chr10	86225124	86225316	+	0	NA	intron (GRID1, intron 2 of 15)	NA	39568	MIR346								
Interval_26784	chr6	34757180	34757667	+	0	NA	exon (SNRPC, exon 1 of 6)	NA	329	SNRPC								
Interval_22384	chr3	49469552	49470833	+	0	NA	promoter-TSS (DAG1)	NA	60	DAG1								
Interval_5525	chr11	65873067	65873969	+	0	NA	promoter-TSS (EFEMP2)	NA	-584	EFEMP2								
Interval_30604	chr8	141001052	141001912	+	0	NA	promoter-TSS (PTK2)	NA	-80350	PTK2								
Interval_12204	chr17	8152229	8152757	+	0	NA	promoter-TSS (PER1)	NA	3912	PER1								
Interval_10897	chr16	25729311	25729498	+	0	NA	intron (HS3ST4, intron 1 of 1)	NA	37378	HS3ST4								
Interval_21157	chr22	25419564	25419853	+	0	NA	Intergenic	NA	-13313	LOC102724336								
Interval_27266	chr6	90586642	90587578	+	0	NA	exon (MAP3K7, exon 1 of 16)	NA	191	MAP3K7								
Interval_7660	chr12	119660297	119660469	+	0	NA	Intergenic	NA	-7573	PRKAB1								
Interval_1807	chr1	118185203	118185444	+	0	NA	promoter-TSS (SPAG17)	NA	-98	SPAG17								
Interval_18490	chr2	111119094	111119591	+	0	NA	Intergenic	NA	-1572	BCL2L11								
Interval_5001	chr11	34438519	34439176	+	0	NA	promoter-TSS (CAT)	NA	-78	CAT								
Interval_7733	chr12	121658855	121659196	+	0	NA	intron (MORN3, intron 2 of 5)	NA	13600	MORN3								
Interval_24821	chr5	34007643	34007889	+	0	NA	intron (C1QTNF3-AMACR, intron 6 of 8)	NA	349	AMACR								
Interval_13814	chr17	79843502	79843664	+	0	NA	Intergenic	NA	-4169	CBX4								
Interval_5860	chr11	77589349	77590069	+	0	NA	promoter-TSS (AQP11)	NA	74	AQP11								
Interval_4535	chr10	132331535	132332627	+	0	NA	promoter-TSS (LOC102724967)	NA	-29	LRRC27								
Interval_15323	chr19	10334561	10335294	+	0	NA	intron (ICAM3, intron 4 of 6)	NA	-1289	RAVER1								
Interval_25510	chr5	139637355	139637984	+	0	NA	Intergenic	NA	-42178	CXXC5								
Interval_17588	chr2	23926052	23926474	+	0	NA	intron (ATAD2B, intron 1 of 28)	NA	845	ATAD2B								
Interval_12819	chr17	40647450	40648481	+	0	NA	promoter-TSS (SMARCE1)	NA	-114	SMARCE1								
Interval_11381	chr16	67177993	67178503	+	0	NA	exon (KIAA0895L, exon 5 of 7)	NA	5032	NOL3								
Interval_3580	chr10	43574125	43574859	+	0	NA	promoter-TSS (ZNF239)	NA	122	ZNF239								
Interval_32297	chrX	24149530	24149743	+	0	NA	promoter-TSS (ZFX)	NA	18	ZFX-AS1								
Interval_16800	chr19	47713209	47713506	+	0	NA	promoter-TSS (EHD2)	NA	13	EHD2								
Interval_29315	chr7	155805066	155805282	+	0	NA	intron (SHH, intron 2 of 2)	NA	7099	SHH								
Interval_23167	chr3	154324167	154324857	+	0	NA	promoter-TSS (DHX36)	NA	-15	DHX36								
Interval_8637	chr14	51095015	51095613	+	0	NA	promoter-TSS (TRIM9)	NA	390	TRIM9								
Interval_9414	chr15	31870347	31871277	+	0	NA	promoter-TSS (OTUD7A)	NA	-140	OTUD7A								
Interval_14730	chr19	1241422	1242079	+	0	NA	promoter-TSS (ATP5D)	NA	0	ATP5D								
Interval_16596	chr19	44856707	44856999	+	0	NA	intron (PVRL2, intron 1 of 8)	NA	10717	PVRL2								
Interval_4971	chr11	32894061	32894543	+	0	NA	intron (QSER1, intron 1 of 12)	NA	-32676	QSER1								
Interval_32461	chrX	51743268	51743541	+	0	NA	promoter-TSS (GSPT2)	NA	19	GSPT2								
Interval_21832	chr3	4831045	4831534	+	0	NA	intron (ITPR1, intron 57 of 58)	NA	75212	BHLHE40-AS1								
Interval_12116	chr17	7042891	7043410	+	0	NA	intron (SLC16A11, intron 1 of 3)	NA	752	SLC16A11								
Interval_3904	chr10	76306857	76307176	+	0	NA	intron (C10orf11, intron 5 of 6)	NA	-580988	LOC101929328								
