PeakID (cmd=annotatePeaks.pl ZMYND8.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_17837	chr4	83240454	83240821	+	0	NA	Intergenic	NA	44166	COQ2								
Interval_9062	chr17	7133506	7133694	+	0	NA	Intergenic	NA	-18078	ASGR2								
Interval_5820	chr12	124616452	124616764	+	0	NA	Intergenic	NA	-9047	LOC101927436								
Interval_6018	chr13	32314610	32315060	+	0	NA	promoter-TSS (BRCA2)	NA	-645	BRCA2								
Interval_9251	chr17	17682202	17682728	+	0	NA	intron (RAI1, intron 1 of 5)	NA	992	RAI1								
Interval_4695	chr12	823362	823585	+	0	NA	intron (WNK1, intron 2 of 26)	NA	70880	WNK1								
Interval_13700	chr2	161160087	161161131	+	0	NA	promoter-TSS (TANK)	NA	23654	TANK								
Interval_12940	chr2	53767646	53767901	+	0	NA	promoter-TSS (CHAC2)	NA	-19	CHAC2								
Interval_21019	chr7	2734729	2735432	+	0	NA	intron (GNA12, intron 3 of 4)	NA	55558	AMZ1								
Interval_19820	chr6	26568782	26568963	+	0	NA	promoter-TSS (TRNAY10)	NA	14	TRNAY10								
Interval_1870	chr1	203674080	203674458	+	0	NA	intron (ATP2B4, intron 1 of 20)	NA	47482	ATP2B4								
Interval_1612	chr1	169041414	169041726	+	0	NA	intron (LINC00970, intron 3 of 4)	NA	45435	LINC00970								
Interval_3440	chr11	575707	576659	+	0	NA	promoter-TSS (PHRF1)	NA	-263	PHRF1								
Interval_7457	chr15	68818354	68819043	+	0	NA	intron (ANP32A, intron 1 of 5)	NA	2224	ANP32A								
Interval_419	chr1	26500786	26501369	+	0	NA	Intergenic	NA	28666	HMGN2								
Interval_10789	chr18	79951985	79952239	+	0	NA	promoter-TSS (PQLC1)	NA	-459	PQLC1								
Interval_10025	chr17	74689243	74689527	+	0	NA	intron (RAB37, intron 1 of 8)	NA	23615	CD300LF								
Interval_14013	chr2	218216832	218217267	+	0	NA	promoter-TSS (ARPC2)	NA	44	LOC101928487								
Interval_8659	chr16	75075213	75075465	+	0	NA	intron (ZNRF1, intron 1 of 4)	NA	41433	LDHD								
Interval_596	chr1	36374401	36374930	+	0	NA	intron (STK40, intron 1 of 11)	NA	11262	STK40								
Interval_21548	chr7	75938324	75938553	+	0	NA	intron (POR, intron 1 of 15)	NA	-5345	SNORA14A								
Interval_23413	chr8	144373744	144374335	+	0	NA	promoter-TSS (ADCK5)	NA	-13	ADCK5								
Interval_19666	chr6	14596463	14596660	+	0	NA	TTS (RP11-330A16.1)	NA	47428	RP11-330A16.1								
Interval_21888	chr7	128409689	128410188	+	0	NA	promoter-TSS (IMPDH1)	NA	-3968	IMPDH1								
Interval_12564	chr2	10665844	10666264	+	0	NA	intron (NOL10, intron 8 of 19)	NA	23933	NOL10								
Interval_10549	chr18	50308241	50308512	+	0	NA	Intergenic	NA	-20476	CXXC1								
Interval_3236	chr10	114938086	114938780	+	0	NA	exon (TRUB1, exon 1 of 8)	NA	240	TRUB1								
Interval_22382	chr8	26437704	26437874	+	0	NA	Intergenic	NA	47399	BNIP3L								
Interval_13468	chr2	120279743	120279968	+	0	NA	intron (RALB, intron 2 of 4)	NA	39785	RALB								
Interval_8961	chr17	2847832	2848243	+	0	NA	intron (RAP1GAP2, intron 2 of 24)	NA	-5918	RAP1GAP2								
Interval_18118	chr4	152425128	152425327	+	0	NA	intron (FBXW7, intron 2 of 3)	NA	64189	MIR3140								
Interval_16493	chr3	52384101	52384291	+	0	NA	intron (DNAH1, intron 52 of 77)	NA	25909	BAP1								
Interval_12613	chr2	18560455	18560783	+	0	NA	promoter-TSS (LOC102724898)	NA	74	RDH14								
Interval_19463	chr5	181188337	181188732	+	0	NA	promoter-TSS (TRNAV10)	NA	-46	TRNAV10								
Interval_19356	chr5	176447794	176448880	+	0	NA	promoter-TSS (FAF2)	NA	-18	FAF2								
Interval_22588	chr8	47369386	47370166	+	0	NA	intron (SPIDR, intron 1 of 15)	NA	89914	SPIDR								
Interval_4488	chr11	113675166	113675337	+	0	NA	Intergenic	NA	31122	TMPRSS5								
Interval_22095	chr7	155357832	155358022	+	0	NA	exon (BLACE, exon 6 of 6)	NA	10006	BLACE								
Interval_6069	chr13	44577186	44577992	+	0	NA	promoter-TSS (TSC22D1)	NA	-1161	TSC22D1								
Interval_6741	chr14	84475754	84475924	+	0	NA	Intergenic	NA	-561806	LOC102724338								
Interval_6696	chr14	77028156	77029094	+	0	NA	promoter-TSS (IRF2BPL)	NA	74	IRF2BPL								
Interval_11675	chr19	33373027	33374786	+	0	NA	promoter-TSS (CEBPG)	NA	237	CEBPG								
Interval_22283	chr8	19209501	19209674	+	0	NA	intron (RP11-1080G15.1, intron 3 of 4)	NA	35935	RP11-1080G15.1								
Interval_22734	chr8	66870549	66871176	+	0	NA	promoter-TSS (MCMDC2)	NA	86	MCMDC2								
Interval_13211	chr2	84971959	84972407	+	0	NA	exon (KCMF1, exon 1 of 7)	NA	298	KCMF1								
Interval_21705	chr7	100478657	100479488	+	0	NA	exon (TSC22D4, exon 1 of 5)	NA	207	TSC22D4								
Interval_13494	chr2	127898359	127898606	+	0	NA	Intergenic	NA	-12672	AMMECR1L								
Interval_4247	chr11	73308415	73308708	+	0	NA	promoter-TSS (ARHGEF17)	NA	-57	ARHGEF17								
Interval_5123	chr12	51323665	51324398	+	0	NA	exon (BIN2, exon 1 of 13)	NA	123	BIN2								
Interval_12552	chr2	10332186	10332902	+	0	NA	intron (HPCAL1, intron 1 of 4)	NA	29655	HPCAL1								
Interval_3285	chr10	120789771	120790004	+	0	NA	intron (WDR11-AS1, intron 1 of 2)	NA	61292	WDR11-AS1								
Interval_2744	chr10	69086857	69087069	+	0	NA	Intergenic	NA	-1109	SRGN								
Interval_20924	chr6	167699243	167699782	+	0	NA	Intergenic	NA	-17065	LOC401286								
Interval_20132	chr6	39229373	39229662	+	0	NA	promoter-TSS (KCNK5)	NA	-42	KCNK5								
Interval_20159	chr6	41895260	41895846	+	0	NA	promoter-TSS (USP49)	NA	-23916	USP49								
Interval_3998	chr11	64341848	64342244	+	0	NA	promoter-TSS (MIR7155)	NA	-142	MIR7155								
Interval_1680	chr1	179366157	179366401	+	0	NA	intron (AXDND1, intron 1 of 25)	NA	538	AXDND1								
Interval_10994	chr19	4066368	4067586	+	0	NA	promoter-TSS (ZBTB7A)	NA	-1245	ZBTB7A								
Interval_457	chr1	27489729	27489965	+	0	NA	intron (WASF2, intron 1 of 8)	NA	320	WASF2								
Interval_10685	chr18	68438527	68439457	+	0	NA	Intergenic	NA	276112	TMX3								
Interval_18197	chr4	176319608	176320678	+	0	NA	exon (SPCS3, exon 1 of 5)	NA	204	SPCS3								
Interval_14437	chr20	10338828	10339032	+	0	NA	Intergenic	NA	95309	MKKS								
Interval_12411	chr19	55587371	55587597	+	0	NA	Intergenic	NA	-6639	ZNF579								
Interval_3350	chr10	125161140	125161691	+	0	NA	promoter-TSS (CTBP2)	NA	-367	CTBP2								
Interval_14959	chr20	59940191	59940907	+	0	NA	promoter-TSS (PPP1R3D)	NA	-252	PPP1R3D								
Interval_4664	chr11	130916123	130916668	+	0	NA	promoter-TSS (SNX19)	NA	77	SNX19								
Interval_19749	chr6	24858108	24858562	+	0	NA	intron (FAM65B, intron 8 of 21)	NA	52835	FAM65B								
Interval_9821	chr17	58247865	58248056	+	0	NA	intron (LPO, intron 4 of 12)	NA	9534	LPO								
Interval_22920	chr8	97760756	97760952	+	0	NA	Intergenic	NA	-14727	LAPTM4B								
Interval_20474	chr6	106163774	106164813	+	0	NA	Intergenic	NA	77973	PRDM1								
Interval_11797	chr19	38869902	38870199	+	0	NA	exon (RINL, exon 9 of 12)	NA	8207	RINL								
Interval_8073	chr16	11133470	11133656	+	0	NA	intron (CLEC16A, intron 22 of 22)	NA	122619	SOCS1								
Interval_5751	chr12	121537953	121538143	+	0	NA	intron (KDM2B, intron 6 of 22)	NA	42411	KDM2B								
Interval_2615	chr10	44479451	44479737	+	0	NA	Intergenic	NA	-94497	CXCL12								
Interval_23859	chr9	99580030	99580220	+	0	NA	Intergenic	NA	-204868	NAMA								
Interval_6578	chr14	69043106	69043348	+	0	NA	Intergenic	NA	63545	ACTN1-AS1								
Interval_16127	chr3	23071828	23072067	+	0	NA	Intergenic	NA	-131346	UBE2E2								
Interval_8941	chr17	2049708	2050658	+	0	NA	promoter-TSS (MIR132)	NA	127	MIR212								
Interval_7153	chr15	42575042	42575718	+	0	NA	promoter-TSS (STARD9)	NA	-279	STARD9								
Interval_9779	chr17	55672664	55672858	+	0	NA	Intergenic	NA	59360	TMEM100								
Interval_2253	chr1	235900512	235900765	+	0	NA	Intergenic	NA	-33711	LYST								
Interval_1927	chr1	207320940	207322024	+	0	NA	promoter-TSS (CD55)	NA	10	CD55								
Interval_20190	chr6	42978835	42979396	+	0	NA	exon (PEX6, exon 1 of 17)	NA	128	PEX6								
Interval_3096	chr10	99731949	99732525	+	0	NA	promoter-TSS (COX15)	NA	36	CUTC								
Interval_10665	chr18	63099995	63100647	+	0	NA	Intergenic	NA	219059	BCL2								
Interval_14396	chr20	5056946	5057176	+	0	NA	Intergenic	NA	-43371	LOC102724905								
Interval_16986	chr3	141487039	141487666	+	0	NA	intron (RASA2, intron 1 of 23)	NA	303	RASA2								
Interval_3645	chr11	18012815	18013452	+	0	NA	promoter-TSS (SERGEF)	NA	29	SERGEF								
Interval_12137	chr19	48445596	48446119	+	0	NA	promoter-TSS (GRWD1)	NA	84	GRWD1								
Interval_20110	chr6	37257595	37257942	+	0	NA	promoter-TSS (TBC1D22B)	NA	16	TBC1D22B								
Interval_3760	chr11	45518847	45519522	+	0	NA	Intergenic	NA	146435	CHST1								
Interval_3731	chr11	36091294	36091567	+	0	NA	intron (LDLRAD3, intron 3 of 5)	NA	-13529	LOC101928510								
Interval_10382	chr18	10508555	10508750	+	0	NA	Intergenic	NA	-17224	NAPG								
Interval_2670	chr10	58267472	58267858	+	0	NA	exon (IPMK, exon 1 of 6)	NA	269	IPMK								
Interval_23948	chr9	110954877	110955102	+	0	NA	intron (LPAR1, intron 3 of 4)	NA	83096	LPAR1								
Interval_22492	chr8	37319536	37319762	+	0	NA	Intergenic	NA	12154	LOC100507403								
Interval_18535	chr5	56670047	56670342	+	0	NA	Intergenic	NA	-63962	LOC101928448								
Interval_4876	chr12	12600773	12601145	+	0	NA	Intergenic	NA	-10874	CREBL2								
Interval_23850	chr9	99086203	99086427	+	0	NA	Intergenic	NA	-18815	TGFBR1								
Interval_24599	chrX	40176408	40176732	+	0	NA	intron (BCOR, intron 1 of 14)	NA	-2652	LOC102724413								
Interval_4792	chr12	6873251	6873683	+	0	NA	promoter-TSS (SPSB2)	NA	-182	SPSB2								
Interval_17291	chr3	190617831	190618978	+	0	NA	intron (IL1RAP, intron 1 of 7)	NA	104353	IL1RAP								
Interval_15298	chr21	43818786	43819038	+	0	NA	Intergenic	NA	-6345	LOC284837								
Interval_16660	chr3	87227020	87227454	+	0	NA	promoter-TSS (MIR4795)	NA	-26	CHMP2B								
Interval_3188	chr10	109886036	109886370	+	0	NA	intron (XPNPEP1, intron 7 of 19)	NA	37350	XPNPEP1								
Interval_3039	chr10	95697489	95697659	+	0	NA	Intergenic	NA	-3431	TCTN3								
Interval_14399	chr20	5078467	5078855	+	0	NA	Intergenic	NA	34426	TMEM230								
Interval_5362	chr12	75511398	75511964	+	0	NA	promoter-TSS (KRR1)	NA	-43	KRR1								
Interval_16673	chr3	97972296	97972561	+	0	NA	promoter-TSS (MINA)	NA	-551	MINA								
Interval_10393	chr18	11980559	11981676	+	0	NA	promoter-TSS (IMPA2)	NA	-311	IMPA2								
Interval_9558	chr17	41678996	41679431	+	0	NA	Intergenic	NA	-9662	EIF1								
Interval_19847	chr6	27813851	27814455	+	0	NA	promoter-TSS (HIST1H2BM)	NA	587	HIST1H2AJ								
Interval_159	chr1	9950434	9950897	+	0	NA	intron (NMNAT1, intron 1 of 4)	NA	6751	NMNAT1								
Interval_16462	chr3	51384543	51385421	+	0	NA	promoter-TSS (MANF)	NA	-279	MANF								
Interval_14301	chr20	833450	834066	+	0	NA	promoter-TSS (FAM110A)	NA	61	FAM110A								
Interval_8993	chr17	4498676	4498921	+	0	NA	promoter-TSS (SPNS2)	NA	-30824	SPNS2								
Interval_5884	chr12	132439500	132439742	+	0	NA	intron (LOC101928629, intron 4 of 4)	NA	34531	LOC101928629								
Interval_15012	chr20	63657716	63658022	+	0	NA	promoter-TSS (RTEL1)	NA	59	RTEL1-TNFRSF6B								
Interval_17246	chr3	186242372	186242713	+	0	NA	exon (DGKG, exon 19 of 24)	NA	119692	DGKG								
Interval_24909	chrX	153926737	153927141	+	0	NA	promoter-TSS (ARHGAP4)	NA	-679	ARHGAP4								
Interval_9607	chr17	43360371	43361750	+	0	NA	Intergenic	NA	27838	LINC00910								
Interval_748	chr1	44806705	44809993	+	0	NA	promoter-TSS (BTBD19)	NA	644	BTBD19								
Interval_14248	chr2	240584552	240584979	+	0	NA	exon (CAPN10-AS1, exon 1 of 1)	NA	1551	CAPN10-AS1								
Interval_5163	chr12	53324819	53325000	+	0	NA	Intergenic	NA	-3601	AAAS								
Interval_23665	chr9	37903888	37904450	+	0	NA	exon (SLC25A51, exon 1 of 5)	NA	184	SLC25A51								
Interval_8253	chr16	28534585	28534800	+	0	NA	Intergenic	NA	4482	NUPR1								
Interval_15128	chr21	33059360	33059834	+	0	NA	intron (LINC00945, intron 2 of 4)	NA	1768	LINC00945								
Interval_23545	chr9	21444324	21444573	+	0	NA	Intergenic	NA	3994	IFNA1								
Interval_10722	chr18	76493813	76494274	+	0	NA	TTS (LOC101927989)	NA	1147	ZNF516								
Interval_5549	chr12	106289143	106289518	+	0	NA	Intergenic	NA	-13464	TCP11L2								
Interval_15678	chr22	38318357	38318546	+	0	NA	promoter-TSS (CSNK1E)	NA	-367	CSNK1E								
Interval_20524	chr6	110484413	110484741	+	0	NA	Intergenic	NA	-8144	SLC22A16								
Interval_6085	chr13	48037567	48038160	+	0	NA	exon (NUDT15, exon 1 of 3)	NA	296	NUDT15								
Interval_24672	chrX	49200095	49200419	+	0	NA	promoter-TSS (SYP)	NA	-55	SYP								
Interval_2949	chr10	84139166	84139986	+	0	NA	exon (GHITM, exon 1 of 9)	NA	147	GHITM								
Interval_9040	chr17	6575319	6575632	+	0	NA	Intergenic	NA	-32179	PITPNM3								
Interval_1790	chr1	197938917	197939109	+	0	NA	Intergenic	NA	26508	LHX9								
Interval_16963	chr3	136250187	136250779	+	0	NA	exon (PCCB, exon 1 of 13)	NA	158	PCCB								
Interval_13650	chr2	152594416	152594672	+	0	NA	intron (FMNL2, intron 9 of 26)	NA	122913	PRPF40A								
Interval_13699	chr2	161136812	161136982	+	0	NA	promoter-TSS (TANK)	NA	-58	TANK								
Interval_16542	chr3	56756135	56756542	+	0	NA	intron (ARHGEF3, intron 5 of 12)	NA	-73231	FAM208A								
Interval_22918	chr8	97643603	97644615	+	0	NA	promoter-TSS (MTDH)	NA	-38	MTDH								
Interval_19644	chr6	13561965	13562171	+	0	NA	Intergenic	NA	-12461	SIRT5								
Interval_5519	chr12	104138410	104138718	+	0	NA	promoter-TSS (NFYB)	NA	-1105	NFYB								
Interval_5945	chr13	24630992	24631431	+	0	NA	Intergenic	NA	-49200	ATP12A								
Interval_9790	chr17	56914859	56915072	+	0	NA	promoter-TSS (TRIM25)	NA	-917	TRIM25								
Interval_23431	chr8	144791667	144792763	+	0	NA	promoter-TSS (MIR6850)	NA	129	RPL8								
Interval_17602	chr4	33411299	33411561	+	0	NA	Intergenic	NA	568856	RP11-79E3.3								
Interval_868	chr1	58881627	58881856	+	0	NA	intron (LINC01135, intron 1 of 1)	NA	67322	LOC101926907								
Interval_2603	chr10	43408561	43408751	+	0	NA	promoter-TSS (HNRNPF)	NA	-11310	HNRNPF								
Interval_9875	chr17	61412278	61412619	+	0	NA	exon (C17orf82, exon 1 of 1)	NA	697	C17orf82								
Interval_19371	chr5	177307051	177307236	+	0	NA	TTS (PRELID1)	NA	3381	PRELID1								
Interval_9174	chr17	10152068	10152240	+	0	NA	intron (GAS7, intron 1 of 13)	NA	-115407	GAS7								
Interval_364	chr1	24744789	24745520	+	0	NA	promoter-TSS (CLIC4)	NA	-115	CLIC4								
Interval_18921	chr5	132490584	132491141	+	0	NA	promoter-TSS (IRF1)	NA	-89	IRF1								
Interval_17702	chr4	53365851	53366273	+	0	NA	promoter-TSS (SCFD2)	NA	13	SCFD2								
Interval_7054	chr15	32802452	32802741	+	0	NA	intron (FMN1, intron 18 of 20)	NA	-83731	LOC100131315								
Interval_8158	chr16	19523739	19524002	+	0	NA	promoter-TSS (CCP110)	NA	-9	CCP110								
Interval_8136	chr16	17258960	17259880	+	0	NA	exon (XYLT1, exon 3 of 12)	NA	124932	LOC102723692								
Interval_5064	chr12	47990432	47990619	+	0	NA	intron (COL2A1, intron 16 of 53)	NA	13977	COL2A1								
Interval_19341	chr5	173866329	173866805	+	0	NA	Intergenic	NA	-21761	CPEB4								
Interval_11971	chr19	44164683	44165338	+	0	NA	promoter-TSS (ZNF226)	NA	-86	ZNF226								
Interval_23836	chr9	98192661	98193093	+	0	NA	promoter-TSS (CORO2A)	NA	-19985	CORO2A								
Interval_14120	chr2	231056495	231057168	+	0	NA	promoter-TSS (PSMD1)	NA	-33	PSMD1								
Interval_993	chr1	88683485	88684843	+	0	NA	promoter-TSS (PKN2)	NA	-29	PKN2								
Interval_10409	chr18	13823967	13824180	+	0	NA	Intergenic	NA	-1471	MC5R								
Interval_8059	chr16	10738566	10739078	+	0	NA	Intergenic	NA	-4964	NUBP1								
Interval_24388	chr9	137605184	137605916	+	0	NA	promoter-TSS (ARRDC1)	NA	-6037	ARRDC1								
Interval_18736	chr5	94602610	94602863	+	0	NA	intron (KIAA0825, intron 1 of 4)	NA	15868	KIAA0825								
Interval_17461	chr4	2963236	2963801	+	0	NA	promoter-TSS (GRK4)	NA	-12	NOP14								
Interval_23153	chr8	127426989	127427294	+	0	NA	Intergenic	NA	-5798	LOC101930033								
Interval_10936	chr19	2478278	2478570	+	0	NA	TTS (GADD45B)	NA	2299	GADD45B								
Interval_21691	chr7	100088594	100089143	+	0	NA	promoter-TSS (COPS6)	NA	-92	COPS6								
Interval_16860	chr3	127299311	127299734	+	0	NA	Intergenic	NA	91148	RP11-88I21.2								
Interval_9645	chr17	44523289	44523462	+	0	NA	Intergenic	NA	-34069	FZD2								
Interval_9934	chr17	65154933	65155136	+	0	NA	intron (RGS9, intron 2 of 18)	NA	17696	RGS9								
Interval_18814	chr5	112976392	112977328	+	0	NA	exon (DCP2, exon 1 of 11)	NA	150	DCP2								
Interval_14314	chr20	1537730	1537992	+	0	NA	intron (SIRPD, intron 2 of 3)	NA	21118	SIRPD								
Interval_11200	chr19	10106123	10106711	+	0	NA	intron (PPAN-P2RY11, intron 1 of 12)	NA	194	PPAN								
Interval_18611	chr5	70401267	70401597	+	0	NA	Intergenic	NA	-13938	GTF2H2B								
Interval_20342	chr6	71250363	71250609	+	0	NA	Intergenic	NA	-38357	OGFRL1								
Interval_829	chr1	53945594	53946569	+	0	NA	promoter-TSS (LRRC42)	NA	-152	HSPB11								
Interval_24403	chrX	319354	319544	+	0	NA	promoter-TSS (GTPBP6)	NA	304	LINC00685								
Interval_14215	chr2	238170004	238170211	+	0	NA	TTS (ILKAP)	NA	7087	FAM132B								
Interval_7377	chr15	63600567	63601208	+	0	NA	promoter-TSS (USP3-AS1)	NA	-60	USP3-AS1								
Interval_16244	chr3	41117335	41118043	+	0	NA	Intergenic	NA	-106332	CTNNB1								
Interval_5232	chr12	56333400	56334634	+	0	NA	promoter-TSS (PAN2)	NA	36	PAN2								
Interval_21722	chr7	100887604	100887984	+	0	NA	TTS (UFSP1)	NA	1924	UFSP1								
Interval_20522	chr6	110421912	110422133	+	0	NA	Intergenic	NA	-6472	DDO								
Interval_1424	chr1	155085194	155085418	+	0	NA	exon (EFNA3, exon 2 of 5)	NA	6434	EFNA3								
Interval_16177	chr3	32106211	32106708	+	0	NA	promoter-TSS (GPD1L)	NA	-52	GPD1L								
Interval_2640	chr10	47553443	47553639	+	0	NA	promoter-TSS (BMS1P6)	NA	-18	BMS1P6								
Interval_20336	chr6	69796730	69797243	+	0	NA	exon (LMBRD1, exon 1 of 16)	NA	171	LMBRD1								
Interval_23621	chr9	34862059	34862408	+	0	NA	intron (LOC101929761, intron 2 of 3)	NA	23621	LOC101929761								
Interval_24465	chrX	10014957	10015261	+	0	NA	promoter-TSS (WWC3)	NA	-646	WWC3								
Interval_18126	chr4	153010321	153010491	+	0	NA	Intergenic	NA	-73356	LOC729870								
Interval_7258	chr15	51332301	51332570	+	0	NA	intron (CYP19A1, intron 1 of 10)	NA	-9220	GLDN								
Interval_921	chr1	67429682	67429996	+	0	NA	intron (SERBP1, intron 1 of 7)	NA	601	SERBP1								
Interval_8529	chr16	66516321	66516495	+	0	NA	intron (TK2, intron 6 of 7)	NA	33417	TK2								
Interval_9942	chr17	67211803	67211992	+	0	NA	intron (HELZ, intron 5 of 33)	NA	33334	HELZ								
Interval_8082	chr16	11345167	11345582	+	0	NA	promoter-TSS (RMI2)	NA	-80	RMI2								
Interval_11108	chr19	7104875	7105086	+	0	NA	Intergenic	NA	35520	ZNF557								
Interval_751	chr1	45152190	45152360	+	0	NA	intron (ZSWIM5, intron 1 of 13)	NA	54303	ZSWIM5								
Interval_24318	chr9	134725660	134725839	+	0	NA	intron (COL5A1, intron 4 of 65)	NA	83944	COL5A1								
Interval_20440	chr6	97049417	97049590	+	0	NA	intron (KLHL32, intron 4 of 6)	NA	124883	KLHL32								
Interval_14231	chr2	239339756	239339994	+	0	NA	intron (HDAC4, intron 2 of 26)	NA	11878	MIR2467								
Interval_19742	chr6	24494832	24495035	+	0	NA	promoter-TSS (ALDH5A1)	NA	-36	ALDH5A1								
Interval_2649	chr10	48714146	48714342	+	0	NA	intron (WDFY4, intron 2 of 35)	NA	29382	WDFY4								
Interval_3704	chr11	33891935	33892266	+	0	NA	promoter-TSS (LMO2)	NA	189	LMO2								
Interval_5355	chr12	73164314	73164601	+	0	NA	intron (RP11-314D7.2, intron 2 of 3)	NA	5267	RP11-314D7.2								
Interval_11835	chr19	40348232	40348776	+	0	NA	promoter-TSS (PLD3)	NA	-95	C19orf47								
Interval_21297	chr7	38275243	38275551	+	0	NA	intron (TARP, intron 1 of 3)	NA	1132	TARP								
Interval_22373	chr8	25385340	25385510	+	0	NA	intron (DOCK5, intron 40 of 50)	NA	39615	GNRH1								
Interval_15903	chr22	50538071	50538736	+	0	NA	Intergenic	NA	-3024	LOC102724608								
Interval_23766	chr9	92669818	92670578	+	0	NA	promoter-TSS (IPPK)	NA	67	IPPK								
Interval_4574	chr11	120344373	120344744	+	0	NA	intron (ARHGEF12, intron 1 of 40)	NA	7649	ARHGEF12								
Interval_8887	chr16	90034161	90034331	+	0	NA	intron (GAS8, intron 4 of 9)	NA	-4345	C16orf3								
Interval_13680	chr2	159326683	159327159	+	0	NA	intron (BAZ2B, intron 34 of 36)	NA	-40369	WDSUB1								
Interval_17952	chr4	109072634	109072882	+	0	NA	intron (COL25A1, intron 3 of 37)	NA	229885	COL25A1								
Interval_11398	chr19	14787263	14787435	+	0	NA	Intergenic	NA	-10267	EMR2								
Interval_13460	chr2	119387403	119387775	+	0	NA	Intergenic	NA	19914	DBI								
Interval_16944	chr3	132722286	132723086	+	0	NA	promoter-TSS (NPHP3-ACAD11)	NA	-227	NPHP3								
Interval_1841	chr1	202698317	202698652	+	0	NA	intron (SYT2, intron 1 of 8)	NA	11939	SYT2								
Interval_13149	chr2	73234172	73234420	+	0	NA	promoter-TSS (CCT7)	NA	60	CCT7								
Interval_19292	chr5	171168136	171168502	+	0	NA	intron (RANBP17, intron 14 of 27)	NA	-140965	TLX3								
Interval_14258	chr2	241150738	241150991	+	0	NA	promoter-TSS (PASK)	NA	1206	PPP1R7								
Interval_13122	chr2	70301499	70301689	+	0	NA	exon (FAM136A, exon 2 of 4)	NA	462	FAM136A								
Interval_12576	chr2	11374594	11374832	+	0	NA	Intergenic	NA	-19268	LINC00570								
Interval_19211	chr5	156479899	156480188	+	0	NA	intron (SGCD, intron 3 of 8)	NA	153286	SGCD								
Interval_24589	chrX	39860538	39860836	+	0	NA	Intergenic	NA	23126	MIR1587								
Interval_15829	chr22	45240799	45241245	+	0	NA	promoter-TSS (KIAA0930)	NA	-28556	KIAA0930								
Interval_15850	chr22	46267832	46268020	+	0	NA	promoter-TSS (TTC38)	NA	-38	TTC38								
Interval_9708	chr17	48047661	48048298	+	0	NA	promoter-TSS (NFE2L1)	NA	-801	NFE2L1								
Interval_298	chr1	20223250	20223440	+	0	NA	Intergenic	NA	35471	UBXN10								
Interval_17678	chr4	47914273	47914924	+	0	NA	promoter-TSS (NFXL1)	NA	-41	NFXL1								
Interval_6930	chr14	102768272	102768546	+	0	NA	Intergenic	NA	-9070	TRAF3								
