PeakID (cmd=annotatePeaks.pl MEF2C.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4642	chr9	99819366	99820309	+	0	NA	promoter-TSS (RP11-554F20.1)	NA	52	RP11-554F20.1								
Interval_3769	chr6	41934865	41935028	+	0	NA	TTS (CCND3)	NA	13719	BYSL								
Interval_3711	chr6	15151380	15151664	+	0	NA	Intergenic	NA	-94453	JARID2								
Interval_2602	chr20	3152098	3152320	+	0	NA	intron (FASTKD5, intron 1 of 1)	NA	7677	FASTKD5								
Interval_2507	chr2	202091477	202091710	+	0	NA	intron (LOC100652824, intron 3 of 23)	NA	18340	LOC100652824								
Interval_2082	chr19	28794415	28794536	+	0	NA	Intergenic	NA	-161747	LOC101927210								
Interval_4749	chrUn_KI270333v1	1581	1690	+	0	NA	NA	NA	NA	NA								
Interval_4447	chr8	104361286	104361731	+	0	NA	Intergenic	NA	21712	DCSTAMP								
Interval_3306	chr4	84232892	84233126	+	0	NA	intron (LOC101928978, intron 5 of 8)	NA	51318	LOC101928978								
Interval_282	chr1	167146204	167146342	+	0	NA	Intergenic	NA	49532	LOC101928484								
Interval_2624	chr20	11217724	11217912	+	0	NA	Intergenic	NA	55565	LOC339593								
Interval_268	chr1	161014183	161014435	+	0	NA	intron (F11R, intron 1 of 9)	NA	7034	F11R								
Interval_1627	chr16	59259932	59260291	+	0	NA	Intergenic	NA	495080	APOOP5								
Interval_3906	chr6	141483644	141484080	+	0	NA	Intergenic	NA	604937	NMBR								
Interval_904	chr12	24998117	24998307	+	0	NA	promoter-TSS (C12orf77)	NA	-773	C12orf77								
Interval_461	chr1	245674007	245674255	+	0	NA	intron (KIF26B, intron 10 of 14)	NA	-436862	LOC101928089								
Interval_3948	chr6	163339169	163339439	+	0	NA	exon (DKFZp451B082, exon 4 of 4)	NA	7729	DKFZp451B082								
Interval_4750	chrUn_KI270336v1	84	193	+	0	NA	NA	NA	NA	NA								
Interval_4542	chr8	141417719	141418015	+	0	NA	intron (PTP4A3, intron 1 of 5)	NA	-3521	PTP4A3								
Interval_4794	chrX	19924478	19924641	+	0	NA	intron (CXorf23, intron 10 of 11)	NA	-36933	SH3KBP1								
Interval_894	chr12	17752724	17752840	+	0	NA	Intergenic	NA	79483	MIR3974								
Interval_316	chr1	184867141	184867353	+	0	NA	intron (FAM129A, intron 5 of 13)	NA	107339	FAM129A								
Interval_2799	chr22	11369737	11369867	+	0	NA	Intergenic	NA	-424797	LOC102723780								
Interval_1481	chr15	86162311	86162664	+	0	NA	intron (AGBL1, intron 4 of 23)	NA	20476	AGBL1								
Interval_3749	chr6	34183262	34183481	+	0	NA	Intergenic	NA	-53502	HMGA1								
Interval_3628	chr5	151647260	151647603	+	0	NA	Intergenic	NA	-29514	CTB-113P19.1								
Interval_1058	chr12	111432488	111432751	+	0	NA	intron (SH2B3, intron 2 of 7)	NA	-12269	SH2B3								
Interval_3402	chr4	169952694	169952810	+	0	NA	intron (RP11-205M3.3, intron 1 of 4)	NA	23150	RP11-205M3.3								
Interval_412	chr1	225755378	225755567	+	0	NA	Intergenic	NA	-22341	SRP9								
Interval_4785	chrX	9089950	9090121	+	0	NA	Intergenic	NA	-56914	FAM9B								
Interval_4644	chr9	100526282	100526448	+	0	NA	intron (TMEFF1, intron 5 of 9)	NA	-51714	MURC								
Interval_364	chr1	206890707	206890906	+	0	NA	Intergenic	NA	-6637	IL24								
Interval_4031	chr7	29328799	29328915	+	0	NA	intron (CHN2, intron 1 of 12)	NA	-119887	LOC102724484								
Interval_3515	chr5	80091865	80091982	+	0	NA	Intergenic	NA	-8258	CTD-2201I18.1								
Interval_1831	chr17	74528576	74528811	+	0	NA	intron (CD300LB, intron 1 of 3)	NA	2678	CD300LB								
Interval_2430	chr2	144682368	144682532	+	0	NA	intron (TEX41, intron 1 of 4)	NA	14483	TEX41								
Interval_3280	chr4	52143784	52144040	+	0	NA	Intergenic	NA	-91512	SGCB								
Interval_3802	chr6	67896554	67896887	+	0	NA	Intergenic	NA	-144203	LOC102723883								
Interval_3708	chr6	15063505	15063784	+	0	NA	Intergenic	NA	-182331	JARID2								
Interval_666	chr10	132517261	132517651	+	0	NA	Intergenic	NA	5113	LINC01165								
Interval_1060	chr12	111994745	111995093	+	0	NA	intron (TMEM116, intron 3 of 10)	NA	11321	TMEM116								
Interval_4643	chr9	100111292	100111519	+	0	NA	intron (INVS, intron 2 of 17)	NA	12220	INVS								
Interval_270	chr1	161185355	161185560	+	0	NA	Intergenic	NA	-7489	B4GALT3								
Interval_3873	chr6	119166437	119166706	+	0	NA	Intergenic	NA	-17378	FAM184A								
Interval_599	chr10	89992683	89992834	+	0	NA	Intergenic	NA	-35385	RP11-478K7.2								
Interval_3469	chr5	40413801	40414068	+	0	NA	Intergenic	NA	-267017	PTGER4								
Interval_4008	chr7	22584339	22584493	+	0	NA	Intergenic	NA	-7336	LOC102724162								
Interval_2947	chr3	27977074	27977240	+	0	NA	Intergenic	NA	-143021	LOC100996624								
Interval_3527	chr5	89271510	89271839	+	0	NA	Intergenic	NA	382366	MEF2C-AS1								
Interval_1662	chr16	81514058	81514375	+	0	NA	intron (CMIP, intron 1 of 20)	NA	-19686	MIR7854								
Interval_1006	chr12	90404147	90404301	+	0	NA	Intergenic	NA	-271098	LOC102724834								
Interval_3464	chr5	35127825	35127988	+	0	NA	intron (PRLR, intron 1 of 9)	NA	-9784	PRLR								
Interval_2903	chr3	9397399	9397549	+	0	NA	promoter-TSS (SETD5)	NA	16	THUMPD3-AS1								
Interval_3516	chr5	80399801	80399995	+	0	NA	Intergenic	NA	-7672	ZFYVE16								
Interval_1885	chr18	24004284	24004480	+	0	NA	intron (LOC102724246, intron 1 of 2)	NA	2111	LOC102724246								
Interval_3171	chr3	179852262	179852502	+	0	NA	intron (PEX5L, intron 8 of 14)	NA	-47155	RP11-791G22.1								
Interval_532	chr10	50325470	50325673	+	0	NA	intron (SGMS1, intron 8 of 10)	NA	-76961	ASAH2								
Interval_2006	chr19	4654778	4654977	+	0	NA	exon (TNFAIP8L1, exon 2 of 2)	NA	14860	TNFAIP8L1								
Interval_665	chr10	132421382	132421865	+	0	NA	Intergenic	NA	-23587	C10orf91								
Interval_4232	chr8	10820463	10820626	+	0	NA	intron (PINX1, intron 5 of 6)	NA	4899	MIR1322								
Interval_1163	chr13	78102464	78102678	+	0	NA	intron (RNF219-AS1, intron 1 of 5)	NA	47716	RNF219-AS1								
Interval_118	chr1	56832008	56832223	+	0	NA	Intergenic	NA	-5195	LOC101929757								
Interval_2845	chr22	31944185	31944610	+	0	NA	promoter-TSS (YWHAH)	NA	-96	YWHAH								
Interval_2523	chr2	212158047	212158437	+	0	NA	intron (ERBB4, intron 1 of 26)	NA	268118	MIR548F2								
Interval_1651	chr16	77408731	77408962	+	0	NA	intron (ADAMTS18, intron 3 of 22)	NA	-45004	ADAMTS18								
Interval_3334	chr4	113899851	113900030	+	0	NA	TTS (ARSJ)	NA	70908	LOC102723905								
Interval_2137	chr19	45792860	45793002	+	0	NA	promoter-TSS (DMWD)	NA	-129	DMWD								
Interval_3643	chr5	162821798	162822037	+	0	NA	Intergenic	NA	-615654	CCNG1								
Interval_107	chr1	47424499	47424729	+	0	NA	Intergenic	NA	8542	FOXE3								
Interval_2024	chr19	7544682	7544844	+	0	NA	intron (PNPLA6, intron 16 of 34)	NA	10611	PNPLA6								
Interval_2127	chr19	44587908	44588165	+	0	NA	Intergenic	NA	-25868	IGSF23								
Interval_2851	chr22	34849374	34849517	+	0	NA	Intergenic	NA	-216692	ISX								
Interval_273	chr1	163321777	163321976	+	0	NA	promoter-TSS (NUF2)	NA	-57	NUF2								
Interval_4860	chrY	13381488	13381729	+	0	NA	intron (UTY, intron 4 of 23)	NA	99062	UTY								
Interval_4708	chr9	129253262	129253524	+	0	NA	Intergenic	NA	-29055	RP11-344B5.2								
Interval_3437	chr5	6645586	6645922	+	0	NA	intron (SRD5A1, intron 1 of 5)	NA	12367	SRD5A1								
Interval_277	chr1	164503150	164503259	+	0	NA	Intergenic	NA	-56156	PBX1								
Interval_918	chr12	33588091	33588312	+	0	NA	Intergenic	NA	-148382	SYT10								
Interval_4806	chrX	39772228	39772360	+	0	NA	Intergenic	NA	-65268	MIR1587								
Interval_1828	chr17	74466439	74466624	+	0	NA	promoter-TSS (CD300A)	NA	-114	CD300A								
Interval_3915	chr6	148550727	148550867	+	0	NA	exon (SASH1, exon 21 of 21)	NA	-196338	UST								
Interval_495	chr10	26090082	26090280	+	0	NA	intron (MYO3A, intron 15 of 34)	NA	-126126	GAD2								
Interval_4436	chr8	99166535	99166700	+	0	NA	intron (VPS13B, intron 15 of 19)	NA	153351	VPS13B								
Interval_2830	chr22	27612167	27612412	+	0	NA	Intergenic	NA	189209	MN1								
Interval_4123	chr7	96693615	96693789	+	0	NA	intron (SHFM1, intron 2 of 2)	NA	16189	SHFM1								
Interval_1456	chr15	75125177	75125509	+	0	NA	Intergenic	NA	-76537	C15orf39								
Interval_4828	chrX	81205627	81205805	+	0	NA	intron (SH3BGRL, intron 1 of 3)	NA	3912	SH3BGRL								
Interval_4792	chrX	18668502	18668764	+	0	NA	intron (RS1, intron 1 of 5)	NA	3470	RS1								
Interval_1188	chr14	20180498	20180740	+	0	NA	Intergenic	NA	-16717	OR11G2								
Interval_4747	chrUn_KI270330v1	1378	1591	+	0	NA	NA	NA	NA	NA								
Interval_1419	chr15	63893032	63893408	+	0	NA	Intergenic	NA	-22201	MIR422A								
Interval_892	chr12	16358972	16359170	+	0	NA	intron (MGST1, intron 3 of 3)	NA	11293	MGST1								
Interval_3795	chr6	55047570	55047686	+	0	NA	Intergenic	NA	-126645	HCRTR2								
Interval_2154	chr19	48873010	48873303	+	0	NA	intron (PPP1R15A, intron 1 of 2)	NA	764	PPP1R15A								
Interval_2337	chr2	71277153	71277356	+	0	NA	intron (ZNF638, intron 1 of 26)	NA	-50151	PAIP2B								
Interval_2250	chr2	28625212	28625557	+	0	NA	intron (PLB1, intron 49 of 56)	NA	110841	LOC100505774								
Interval_1283	chr14	83632456	83632653	+	0	NA	Intergenic	NA	281479	LOC102724338								
Interval_2361	chr2	94653741	94653989	+	0	NA	Intergenic	NA	65720	LOC100509620								
Interval_1685	chr17	1607343	1607623	+	0	NA	intron (SLC43A2, intron 5 of 13)	NA	20892	SLC43A2								
Interval_4245	chr8	17849890	17850059	+	0	NA	Intergenic	NA	40763	LOC101930275								
Interval_4734	chrM	3088	3926	+	0	NA	promoter-TSS (TRNI)	NA	277	TRNL1								
Interval_1372	chr15	45653891	45654066	+	0	NA	intron (SQRDL, intron 1 of 9)	NA	19238	SQRDL								
Interval_4269	chr8	23761544	23761790	+	0	NA	Intergenic	NA	-34708	LOC101929258								
Interval_539	chr10	59578135	59578267	+	0	NA	Intergenic	NA	131690	SLC16A9								
Interval_263	chr1	157944598	157945050	+	0	NA	Intergenic	NA	-48449	KIRREL								
Interval_1567	chr16	27729517	27729825	+	0	NA	intron (KIAA0556, intron 6 of 19)	NA	-10642	LOC100128079								
Interval_322	chr1	188240875	188241108	+	0	NA	Intergenic	NA	1094542	LOC101929766								
Interval_4193	chr7	151028751	151028886	+	0	NA	intron (ABCB8, intron 1 of 14)	NA	396	ABCB8								
Interval_1553	chr16	20822514	20822729	+	0	NA	intron (LOC81691, intron 6 of 19)	NA	-16148	ERI2								
Interval_2482	chr2	181077168	181077356	+	0	NA	Intergenic	NA	-46575	AC104820.2								
Interval_2846	chr22	32020231	32020634	+	0	NA	Intergenic	NA	-22600	SLC5A1								
Interval_384	chr1	212558729	212559165	+	0	NA	Intergenic	NA	13257	RP11-61J19.3								
Interval_216	chr1	124421010	124421135	+	0	NA	Intergenic	NA	2901960	EMBP1								
Interval_2844	chr22	31674216	31674527	+	0	NA	Intergenic	NA	-45061	PISD								
Interval_2842	chr22	31293679	31294030	+	0	NA	Intergenic	NA	-1320	PIK3IP1								
Interval_4165	chr7	129561934	129562201	+	0	NA	Intergenic	NA	-49647	NRF1								
Interval_716	chr11	35992697	35992841	+	0	NA	intron (LDLRAD3, intron 1 of 5)	NA	-17329	MIR3973								
Interval_4675	chr9	114482704	114482938	+	0	NA	intron (DFNB31, intron 1 of 7)	NA	20394	DFNB31								
Interval_1085	chr12	122726061	122726271	+	0	NA	Intergenic	NA	4416	HCAR1								
Interval_3776	chr6	43977597	43977722	+	0	NA	Intergenic	NA	-22941	C6orf223								
Interval_1077	chr12	121190646	121190946	+	0	NA	Intergenic	NA	-19065	P2RX4								
Interval_4224	chr8	9088966	9089229	+	0	NA	Intergenic	NA	40644	MIR4660								
Interval_1906	chr18	40738453	40738657	+	0	NA	Intergenic	NA	672269	RP11-653G8.2								
Interval_2959	chr3	34728167	34728287	+	0	NA	Intergenic	NA	176678	LOC102724048								
Interval_704	chr11	31254486	31254651	+	0	NA	Intergenic	NA	115242	DCDC1								
Interval_4639	chr9	99712285	99712450	+	0	NA	intron (RP11-554F20.1, intron 3 of 6)	NA	107522	RP11-554F20.1								
Interval_3925	chr6	154355172	154355399	+	0	NA	intron (IPCEF1, intron 1 of 11)	NA	-7041	IPCEF1								
Interval_3002	chr3	49444061	49444329	+	0	NA	Intergenic	NA	-14871	NICN1								
Interval_1351	chr15	31004383	31004695	+	0	NA	intron (TRPM1, intron 27 of 27)	NA	-12935	MTMR10								
Interval_3442	chr5	10797411	10797593	+	0	NA	Intergenic	NA	-11980	LOC102723441								
Interval_2134	chr19	45439709	45440132	+	0	NA	intron (ERCC1, intron 1 of 8)	NA	3266	MIR6088								
Interval_1231	chr14	58139201	58139388	+	0	NA	exon (C14orf37, exon 2 of 5)	NA	12945	C14orf37								
Interval_857	chr12	1533763	1533879	+	0	NA	Intergenic	NA	33330	LINC00942								
Interval_4353	chr8	54667501	54667617	+	0	NA	Intergenic	NA	51492	RP1								
Interval_4746	chrUn_GL000220v1	144752	144875	+	0	NA	intron (LOC102723515, intron 1 of 1)	NA	1288	LOC102723515								
Interval_3647	chr5	165188648	165188846	+	0	NA	Intergenic	NA	718468	LOC102546299								
Interval_3676	chr6	2841873	2842112	+	0	NA	promoter-TSS (SERPINB1)	NA	57	SERPINB1								
Interval_2778	chr21	38979787	38979916	+	0	NA	Intergenic	NA	-2077	AF064858.7								
Interval_4325	chr8	42346804	42346983	+	0	NA	intron (POLB, intron 2 of 9)	NA	8403	POLB								
Interval_1516	chr16	1706101	1706271	+	0	NA	promoter-TSS (MAPK8IP3)	NA	3	MAPK8IP3								
Interval_169	chr1	93704193	93704314	+	0	NA	intron (BCAR3, intron 3 of 13)	NA	10170	LOC102723480								
Interval_2802	chr22	15780068	15780184	+	0	NA	Intergenic	NA	90100	POTEH								
Interval_2136	chr19	45515151	45515339	+	0	NA	intron (VASP, intron 1 of 12)	NA	7815	VASP								
Interval_3831	chr6	89690092	89690219	+	0	NA	intron (MDN1, intron 25 of 62)	NA	51638	LOC101929057								
Interval_1246	chr14	64633217	64633458	+	0	NA	Intergenic	NA	-70533	PLEKHG3								
Interval_3122	chr3	141337314	141337635	+	0	NA	intron (ZBTB38, intron 1 of 7)	NA	74855	ACPL2								
Interval_2659	chr20	32603148	32603433	+	0	NA	intron (LOC149950, intron 2 of 2)	NA	15811	LOC149950								
Interval_1990	chr19	1895799	1895921	+	0	NA	Intergenic	NA	-9512	ADAT3								
Interval_66	chr1	30888605	30888726	+	0	NA	intron (SDC3, intron 1 of 4)	NA	19968	SDC3								
Interval_4104	chr7	84900229	84900535	+	0	NA	Intergenic	NA	221549	SEMA3D								
Interval_3737	chr6	27806988	27807180	+	0	NA	TTS (HIST1H2BL)	NA	847	HIST1H2BL								
Interval_1403	chr15	58331721	58332391	+	0	NA	Intergenic	NA	-82076	LOC101928635								
Interval_3101	chr3	128793406	128793569	+	0	NA	intron (RAB7A, intron 1 of 5)	NA	67351	RAB7A								
Interval_4678	chr9	114852191	114852450	+	0	NA	Intergenic	NA	-46192	TNFSF15								
Interval_3569	chr5	126713163	126713396	+	0	NA	Intergenic	NA	42433	LOC102723557								
Interval_4452	chr8	106758029	106758394	+	0	NA	Intergenic	NA	12033	ABRA								
Interval_2467	chr2	170408582	170408754	+	0	NA	intron (MYO3B, intron 22 of 35)	NA	-57557	LOC101929753								
Interval_4762	chrX	1026447	1026569	+	0	NA	Intergenic	NA	186128	CRLF2								
Interval_4218	chr8	6291839	6292219	+	0	NA	Intergenic	NA	114519	LOC100287015								
Interval_2954	chr3	30805026	30805354	+	0	NA	intron (GADL1, intron 11 of 14)	NA	89471	GADL1								
Interval_2931	chr3	17573394	17573676	+	0	NA	intron (TBC1D5, intron 1 of 21)	NA	169102	TBC1D5								
Interval_2553	chr2	224951779	224952068	+	0	NA	intron (DOCK10, intron 1 of 57)	NA	30599	DOCK10								
Interval_137	chr1	66531133	66531325	+	0	NA	Intergenic	NA	-2727	SGIP1								
Interval_309	chr1	182575780	182575918	+	0	NA	intron (RNASEL, intron 6 of 6)	NA	13410	RNASEL								
Interval_4638	chr9	99368216	99368783	+	0	NA	intron (NAMA, intron 3 of 5)	NA	6758	NAMA								
Interval_675	chr11	3036525	3036731	+	0	NA	intron (CARS, intron 6 of 21)	NA	20823	CARS								
Interval_3613	chr5	147404212	147404567	+	0	NA	intron (DPYSL3, intron 8 of 13)	NA	49308	DPYSL3								
Interval_3470	chr5	40486641	40487281	+	0	NA	Intergenic	NA	-193990	PTGER4								
Interval_3695	chr6	11853872	11854131	+	0	NA	Intergenic	NA	14146	LOC102724379								
Interval_4776	chrX	2145974	2146317	+	0	NA	Intergenic	NA	-182583	LOC101928070								
Interval_347	chr1	203175814	203176107	+	0	NA	promoter-TSS (MYBPH)	NA	-146	MYBPH								
Interval_3756	chr6	36622272	36622559	+	0	NA	promoter-TSS (MIR3925)	NA	86	MIR3925								
Interval_1830	chr17	74520743	74521012	+	0	NA	TTS (CD300LB)	NA	10494	CD300LB								
Interval_1687	chr17	2158072	2158315	+	0	NA	intron (SMG6, intron 5 of 10)	NA	-74268	LOC101927839								
Interval_37	chr1	17640500	17640802	+	0	NA	TTS (ARHGEF10L)	NA	22338	ARHGEF10L								
Interval_1544	chr16	17319436	17319716	+	0	NA	intron (XYLT1, intron 2 of 11)	NA	151305	XYLT1								
Interval_3118	chr3	138348382	138348708	+	0	NA	promoter-TSS (MRAS)	NA	-305	MRAS								
Interval_542	chr10	60032862	60033139	+	0	NA	intron (ANK3, intron 45 of 45)	NA	-72087	C10orf40								
Interval_602	chr10	92101400	92101638	+	0	NA	intron (CPEB3, intron 7 of 9)	NA	141760	CPEB3								
Interval_1970	chr18	77055081	77055314	+	0	NA	intron (MBP, intron 2 of 7)	NA	50089	MBP								
Interval_3168	chr3	177603377	177603562	+	0	NA	intron (LINC00578, intron 2 of 3)	NA	161548	LINC00578								
Interval_3658	chr5	172410221	172410337	+	0	NA	intron (SH3PXD2B, intron 2 of 12)	NA	44244	SH3PXD2B								
Interval_4015	chr7	24778982	24779328	+	0	NA	Intergenic	NA	-21135	DFNA5								
Interval_3385	chr4	153916657	153916784	+	0	NA	Intergenic	NA	-127644	SFRP2								
Interval_4772	chrX	1763466	1763634	+	0	NA	Intergenic	NA	148417	ASMT								
Interval_571	chr10	73469593	73469942	+	0	NA	intron (PPP3CB, intron 8 of 12)	NA	-25988	LOC101929145								
Interval_222	chr1	143251696	143251806	+	0	NA	Intergenic	NA	52585	LOC101929814								
Interval_2720	chr20	62732430	62732605	+	0	NA	intron (NTSR1, intron 1 of 3)	NA	23680	NTSR1								
Interval_3958	chr6	168007512	168007796	+	0	NA	intron (KIF25, intron 4 of 12)	NA	8801	KIF25								
Interval_155	chr1	82795640	82795952	+	0	NA	Intergenic	NA	190412	RP11-170N11.1								
Interval_486	chr10	14953635	14953835	+	0	NA	promoter-TSS (MEIG1)	NA	372	DCLRE1C								
Interval_2521	chr2	209845764	209846004	+	0	NA	intron (UNC80, intron 21 of 63)	NA	73891	UNC80								
Interval_1589	chr16	34592018	34592142	+	0	NA	Intergenic	NA	160088	LOC102724523								
Interval_362	chr1	206753237	206753412	+	0	NA	Intergenic	NA	19170	IL10								
Interval_83	chr1	38375415	38375606	+	0	NA	Intergenic	NA	-160743	RP11-214L19.1								
Interval_3837	chr6	99593148	99593264	+	0	NA	Intergenic	NA	-13568	PRDM13								
Interval_3901	chr6	139764763	139764941	+	0	NA	Intergenic	NA	-6221	LOC100132735								
Interval_2663	chr20	34271304	34271537	+	0	NA	Intergenic	NA	-10266	LOC101926916								
Interval_2012	chr19	5322192	5322575	+	0	NA	intron (PTPRS, intron 1 of 34)	NA	-29136	PTPRS								
Interval_2270	chr2	39037643	39037797	+	0	NA	intron (SOS1, intron 6 of 22)	NA	-77376	LOC375196								
Interval_4482	chr8	122768833	122769035	+	0	NA	Intergenic	NA	-53503	ZHX2								
Interval_294	chr1	174206504	174206814	+	0	NA	intron (RABGAP1L, intron 1 of 25)	NA	13029	RABGAP1L								
Interval_546	chr10	62632437	62632789	+	0	NA	intron (ZNF365, intron 5 of 7)	NA	-172143	ADO								
Interval_4250	chr8	19975441	19975717	+	0	NA	Intergenic	NA	36508	LPL								
Interval_1486	chr15	89334867	89334983	+	0	NA	promoter-TSS (TRNAR22)	NA	-130	POLG								
Interval_2100	chr19	36797279	36797547	+	0	NA	promoter-TSS (ZNF790-AS1)	NA	-137	ZNF790-AS1								
Interval_2408	chr2	126658049	126658185	+	0	NA	intron (GYPC, intron 1 of 2)	NA	-24700	GYPC								
Interval_1531	chr16	10093654	10093819	+	0	NA	intron (GRIN2A, intron 2 of 13)	NA	88670	GRIN2A								
Interval_2065	chr19	16316136	16316357	+	0	NA	Intergenic	NA	-8594	KLF2								
Interval_2833	chr22	28574304	28574712	+	0	NA	intron (TTC28, intron 2 of 22)	NA	-23787	LOC101929594								
Interval_3128	chr3	144660326	144660474	+	0	NA	Intergenic	NA	687075	C3orf58								
Interval_4406	chr8	81154020	81154416	+	0	NA	Intergenic	NA	-42150	PAG1								
Interval_3398	chr4	168496868	168497152	+	0	NA	promoter-TSS (PALLD)	NA	-60	PALLD								
Interval_4382	chr8	71737656	71737810	+	0	NA	Intergenic	NA	-106383	LOC100132891								
Interval_2073	chr19	18126117	18126516	+	0	NA	intron (MAST3, intron 10 of 26)	NA	16335	MAST3								
Interval_2472	chr2	172380469	172380690	+	0	NA	Intergenic	NA	-47007	ITGA6								
Interval_1741	chr17	32536834	32537075	+	0	NA	intron (MYO1D, intron 21 of 21)	NA	49867	CDK5R1								
Interval_845	chr11	129643560	129643900	+	0	NA	Intergenic	NA	-26461	LOC101929557								
Interval_1362	chr15	41013776	41014132	+	0	NA	intron (INO80, intron 26 of 34)	NA	60516	CHAC1								
Interval_4777	chrX	2159562	2159740	+	0	NA	Intergenic	NA	-169077	LOC101928070								
Interval_1193	chr14	21385291	21385502	+	0	NA	exon (CHD8, exon 37 of 37)	NA	-1130	SUPT16H								
Interval_14	chr1	8712791	8712909	+	0	NA	intron (RERE, intron 1 of 22)	NA	-9636	RERE								
Interval_1457	chr15	75131338	75131658	+	0	NA	Intergenic	NA	-70382	C15orf39								
Interval_1930	chr18	57107229	57107606	+	0	NA	Intergenic	NA	-35298	LINC-ROR								
Interval_1699	chr17	7281183	7281420	+	0	NA	promoter-TSS (SLC2A4)	NA	-434	SLC2A4								
Interval_2752	chr21	33007865	33008035	+	0	NA	Intergenic	NA	-17958	OLIG2								
Interval_2442	chr2	157364336	157364494	+	0	NA	Intergenic	NA	16094	FAM133DP								
Interval_258	chr1	156508482	156508645	+	0	NA	Intergenic	NA	-3262	LOC102724180								
Interval_3139	chr3	153289464	153289634	+	0	NA	Intergenic	NA	127337	RAP2B								
Interval_1761	chr17	43768537	43768693	+	0	NA	exon (DUSP3, exon 3 of 3)	NA	-9827	SOST								
Interval_2231	chr2	17518541	17518806	+	0	NA	promoter-TSS (RAD51AP2)	NA	1907	RAD51AP2								
Interval_4457	chr8	108597165	108597433	+	0	NA	Intergenic	NA	153675	EMC2								
Interval_1774	chr17	49071257	49071381	+	0	NA	Intergenic	NA	-61648	B4GALNT2								
