PeakID (cmd=annotatePeaks.pl LMO2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_6117	chr14	65054731	65054979	+	0	NA	intron (CHURC1-FNTB, intron 13 of 13)	NA	10167	MIR4706								
Interval_15721	chr3	88150017	88150466	+	0	NA	promoter-TSS (CGGBP1)	NA	498	C3orf38								
Interval_847	chr1	58816542	58816896	+	0	NA	TTS (LOC101926907)	NA	2300	LOC101926907								
Interval_15015	chr22_KI270733v1_random	153623	153908	+	0	NA	Intergenic	NA	6336	LOC102724621								
Interval_11735	chr19	57578951	57579157	+	0	NA	promoter-TSS (ZNF416)	NA	-156	ZNF416								
Interval_10467	chr19	7349209	7349595	+	0	NA	intron (ARHGEF18, intron 1 of 28)	NA	-45711	ARHGEF18								
Interval_8598	chr17	8922667	8923196	+	0	NA	intron (PIK3R5, intron 1 of 18)	NA	42781	PIK3R5								
Interval_18864	chr6	45445881	45446095	+	0	NA	intron (RUNX2, intron 3 of 5)	NA	-67937	SUPT3H								
Interval_9682	chr17	82457758	82458028	+	0	NA	promoter-TSS (NARF)	NA	-291	NARF								
Interval_15207	chr3	19811808	19811987	+	0	NA	Intergenic	NA	122317	EFHB								
Interval_13082	chr2	199955048	199956304	+	0	NA	promoter-TSS (TYW5)	NA	60	TYW5								
Interval_6880	chr15	62390016	62390482	+	0	NA	promoter-TSS (TLN2)	NA	10624	LOC102724972								
Interval_9442	chr17	75295909	75296181	+	0	NA	Intergenic	NA	-6686	SLC25A19								
Interval_21098	chr8	100720640	100723201	+	0	NA	exon (PABPC1, exon 1 of 15)	NA	562	PABPC1								
Interval_15433	chr3	48087913	48088160	+	0	NA	intron (MAP4, intron 1 of 19)	NA	100256	CDC25A								
Interval_6521	chr14	105487827	105488046	+	0	NA	intron (CRIP1, intron 2 of 5)	NA	1016	CRIP1								
Interval_13295	chr2	231463461	231464501	+	0	NA	intron (NCL, intron 1 of 13)	NA	513	NCL								
Interval_1388	chr1	155002723	155004255	+	0	NA	intron (ZBTB7B, intron 2 of 3)	NA	859	ZBTB7B								
Interval_5532	chr13	19862553	19863532	+	0	NA	exon (ZMYM5, exon 1 of 8)	NA	511	ZMYM5								
Interval_1171	chr1	117001798	117002220	+	0	NA	intron (CD101, intron 1 of 9)	NA	259	CD101								
Interval_15957	chr3	136751283	136752436	+	0	NA	intron (STAG1, intron 1 of 32)	NA	530	STAG1								
Interval_22627	chrX	47233829	47234091	+	0	NA	intron (USP11, intron 1 of 20)	NA	1045	USP11								
Interval_2032	chr1	228140249	228140814	+	0	NA	intron (GUK1, intron 1 of 6)	NA	-4172	GUK1								
Interval_6050	chr14	55027354	55027692	+	0	NA	promoter-TSS (WDHD1)	NA	397	SOCS4								
Interval_4626	chr12	22539197	22539340	+	0	NA	intron (C2CD5, intron 1 of 25)	NA	5278	C2CD5								
Interval_17353	chr5	55865271	55865681	+	0	NA	intron (IL31RA, intron 2 of 14)	NA	13970	IL31RA								
Interval_22004	chr9	112809594	112809857	+	0	NA	intron (SNX30, intron 2 of 8)	NA	60087	SNX30								
Interval_18902	chr6	67885495	67886129	+	0	NA	Intergenic	NA	-155111	LOC102723883								
Interval_4880	chr12	55966888	55967140	+	0	NA	promoter-TSS (PMEL)	NA	242	CDK2								
Interval_5751	chr13	79405438	79406224	+	0	NA	promoter-TSS (RBM26-AS1)	NA	-478	RBM26-AS1								
Interval_9754	chr18	3606182	3606460	+	0	NA	intron (DLGAP1, intron 4 of 9)	NA	12207	DLGAP1-AS1								
Interval_18489	chr6	27893461	27894420	+	0	NA	promoter-TSS (HIST1H2AM)	NA	515	HIST1H2BO								
Interval_14996	chr22	50534538	50535011	+	0	NA	Intergenic	NA	-2320	ODF3B								
Interval_526	chr1	32338009	32338155	+	0	NA	Intergenic	NA	-1843	MARCKSL1								
Interval_18531	chr6	30326308	30327204	+	0	NA	promoter-TSS (TRIM39)	NA	-88	TRIM39								
Interval_1519	chr1	161083628	161083847	+	0	NA	intron (PVRL4, intron 1 of 7)	NA	5858	PVRL4								
Interval_13631	chr20	17966402	17969061	+	0	NA	intron (SNX5, intron 1 of 12)	NA	1260	SNX5								
Interval_12010	chr2	31318605	31319007	+	0	NA	Intergenic	NA	84792	EHD3								
Interval_21016	chr8	89757183	89758558	+	0	NA	promoter-TSS (LOC101929758)	NA	44	LOC101929758								
Interval_11464	chr19	48714260	48714415	+	0	NA	intron (MAMSTR, intron 4 of 6)	NA	2620	MAMSTR								
Interval_4352	chr11	125592880	125593267	+	0	NA	intron (STT3A, intron 1 of 16)	NA	278	STT3A								
Interval_9198	chr17	58218874	58219236	+	0	NA	intron (MKS1, intron 1 of 17)	NA	217	MKS1								
Interval_15405	chr3	46606547	46607768	+	0	NA	Intergenic	NA	-5278	LOC100132146								
Interval_14559	chr22	22815616	22815852	+	0	NA	Intergenic	NA	-7042	MIR650								
Interval_18468	chr6	27812665	27813114	+	0	NA	Intergenic	NA	1851	HIST1H2AJ								
Interval_18755	chr6	41183152	41183425	+	0	NA	Intergenic	NA	17899	TREML2								
Interval_13742	chr20	32227495	32228106	+	0	NA	intron (POFUT1, intron 5 of 5)	NA	-9995	MIR1825								
Interval_19232	chr6	146857669	146857812	+	0	NA	intron (STXBP5-AS1, intron 8 of 10)	NA	-53916	KATNBL1P6								
Interval_12048	chr2	38075552	38075896	+	0	NA	intron (CYP1B1, intron 1 of 2)	NA	457	CYP1B1								
Interval_18814	chr6	43228802	43229414	+	0	NA	intron (DNPH1, intron 1 of 2)	NA	365	DNPH1								
Interval_951	chr1	85058744	85058981	+	0	NA	Intergenic	NA	-3436	WDR63								
Interval_21613	chr9	26217881	26218092	+	0	NA	Intergenic	NA	151311	LOC100506422								
Interval_8310	chr16	89115056	89115301	+	0	NA	intron (ACSF3, intron 6 of 10)	NA	21369	ACSF3								
Interval_10521	chr19	8569429	8569668	+	0	NA	intron (MYO1F, intron 1 of 27)	NA	7899	MYO1F								
Interval_13894	chr20	43752760	43753014	+	0	NA	Intergenic	NA	-25880	GTSF1L								
Interval_3134	chr10	124685382	124685751	+	0	NA	intron (FAM53B, intron 3 of 4)	NA	-18355	FAM53B-AS1								
Interval_114	chr1	7108852	7109239	+	0	NA	intron (CAMTA1, intron 4 of 22)	NA	-57274	LOC100129476								
Interval_4513	chr12	8032743	8033243	+	0	NA	exon (FOXJ2, exon 1 of 10)	NA	291	FOXJ2								
Interval_9421	chr17	74873137	74873446	+	0	NA	promoter-TSS (FDXR)	NA	-260	FDXR								
Interval_6762	chr15	50062181	50062448	+	0	NA	intron (ATP8B4, intron 3 of 27)	NA	48203	ATP8B4								
Interval_6484	chr14	103714937	103715402	+	0	NA	promoter-TSS (ZFYVE21)	NA	317	XRCC3								
Interval_3486	chr11	33259522	33260089	+	0	NA	intron (HIPK3, intron 1 of 16)	NA	1474	HIPK3								
Interval_13828	chr20	36630337	36630532	+	0	NA	intron (SLA2, intron 5 of 7)	NA	15773	SLA2								
Interval_4643	chr12	26832244	26832737	+	0	NA	intron (ITPR2, intron 1 of 56)	NA	707	ITPR2								
Interval_15854	chr3	125357192	125357506	+	0	NA	intron (ZNF148, intron 1 of 8)	NA	18005	ZNF148								
Interval_8035	chr16	66873246	66873635	+	0	NA	Intergenic	NA	-9575	PDP2								
Interval_14558	chr22	22720649	22720895	+	0	NA	Intergenic	NA	74460	GGTLC2								
Interval_2133	chr1	234975646	234976233	+	0	NA	Intergenic	NA	93879	LOC731656								
Interval_17931	chr5	157106725	157106959	+	0	NA	exon (HAVCR2, exon 2 of 7)	NA	2395	HAVCR2								
Interval_5253	chr12	110742052	110742877	+	0	NA	intron (PPP1CC, intron 1 of 8)	NA	460	PPP1CC								
Interval_14213	chr21	24428694	24428962	+	0	NA	Intergenic	NA	-107451	AP000469.2								
Interval_20401	chr7	150379461	150379911	+	0	NA	intron (ZNF775, intron 1 of 2)	NA	369	ZNF775								
Interval_21962	chr9	109972322	109972619	+	0	NA	intron (PALM2-AKAP2, intron 6 of 9)	NA	-153031	AKAP2								
Interval_469	chr1	28643073	28643216	+	0	NA	promoter-TSS (TAF12)	NA	-5456	RNU11								
Interval_20693	chr8	28092602	28093663	+	0	NA	promoter-TSS (ELP3)	NA	65	ELP3								
Interval_12977	chr2	177262526	177265679	+	0	NA	promoter-TSS (NFE2L2)	NA	1029	NFE2L2								
Interval_5540	chr13	20773307	20773950	+	0	NA	intron (N6AMT2, intron 1 of 4)	NA	328	N6AMT2								
Interval_4008	chr11	72223641	72225566	+	0	NA	promoter-TSS (INPPL1)	NA	727	INPPL1								
Interval_4888	chr12	56128377	56128560	+	0	NA	exon (ESYT1, exon 1 of 31)	NA	266	ESYT1								
Interval_18329	chr6	15901857	15902167	+	0	NA	Intergenic	NA	-92932	LOC101928406								
Interval_7738	chr16	29116122	29116301	+	0	NA	exon (RRN3P2, exon 17 of 17)	NA	-8023	LOC101928215								
Interval_19388	chr6	168007556	168007834	+	0	NA	intron (KIF25, intron 4 of 12)	NA	-10178	KIF25								
Interval_18223	chr6	7164812	7164991	+	0	NA	intron (RREB1, intron 1 of 12)	NA	3620	RREB1								
Interval_14524	chr22	20080220	20080893	+	0	NA	intron (DGCR8, intron 1 of 13)	NA	324	DGCR8								
Interval_20841	chr8	50852897	50853164	+	0	NA	Intergenic	NA	-862806	LOC102724313								
Interval_5301	chr12	116547942	116548196	+	0	NA	Intergenic	NA	-11312	MAP1LC3B2								
Interval_4709	chr12	43806323	43806880	+	0	NA	promoter-TSS (TWF1)	NA	-226	TWF1								
Interval_20988	chr8	81066035	81066221	+	0	NA	intron (PAG1, intron 2 of 8)	NA	45940	PAG1								
Interval_13837	chr20	36969612	36969808	+	0	NA	Intergenic	NA	-17867	SAMHD1								
Interval_2723	chr10	74328422	74328598	+	0	NA	intron (ADK, intron 4 of 10)	NA	177325	ADK								
Interval_14754	chr22	37824929	37825193	+	0	NA	exon (GALR3, exon 2 of 2)	NA	1679	GALR3								
Interval_19341	chr6	159819783	159819962	+	0	NA	intron (PNLDC1, intron 18 of 18)	NA	19623	PNLDC1								
Interval_13660	chr20	20466690	20466844	+	0	NA	intron (RALGAPA2, intron 38 of 39)	NA	98646	INSM1								
Interval_20796	chr8	41578124	41578784	+	0	NA	promoter-TSS (LOC102723729)	NA	-60	LOC102723729								
Interval_13437	chr20	297346	298631	+	0	NA	exon (ZCCHC3, exon 1 of 1)	NA	425	ZCCHC3								
Interval_21235	chr8	123616915	123617173	+	0	NA	Intergenic	NA	36756	KLHL38								
Interval_11454	chr19	48445589	48446412	+	0	NA	exon (GRWD1, exon 1 of 7)	NA	227	GRWD1								
Interval_7137	chr15	78299719	78300253	+	0	NA	promoter-TSS (WDR61)	NA	-388	WDR61								
Interval_4977	chr12	64404338	64405810	+	0	NA	intron (XPOT, intron 1 of 24)	NA	701	XPOT								
Interval_12300	chr2	66435844	66436112	+	0	NA	intron (MEIS1, intron 1 of 12)	NA	-2508	MEIS1-AS3								
Interval_17987	chr5	170302859	170303056	+	0	NA	Intergenic	NA	-5139	LCP2								
Interval_18590	chr6	31664642	31665932	+	0	NA	promoter-TSS (GPANK1)	NA	575	GPANK1								
Interval_19060	chr6	110484130	110484331	+	0	NA	Intergenic	NA	-7589	SLC22A16								
Interval_8502	chr17	6948719	6949694	+	0	NA	Intergenic	NA	-46859	ALOX12								
Interval_18915	chr6	73262928	73263457	+	0	NA	promoter-TSS (KHDC1)	NA	31407	LOC102724032								
Interval_21167	chr8	115056441	115056908	+	0	NA	Intergenic	NA	612354	TRPS1								
Interval_12971	chr2	177244799	177245000	+	0	NA	intron (NFE2L2, intron 1 of 4)	NA	11111	MIR3128								
Interval_9902	chr18	45775396	45775672	+	0	NA	Intergenic	NA	-50046	SIGLEC15								
Interval_10934	chr19	20776371	20776790	+	0	NA	Intergenic	NA	-89828	LOC102724456								
Interval_6882	chr15	63105041	63105473	+	0	NA	Intergenic	NA	-16543	LACTB								
Interval_2345	chr10	15097375	15097623	+	0	NA	promoter-TSS (C10orf111)	NA	-180	C10orf111								
Interval_15615	chr3	53346758	53347542	+	0	NA	intron (DCP1A, intron 1 of 9)	NA	439	DCP1A								
Interval_1799	chr1	203185819	203186612	+	0	NA	intron (CHI3L1, intron 2 of 9)	NA	579	CHI3L1								
Interval_4201	chr11	94637692	94637886	+	0	NA	Intergenic	NA	70481	PIWIL4								
Interval_2076	chr1	231528290	231528590	+	0	NA	promoter-TSS (TSNAX-DISC1)	NA	-213	TSNAX-DISC1								
Interval_22643	chrX	48696646	48697164	+	0	NA	intron (SUV39H1, intron 1 of 5)	NA	1351	SUV39H1								
Interval_514	chr1	32072918	32073220	+	0	NA	promoter-TSS (TMEM39B)	NA	167	TMEM39B								
Interval_11711	chr19	56140923	56141470	+	0	NA	promoter-TSS (ZNF444)	NA	30	ZNF444								
Interval_17803	chr5	141507920	141508099	+	0	NA	intron (PCDHGA8, intron 3 of 3)	NA	18768	PCDHGC5								
Interval_16899	chr4	139213672	139214243	+	0	NA	Intergenic	NA	-36739	ELF2								
Interval_17850	chr5	146447264	146448226	+	0	NA	intron (TCERG1, intron 1 of 21)	NA	434	TCERG1								
Interval_16638	chr4	69751177	69751398	+	0	NA	intron (SULT1B1, intron 3 of 7)	NA	9364	SULT1B1								
Interval_88	chr1	6026053	6026337	+	0	NA	promoter-TSS (KCNAB2)	NA	-19726	KCNAB2								
Interval_9273	chr17	62612109	62612439	+	0	NA	intron (TLK2, intron 19 of 19)	NA	-15127	MRC2								
Interval_15266	chr3	35296321	35296922	+	0	NA	intron (LOC101928135, intron 2 of 3)	NA	97402	LOC101928135								
Interval_14662	chr22	31212405	31212598	+	0	NA	intron (LIMK2, intron 1 of 15)	NA	237	LIMK2								
Interval_9367	chr17	68237504	68238004	+	0	NA	intron (AMZ2, intron 1 of 6)	NA	-21460	ARSG								
Interval_20854	chr8	53842874	53843830	+	0	NA	promoter-TSS (ATP6V1H)	NA	-310	ATP6V1H								
Interval_20083	chr7	99465711	99466583	+	0	NA	promoter-TSS (ATP5J2)	NA	54	ATP5J2-PTCD1								
Interval_2837	chr10	90872093	90872272	+	0	NA	intron (RPP30, intron 1 of 10)	NA	230	RPP30								
Interval_21408	chr8	142277462	142277705	+	0	NA	intron (TSNARE1, intron 11 of 13)	NA	79227	LINC00051								
Interval_16386	chr4	1720554	1721299	+	0	NA	promoter-TSS (TMEM129)	NA	-566	TACC3								
Interval_18060	chr5	177429006	177429194	+	0	NA	intron (GRK6, intron 1 of 15)	NA	2414	GRK6								
Interval_6650	chr15	40440575	40440754	+	0	NA	promoter-TSS (BAHD1)	NA	-2332	BAHD1								
Interval_17683	chr5	134526331	134526641	+	0	NA	exon (JADE2, exon 1 of 12)	NA	829	JADE2								
Interval_10173	chr19	892573	893478	+	0	NA	promoter-TSS (RNU6-9)	NA	-212	MED16								
Interval_8897	chr17	38730439	38730734	+	0	NA	TTS (MLLT6)	NA	329	CISD3								
Interval_9026	chr17	44218251	44218476	+	0	NA	intron (UBTF, intron 1 of 20)	NA	2519	UBTF								
Interval_5623	chr13	31798357	31798500	+	0	NA	intron (RXFP2, intron 16 of 16)	NA	-48355	EEF1DP3								
Interval_6469	chr14	103123431	103123826	+	0	NA	exon (LOC102723726, exon 2 of 4)	NA	2276	LOC102723726								
Interval_16075	chr3	158644562	158644850	+	0	NA	exon (GFM1, exon 1 of 17)	NA	178	GFM1								
Interval_13535	chr20	4064158	4064374	+	0	NA	Intergenic	NA	-48722	RNF24								
Interval_10155	chr19	699155	699362	+	0	NA	Intergenic	NA	-3797	PRSS57								
Interval_6989	chr15	69721226	69721762	+	0	NA	Intergenic	NA	-113740	LINC00593								
Interval_299	chr1	21782370	21783014	+	0	NA	intron (USP48, intron 1 of 24)	NA	483	USP48								
Interval_15921	chr3	129315228	129315649	+	0	NA	promoter-TSS (H1FX-AS1)	NA	-833	H1FX-AS1								
Interval_691	chr1	43649213	43649805	+	0	NA	promoter-TSS (KDM4A)	NA	-617	KDM4A								
Interval_1707	chr1	185316343	185316726	+	0	NA	intron (LOC102724641, intron 3 of 3)	NA	805	IVNS1ABP								
Interval_11689	chr19	55461274	55461594	+	0	NA	intron (ISOC2, intron 1 of 4)	NA	260	ISOC2								
Interval_11046	chr19	35901412	35901721	+	0	NA	promoter-TSS (NFKBID)	NA	-914	HCST								
Interval_22856	chrX	129540254	129540468	+	0	NA	promoter-TSS (OCRL)	NA	86	OCRL								
Interval_16091	chr3	160754666	160755550	+	0	NA	promoter-TSS (PPM1L)	NA	-1100	PPM1L								
Interval_1792	chr1	202957811	202958315	+	0	NA	promoter-TSS (ADIPOR1)	NA	-79	ADIPOR1								
Interval_14576	chr22	23913585	23913967	+	0	NA	Intergenic	NA	-14846	LOC284889								
Interval_8664	chr17	17305558	17305737	+	0	NA	intron (NT5M, intron 2 of 5)	NA	2264	NT5M								
Interval_8140	chr16	74295755	74297770	+	0	NA	promoter-TSS (PSMD7)	NA	-13	PSMD7								
Interval_6561	chr15	28724053	28724560	+	0	NA	Intergenic	NA	-11885	GOLGA8M								
Interval_742	chr1	45686693	45687088	+	0	NA	promoter-TSS (GPBP1L1)	NA	-342	GPBP1L1								
Interval_9175	chr17	56914094	56915141	+	0	NA	promoter-TSS (TRIM25)	NA	-569	TRIM25								
Interval_16830	chr4	113760647	113762754	+	0	NA	promoter-TSS (CAMK2D)	NA	45	CAMK2D								
Interval_6283	chr14	77708093	77708463	+	0	NA	promoter-TSS (ALKBH1)	NA	207	SLIRP								
Interval_14075	chr20	58309789	58310304	+	0	NA	promoter-TSS (PPP4R1L)	NA	310	RAB22A								
Interval_12487	chr2	87574886	87575084	+	0	NA	Intergenic	NA	-54770	MIR4435-1								
Interval_20915	chr8	62881531	62881769	+	0	NA	intron (NKAIN3, intron 4 of 6)	NA	-96211	UG0898H09								
Interval_21484	chr8	144147221	144147699	+	0	NA	promoter-TSS (MROH1)	NA	-1350	MROH1								
Interval_13102	chr2	201182767	201182966	+	0	NA	promoter-TSS (CASP10)	NA	-32	CASP10								
Interval_11141	chr19	39539635	39540335	+	0	NA	exon (EID2, exon 1 of 1)	NA	213	EID2								
Interval_10372	chr19	4540055	4540242	+	0	NA	promoter-TSS (LRG1)	NA	-124	LRG1								
Interval_8777	chr17	29706626	29707008	+	0	NA	intron (SSH2, intron 4 of 16)	NA	54615	SSH2								
Interval_18800	chr6	42928292	42929389	+	0	NA	promoter-TSS (CNPY3)	NA	-287	CNPY3								
Interval_17278	chr5	43065211	43067638	+	0	NA	promoter-TSS (LOC100506639)	NA	547	LOC100132356								
Interval_12374	chr2	70977314	70977508	+	0	NA	promoter-TSS (ANKRD53)	NA	-617	ANKRD53								
Interval_582	chr1	36401240	36401468	+	0	NA	Intergenic	NA	-3462	LSM10								
Interval_2160	chr1	235954814	235955115	+	0	NA	Intergenic	NA	-88037	LYST								
Interval_17697	chr5	135036788	135041611	+	0	NA	exon (LOC101927953, exon 2 of 2)	NA	848	LOC101927953								
Interval_17161	chr5	8019954	8020109	+	0	NA	Intergenic	NA	-49991	LOC102723339								
Interval_14961	chr22	49918106	49918466	+	0	NA	promoter-TSS (CRELD2)	NA	172	ALG12								
Interval_5150	chr12	102504209	102504522	+	0	NA	Intergenic	NA	-25799	IGF1								
Interval_2302	chr10	6929049	6929270	+	0	NA	Intergenic	NA	149561	LINC00707								
Interval_21754	chr9	71910760	71911065	+	0	NA	promoter-TSS (ABHD17B)	NA	320	ABHD17B								
Interval_21440	chr8	143545560	143546524	+	0	NA	intron (ZC3H3, intron 2 of 15)	NA	5816	ZC3H3								
Interval_3727	chr11	62805645	62806154	+	0	NA	promoter-TSS (NXF1)	NA	-415	NXF1								
Interval_1183	chr1	118565308	118565617	+	0	NA	Intergenic	NA	-380237	SPAG17								
Interval_12992	chr2	180006474	180007427	+	0	NA	exon (CWC22, exon 1 of 20)	NA	347	CWC22								
Interval_8261	chr16	87778150	87779800	+	0	NA	exon (LOC102724467, exon 1 of 3)	NA	173	LOC102724467								
Interval_15556	chr3	51975132	51975330	+	0	NA	promoter-TSS (ABHD14B)	NA	205	ABHD14A								
Interval_4233	chr11	110296033	110296615	+	0	NA	intron (RDX, intron 1 of 8)	NA	388	RDX								
Interval_7707	chr16	27268417	27269304	+	0	NA	promoter-TSS (NSMCE1)	NA	655	FLJ21408								
Interval_18148	chr6	341268	341712	+	0	NA	intron (DUSP22, intron 4 of 7)	NA	49433	DUSP22								
Interval_20419	chr7	151083215	151083444	+	0	NA	promoter-TSS (TMUB1)	NA	204	TMUB1								
Interval_9712	chr17	83125602	83125809	+	0	NA	Intergenic	NA	5854	LOC102723913								
Interval_17240	chr5	40355332	40355531	+	0	NA	Intergenic	NA	303140	LINC00603								
Interval_13588	chr20	6701034	6701192	+	0	NA	Intergenic	NA	-66985	BMP2								
Interval_16424	chr4	3387972	3388156	+	0	NA	intron (RGS12, intron 4 of 17)	NA	-53935	HGFAC								
Interval_19686	chr7	36389535	36389722	+	0	NA	promoter-TSS (ANLN)	NA	-178	ANLN								
Interval_20124	chr7	100673446	100673728	+	0	NA	promoter-TSS (GNB2)	NA	-153	GNB2								
Interval_6918	chr15	64893462	64894066	+	0	NA	Intergenic	NA	-18138	ANKDD1A								
Interval_1155	chr1	115099621	115099900	+	0	NA	Intergenic	NA	-10260	TSPAN2								
Interval_8017	chr16	60771246	60771501	+	0	NA	Intergenic	NA	298630	LOC101927605								
Interval_4831	chr12	53221301	53221779	+	0	NA	intron (RARG, intron 2 of 8)	NA	10716	RARG								
Interval_6761	chr15	50059735	50059985	+	0	NA	intron (ATP8B4, intron 3 of 27)	NA	50657	ATP8B4								
Interval_1524	chr1	161153457	161153647	+	0	NA	promoter-TSS (UFC1)	NA	-192	UFC1								
Interval_12422	chr2	74554020	74554612	+	0	NA	promoter-TSS (DOK1)	NA	-69	DOK1								
Interval_17158	chr5	7756236	7756551	+	0	NA	intron (ADCY2, intron 15 of 24)	NA	95097	C5orf49								
Interval_2937	chr10	100987155	100987481	+	0	NA	promoter-TSS (C10orf2)	NA	197	MRPL43								
Interval_20379	chr7	149125842	149126293	+	0	NA	promoter-TSS (ZNF398)	NA	279	ZNF425								
Interval_6220	chr14	75002955	75003330	+	0	NA	exon (EIF2B2, exon 1 of 8)	NA	233	EIF2B2								
Interval_22573	chrX	35491002	35491304	+	0	NA	Intergenic	NA	-307189	MAGEB16								
Interval_4571	chr12	12010277	12010711	+	0	NA	Intergenic	NA	-39370	LOC102724106								
Interval_21885	chr9	97876864	97877121	+	0	NA	Intergenic	NA	16760	LOC101928360								
Interval_15563	chr3	52088827	52089026	+	0	NA	intron (POC1A, intron 9 of 9)	NA	-23814	LINC00696								
Interval_22284	chr9	131656324	131657267	+	0	NA	intron (RAPGEF1, intron 1 of 25)	NA	19856	RAPGEF1								
Interval_4451	chr12	6367982	6368284	+	0	NA	intron (SCNN1A, intron 2 of 12)	NA	9224	SCNN1A								
Interval_19542	chr7	6423698	6424861	+	0	NA	intron (DAGLB, intron 6 of 12)	NA	23733	DAGLB								
Interval_13443	chr20	384032	384241	+	0	NA	intron (TRIB3, intron 1 of 3)	NA	3472	TRIB3								
Interval_20127	chr7	100694301	100694584	+	0	NA	promoter-TSS (GIGYF1)	NA	-5195	GIGYF1								
Interval_14766	chr22	38272632	38272855	+	0	NA	promoter-TSS (TMEM184B)	NA	-83	TMEM184B								
Interval_20402	chr7	150388412	150388607	+	0	NA	intron (ZNF775, intron 2 of 2)	NA	9192	ZNF775								
Interval_22375	chr9	136686634	136686976	+	0	NA	intron (AGPAT2, intron 1 of 5)	NA	654	AGPAT2								
Interval_4038	chr11	73386398	73386817	+	0	NA	intron (RELT, intron 1 of 10)	NA	10247	RELT								
Interval_4992	chr12	66235342	66236280	+	0	NA	intron (IRAK3, intron 7 of 10)	NA	-15280	MIR6502								
Interval_6487	chr14	103920955	103921563	+	0	NA	intron (C14orf2, intron 1 of 4)	NA	307	C14orf2								
Interval_16122	chr3	170128647	170128843	+	0	NA	exon (PHC3, exon 6 of 14)	NA	51643	GPR160								
Interval_14158	chr20	63707405	63707989	+	0	NA	promoter-TSS (ZGPAT)	NA	316	ARFRP1								
Interval_8713	chr17	21043362	21043789	+	0	NA	promoter-TSS (USP22)	NA	-166	USP22								
Interval_5052	chr12	76559936	76560240	+	0	NA	promoter-TSS (OSBPL8)	NA	-1500	OSBPL8								
Interval_22553	chrX	30573954	30574246	+	0	NA	intron (CXorf21, intron 2 of 2)	NA	3816	CXorf21								
Interval_274	chr1	19882380	19882785	+	0	NA	promoter-TSS (OTUD3)	NA	719	OTUD3								
Interval_3214	chr11	236674	236915	+	0	NA	promoter-TSS (SIRT3)	NA	-14	PSMD13								
Interval_8919	chr17	39460926	39462648	+	0	NA	exon (CDK12, exon 1 of 19)	NA	301	CDK12								
Interval_9091	chr17	47695108	47695415	+	0	NA	promoter-TSS (TBKBP1)	NA	-3	TBKBP1								
Interval_17287	chr5	43556071	43557171	+	0	NA	promoter-TSS (PAIP1)	NA	472	PAIP1								
Interval_6260	chr14	77040702	77040881	+	0	NA	promoter-TSS (RP11-7F17.5)	NA	-169	RP11-7F17.5								
