PeakID (cmd=annotatePeaks.pl ZEB2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2857	chr11	67045452	67045635	+	0	NA	promoter-TSS (MIR6860)	NA	-100	MIR6860								
Interval_4848	chr15	27808140	27808330	+	0	NA	intron (OCA2, intron 22 of 22)	NA	291102	OCA2								
Interval_8186	chr19	14788215	14788385	+	0	NA	Intergenic	NA	12099	OR7C1								
Interval_1750	chr10	15845977	15846156	+	0	NA	intron (FAM188A, intron 1 of 13)	NA	14441	FAM188A								
Interval_1851	chr10	43415302	43415460	+	0	NA	Intergenic	NA	-6497	HNRNPF								
Interval_12419	chr3	184363176	184363367	+	0	NA	exon (POLR2H, exon 1 of 4)	NA	288	POLR2H								
Interval_9562	chr2	70010192	70010467	+	0	NA	intron (PCBP1-AS1, intron 7 of 10)	NA	-48064	ASPRV1								
Interval_4413	chr14	35826113	35826290	+	0	NA	promoter-TSS (BRMS1L)	NA	-3594	BRMS1L								
Interval_2145	chr10	96273414	96273626	+	0	NA	Intergenic	NA	-2004	BLNK								
Interval_17261	chr9	137424732	137424927	+	0	NA	intron (NOXA1, intron 1 of 13)	NA	1434	NOXA1								
Interval_1722	chr10	6148424	6148584	+	0	NA	intron (PFKFB3, intron 1 of 14)	NA	3624	PFKFB3								
Interval_7130	chr17	81291750	81291978	+	0	NA	intron (SLC38A10, intron 1 of 15)	NA	3569	SLC38A10								
Interval_17114	chr9	129470291	129470642	+	0	NA	Intergenic	NA	-18194	LINC00963								
Interval_13990	chr6	17706766	17707083	+	0	NA	promoter-TSS (NUP153)	NA	-499	NUP153								
Interval_15461	chr7	138463360	138463525	+	0	NA	intron (TRIM24, intron 1 of 18)	NA	3108	TRIM24								
Interval_17368	chrX	1312103	1312413	+	0	NA	intron (CSF2RA, intron 12 of 12)	NA	18331	MIR3690								
Interval_13696	chr5	160098185	160098401	+	0	NA	intron (PWWP2A, intron 1 of 2)	NA	21152	PWWP2A								
Interval_16451	chr8	129971670	129971866	+	0	NA	intron (FAM49B, intron 1 of 13)	NA	-31896	FAM49B								
Interval_5390	chr15	100940938	100941116	+	0	NA	intron (LRRK1, intron 2 of 33)	NA	21772	LRRK1								
Interval_14619	chr6	148520198	148520372	+	0	NA	intron (SASH1, intron 3 of 12)	NA	177268	SASH1								
Interval_10213	chr2	223957367	223957486	+	0	NA	promoter-TSS (MRPL44)	NA	22	MRPL44								
Interval_9482	chr2	60495135	60495367	+	0	NA	intron (BCL11A, intron 2 of 4)	NA	32444	LOC102724155								
Interval_5722	chr16	30523635	30523821	+	0	NA	TTS (ITGAL)	NA	2861	ZNF768								
Interval_5467	chr16	3150766	3150931	+	0	NA	TTS (CASP16)	NA	174	TRNAR19								
Interval_3656	chr12	68268091	68268250	+	0	NA	Intergenic	NA	-14571	IL22								
Interval_13908	chr6	10643116	10643363	+	0	NA	Intergenic	NA	51367	C6orf52								
Interval_16099	chr8	73107373	73107687	+	0	NA	Intergenic	NA	-14258	SBSPON								
Interval_5601	chr16	16210270	16210516	+	0	NA	intron (ABCC6, intron 6 of 30)	NA	13078	ABCC6								
Interval_7806	chr19	4601277	4601469	+	0	NA	Intergenic	NA	-38644	TNFAIP8L1								
Interval_4655	chr14	90632614	90632772	+	0	NA	intron (TTC7B, intron 15 of 19)	NA	-9936	RP11-1078H9.5								
Interval_1858	chr10	43606663	43607076	+	0	NA	intron (ZNF485, intron 1 of 4)	NA	442	ZNF485								
Interval_13243	chr5	49656745	49656913	+	0	NA	Intergenic	NA	784571	EMB								
Interval_4040	chr12	124246767	124247074	+	0	NA	intron (ZNF664-FAM101A, intron 3 of 4)	NA	-42244	FAM101A								
Interval_2281	chr10	119872044	119872412	+	0	NA	intron (MCMBP, intron 1 of 15)	NA	1400	MCMBP								
Interval_13970	chr6	15595422	15595753	+	0	NA	intron (DTNBP1, intron 4 of 7)	NA	67333	DTNBP1								
Interval_4068	chr12	127823806	127824274	+	0	NA	Intergenic	NA	-57577	FLJ37505								
Interval_16379	chr8	123630532	123630719	+	0	NA	Intergenic	NA	22325	KLHL38								
Interval_14184	chr6	36769703	36769861	+	0	NA	intron (CPNE5, intron 11 of 21)	NA	69557	CPNE5								
Interval_148	chr1	8873801	8874554	+	0	NA	intron (ENO1, intron 2 of 11)	NA	4545	ENO1								
Interval_13052	chr4	165369628	165369787	+	0	NA	Intergenic	NA	-9238	CPE								
Interval_6791	chr17	50283343	50283528	+	0	NA	Intergenic	NA	8985	TMEM92								
Interval_17223	chr9	136700816	136701021	+	0	NA	Intergenic	NA	-13401	FAM69B								
Interval_11558	chr22	45424398	45424631	+	0	NA	intron (RIBC2, intron 4 of 6)	NA	10823	RIBC2								
Interval_9713	chr2	98664419	98664625	+	0	NA	intron (MGAT4A, intron 4 of 15)	NA	-1049	MGAT4A								
Interval_4102	chr12	132687416	132687919	+	0	NA	promoter-TSS (PXMP2)	NA	61	PXMP2								
Interval_9745	chr2	102424738	102424993	+	0	NA	intron (IL18RAP, intron 2 of 8)	NA	6071	IL18RAP								
Interval_10405	chr20	1850446	1850679	+	0	NA	Intergenic	NA	-43555	SIRPA								
Interval_13704	chr5	165560007	165560293	+	0	NA	Intergenic	NA	1089871	LOC102546299								
Interval_12199	chr3	125641925	125642226	+	0	NA	Intergenic	NA	-46538	OSBPL11								
Interval_7423	chr18	62153020	62153253	+	0	NA	intron (PIGN, intron 6 of 29)	NA	33920	PIGN								
Interval_13309	chr5	69332670	69333133	+	0	NA	promoter-TSS (CCDC125)	NA	-12367	CCDC125								
Interval_2420	chr11	1548327	1548783	+	0	NA	Intergenic	NA	7902	LOC101927562								
Interval_4106	chr12	132817210	132817368	+	0	NA	intron (GOLGA3, intron 2 of 23)	NA	11789	GOLGA3								
Interval_11640	chr3	4739496	4739792	+	0	NA	intron (ITPR1, intron 42 of 59)	NA	11946	EGOT								
Interval_15040	chr7	50416546	50416839	+	0	NA	Intergenic	NA	33698	FIGNL1								
Interval_7181	chr17	82523505	82523905	+	0	NA	intron (FOXK2, intron 1 of 7)	NA	3709	FOXK2								
Interval_11595	chr22	49970621	49971011	+	0	NA	Intergenic	NA	7897	MIR6821								
Interval_11260	chr22	24375708	24375921	+	0	NA	intron (SPECC1L, intron 13 of 14)	NA	-56305	ADORA2A								
Interval_17357	chrX	1266901	1267515	+	0	NA	intron (CSF2RA, intron 1 of 12)	NA	2376	CSF2RA								
Interval_12350	chr3	167162365	167162667	+	0	NA	Intergenic	NA	217889	ZBBX								
Interval_7079	chr17	78337623	78337786	+	0	NA	Intergenic	NA	22375	SOCS3								
Interval_11800	chr3	37956001	37956388	+	0	NA	intron (CTDSPL, intron 2 of 6)	NA	-13219	MIR26A1								
Interval_899	chr1	112841890	112842708	+	0	NA	intron (RP11-426L16.8, intron 2 of 6)	NA	8344	RP11-426L16.8								
Interval_7691	chr19	2273725	2273934	+	0	NA	TTS (C19orf35)	NA	4308	OAZ1								
Interval_8477	chr19	35614184	35614342	+	0	NA	intron (HAUS5, intron 4 of 16)	NA	1511	HAUS5								
Interval_12123	chr3	102532919	102533118	+	0	NA	Intergenic	NA	323046	ZPLD1								
Interval_11053	chr21	35400573	35400754	+	0	NA	intron (LOC100506403, intron 2 of 2)	NA	180101	LOC100506403								
Interval_6218	chr17	1630621	1631032	+	0	NA	promoter-TSS (SLC43A2)	NA	-1940	SLC43A2								
Interval_12411	chr3	183780119	183780373	+	0	NA	intron (YEATS2, intron 19 of 30)	NA	45359	MAP6D1								
Interval_14625	chr6	149211060	149211224	+	0	NA	Intergenic	NA	-107158	TAB2								
Interval_1657	chr1	241552050	241552319	+	0	NA	intron (KMO, intron 4 of 14)	NA	20050	KMO								
Interval_6402	chr17	15928080	15928521	+	0	NA	Intergenic	NA	-16617	ADORA2B								
Interval_8325	chr19	18161326	18161484	+	0	NA	exon (PIK3R2, exon 6 of 16)	NA	8227	PIK3R2								
Interval_613	chr1	41750782	41751007	+	0	NA	intron (HIVEP3, intron 1 of 8)	NA	-122087	HIVEP3								
Interval_9156	chr2	1702826	1703877	+	0	NA	intron (PXDN, intron 1 of 21)	NA	5410	LOC101927466								
Interval_7411	chr18	59389754	59389982	+	0	NA	Intergenic	NA	-30592	LMAN1								
Interval_6422	chr17	17591595	17591973	+	0	NA	promoter-TSS (PEMT)	NA	-9353	PEMT								
Interval_10912	chr20	62382792	62383114	+	0	NA	Intergenic	NA	-4112	RPS21								
Interval_468	chr1	28328940	28329120	+	0	NA	promoter-TSS (MED18)	NA	28	MED18								
Interval_12597	chr4	4541104	4541449	+	0	NA	promoter-TSS (STX18-AS1)	NA	-855	STX18-AS1								
Interval_15231	chr7	92635001	92635160	+	0	NA	intron (CDK6, intron 5 of 7)	NA	-45010	FAM133B								
Interval_4112	chr12	133130276	133130530	+	0	NA	promoter-TSS (ZNF891)	NA	70	ZNF891								
Interval_12869	chr4	98917880	98918040	+	0	NA	intron (EIF4E, intron 1 of 7)	NA	11132	EIF4E								
Interval_4476	chr14	55108354	55108513	+	0	NA	Intergenic	NA	-28550	LGALS3								
Interval_972	chr1	124059800	124059973	+	0	NA	Intergenic	NA	2540774	EMBP1								
Interval_11718	chr3	16339075	16339259	+	0	NA	intron (RFTN1, intron 6 of 8)	NA	74007	OXNAD1								
Interval_4686	chr14	93105459	93105756	+	0	NA	intron (ITPK1, intron 2 of 10)	NA	10311	ITPK1								
Interval_8626	chr19	41233752	41234357	+	0	NA	intron (AXL, intron 6 of 19)	NA	7299	AXL								
Interval_3590	chr12	56077710	56077873	+	0	NA	Intergenic	NA	-2317	ERBB3								
Interval_3850	chr12	110661363	110661825	+	0	NA	intron (HVCN1, intron 2 of 6)	NA	28110	HVCN1								
Interval_5736	chr16	30814265	30814424	+	0	NA	Intergenic	NA	-27142	ZNF629								
Interval_16987	chr9	114513374	114513592	+	0	NA	Intergenic	NA	-47091	DFNB31								
Interval_15226	chr7	91496318	91496588	+	0	NA	Intergenic	NA	-120309	LOC101927473								
Interval_3645	chr12	64678357	64678581	+	0	NA	intron (RASSF3, intron 1 of 4)	NA	-55864	MIR548Z								
Interval_12794	chr4	70892309	70892547	+	0	NA	Intergenic	NA	-9912	MOB1B								
Interval_888	chr1	111203933	111204803	+	0	NA	exon (DENND2D, exon 1 of 12)	NA	170	DENND2D								
Interval_14409	chr6	99520964	99521268	+	0	NA	promoter-TSS (TSTD3)	NA	122	TSTD3								
Interval_14729	chr6	166360813	166361125	+	0	NA	Intergenic	NA	18338	LOC100289495								
Interval_1485	chr1	212461209	212461419	+	0	NA	Intergenic	NA	28427	NENF								
Interval_4798	chr14	105064011	105064185	+	0	NA	intron (GPR132, intron 1 of 4)	NA	1452	GPR132								
Interval_9583	chr2	71084048	71084340	+	0	NA	Intergenic	NA	15544	NAGK								
Interval_15324	chr7	101411654	101411812	+	0	NA	intron (COL26A1, intron 1 of 12)	NA	48913	COL26A1								
Interval_8344	chr19	18374554	18374775	+	0	NA	Intergenic	NA	-11494	GDF15								
Interval_5184	chr15	75154646	75154814	+	0	NA	Intergenic	NA	-47150	C15orf39								
Interval_10406	chr20	1870975	1871197	+	0	NA	Intergenic	NA	-23031	SIRPA								
Interval_14779	chr7	1412800	1412983	+	0	NA	Intergenic	NA	46582	MICALL2								
Interval_9197	chr2	9463766	9463924	+	0	NA	intron (CPSF3, intron 15 of 17)	NA	-10687	IAH1								
Interval_12615	chr4	7597140	7597535	+	0	NA	intron (SORCS2, intron 3 of 26)	NA	137309	MIR4274								
Interval_13289	chr5	62707211	62707373	+	0	NA	Intergenic	NA	128557	LRRC70								
Interval_8869	chr19	48769008	48769325	+	0	NA	Intergenic	NA	13607	FGF21								
Interval_396	chr1	26315513	26315713	+	0	NA	intron (UBXN11, intron 1 of 14)	NA	-2307	CD52								
Interval_13931	chr6	13285750	13286095	+	0	NA	intron (PHACTR1, intron 13 of 14)	NA	9664	RP1-257A7.4								
Interval_1518	chr1	222713274	222713529	+	0	NA	promoter-TSS (AIDA)	NA	848	BROX								
Interval_15573	chr7	156892985	156893163	+	0	NA	promoter-TSS (LOC102723795)	NA	109	LMBR1								
Interval_14351	chr6	73567129	73567316	+	0	NA	Intergenic	NA	-46190	EEF1A1								
Interval_11138	chr21	44939802	44940040	+	0	NA	promoter-TSS (C21orf67)	NA	-8	C21orf67								
Interval_4672	chr14	92106698	92107051	+	0	NA	promoter-TSS (ATXN3)	NA	-253	ATXN3								
Interval_5822	chr16	50685431	50685848	+	0	NA	Intergenic	NA	-4286	SNX20								
Interval_8645	chr19	41745890	41746157	+	0	NA	Intergenic	NA	-9467	CEACAM6								
Interval_16794	chr9	62799479	62799678	+	0	NA	Intergenic	NA	38766	LOC100132249								
Interval_7209	chr18	703195	703424	+	0	NA	intron (ENOSF1, intron 2 of 16)	NA	9325	ENOSF1								
Interval_11080	chr21	38434245	38434539	+	0	NA	intron (ERG, intron 2 of 8)	NA	-101052	LOC102724678								
Interval_14362	chr6	83071052	83071304	+	0	NA	intron (DOPEY1, intron 1 of 40)	NA	3507	DOPEY1								
Interval_2664	chr11	47899871	47900156	+	0	NA	Intergenic	NA	-59980	NUP160								
Interval_14569	chr6	137966227	137966421	+	0	NA	Intergenic	NA	-98091	RP11-356I2.4								
Interval_15108	chr7	73725874	73726142	+	0	NA	Intergenic	NA	-6321	STX1A								
Interval_12428	chr3	185330628	185330827	+	0	NA	intron (MAP3K13, intron 2 of 12)	NA	47786	MAP3K13								
Interval_17024	chr9	123268641	123268892	+	0	NA	promoter-TSS (STRBP)	NA	-84443	STRBP								
Interval_2621	chr11	45083253	45083575	+	0	NA	Intergenic	NA	-10599	PRDM11								
Interval_3193	chr11	130314059	130314614	+	0	NA	intron (ZBTB44, intron 1 of 5)	NA	427	ZBTB44								
Interval_15389	chr7	112450158	112450408	+	0	NA	promoter-TSS (IFRD1)	NA	27139	IFRD1								
Interval_1759	chr10	22134214	22134596	+	0	NA	Intergenic	NA	75578	EBLN1								
Interval_6056	chr16	84368368	84368526	+	0	NA	promoter-TSS (ATP2C2)	NA	-80	ATP2C2								
Interval_1033	chr1	148263908	148264407	+	0	NA	TTS (TRNAQ8)	NA	1022	TRNAQ8								
Interval_14171	chr6	36302649	36302846	+	0	NA	intron (PNPLA1, intron 6 of 7)	NA	34138	C6orf222								
Interval_11026	chr21	33265676	33265934	+	0	NA	promoter-TSS (IL10RB)	NA	455	IL10RB-AS1								
Interval_15183	chr7	76339861	76340063	+	0	NA	intron (YWHAG, intron 1 of 1)	NA	19063	YWHAG								
Interval_2480	chr11	9502575	9502834	+	0	NA	intron (ZNF143, intron 12 of 16)	NA	41692	ZNF143								
Interval_17122	chr9	129806019	129806177	+	0	NA	intron (TOR1B, intron 2 of 4)	NA	2949	TOR1B								
Interval_14213	chr6	40135421	40135713	+	0	NA	Intergenic	NA	188056	LOC102723789								
Interval_6243	chr17	2814551	2814854	+	0	NA	intron (RAP1GAP2, intron 2 of 24)	NA	17002	RAP1GAP2								
Interval_6053	chr16	84116512	84117008	+	0	NA	exon (LOC729887, exon 2 of 2)	NA	152	MBTPS1								
Interval_4906	chr15	40932939	40933097	+	0	NA	intron (DLL4, intron 6 of 10)	NA	3685	DLL4								
Interval_11428	chr22	38181891	38182125	+	0	NA	promoter-TSS (PLA2G6)	NA	-183	PLA2G6								
Interval_5180	chr15	75043602	75043777	+	0	NA	intron (PPCDC, intron 3 of 4)	NA	20097	PPCDC								
Interval_17242	chr9	137131428	137131947	+	0	NA	Intergenic	NA	-7724	GRIN1								
Interval_3214	chr12	562261	562484	+	0	NA	TTS (B4GALNT3)	NA	48291	NINJ2								
Interval_4485	chr14	58747366	58747586	+	0	NA	Intergenic	NA	-1275	LOC102723725								
Interval_7061	chr17	77870340	77870666	+	0	NA	Intergenic	NA	13584	FLJ45079								
Interval_14877	chr7	16933937	16934280	+	0	NA	Intergenic	NA	-53372	AGR3								
Interval_5542	chr16	10771333	10771491	+	0	NA	intron (TVP23A, intron 6 of 7)	NA	27626	NUBP1								
Interval_650	chr1	44786117	44786472	+	0	NA	intron (BEST4, intron 3 of 9)	NA	1460	BEST4								
Interval_2810	chr11	65425211	65425433	+	0	NA	exon (NEAT1, exon 1 of 1)	NA	2524	NEAT1								
Interval_11066	chr21	36156125	36156305	+	0	NA	promoter-TSS (CBR3-AS1)	NA	93	CBR3-AS1								
Interval_15544	chr7	151632318	151632809	+	0	NA	promoter-TSS (PRKAG2)	NA	103820	PRKAG2								
Interval_5981	chr16	71919175	71919394	+	0	NA	intron (IST1, intron 4 of 8)	NA	23791	IST1								
Interval_1280	chr1	179229851	179230281	+	0	NA	promoter-TSS (ABL2)	NA	-382	ABL2								
Interval_12039	chr3	60010900	60011112	+	0	NA	intron (FHIT, intron 4 of 6)	NA	355226	LOC102724718								
Interval_7400	chr18	58646610	58646728	+	0	NA	Intergenic	NA	-13196	LOC102724745								
Interval_15880	chr8	37088628	37088928	+	0	NA	Intergenic	NA	100474	LOC102723593								
Interval_9200	chr2	9656442	9656659	+	0	NA	intron (LOC101926982, intron 1 of 2)	NA	9158	LOC101926982								
Interval_14948	chr7	33063119	33063277	+	0	NA	promoter-TSS (NT5C3A)	NA	-11	LOC101928355								
Interval_5844	chr16	56862766	56863046	+	0	NA	Intergenic	NA	-2301	SLC12A3								
Interval_9814	chr2	119206295	119206453	+	0	NA	Intergenic	NA	-16356	STEAP3								
Interval_16161	chr8	91029400	91029566	+	0	NA	intron (TMEM55A, intron 1 of 4)	NA	11492	TMEM55A								
Interval_447	chr1	27658490	27658648	+	0	NA	Intergenic	NA	13644	IFI6								
Interval_12877	chr4	100101176	100101381	+	0	NA	Intergenic	NA	-88755	RP11-588P8.1								
Interval_10068	chr2	196242663	196243037	+	0	NA	intron (HECW2, intron 16 of 25)	NA	-17174	AC020571.3								
Interval_11695	chr3	14225486	14225670	+	0	NA	Intergenic	NA	46850	LSM3								
Interval_11137	chr21	44931159	44931536	+	0	NA	Intergenic	NA	8566	C21orf67								
Interval_750	chr1	65055830	65056165	+	0	NA	intron (RP11-182I10.3, intron 1 of 2)	NA	1845	MIR3671								
Interval_6289	chr17	4903661	4903908	+	0	NA	promoter-TSS (CHRNE)	NA	-710	CHRNE								
Interval_15722	chr8	21764967	21765505	+	0	NA	intron (GFRA2, intron 1 of 6)	NA	23598	GFRA2								
Interval_14434	chr6	106519904	106520309	+	0	NA	exon (AIM1, exon 4 of 22)	NA	-17918	LOC101927405								
Interval_7763	chr19	3800531	3800796	+	0	NA	intron (MATK, intron 1 of 13)	NA	-14246	MATK								
Interval_3216	chr12	617637	617814	+	0	NA	intron (NINJ2, intron 1 of 3)	NA	-7062	NINJ2								
Interval_14770	chr7	909885	910450	+	0	NA	intron (ADAP1, intron 4 of 10)	NA	33613	GET4								
Interval_13068	chr4	179750032	179750511	+	0	NA	Intergenic	NA	1408878	LINC00290								
Interval_16525	chr8	140759797	140759977	+	0	NA	intron (PTK2, intron 15 of 31)	NA	-27234	MIR151A								
Interval_2112	chr10	89971880	89972152	+	0	NA	Intergenic	NA	-14643	RP11-478K7.2								
Interval_71	chr1	2656113	2656393	+	0	NA	intron (TTC34, intron 4 of 6)	NA	10701	LOC101929067								
Interval_8611	chr19	40807727	40807946	+	0	NA	exon (EGLN2, exon 6 of 6)	NA	8693	EGLN2								
Interval_11723	chr3	16912522	16912737	+	0	NA	intron (PLCL2, intron 1 of 5)	NA	-20567	MIR3714								
Interval_17225	chr9	136723390	136723861	+	0	NA	TTS (SNHG7)	NA	2612	SNORA43								
Interval_16186	chr8	94822280	94822517	+	0	NA	promoter-TSS (INTS8)	NA	-892	INTS8								
Interval_4913	chr15	41263607	41263878	+	0	NA	intron (CHP1, intron 4 of 6)	NA	-20261	OIP5-AS1								
Interval_14981	chr7	41705008	41705371	+	0	NA	intron (INHBA-AS1, intron 1 of 2)	NA	-2081	INHBA								
Interval_1963	chr10	70352742	70353184	+	0	NA	intron (LRRC20, intron 1 of 3)	NA	23816	LRRC20								
Interval_11823	chr3	40623817	40624332	+	0	NA	Intergenic	NA	99196	ZNF621								
Interval_6664	chr17	42418167	42418502	+	0	NA	intron (PTRF, intron 1 of 1)	NA	4986	PTRF								
Interval_2020	chr10	73911191	73911350	+	0	NA	exon (C10orf55, exon 5 of 5)	NA	138	PLAU								
Interval_6811	chr17	51319400	51319584	+	0	NA	intron (RP11-1018N14.1, intron 5 of 5)	NA	15673	RP11-1018N14.1								
Interval_6679	chr17	43272607	43272857	+	0	NA	Intergenic	NA	-38755	RNU2-1								
Interval_15088	chr7	72911461	72911684	+	0	NA	intron (POM121, intron 3 of 14)	NA	32237	POM121								
Interval_5253	chr15	81293861	81294033	+	0	NA	intron (IL16, intron 12 of 18)	NA	30236	STARD5								
Interval_15913	chr8	38468606	38468818	+	0	NA	promoter-TSS (FGFR1)	NA	-9743	FGFR1								
Interval_15534	chr7	151083338	151083627	+	0	NA	promoter-TSS (TMUB1)	NA	-156	TMUB1								
Interval_10274	chr2	231662204	231662612	+	0	NA	Intergenic	NA	-46117	PTMA								
Interval_2489	chr11	9716847	9717041	+	0	NA	intron (SWAP70, intron 3 of 11)	NA	-10548	LOC101927955								
Interval_5153	chr15	72375680	72375970	+	0	NA	promoter-TSS (HEXA-AS1)	NA	-288	HEXA-AS1								
Interval_4471	chr14	54903232	54903425	+	0	NA	promoter-TSS (GCH1)	NA	-504	GCH1								
Interval_10885	chr20	58935593	58935751	+	0	NA	Intergenic	NA	-45536	NELFCD								
Interval_3228	chr12	1593969	1594144	+	0	NA	exon (FBXL14, exon 1 of 2)	NA	109	FBXL14								
Interval_17506	chrX	120309597	120309788	+	0	NA	intron (TMEM255A, intron 1 of 6)	NA	1844	TMEM255A								
Interval_209	chr1	12057487	12057645	+	0	NA	Intergenic	NA	-5811	TNFRSF8								
Interval_7608	chr19	996546	996746	+	0	NA	Intergenic	NA	-3792	GRIN3B								
Interval_5984	chr16	71959750	71959972	+	0	NA	intron (PKD1L3, intron 16 of 29)	NA	40117	PKD1L3								
Interval_15972	chr8	48034781	48035329	+	0	NA	exon (UBE2V2, exon 1 of 4)	NA	189	UBE2V2								
Interval_16974	chr9	113112618	113112936	+	0	NA	promoter-TSS (FAM225A)	NA	-119	FAM225A								
Interval_5711	chr16	30167839	30168092	+	0	NA	Intergenic	NA	-15445	CORO1A								
Interval_10203	chr2	222404633	222404792	+	0	NA	Intergenic	NA	-19340	SGPP2								
Interval_13563	chr5	139968870	139969095	+	0	NA	intron (NRG2, intron 1 of 7)	NA	74317	NRG2								
Interval_565	chr1	36773971	36774171	+	0	NA	Intergenic	NA	260172	GRIK3								
Interval_9930	chr2	158197988	158198235	+	0	NA	intron (CCDC148, intron 8 of 10)	NA	31461	CCDC148-AS1								
Interval_3915	chr12	116910877	116910994	+	0	NA	promoter-TSS (FBXW8)	NA	-21	FBXW8								
Interval_16348	chr8	121164355	121164584	+	0	NA	Intergenic	NA	-352400	SNTB1								
Interval_12918	chr4	113761782	113762104	+	0	NA	promoter-TSS (CAMK2D)	NA	-16	CAMK2D								
Interval_8603	chr19	40529288	40529447	+	0	NA	intron (SPTBN4, intron 18 of 32)	NA	-47484	SHKBP1								
Interval_2289	chr10	122148707	122148866	+	0	NA	intron (TACC2, intron 8 of 21)	NA	15585	LOC102724724								
Interval_4208	chr13	31162236	31162540	+	0	NA	promoter-TSS (HSPH1)	NA	-367	HSPH1								
Interval_4048	chr12	124771528	124771972	+	0	NA	Intergenic	NA	92223	SCARB1								
Interval_482	chr1	29177877	29178252	+	0	NA	intron (SRSF4, intron 1 of 7)	NA	3933	SRSF4								
Interval_4955	chr15	48331573	48331791	+	0	NA	promoter-TSS (DUT)	NA	515	DUT								
Interval_3556	chr12	53250492	53250709	+	0	NA	promoter-TSS (MFSD5)	NA	-986	MFSD5								
Interval_3980	chr12	121680803	121680998	+	0	NA	Intergenic	NA	-11246	MORN3								
Interval_9875	chr2	135741425	135741642	+	0	NA	promoter-TSS (UBXN4)	NA	-93	UBXN4								
Interval_15665	chr8	10087926	10088323	+	0	NA	intron (MSRA, intron 1 of 5)	NA	-7432	MSRA								
Interval_16420	chr8	125696836	125697072	+	0	NA	Intergenic	NA	225404	LOC101927634								
Interval_11653	chr3	9391293	9391517	+	0	NA	intron (THUMPD3-AS1, intron 2 of 2)	NA	6085	THUMPD3-AS1								
Interval_15404	chr7	127588668	127589157	+	0	NA	intron (ARF5, intron 1 of 5)	NA	560	ARF5								
Interval_6828	chr17	57849949	57850319	+	0	NA	promoter-TSS (MRPS23)	NA	-62	MRPS23								
Interval_30	chr1	1368017	1368245	+	0	NA	Intergenic	NA	7307	AURKAIP1								
