PeakID (cmd=annotatePeaks.pl IKZF1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_20192	chr2	85765410	85765572	+	0	NA	intron (ATOH8, intron 2 of 2)	NA	11597	ATOH8								
Interval_6949	chr11	115779151	115779331	+	0	NA	Intergenic	NA	-19041	LINC00900								
Interval_6229	chr11	64185470	64186321	+	0	NA	promoter-TSS (STIP1)	NA	-220	STIP1								
Interval_27941	chr5	1479586	1479786	+	0	NA	intron (LPCAT1, intron 7 of 13)	NA	31101	MIR6075								
Interval_29561	chr5	180811099	180811293	+	0	NA	promoter-TSS (MGAT1)	NA	5613	LOC102724833								
Interval_30448	chr6	36697688	36697871	+	0	NA	promoter-TSS (RAB44)	NA	-72	RAB44								
Interval_14140	chr17	26936087	26936343	+	0	NA	Intergenic	NA	357727	MIR4522								
Interval_30031	chr6	26021027	26021223	+	0	NA	promoter-TSS (HIST1H4A)	NA	-554	HIST1H4A								
Interval_2760	chr1	184615314	184615649	+	0	NA	intron (C1orf21, intron 5 of 5)	NA	57079	LOC101929044								
Interval_3178	chr1	218845829	218846131	+	0	NA	Intergenic	NA	327808	RP11-135J2.4								
Interval_18191	chr19	41516343	41516612	+	0	NA	Intergenic	NA	-15833	PCAT19								
Interval_16891	chr19	4217234	4217379	+	0	NA	exon (ANKRD24, exon 17 of 21)	NA	-12012	EBI3								
Interval_26028	chr3	138417602	138417750	+	0	NA	Intergenic	NA	-16910	ESYT3								
Interval_31883	chr7	17989701	17989931	+	0	NA	Intergenic	NA	38047	PRPS1L1								
Interval_32280	chr7	50303606	50303841	+	0	NA	Intergenic	NA	-1059	IKZF1								
Interval_30520	chr6	40962424	40962583	+	0	NA	intron (LOC101929555, intron 1 of 5)	NA	60788	LOC101929555								
Interval_21554	chr2	227451073	227451230	+	0	NA	Intergenic	NA	-20981	MIR5703								
Interval_5502	chr11	6604905	6605042	+	0	NA	intron (ILK, intron 2 of 11)	NA	1177	ILK								
Interval_5206	chr10	124043468	124043695	+	0	NA	intron (CHST15, intron 3 of 7)	NA	50026	CHST15								
Interval_32864	chr7	114508231	114508389	+	0	NA	intron (FOXP2, intron 1 of 8)	NA	81808	FOXP2								
Interval_26178	chr3	158801891	158802294	+	0	NA	promoter-TSS (MFSD1)	NA	166	MFSD1								
Interval_15577	chr17	81398579	81398824	+	0	NA	Intergenic	NA	-1020	BAHCC1								
Interval_37456	chrX	109889323	109889923	+	0	NA	Intergenic	NA	-113491	TMEM164								
Interval_35614	chr9	32906426	32906576	+	0	NA	Intergenic	NA	95140	APTX								
Interval_9822	chr14	45133851	45134401	+	0	NA	intron (FKBP3, intron 1 of 6)	NA	403	FKBP3								
Interval_26731	chr4	6938051	6938783	+	0	NA	intron (TBC1D14, intron 2 of 13)	NA	28649	TBC1D14								
Interval_25969	chr3	129616704	129617240	+	0	NA	Intergenic	NA	-10233	PLXND1								
Interval_19086	chr2	8545424	8545724	+	0	NA	Intergenic	NA	38218	AC011747.4								
Interval_30414	chr6	36127519	36127886	+	0	NA	Intergenic	NA	-2782	MAPK13								
Interval_25617	chr3	77328052	77328276	+	0	NA	intron (ROBO2, intron 2 of 25)	NA	288069	ROBO2								
Interval_8148	chr12	56189623	56189930	+	0	NA	promoter-TSS (SMARCC2)	NA	-209	SMARCC2								
Interval_34686	chr8	102862976	102863450	+	0	NA	promoter-TSS (LOC100506753)	NA	956	AZIN1								
Interval_32704	chr7	101185316	101185564	+	0	NA	Intergenic	NA	-5225	NAT16								
Interval_11181	chr15	59372502	59372720	+	0	NA	exon (MYO1E, exon 1 of 28)	NA	261	MYO1E								
Interval_385	chr1	16513640	16514198	+	0	NA	TTS (RNU1-1)	NA	366	RNU1-1								
Interval_27099	chr4	49641633	49642640	+	0	NA	Intergenic	NA	-152812	LOC101060532								
Interval_27932	chr5	993630	993913	+	0	NA	intron (LOC100506688, intron 1 of 1)	NA	3569	LOC100506688								
Interval_36938	chrUn_KI270442v1	44419	44772	+	0	NA	Intergenic	NA	-200709	LOC102724902								
Interval_3265	chr1	224012389	224013098	+	0	NA	intron (LOC101926980, intron 3 of 3)	NA	4081	LOC100287497								
Interval_8127	chr12	55829535	55829949	+	0	NA	promoter-TSS (DNAJC14)	NA	-106	DNAJC14								
Interval_9862	chr14	51012075	51012374	+	0	NA	intron (TRIM9, intron 3 of 12)	NA	-67694	PYGL								
Interval_34884	chr8	123506985	123507296	+	0	NA	intron (FBXO32, intron 4 of 6)	NA	34113	FBXO32								
Interval_1578	chr1	89262340	89262602	+	0	NA	intron (GBP5, intron 9 of 10)	NA	10390	GBP5								
Interval_12535	chr16	30052895	30053146	+	0	NA	promoter-TSS (ALDOA)	NA	-8	FAM57B								
Interval_34942	chr8	125386420	125386981	+	0	NA	Intergenic	NA	-46417	TRIB1								
Interval_8659	chr12	108866673	108866868	+	0	NA	Intergenic	NA	-13586	DAO								
Interval_9745	chr14	25909421	25909608	+	0	NA	Intergenic	NA	688240	NOVA1								
Interval_33305	chr8	1894953	1895294	+	0	NA	intron (ARHGEF10, intron 12 of 27)	NA	43087	LOC100131395								
Interval_2996	chr1	205907922	205908120	+	0	NA	Intergenic	NA	18001	LOC284581								
Interval_5364	chr11	415023	415359	+	0	NA	promoter-TSS (SIGIRR)	NA	-147	SIGIRR								
Interval_35714	chr9	36487754	36487918	+	0	NA	promoter-TSS (RNF38)	NA	-85026	MELK								
Interval_6171	chr11	62591849	62592076	+	0	NA	promoter-TSS (TUT1)	NA	-325	TUT1								
Interval_5972	chr11	47257420	47257849	+	0	NA	promoter-TSS (NR1H3)	NA	-283	NR1H3								
Interval_6689	chr11	78257000	78257187	+	0	NA	intron (GAB2, intron 3 of 10)	NA	-68277	KCTD21								
Interval_21693	chr2	236975892	236976092	+	0	NA	Intergenic	NA	80175	AC105760.3								
Interval_34207	chr8	58595938	58596110	+	0	NA	intron (NSMAF, intron 21 of 30)	NA	42855	SDCBP								
Interval_21777	chr2	241355232	241355440	+	0	NA	promoter-TSS (FARP2)	NA	-913	FARP2								
Interval_30820	chr6	75244334	75244573	+	0	NA	promoter-TSS (COX7A2)	NA	-525	COX7A2								
Interval_16711	chr19	1857295	1857469	+	0	NA	intron (KLF16, intron 1 of 1)	NA	6183	KLF16								
Interval_3520	chr1	235892800	235893240	+	0	NA	Intergenic	NA	-9312	LYST								
Interval_4313	chr10	63630500	63630652	+	0	NA	promoter-TSS (LOC101929846)	NA	-101	LOC101929846								
Interval_13901	chr17	17810058	17810256	+	0	NA	exon (RAI1, exon 6 of 6)	NA	3388	MIR6777								
Interval_18517	chr19	47600659	47600947	+	0	NA	Intergenic	NA	-7393	GLTSCR1								
Interval_11553	chr15	75105076	75105216	+	0	NA	Intergenic	NA	81554	PPCDC								
Interval_22116	chr20	17560400	17560537	+	0	NA	exon (BFSP1, exon 3 of 10)	NA	-1508	BFSP1								
Interval_36547	chr9	130712403	130712644	+	0	NA	Intergenic	NA	18743	EXOSC2								
Interval_6717	chr11	79404427	79404564	+	0	NA	intron (TENM4, intron 1 of 33)	NA	-2396	MIR708								
Interval_8461	chr12	94943809	94943954	+	0	NA	Intergenic	NA	59832	NDUFA12								
Interval_1739	chr1	108556600	108556822	+	0	NA	Intergenic	NA	-3638	FAM102B								
Interval_3123	chr1	212606855	212607050	+	0	NA	intron (ATF3, intron 1 of 3)	NA	-17495	FAM71A								
Interval_27564	chr4	127389201	127389415	+	0	NA	Intergenic	NA	-243624	INTU								
Interval_26118	chr3	151871655	151872000	+	0	NA	intron (RP11-454C18.2, intron 1 of 2)	NA	-1816	SUCNR1								
Interval_4548	chr10	77552154	77552547	+	0	NA	intron (KCNMA1, intron 1 of 30)	NA	-53380	KCNMA1								
Interval_14812	chr17	48791031	48791308	+	0	NA	intron (TTLL6, intron 9 of 15)	NA	23567	TTLL6								
Interval_20549	chr2	113390226	113390528	+	0	NA	Intergenic	NA	-47314	CBWD2								
Interval_9174	chr12	133181343	133181539	+	0	NA	promoter-TSS (ZNF268)	NA	32	ZNF268								
Interval_26839	chr4	18021672	18022355	+	0	NA	promoter-TSS (LCORL)	NA	-153	LCORL								
Interval_37371	chrX	66075005	66075325	+	0	NA	Intergenic	NA	-35040	VSIG4								
Interval_18754	chr19	50804620	50804996	+	0	NA	promoter-TSS (C19orf48)	NA	-91	C19orf48								
Interval_30778	chr6	57164008	57164315	+	0	NA	intron (ZNF451, intron 13 of 13)	NA	-8145	BAG2								
Interval_27633	chr4	140100110	140100277	+	0	NA	intron (MAML3, intron 1 of 4)	NA	41208	LOC101927544								
Interval_14647	chr17	43458857	43459032	+	0	NA	Intergenic	NA	14138	MIR2117								
Interval_905	chr1	33032721	33032909	+	0	NA	intron (AK2, intron 1 of 6)	NA	4096	AK2								
Interval_36977	chrUn_KI270442v1	90496	90709	+	0	NA	Intergenic	NA	-154702	LOC102724902								
Interval_2002	chr1	146048797	146049045	+	0	NA	Intergenic	NA	3323	RNVU1-6								
Interval_23147	chr21	7946763	7947081	+	0	NA	Intergenic	NA	-117290	LOC102723475								
Interval_492	chr1	21100663	21100953	+	0	NA	intron (EIF4G3, intron 2 of 34)	NA	76080	EIF4G3								
Interval_28195	chr5	43432578	43432872	+	0	NA	Intergenic	NA	-20351	CCL28								
Interval_35369	chr8	144104164	144104367	+	0	NA	promoter-TSS (MAF1)	NA	-28	SHARPIN								
Interval_37166	chrX	19683167	19683390	+	0	NA	intron (SH3KBP1, intron 5 of 16)	NA	-168017	MAP3K15								
Interval_29724	chr6	6806908	6807045	+	0	NA	Intergenic	NA	89139	LOC101928047								
Interval_4702	chr10	88411817	88411954	+	0	NA	intron (RNLS, intron 4 of 5)	NA	145625	LOC101929727								
Interval_26617	chr3	197747135	197747310	+	0	NA	intron (KIAA0226, intron 1 of 21)	NA	-3168	FYTTD1								
Interval_21092	chr2	178479104	178479434	+	0	NA	promoter-TSS (FKBP7)	NA	-353	FKBP7								
Interval_10752	chr15	28904122	28904342	+	0	NA	Intergenic	NA	-17405	APBA2								
Interval_8634	chr12	108334484	108334689	+	0	NA	intron (CMKLR1, intron 1 of 2)	NA	4731	CMKLR1								
Interval_34097	chr8	48590028	48590431	+	0	NA	intron (RP11-770E5.1, intron 2 of 3)	NA	-30174	LOC101929217								
Interval_11738	chr15	87633658	87633802	+	0	NA	Intergenic	NA	56801	LINC00052								
Interval_29450	chr5	176782685	176782929	+	0	NA	Intergenic	NA	-27752	UNC5A								
Interval_18875	chr19	54191757	54192016	+	0	NA	exon (TSEN34, exon 3 of 5)	NA	1620	TSEN34								
Interval_22204	chr20	21503453	21503590	+	0	NA	Intergenic	NA	9273	NKX2-2								
Interval_19134	chr2	10283245	10283509	+	0	NA	Intergenic	NA	18916	LOC101929691								
Interval_19620	chr2	43305696	43306191	+	0	NA	intron (THADA, intron 31 of 37)	NA	78732	LINC01126								
Interval_4475	chr10	72692375	72692787	+	0	NA	promoter-TSS (MCU)	NA	450	MCU								
Interval_2993	chr1	205774769	205775038	+	0	NA	exon (RAB7L1, exon 1 of 4)	NA	563	RAB7L1								
Interval_11419	chr15	70047929	70048071	+	0	NA	exon (TLE3, exon 20 of 20)	NA	31447	MIR629								
Interval_14235	chr17	29855797	29855955	+	0	NA	intron (SSH2, intron 2 of 16)	NA	-85756	EFCAB5								
Interval_11320	chr15	66941879	66942091	+	0	NA	exon (LOC102723481, exon 1 of 2)	NA	169	LOC102723481								
Interval_32182	chr7	43647996	43648141	+	0	NA	intron (COA1, intron 2 of 7)	NA	-16830	LOC101928860								
Interval_21303	chr2	206098890	206099342	+	0	NA	Intergenic	NA	-12934	INO80D								
Interval_5232	chr10	124700501	124700641	+	0	NA	intron (FAM53B, intron 2 of 4)	NA	-3350	FAM53B-AS1								
Interval_34296	chr8	66123962	66124251	+	0	NA	intron (LOC101060153, intron 2 of 2)	NA	-2937	TRIM55								
Interval_4935	chr10	102226491	102226652	+	0	NA	exon (ELOVL3, exon 1 of 4)	NA	293	ELOVL3								
Interval_34702	chr8	104437442	104437662	+	0	NA	intron (DPYS, intron 3 of 9)	NA	29501	DPYS								
Interval_31213	chr6	137291517	137291806	+	0	NA	Intergenic	NA	-72546	IFNGR1								
Interval_35886	chr9	93038473	93038626	+	0	NA	Intergenic	NA	-20139	SUSD3								
Interval_22102	chr20	15528418	15528640	+	0	NA	intron (MACROD2, intron 8 of 17)	NA	-599011	MACROD2-AS1								
Interval_481	chr1	20191460	20191597	+	0	NA	exon (UBXN10, exon 2 of 2)	NA	-5042	UBXN10-AS1								
Interval_32450	chr7	74617494	74617861	+	0	NA	Intergenic	NA	-39988	GTF2I								
Interval_3958	chr10	35409249	35409461	+	0	NA	intron (CCNY, intron 2 of 10)	NA	72481	CCNY								
Interval_27406	chr4	98929738	98930021	+	0	NA	promoter-TSS (EIF4E)	NA	-787	EIF4E								
Interval_19003	chr19	56594996	56595135	+	0	NA	promoter-TSS (ZNF71)	NA	-234	ZNF71								
Interval_26151	chr3	156663964	156664101	+	0	NA	Intergenic	NA	-10384	TIPARP								
Interval_7385	chr12	5052048	5052478	+	0	NA	Intergenic	NA	8344	KCNA5								
Interval_34260	chr8	63192023	63192305	+	0	NA	intron (YTHDF3, intron 3 of 3)	NA	23161	YTHDF3								
Interval_30194	chr6	30781860	30782231	+	0	NA	Intergenic	NA	-37495	IER3								
Interval_16568	chr18	80034354	80034843	+	0	NA	exon (RBFA, exon 1 of 7)	NA	252	RBFA								
Interval_31444	chr6	155495119	155495472	+	0	NA	Intergenic	NA	-39392	NOX3								
Interval_15748	chr18	475295	475434	+	0	NA	intron (COLEC12, intron 2 of 5)	NA	25359	COLEC12								
Interval_28638	chr5	109689087	109689375	+	0	NA	promoter-TSS (MAN2A1)	NA	-135	MAN2A1								
Interval_32540	chr7	77725038	77725309	+	0	NA	intron (RSBN1L, intron 1 of 7)	NA	-27828	RSBN1L-AS1								
Interval_26438	chr3	187006769	187007366	+	0	NA	intron (ST6GAL1, intron 3 of 8)	NA	-14907	LOC101929079								
Interval_25213	chr3	46396338	46396815	+	0	NA	intron (LOC102724297, intron 1 of 2)	NA	10464	LOC102724297								
Interval_9657	chr14	22838741	22838911	+	0	NA	intron (MMP14, intron 1 of 9)	NA	2293	MMP14								
Interval_28652	chr5	111930077	111930232	+	0	NA	intron (NREP-AS1, intron 1 of 3)	NA	17646	NREP-AS1								
Interval_24709	chr3	9864493	9864752	+	0	NA	Intergenic	NA	14434	CIDEC								
Interval_36540	chr9	130446279	130446483	+	0	NA	intron (ASS1, intron 1 of 14)	NA	1211	ASS1								
Interval_4103	chr10	41914681	41915182	+	0	NA	Intergenic	NA	-327592	LOC101929373								
Interval_14058	chr17	21968739	21968960	+	0	NA	Intergenic	NA	-185414	LOC100996792-2								
Interval_9134	chr12	131327923	131328273	+	0	NA	Intergenic	NA	-19372	RP13-507P19.2								
Interval_32390	chr7	72928960	72929124	+	0	NA	intron (POM121, intron 7 of 15)	NA	25721	NSUN5P2								
Interval_4836	chr10	97714502	97714922	+	0	NA	exon (MARVELD1, exon 1 of 2)	NA	1004	MARVELD1								
Interval_32653	chr7	100157814	100157960	+	0	NA	exon (C7orf43, exon 2 of 11)	NA	792	C7orf43								
Interval_29209	chr5	154405372	154405542	+	0	NA	intron (GALNT10, intron 8 of 11)	NA	40365	SAP30L-AS1								
Interval_6744	chr11	85902433	85902711	+	0	NA	intron (CCDC83, intron 7 of 11)	NA	47471	CCDC83								
Interval_7589	chr12	12033388	12033632	+	0	NA	Intergenic	NA	-16354	LOC102724106								
Interval_192	chr1	9196556	9196804	+	0	NA	Intergenic	NA	13499	LOC102724571								
Interval_36972	chrUn_KI270442v1	82407	82709	+	0	NA	Intergenic	NA	-162746	LOC102724902								
Interval_5282	chr10	130631580	130631727	+	0	NA	Intergenic	NA	327836	LOC101927435								
Interval_23358	chr21	29245462	29245683	+	0	NA	intron (LINC00189, intron 1 of 1)	NA	52078	LINC00189								
Interval_31194	chr6	136236927	136237180	+	0	NA	intron (MTFR2, intron 6 of 7)	NA	13258	MTFR2								
Interval_14960	chr17	57635073	57635454	+	0	NA	intron (MSI2, intron 10 of 12)	NA	-26838	RP11-118E18.4								
Interval_37664	chrY	10784248	10784496	+	0	NA	Intergenic	NA	873574	TTTY23								
Interval_19094	chr2	8598105	8598583	+	0	NA	Intergenic	NA	-14552	AC011747.4								
Interval_8902	chr12	120937216	120937449	+	0	NA	Intergenic	NA	34960	HNF1A-AS1								
Interval_728	chr1	27604316	27604479	+	0	NA	promoter-TSS (AHDC1)	NA	-445	AHDC1								
Interval_2766	chr1	184806439	184806607	+	0	NA	intron (FAM129A, intron 10 of 13)	NA	-51616	EDEM3								
Interval_27413	chr4	99563957	99564120	+	0	NA	promoter-TSS (MTTP)	NA	-6	TRMT10A								
Interval_27343	chr4	83717016	83717195	+	0	NA	Intergenic	NA	181372	AGPAT9								
Interval_28498	chr5	80488174	80488685	+	0	NA	intron (FAM151B, intron 1 of 5)	NA	-17563	FAM151B								
Interval_23962	chr22	31785533	31785698	+	0	NA	intron (DEPDC5, intron 10 of 41)	NA	31592	DEPDC5								
Interval_1811	chr1	110963493	110963942	+	0	NA	exon (LRIF1, exon 1 of 4)	NA	227	LRIF1								
Interval_13558	chr17	4433629	4433807	+	0	NA	promoter-TSS (SPNS3)	NA	-206	SPNS3								
Interval_15738	chr17_KI270730v1_random	107020	107523	+	0	NA	NA	NA	NA	NA								
Interval_33400	chr8	10690958	10691135	+	0	NA	intron (C8orf74, intron 2 of 3)	NA	18409	C8orf74								
Interval_15829	chr18	5975351	5975775	+	0	NA	intron (L3MBTL4, intron 14 of 16)	NA	-83459	TMEM200C								
Interval_2826	chr1	198156683	198157447	+	0	NA	promoter-TSS (NEK7)	NA	87	NEK7								
Interval_2780	chr1	185156688	185157013	+	0	NA	promoter-TSS (SWT1)	NA	134	TRMT1L								
Interval_6779	chr11	93196954	93197568	+	0	NA	exon (SLC36A4, exon 1 of 11)	NA	194	SLC36A4								
Interval_13373	chr16	89602290	89602602	+	0	NA	Intergenic	NA	-11180	DPEP1								
Interval_35037	chr8	129490609	129490746	+	0	NA	Intergenic	NA	-6535	MIR3686								
Interval_20603	chr2	119483140	119483601	+	0	NA	intron (SCTR, intron 2 of 11)	NA	6741	LOC101927734								
Interval_37674	chrY	10796050	10796363	+	0	NA	Intergenic	NA	885408	TTTY23								
Interval_11610	chr15	78059286	78059433	+	0	NA	intron (TBC1D2B, intron 1 of 12)	NA	18293	TBC1D2B								
Interval_27254	chr4	75142739	75143072	+	0	NA	Intergenic	NA	37961	LOC100506253								
Interval_5789	chr11	34339559	34339722	+	0	NA	intron (ABTB2, intron 1 of 16)	NA	18368	ABTB2								
Interval_3732	chr10	13161363	13161616	+	0	NA	promoter-TSS (MCM10)	NA	-65	MCM10								
Interval_10820	chr15	39397151	39397376	+	0	NA	Intergenic	NA	13229	LOC102724283								
Interval_5389	chr11	964742	964987	+	0	NA	intron (AP2A2, intron 2 of 21)	NA	39016	AP2A2								
Interval_37056	chrX	1494297	1494507	+	0	NA	intron (P2RY8, intron 1 of 1)	NA	-25810	P2RY8								
Interval_2614	chr1	178238951	178239153	+	0	NA	intron (RASAL2, intron 1 of 17)	NA	-102419	RASAL2								
Interval_33826	chr8	29747985	29748204	+	0	NA	promoter-TSS (LINC00589)	NA	15	LINC00589								
Interval_33558	chr8	21313776	21314117	+	0	NA	Intergenic	NA	15707	RP11-24P4.1								
Interval_22990	chr20	59323265	59323464	+	0	NA	intron (EDN3, intron 4 of 4)	NA	22920	EDN3								
Interval_23981	chr22	32776968	32777389	+	0	NA	intron (SYN3, intron 5 of 12)	NA	-23638	TIMP3								
Interval_5541	chr11	8838840	8839035	+	0	NA	intron (ST5, intron 1 of 20)	NA	-64692	ST5								
Interval_22508	chr20	37288270	37288427	+	0	NA	Intergenic	NA	-1300	MANBAL								
Interval_11874	chr15	92807939	92808670	+	0	NA	intron (LOC101926994, intron 1 of 3)	NA	2030	LOC101926994								
Interval_32831	chr7	107890993	107891166	+	0	NA	promoter-TSS (DLD)	NA	-62	DLD								
Interval_23701	chr22	19179067	19179326	+	0	NA	promoter-TSS (SLC25A1)	NA	-333	SLC25A1								
Interval_6305	chr11	65386528	65386918	+	0	NA	exon (FRMD8, exon 1 of 11)	NA	153	FRMD8								
Interval_32725	chr7	101734088	101734272	+	0	NA	Intergenic	NA	-83422	CUX1								
Interval_11666	chr15	80694115	80694280	+	0	NA	Intergenic	NA	-1114	ABHD17C								
Interval_1347	chr1	55443623	55443805	+	0	NA	Intergenic	NA	218058	MIR4422								
Interval_21063	chr2	175353407	175353636	+	0	NA	Intergenic	NA	-171759	ATP5G3								
Interval_15208	chr17	68498684	68499006	+	0	NA	Intergenic	NA	-11018	LOC102724296								
Interval_10580	chr14	100533375	100533609	+	0	NA	Intergenic	NA	35027	BEGAIN								
Interval_3031	chr1	206797381	206797623	+	0	NA	Intergenic	NA	-25008	IL10								
Interval_33235	chr7	155770487	155770877	+	0	NA	intron (RBM33, intron 16 of 17)	NA	41591	SHH								
Interval_17279	chr19	10980147	10980325	+	0	NA	intron (SMARCA4, intron 1 of 35)	NA	19239	SMARCA4								
Interval_23725	chr22	20495779	20495916	+	0	NA	promoter-TSS (KLHL22)	NA	36	KLHL22								
Interval_33898	chr8	37153027	37153418	+	0	NA	Intergenic	NA	164918	LOC102723593								
Interval_17446	chr19	14146885	14147149	+	0	NA	TTS (LPHN1)	NA	9865	LOC100507373								
Interval_35346	chr8	143928676	143928854	+	0	NA	intron (PLEC, intron 25 of 31)	NA	15972	PLEC								
Interval_8563	chr12	104455067	104455281	+	0	NA	Intergenic	NA	-1740	CHST11								
Interval_19153	chr2	10813089	10813350	+	0	NA	promoter-TSS (PDIA6)	NA	-439	PDIA6								
Interval_30905	chr6	90284389	90284542	+	0	NA	intron (BACH2, intron 1 of 8)	NA	12443	BACH2								
Interval_14018	chr17	21908636	21908796	+	0	NA	Intergenic	NA	-125281	LOC100996792-2								
Interval_15100	chr17	63700269	63700717	+	0	NA	promoter-TSS (LIMD2)	NA	155	LOC729683								
Interval_26225	chr3	168156366	168156871	+	0	NA	Intergenic	NA	-60694	GOLIM4								
Interval_35279	chr8	142676814	142677070	+	0	NA	intron (PSCA, intron 1 of 2)	NA	6634	PSCA								
Interval_8726	chr12	111387717	111387970	+	0	NA	Intergenic	NA	-18105	SH2B3								
Interval_35873	chr9	92134032	92134213	+	0	NA	intron (LOC100128076, intron 2 of 12)	NA	1288	LOC100128076								
Interval_28189	chr5	43064834	43065065	+	0	NA	TTS (LOC100132356)	NA	2022	LOC100132356								
Interval_34056	chr8	42803241	42803758	+	0	NA	Intergenic	NA	-34713	CHRNA6								
Interval_10183	chr14	74620524	74620671	+	0	NA	Intergenic	NA	-8266	LTBP2								
Interval_23529	chr21	39313573	39313847	+	0	NA	promoter-TSS (BRWD1)	NA	76	BRWD1								
Interval_24031	chr22	36331275	36331997	+	0	NA	intron (MYH9, intron 3 of 40)	NA	-44734	MIR6819								
Interval_22036	chr20	8144729	8144894	+	0	NA	intron (PLCB1, intron 1 of 32)	NA	12373	PLCB1								
Interval_34256	chr8	63038441	63038690	+	0	NA	intron (GGH, intron 1 of 8)	NA	486	GGH								
Interval_15956	chr18	23503022	23503311	+	0	NA	promoter-TSS (C18orf8)	NA	-330	C18orf8								
Interval_26582	chr3	196503367	196503520	+	0	NA	exon (RNF168, exon 1 of 6)	NA	325	RNF168								
Interval_15155	chr17	65154945	65155133	+	0	NA	intron (RGS9, intron 2 of 16)	NA	17701	RGS9								
Interval_23508	chr21	38274290	38274488	+	0	NA	intron (KCNJ15, intron 1 of 2)	NA	44474	KCNJ15								
Interval_6036	chr11	57666975	57667759	+	0	NA	promoter-TSS (ZDHHC5)	NA	-635	ZDHHC5								
Interval_34658	chr8	102557374	102557523	+	0	NA	intron (ODF1, intron 1 of 1)	NA	5828	ODF1								
Interval_8186	chr12	57031143	57031313	+	0	NA	intron (MYO1A, intron 22 of 27)	NA	-14668	TAC3								
Interval_23847	chr22	26573815	26574009	+	0	NA	intron (TPST2, intron 1 of 6)	NA	-8508	TPST2								
Interval_29514	chr5	178502404	178502807	+	0	NA	intron (COL23A1, intron 2 of 28)	NA	87967	COL23A1								
